Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
OG0056853					Solyc01T004089.1
OG0056854					Solyc01T004094.1
OG0056855					Solyc01T004097.1
OG0056856					Solyc01T004115.1
OG0056857					Solyc01T004128.1
OG0056858					Solyc01T004133.1
OG0056859					Solyc01T004166.1
OG0056860					Solyc01T004190.1
OG0056861					Solyc01T004196.1
OG0056862					Solyc01T004206.1
OG0056863					Solyc01T004209.1
OG0056864					Solyc01T004256.1
OG0056865					Solyc01T004260.1
OG0056866					Solyc01T004268.1
OG0056867					Solyc01T004274.1
OG0056868					Solyc01T004292.1
OG0056869					Solyc01T004305.1
OG0056870					Solyc01T004308.1
OG0056871					Solyc01T004318.1
OG0056872					Solyc01T004345.1
OG0056873					Solyc01T004352.1
OG0056874					Solyc01T004382.1
OG0056875					Solyc01T004386.1
OG0056876					Solyc01T004387.1
OG0056877					Solyc01T004392.1
OG0056878					Solyc01T004395.1
OG0056879					Solyc01T004400.1
OG0056880					Solyc02T000001.1
OG0056881					Solyc02T000002.1
OG0056882					Solyc02T000007.1
OG0056883					Solyc02T000017.1
OG0056884					Solyc02T000020.1
OG0056885					Solyc02T000021.1
OG0056886					Solyc02T000022.1
OG0056887					Solyc02T000025.1
OG0056888					Solyc02T000027.1
OG0056889					Solyc02T000030.1
OG0056890					Solyc02T000042.1
OG0056891					Solyc02T000043.1
OG0056892					Solyc02T000046.1
OG0056893					Solyc02T000048.1
OG0056894					Solyc02T000051.1
OG0056895					Solyc02T000054.1
OG0056896					Solyc02T000055.1
OG0056897					Solyc02T000057.1
OG0056898					Solyc02T000058.1
OG0056899					Solyc02T000059.1
OG0056900					Solyc02T000062.1
OG0056901					Solyc02T000068.1
OG0056902					Solyc02T000071.1
OG0056903					Solyc02T000072.1
OG0056904					Solyc02T000074.1
OG0056905					Solyc02T000078.1
OG0056906					Solyc02T000087.1
OG0056907					Solyc02T000089.1
OG0056908					Solyc02T000090.1
OG0056909					Solyc02T000093.1
OG0056910					Solyc02T000103.1
OG0056911					Solyc02T000104.1
OG0056912					Solyc02T000106.1
OG0056913					Solyc02T000107.1
OG0056914					Solyc02T000111.1
OG0056915					Solyc02T000112.1
OG0056916					Solyc02T000121.1
OG0056917					Solyc02T000128.1
OG0056918					Solyc02T000130.1
OG0056919					Solyc02T000136.1
OG0056920					Solyc02T000137.1
OG0056921					Solyc02T000142.3
OG0056922					Solyc02T000146.1
OG0056923					Solyc02T000167.1
OG0056924					Solyc02T000175.1
OG0056925					Solyc02T000179.1
OG0056926					Solyc02T000181.1
OG0056927					Solyc02T000189.1
OG0056928					Solyc02T000204.1
OG0056929					Solyc02T000206.1
OG0056930					Solyc02T000209.1
OG0056931					Solyc02T000216.1
OG0056932					Solyc02T000217.1
OG0056933					Solyc02T000218.1
OG0056934					Solyc02T000224.1
OG0056935					Solyc02T000228.1
OG0056936					Solyc02T000229.1
OG0056937					Solyc02T000230.1
OG0056938					Solyc02T000241.1
OG0056939					Solyc02T000256.1
OG0056940					Solyc02T000260.1
OG0056941					Solyc02T000262.1
OG0056942					Solyc02T000264.1
OG0056943					Solyc02T000265.1
OG0056944					Solyc02T000269.1
OG0056945					Solyc02T000270.1
OG0056946					Solyc02T000275.1
OG0056947					Solyc02T000287.1
OG0056948					Solyc02T000288.1
OG0056949					Solyc02T000295.2
OG0056950					Solyc02T000297.1
OG0056951					Solyc02T000299.1
OG0056952					Solyc02T000302.1
OG0056953					Solyc02T000303.1
OG0056954					Solyc02T000316.1
OG0056955					Solyc02T000328.1
OG0056956					Solyc02T000345.1
OG0056957					Solyc02T000361.2
OG0056958					Solyc02T000363.1
OG0056959					Solyc02T000367.1
OG0056960					Solyc02T000383.1
OG0056961					Solyc02T000398.1
OG0056962					Solyc02T000422.1
OG0056963					Solyc02T000430.1
OG0056964					Solyc02T000433.1
OG0056965					Solyc02T000445.1
OG0056966					Solyc02T000449.1
OG0056967					Solyc02T000461.1
OG0056968					Solyc02T000464.1
OG0056969					Solyc02T000470.1
OG0056970					Solyc02T000472.1
OG0056971					Solyc02T000478.1
OG0056972					Solyc02T000481.1
OG0056973					Solyc02T000483.1
OG0056974					Solyc02T000491.1
OG0056975					Solyc02T000495.1
OG0056976					Solyc02T000502.1
OG0056977					Solyc02T000546.1
OG0056978					Solyc02T000548.1
OG0056979					Solyc02T000569.1
OG0056980					Solyc02T000588.1
OG0056981					Solyc02T000591.1
OG0056982					Solyc02T000607.1
OG0056983					Solyc02T000618.1
OG0056984					Solyc02T000628.1
OG0056985					Solyc02T000647.1
OG0056986					Solyc02T000649.1
OG0056987					Solyc02T000652.1
OG0056988					Solyc02T000674.2
OG0056989					Solyc02T000679.1
OG0056990					Solyc02T000720.1
OG0056991					Solyc02T000722.1
OG0056992					Solyc02T000735.1
OG0056993					Solyc02T000740.1
OG0056994					Solyc02T000742.1
OG0056995					Solyc02T000747.1
OG0056996					Solyc02T000756.1
OG0056997					Solyc02T000760.1
OG0056998					Solyc02T000763.1
OG0056999					Solyc02T000772.2
OG0057000					Solyc02T000773.1
OG0057001					Solyc02T000778.1
OG0057002					Solyc02T000780.1
OG0057003					Solyc02T000787.1
OG0057004					Solyc02T000788.1
OG0057005					Solyc02T000789.1
OG0057006					Solyc02T000796.1
OG0057007					Solyc02T000808.1
OG0057008					Solyc02T000809.1
OG0057009					Solyc02T000810.1
OG0057010					Solyc02T000812.1
OG0057011					Solyc02T000828.1
OG0057012					Solyc02T000829.1
OG0057013					Solyc02T000836.1
OG0057014					Solyc02T000844.1
OG0057015					Solyc02T000858.1
OG0057016					Solyc02T000862.1
OG0057017					Solyc02T000865.1
OG0057018					Solyc02T000867.1
OG0057019					Solyc02T000873.1
OG0057020					Solyc02T000875.1
OG0057021					Solyc02T000899.1
OG0057022					Solyc02T000906.1
OG0057023					Solyc02T000912.1
OG0057024					Solyc02T000914.1
OG0057025					Solyc02T000919.1
OG0057026					Solyc02T000922.1
OG0057027					Solyc02T000940.1
OG0057028					Solyc02T000949.1
OG0057029					Solyc02T000971.1
OG0057030					Solyc02T000973.1
OG0057031					Solyc02T000987.1
OG0057032					Solyc02T000999.1
OG0057033					Solyc02T001009.1
OG0057034					Solyc02T001045.1
OG0057035					Solyc02T001054.1
OG0057036					Solyc02T001072.1
OG0057037					Solyc02T001075.1
OG0057038					Solyc02T001106.1
OG0057039					Solyc02T001111.1
OG0057040					Solyc02T001122.1
OG0057041					Solyc02T001123.1
OG0057042					Solyc02T001135.1
OG0057043					Solyc02T001139.1
OG0057044					Solyc02T001145.1
OG0057045					Solyc02T001146.1
OG0057046					Solyc02T001150.3
OG0057047					Solyc02T001156.1
OG0057048					Solyc02T001159.1
OG0057049					Solyc02T001161.1
OG0057050					Solyc02T001164.1
OG0057051					Solyc02T001167.1
OG0057052					Solyc02T001180.1
OG0057053					Solyc02T001185.1
OG0057054					Solyc02T001195.1
OG0057055					Solyc02T001196.1
OG0057056					Solyc02T001201.1
OG0057057					Solyc02T001202.1
OG0057058					Solyc02T001206.1
OG0057059					Solyc02T001208.1
OG0057060					Solyc02T001214.1
OG0057061					Solyc02T001227.1
OG0057062					Solyc02T001250.1
OG0057063					Solyc02T001260.1
OG0057064					Solyc02T001266.1
OG0057065					Solyc02T001288.1
OG0057066					Solyc02T001289.1
OG0057067					Solyc02T001294.1
OG0057068					Solyc02T001295.1
OG0057069					Solyc02T001312.1
OG0057070					Solyc02T001315.1
OG0057071					Solyc02T001322.1
OG0057072					Solyc02T001324.2
OG0057073					Solyc02T001325.1
OG0057074					Solyc02T001326.1
OG0057075					Solyc02T001334.1
OG0057076					Solyc02T001338.1
OG0057077					Solyc02T001340.1
OG0057078					Solyc02T001342.1
OG0057079					Solyc02T001344.1
OG0057080					Solyc02T001354.1
OG0057081					Solyc02T001355.1
OG0057082					Solyc02T001356.1
OG0057083					Solyc02T001359.1
OG0057084					Solyc02T001374.1
OG0057085					Solyc02T001380.1
OG0057086					Solyc02T001390.1
OG0057087					Solyc02T001398.1
OG0057088					Solyc02T001402.5
OG0057089					Solyc02T001403.2
OG0057090					Solyc02T001409.1
OG0057091					Solyc02T001411.1
OG0057092					Solyc02T001427.1
OG0057093					Solyc02T001431.1
OG0057094					Solyc02T001436.1
OG0057095					Solyc02T001437.1
OG0057096					Solyc02T001444.1
OG0057097					Solyc02T001446.1
OG0057098					Solyc02T001449.1
OG0057099					Solyc02T001454.1
OG0057100					Solyc02T001462.1
OG0057101					Solyc02T001473.1
OG0057102					Solyc02T001475.1
OG0057103					Solyc02T001499.1
OG0057104					Solyc02T001517.1
OG0057105					Solyc02T001523.1
OG0057106					Solyc02T001539.1
OG0057107					Solyc02T001546.1
OG0057108					Solyc02T001547.1
OG0057109					Solyc02T001574.1
OG0057110					Solyc02T001583.1
OG0057111					Solyc02T001589.1
OG0057112					Solyc02T001592.1
OG0057113					Solyc02T001597.1
OG0057114					Solyc02T001599.1
OG0057115					Solyc02T001601.1
OG0057116					Solyc02T001625.1
OG0057117					Solyc02T001653.1
OG0057118					Solyc02T001667.1
OG0057119					Solyc02T001669.1
OG0057120					Solyc02T001687.1
OG0057121					Solyc02T001705.1
OG0057122					Solyc02T001724.1
OG0057123					Solyc02T001744.1
OG0057124					Solyc02T001746.1
OG0057125					Solyc02T001747.1
OG0057126					Solyc02T001761.1
OG0057127					Solyc02T001772.1
OG0057128					Solyc02T001797.1
OG0057129					Solyc02T001805.1
OG0057130					Solyc02T001806.1
OG0057131					Solyc02T001809.1
OG0057132					Solyc02T001821.1
OG0057133					Solyc02T001825.1
OG0057134					Solyc02T001832.1
OG0057135					Solyc02T001843.1
OG0057136					Solyc02T001845.1
OG0057137					Solyc02T001863.1
OG0057138					Solyc02T001864.1
OG0057139					Solyc02T001867.1
OG0057140					Solyc02T001885.1
OG0057141					Solyc02T001892.1
OG0057142					Solyc02T001894.1
OG0057143					Solyc02T001895.1
OG0057144					Solyc02T001898.1
OG0057145					Solyc02T001902.1
OG0057146					Solyc02T001903.1
OG0057147					Solyc02T001904.1
OG0057148					Solyc02T001935.1
OG0057149					Solyc02T001939.1
OG0057150					Solyc02T001943.1
OG0057151					Solyc02T001945.1
OG0057152					Solyc02T001948.1
OG0057153					Solyc02T001958.2
OG0057154					Solyc02T001975.1
OG0057155					Solyc02T001981.1
OG0057156					Solyc02T001990.1
OG0057157					Solyc02T001992.1
OG0057158					Solyc02T001997.1
OG0057159					Solyc02T001999.1
OG0057160					Solyc02T002004.1
OG0057161					Solyc02T002016.3
OG0057162					Solyc02T002024.1
OG0057163					Solyc02T002031.7
OG0057164					Solyc02T002032.1
OG0057165					Solyc02T002033.1
OG0057166					Solyc02T002035.1
OG0057167					Solyc02T002037.2
OG0057168					Solyc02T002047.1
OG0057169					Solyc02T002074.1
OG0057170					Solyc02T002080.1
OG0057171					Solyc02T002099.1
OG0057172					Solyc02T002103.1
OG0057173					Solyc02T002140.1
OG0057174					Solyc02T002143.1
OG0057175					Solyc02T002144.1
OG0057176					Solyc02T002155.1
OG0057177					Solyc02T002171.1
OG0057178					Solyc02T002175.5
OG0057179					Solyc02T002176.1
OG0057180					Solyc02T002177.1
OG0057181					Solyc02T002180.1
OG0057182					Solyc02T002182.1
OG0057183					Solyc02T002190.1
OG0057184					Solyc02T002191.1
OG0057185					Solyc02T002195.1
OG0057186					Solyc02T002210.1
OG0057187					Solyc02T002211.1
OG0057188					Solyc02T002222.1
OG0057189					Solyc02T002225.1
OG0057190					Solyc02T002227.1
OG0057191					Solyc02T002228.1
OG0057192					Solyc02T002229.1
OG0057193					Solyc02T002246.1
OG0057194					Solyc02T002247.1
OG0057195					Solyc02T002252.1
OG0057196					Solyc02T002260.1
OG0057197					Solyc02T002261.1
OG0057198					Solyc02T002276.1
OG0057199					Solyc02T002279.1
OG0057200					Solyc02T002283.1
OG0057201					Solyc02T002285.1
OG0057202					Solyc02T002286.1
OG0057203					Solyc02T002290.1
OG0057204					Solyc02T002295.1
OG0057205					Solyc02T002297.1
OG0057206					Solyc02T002301.1
OG0057207					Solyc02T002310.1
OG0057208					Solyc02T002319.1
OG0057209					Solyc02T002337.2
OG0057210					Solyc02T002342.1
OG0057211					Solyc02T002347.1
OG0057212					Solyc02T002355.1
OG0057213					Solyc02T002367.1
OG0057214					Solyc02T002370.1
OG0057215					Solyc02T002372.1
OG0057216					Solyc02T002373.1
OG0057217					Solyc02T002376.1
OG0057218					Solyc02T002380.1
OG0057219					Solyc02T002388.1
OG0057220					Solyc02T002392.1
OG0057221					Solyc02T002405.1
OG0057222					Solyc02T002406.1
OG0057223					Solyc02T002410.1
OG0057224					Solyc02T002424.1
OG0057225					Solyc02T002449.1
OG0057226					Solyc02T002450.1
OG0057227					Solyc02T002453.1
OG0057228					Solyc02T002469.1
OG0057229					Solyc02T002474.1
OG0057230					Solyc02T002477.1
OG0057231					Solyc02T002480.1
OG0057232					Solyc02T002489.1
OG0057233					Solyc02T002493.1
OG0057234					Solyc02T002496.1
OG0057235					Solyc02T002513.1
OG0057236					Solyc02T002514.1
OG0057237					Solyc02T002528.1
OG0057238					Solyc02T002536.1
OG0057239					Solyc02T002540.1
OG0057240					Solyc02T002541.1
OG0057241					Solyc02T002545.1
OG0057242					Solyc02T002552.1
OG0057243					Solyc02T002557.2
OG0057244					Solyc02T002561.1
OG0057245					Solyc02T002571.1
OG0057246					Solyc02T002572.1
OG0057247					Solyc02T002595.1
OG0057248					Solyc02T002596.1
OG0057249					Solyc02T002598.1
OG0057250					Solyc02T002599.1
OG0057251					Solyc02T002604.1
OG0057252					Solyc02T002607.1
OG0057253					Solyc02T002608.1
OG0057254					Solyc02T002611.2
OG0057255					Solyc02T002619.1
OG0057256					Solyc02T002622.1
OG0057257					Solyc02T002623.1
OG0057258					Solyc02T002636.17
OG0057259					Solyc02T002637.1
OG0057260					Solyc02T002640.1
OG0057261					Solyc02T002643.1
OG0057262					Solyc02T002676.1
OG0057263					Solyc02T002696.1
OG0057264					Solyc02T002698.1
OG0057265					Solyc02T002709.1
OG0057266					Solyc02T002726.1
OG0057267					Solyc02T002729.1
OG0057268					Solyc02T002742.1
OG0057269					Solyc02T002746.1
OG0057270					Solyc02T002750.1
OG0057271					Solyc02T002756.1
OG0057272					Solyc02T002760.1
OG0057273					Solyc02T002770.1
OG0057274					Solyc02T002771.1
OG0057275					Solyc02T002785.1
OG0057276					Solyc02T002787.1
OG0057277					Solyc02T002790.1
OG0057278					Solyc02T002792.1
OG0057279					Solyc02T002805.1
OG0057280					Solyc02T002806.1
OG0057281					Solyc02T002814.1
OG0057282					Solyc02T002818.1
OG0057283					Solyc02T002822.1
OG0057284					Solyc02T002831.1
OG0057285					Solyc02T002832.1
OG0057286					Solyc02T002843.5
OG0057287					Solyc02T002853.2
OG0057288					Solyc02T002856.8
OG0057289					Solyc02T002868.1
OG0057290					Solyc02T002875.1
OG0057291					Solyc02T002903.1
OG0057292					Solyc02T002910.1
OG0057293					Solyc02T002917.1
OG0057294					Solyc02T002921.1
OG0057295					Solyc02T002940.1
OG0057296					Solyc02T002942.1
OG0057297					Solyc02T002951.1
OG0057298					Solyc02T002954.1
OG0057299					Solyc02T002958.1
OG0057300					Solyc02T002962.1
OG0057301					Solyc02T002984.1
OG0057302					Solyc03T000026.1
OG0057303					Solyc03T000046.1
OG0057304					Solyc03T000068.2
OG0057305					Solyc03T000073.1
OG0057306					Solyc03T000081.1
OG0057307					Solyc03T000093.1
OG0057308					Solyc03T000097.1
OG0057309					Solyc03T000105.1
OG0057310					Solyc03T000115.1
OG0057311					Solyc03T000137.1
OG0057312					Solyc03T000138.1
OG0057313					Solyc03T000153.1
OG0057314					Solyc03T000163.1
OG0057315					Solyc03T000176.1
OG0057316					Solyc03T000190.1
OG0057317					Solyc03T000192.1
OG0057318					Solyc03T000199.1
OG0057319					Solyc03T000210.1
OG0057320					Solyc03T000211.1
OG0057321					Solyc03T000212.1
OG0057322					Solyc03T000214.1
OG0057323					Solyc03T000223.1
OG0057324					Solyc03T000229.1
OG0057325					Solyc03T000239.1
OG0057326					Solyc03T000246.1
OG0057327					Solyc03T000247.1
OG0057328					Solyc03T000250.1
OG0057329					Solyc03T000252.1
OG0057330					Solyc03T000255.1
OG0057331					Solyc03T000258.1
OG0057332					Solyc03T000276.1
OG0057333					Solyc03T000284.1
OG0057334					Solyc03T000288.1
OG0057335					Solyc03T000292.1
OG0057336					Solyc03T000299.1
OG0057337					Solyc03T000314.1
OG0057338					Solyc03T000318.2
OG0057339					Solyc03T000321.1
OG0057340					Solyc03T000322.1
OG0057341					Solyc03T000339.2
OG0057342					Solyc03T000341.1
OG0057343					Solyc03T000344.1
OG0057344					Solyc03T000353.1
OG0057345					Solyc03T000354.1
OG0057346					Solyc03T000358.1
OG0057347					Solyc03T000379.1
OG0057348					Solyc03T000405.1
OG0057349					Solyc03T000408.1
OG0057350					Solyc03T000409.1
OG0057351					Solyc03T000411.1
OG0057352					Solyc03T000417.1
OG0057353					Solyc03T000419.1
OG0057354					Solyc03T000423.2
OG0057355					Solyc03T000429.1
OG0057356					Solyc03T000432.1
OG0057357					Solyc03T000433.2
OG0057358					Solyc03T000434.1
OG0057359					Solyc03T000437.1
OG0057360					Solyc03T000442.1
OG0057361					Solyc03T000443.1
OG0057362					Solyc03T000444.1
OG0057363					Solyc03T000452.1
OG0057364					Solyc03T000460.1
OG0057365					Solyc03T000469.1
OG0057366					Solyc03T000472.1
OG0057367					Solyc03T000474.1
OG0057368					Solyc03T000476.1
OG0057369					Solyc03T000483.1
OG0057370					Solyc03T000488.1
OG0057371					Solyc03T000490.1
OG0057372					Solyc03T000493.1
OG0057373					Solyc03T000501.1
OG0057374					Solyc03T000502.1
OG0057375					Solyc03T000515.1
OG0057376					Solyc03T000517.1
OG0057377					Solyc03T000528.1
OG0057378					Solyc03T000533.1
OG0057379					Solyc03T000534.1
OG0057380					Solyc03T000543.1
OG0057381					Solyc03T000545.1
OG0057382					Solyc03T000549.1
OG0057383					Solyc03T000553.1
OG0057384					Solyc03T000560.1
OG0057385					Solyc03T000561.1
OG0057386					Solyc03T000566.1
OG0057387					Solyc03T000576.1
OG0057388					Solyc03T000580.1
OG0057389					Solyc03T000583.1
OG0057390					Solyc03T000586.1
OG0057391					Solyc03T000590.1
OG0057392					Solyc03T000604.1
OG0057393					Solyc03T000634.1
OG0057394					Solyc03T000658.1
OG0057395					Solyc03T000667.1
OG0057396					Solyc03T000670.1
OG0057397					Solyc03T000672.1
OG0057398					Solyc03T000674.1
OG0057399					Solyc03T000676.1
OG0057400					Solyc03T000680.1
OG0057401					Solyc03T000717.1
OG0057402					Solyc03T000718.1
OG0057403					Solyc03T000728.2
OG0057404					Solyc03T000729.1
OG0057405					Solyc03T000733.1
OG0057406					Solyc03T000746.1
OG0057407					Solyc03T000751.1
OG0057408					Solyc03T000764.1
OG0057409					Solyc03T000770.1
OG0057410					Solyc03T000772.1
OG0057411					Solyc03T000776.1
OG0057412					Solyc03T000785.1
OG0057413					Solyc03T000791.1
OG0057414					Solyc03T000797.1
OG0057415					Solyc03T000809.2
OG0057416					Solyc03T000814.1
OG0057417					Solyc03T000815.1
OG0057418					Solyc03T000817.1
OG0057419					Solyc03T000821.1
OG0057420					Solyc03T000824.1
OG0057421					Solyc03T000831.1
OG0057422					Solyc03T000836.1
OG0057423					Solyc03T000844.1
OG0057424					Solyc03T000848.1
OG0057425					Solyc03T000849.1
OG0057426					Solyc03T000852.1
OG0057427					Solyc03T000863.1
OG0057428					Solyc03T000864.1
OG0057429					Solyc03T000868.1
OG0057430					Solyc03T000870.1
OG0057431					Solyc03T000871.1
OG0057432					Solyc03T000873.1
OG0057433					Solyc03T000880.1
OG0057434					Solyc03T000883.1
OG0057435					Solyc03T000897.1
OG0057436					Solyc03T000920.1
OG0057437					Solyc03T000921.1
OG0057438					Solyc03T000922.1
OG0057439					Solyc03T000931.1
OG0057440					Solyc03T000936.1
OG0057441					Solyc03T000940.2
OG0057442					Solyc03T000947.1
OG0057443					Solyc03T000949.1
OG0057444					Solyc03T000950.1
OG0057445					Solyc03T000957.1
OG0057446					Solyc03T000959.1
OG0057447					Solyc03T000964.1
OG0057448					Solyc03T000967.1
OG0057449					Solyc03T000968.1
OG0057450					Solyc03T000982.1
OG0057451					Solyc03T000987.1
OG0057452					Solyc03T000988.1
OG0057453					Solyc03T000995.1
OG0057454					Solyc03T000998.1
OG0057455					Solyc03T001011.1
OG0057456					Solyc03T001013.1
OG0057457					Solyc03T001029.1
OG0057458					Solyc03T001031.1
OG0057459					Solyc03T001040.1
OG0057460					Solyc03T001063.1
OG0057461					Solyc03T001064.1
OG0057462					Solyc03T001066.1
OG0057463					Solyc03T001071.1
OG0057464					Solyc03T001072.1
OG0057465					Solyc03T001076.1
OG0057466					Solyc03T001081.1
OG0057467					Solyc03T001083.1
OG0057468					Solyc03T001085.1
OG0057469					Solyc03T001086.1
OG0057470					Solyc03T001088.1
OG0057471					Solyc03T001089.1
OG0057472					Solyc03T001094.1
OG0057473					Solyc03T001095.1
OG0057474					Solyc03T001096.1
OG0057475					Solyc03T001103.1
OG0057476					Solyc03T001105.1
OG0057477					Solyc03T001107.1
OG0057478					Solyc03T001110.1
OG0057479					Solyc03T001112.1
OG0057480					Solyc03T001122.1
OG0057481					Solyc03T001123.1
OG0057482					Solyc03T001124.1
OG0057483					Solyc03T001125.1
OG0057484					Solyc03T001126.1
OG0057485					Solyc03T001127.1
OG0057486					Solyc03T001128.1
OG0057487					Solyc03T001130.1
OG0057488					Solyc03T001137.1
OG0057489					Solyc03T001142.1
OG0057490					Solyc03T001143.1
OG0057491					Solyc03T001145.1
OG0057492					Solyc03T001154.1
OG0057493					Solyc03T001172.1
OG0057494					Solyc03T001173.1
OG0057495					Solyc03T001174.1
OG0057496					Solyc03T001182.1
OG0057497					Solyc03T001185.1
OG0057498					Solyc03T001188.1
OG0057499					Solyc03T001195.1
OG0057500					Solyc03T001196.1
OG0057501					Solyc03T001197.1
OG0057502					Solyc03T001206.1
OG0057503					Solyc03T001212.1
OG0057504					Solyc03T001215.1
OG0057505					Solyc03T001221.1
OG0057506					Solyc03T001225.1
OG0057507					Solyc03T001226.1
OG0057508					Solyc03T001228.1
OG0057509					Solyc03T001230.1
OG0057510					Solyc03T001231.1
OG0057511					Solyc03T001250.1
OG0057512					Solyc03T001261.1
OG0057513					Solyc03T001270.1
OG0057514					Solyc03T001271.1
OG0057515					Solyc03T001272.1
OG0057516					Solyc03T001273.1
OG0057517					Solyc03T001282.1
OG0057518					Solyc03T001299.1
OG0057519					Solyc03T001305.1
OG0057520					Solyc03T001325.1
OG0057521					Solyc03T001331.1
OG0057522					Solyc03T001332.2
OG0057523					Solyc03T001334.1
OG0057524					Solyc03T001350.1
OG0057525					Solyc03T001351.1
OG0057526					Solyc03T001352.1
OG0057527					Solyc03T001354.1
OG0057528					Solyc03T001356.1
OG0057529					Solyc03T001359.1
OG0057530					Solyc03T001366.1
OG0057531					Solyc03T001367.1
OG0057532					Solyc03T001372.1
OG0057533					Solyc03T001381.1
OG0057534					Solyc03T001383.1
OG0057535					Solyc03T001386.1
OG0057536					Solyc03T001388.1
OG0057537					Solyc03T001390.1
OG0057538					Solyc03T001391.1
OG0057539					Solyc03T001394.1
OG0057540					Solyc03T001396.1
OG0057541					Solyc03T001401.1
OG0057542					Solyc03T001402.1
OG0057543					Solyc03T001417.1
OG0057544					Solyc03T001418.1
OG0057545					Solyc03T001423.1
OG0057546					Solyc03T001426.1
OG0057547					Solyc03T001427.1
OG0057548					Solyc03T001428.1
OG0057549					Solyc03T001430.1
OG0057550					Solyc03T001435.1
OG0057551					Solyc03T001445.1
OG0057552					Solyc03T001446.1
OG0057553					Solyc03T001448.1
OG0057554					Solyc03T001457.2
OG0057555					Solyc03T001463.1
OG0057556					Solyc03T001467.1
OG0057557					Solyc03T001470.1
OG0057558					Solyc03T001476.1
OG0057559					Solyc03T001478.1
OG0057560					Solyc03T001482.1
OG0057561					Solyc03T001483.1
OG0057562					Solyc03T001484.1
OG0057563					Solyc03T001499.1
OG0057564					Solyc03T001500.1
OG0057565					Solyc03T001503.1
OG0057566					Solyc03T001506.1
OG0057567					Solyc03T001518.1
OG0057568					Solyc03T001520.1
OG0057569					Solyc03T001535.1
OG0057570					Solyc03T001540.1
OG0057571					Solyc03T001545.1
OG0057572					Solyc03T001546.1
OG0057573					Solyc03T001547.1
OG0057574					Solyc03T001554.1
OG0057575					Solyc03T001562.1
OG0057576					Solyc03T001566.1
OG0057577					Solyc03T001568.1
OG0057578					Solyc03T001569.1
OG0057579					Solyc03T001599.1
OG0057580					Solyc03T001604.1
OG0057581					Solyc03T001609.1
OG0057582					Solyc03T001620.1
OG0057583					Solyc03T001625.1
OG0057584					Solyc03T001634.1
OG0057585					Solyc03T001643.1
OG0057586					Solyc03T001645.1
OG0057587					Solyc03T001657.1
OG0057588					Solyc03T001661.1
OG0057589					Solyc03T001662.1
OG0057590					Solyc03T001670.1
OG0057591					Solyc03T001672.1
OG0057592					Solyc03T001677.1
OG0057593					Solyc03T001691.1
OG0057594					Solyc03T001699.1
OG0057595					Solyc03T001703.1
OG0057596					Solyc03T001704.1
OG0057597					Solyc03T001711.1
OG0057598					Solyc03T001713.1
OG0057599					Solyc03T001726.1
OG0057600					Solyc03T001732.1
OG0057601					Solyc03T001733.1
OG0057602					Solyc03T001743.1
OG0057603					Solyc03T001756.1
OG0057604					Solyc03T001775.1
OG0057605					Solyc03T001786.1
OG0057606					Solyc03T001791.1
OG0057607					Solyc03T001794.1
OG0057608					Solyc03T001815.1
OG0057609					Solyc03T001836.1
OG0057610					Solyc03T001844.1
OG0057611					Solyc03T001846.1
OG0057612					Solyc03T001848.1
OG0057613					Solyc03T001859.1
OG0057614					Solyc03T001860.1
OG0057615					Solyc03T001871.1
OG0057616					Solyc03T001876.1
OG0057617					Solyc03T001880.1
OG0057618					Solyc03T001881.1
OG0057619					Solyc03T001895.1
OG0057620					Solyc03T001899.1
OG0057621					Solyc03T001902.1
OG0057622					Solyc03T001939.1
OG0057623					Solyc03T001953.1
OG0057624					Solyc03T001968.1
OG0057625					Solyc03T001974.1
OG0057626					Solyc03T001975.1
OG0057627					Solyc03T001978.1
OG0057628					Solyc03T001986.1
OG0057629					Solyc03T001988.1
OG0057630					Solyc03T001990.1
OG0057631					Solyc03T002032.1
OG0057632					Solyc03T002049.1
OG0057633					Solyc03T002051.1
OG0057634					Solyc03T002055.1
OG0057635					Solyc03T002076.1
OG0057636					Solyc03T002081.1
OG0057637					Solyc03T002085.1
OG0057638					Solyc03T002086.1
OG0057639					Solyc03T002091.1
OG0057640					Solyc03T002092.1
OG0057641					Solyc03T002093.1
OG0057642					Solyc03T002106.1
OG0057643					Solyc03T002119.1
OG0057644					Solyc03T002122.1
OG0057645					Solyc03T002127.1
OG0057646					Solyc03T002147.1
OG0057647					Solyc03T002153.1
OG0057648					Solyc03T002166.1
OG0057649					Solyc03T002173.1
OG0057650					Solyc03T002175.1
OG0057651					Solyc03T002182.1
OG0057652					Solyc03T002192.2
OG0057653					Solyc03T002227.1
OG0057654					Solyc03T002239.1
OG0057655					Solyc03T002249.1
OG0057656					Solyc03T002274.1
OG0057657					Solyc03T002295.1
OG0057658					Solyc03T002310.1
OG0057659					Solyc03T002317.1
OG0057660					Solyc03T002320.5
OG0057661					Solyc03T002324.1
OG0057662					Solyc03T002355.1
OG0057663					Solyc03T002376.1
OG0057664					Solyc03T002390.1
OG0057665					Solyc03T002393.1
OG0057666					Solyc03T002400.1
OG0057667					Solyc03T002414.1
OG0057668					Solyc03T002419.1
OG0057669					Solyc03T002420.1
OG0057670					Solyc03T002429.1
OG0057671					Solyc03T002432.1
OG0057672					Solyc03T002439.1
