Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum	Total
OG0031818	0	2	0	0	0	2
OG0031819	0	2	0	0	0	2
OG0031820	0	2	0	0	0	2
OG0031821	0	2	0	0	0	2
OG0031822	0	2	0	0	0	2
OG0031823	0	2	0	0	0	2
OG0031824	0	2	0	0	0	2
OG0031825	0	2	0	0	0	2
OG0031826	0	2	0	0	0	2
OG0031827	0	1	1	0	0	2
OG0031828	0	1	1	0	0	2
OG0031829	0	2	0	0	0	2
OG0031830	0	1	0	0	1	2
OG0031831	0	2	0	0	0	2
OG0031832	0	2	0	0	0	2
OG0031833	0	2	0	0	0	2
OG0031834	0	2	0	0	0	2
OG0031835	0	2	0	0	0	2
OG0031836	0	2	0	0	0	2
OG0031837	0	1	1	0	0	2
OG0031838	0	2	0	0	0	2
OG0031839	0	2	0	0	0	2
OG0031840	0	2	0	0	0	2
OG0031841	0	2	0	0	0	2
OG0031842	0	2	0	0	0	2
OG0031843	0	1	1	0	0	2
OG0031844	0	2	0	0	0	2
OG0031845	0	2	0	0	0	2
OG0031846	0	2	0	0	0	2
OG0031847	0	2	0	0	0	2
OG0031848	0	2	0	0	0	2
OG0031849	0	2	0	0	0	2
OG0031850	0	2	0	0	0	2
OG0031851	0	2	0	0	0	2
OG0031852	0	2	0	0	0	2
OG0031853	0	2	0	0	0	2
OG0031854	0	2	0	0	0	2
OG0031855	0	2	0	0	0	2
OG0031856	0	2	0	0	0	2
OG0031857	0	2	0	0	0	2
OG0031858	0	2	0	0	0	2
OG0031859	0	1	1	0	0	2
OG0031860	0	2	0	0	0	2
OG0031861	0	2	0	0	0	2
OG0031862	0	2	0	0	0	2
OG0031863	0	2	0	0	0	2
OG0031864	0	2	0	0	0	2
OG0031865	0	1	0	0	1	2
OG0031866	0	2	0	0	0	2
OG0031867	0	2	0	0	0	2
OG0031868	0	1	1	0	0	2
OG0031869	0	2	0	0	0	2
OG0031870	0	2	0	0	0	2
OG0031871	0	2	0	0	0	2
OG0031872	0	2	0	0	0	2
OG0031873	0	2	0	0	0	2
OG0031874	0	2	0	0	0	2
OG0031875	0	2	0	0	0	2
OG0031876	0	2	0	0	0	2
OG0031877	0	2	0	0	0	2
OG0031878	0	2	0	0	0	2
OG0031879	0	2	0	0	0	2
OG0031880	0	2	0	0	0	2
OG0031881	0	2	0	0	0	2
OG0031882	0	2	0	0	0	2
OG0031883	0	2	0	0	0	2
OG0031884	0	2	0	0	0	2
OG0031885	0	2	0	0	0	2
OG0031886	0	2	0	0	0	2
OG0031887	0	2	0	0	0	2
OG0031888	0	2	0	0	0	2
OG0031889	0	2	0	0	0	2
OG0031890	0	2	0	0	0	2
OG0031891	0	2	0	0	0	2
OG0031892	0	1	1	0	0	2
OG0031893	0	2	0	0	0	2
OG0031894	0	2	0	0	0	2
OG0031895	0	2	0	0	0	2
OG0031896	0	2	0	0	0	2
OG0031897	0	2	0	0	0	2
OG0031898	0	2	0	0	0	2
OG0031899	0	2	0	0	0	2
OG0031900	0	2	0	0	0	2
OG0031901	0	2	0	0	0	2
OG0031902	0	2	0	0	0	2
OG0031903	0	2	0	0	0	2
OG0031904	0	2	0	0	0	2
OG0031905	0	1	1	0	0	2
OG0031906	0	2	0	0	0	2
OG0031907	0	2	0	0	0	2
OG0031908	0	2	0	0	0	2
OG0031909	0	2	0	0	0	2
OG0031910	0	2	0	0	0	2
OG0031911	0	2	0	0	0	2
OG0031912	0	2	0	0	0	2
OG0031913	0	2	0	0	0	2
OG0031914	0	2	0	0	0	2
OG0031915	0	2	0	0	0	2
OG0031916	0	1	1	0	0	2
OG0031917	0	1	0	1	0	2
OG0031918	0	2	0	0	0	2
OG0031919	0	1	0	0	1	2
OG0031920	0	2	0	0	0	2
OG0031921	0	2	0	0	0	2
OG0031922	0	2	0	0	0	2
OG0031923	0	1	1	0	0	2
OG0031924	0	1	0	1	0	2
OG0031925	0	2	0	0	0	2
OG0031926	0	2	0	0	0	2
OG0031927	0	2	0	0	0	2
OG0031928	0	2	0	0	0	2
OG0031929	0	2	0	0	0	2
OG0031930	0	2	0	0	0	2
OG0031931	0	2	0	0	0	2
OG0031932	0	2	0	0	0	2
OG0031933	0	2	0	0	0	2
OG0031934	0	2	0	0	0	2
OG0031935	0	2	0	0	0	2
OG0031936	0	2	0	0	0	2
OG0031937	0	2	0	0	0	2
OG0031938	0	2	0	0	0	2
OG0031939	0	2	0	0	0	2
OG0031940	0	2	0	0	0	2
OG0031941	0	1	0	0	1	2
OG0031942	0	2	0	0	0	2
OG0031943	0	2	0	0	0	2
OG0031944	0	2	0	0	0	2
OG0031945	0	2	0	0	0	2
OG0031946	0	2	0	0	0	2
OG0031947	0	1	0	0	1	2
OG0031948	0	2	0	0	0	2
OG0031949	0	2	0	0	0	2
OG0031950	0	2	0	0	0	2
OG0031951	0	2	0	0	0	2
OG0031952	0	2	0	0	0	2
OG0031953	0	2	0	0	0	2
OG0031954	0	2	0	0	0	2
OG0031955	0	2	0	0	0	2
OG0031956	0	1	0	1	0	2
OG0031957	0	2	0	0	0	2
OG0031958	0	1	1	0	0	2
OG0031959	0	2	0	0	0	2
OG0031960	0	2	0	0	0	2
OG0031961	0	2	0	0	0	2
OG0031962	0	2	0	0	0	2
OG0031963	0	2	0	0	0	2
OG0031964	0	2	0	0	0	2
OG0031965	0	2	0	0	0	2
OG0031966	0	1	1	0	0	2
OG0031967	0	2	0	0	0	2
OG0031968	0	1	1	0	0	2
OG0031969	0	1	0	0	1	2
OG0031970	0	2	0	0	0	2
OG0031971	0	2	0	0	0	2
OG0031972	0	2	0	0	0	2
OG0031973	0	2	0	0	0	2
OG0031974	0	2	0	0	0	2
OG0031975	0	2	0	0	0	2
OG0031976	0	1	1	0	0	2
OG0031977	0	2	0	0	0	2
OG0031978	0	1	0	0	1	2
OG0031979	0	1	0	1	0	2
OG0031980	0	2	0	0	0	2
OG0031981	0	2	0	0	0	2
OG0031982	0	2	0	0	0	2
OG0031983	0	2	0	0	0	2
OG0031984	0	1	0	0	1	2
OG0031985	0	2	0	0	0	2
OG0031986	0	1	0	1	0	2
OG0031987	0	2	0	0	0	2
OG0031988	0	2	0	0	0	2
OG0031989	0	2	0	0	0	2
OG0031990	0	2	0	0	0	2
OG0031991	0	2	0	0	0	2
OG0031992	0	2	0	0	0	2
OG0031993	0	2	0	0	0	2
OG0031994	0	2	0	0	0	2
OG0031995	0	2	0	0	0	2
OG0031996	0	1	1	0	0	2
OG0031997	0	2	0	0	0	2
OG0031998	0	2	0	0	0	2
OG0031999	0	2	0	0	0	2
OG0032000	0	2	0	0	0	2
OG0032001	0	2	0	0	0	2
OG0032002	0	2	0	0	0	2
OG0032003	0	2	0	0	0	2
OG0032004	0	1	0	1	0	2
OG0032005	0	2	0	0	0	2
OG0032006	0	2	0	0	0	2
OG0032007	0	2	0	0	0	2
OG0032008	0	2	0	0	0	2
OG0032009	0	2	0	0	0	2
OG0032010	0	2	0	0	0	2
OG0032011	0	2	0	0	0	2
OG0032012	0	2	0	0	0	2
OG0032013	0	2	0	0	0	2
OG0032014	0	2	0	0	0	2
OG0032015	0	1	0	0	1	2
OG0032016	0	2	0	0	0	2
OG0032017	0	2	0	0	0	2
OG0032018	0	2	0	0	0	2
OG0032019	0	1	1	0	0	2
OG0032020	0	1	0	0	1	2
OG0032021	0	2	0	0	0	2
OG0032022	0	2	0	0	0	2
OG0032023	0	2	0	0	0	2
OG0032024	0	2	0	0	0	2
OG0032025	0	2	0	0	0	2
OG0032026	0	2	0	0	0	2
OG0032027	0	2	0	0	0	2
OG0032028	0	2	0	0	0	2
OG0032029	0	2	0	0	0	2
OG0032030	0	2	0	0	0	2
OG0032031	0	2	0	0	0	2
OG0032032	0	2	0	0	0	2
OG0032033	0	1	1	0	0	2
OG0032034	0	2	0	0	0	2
OG0032035	0	2	0	0	0	2
OG0032036	0	1	0	0	1	2
OG0032037	0	1	1	0	0	2
OG0032038	0	2	0	0	0	2
OG0032039	0	2	0	0	0	2
OG0032040	0	2	0	0	0	2
OG0032041	0	2	0	0	0	2
OG0032042	0	2	0	0	0	2
OG0032043	0	1	1	0	0	2
OG0032044	0	2	0	0	0	2
OG0032045	0	2	0	0	0	2
OG0032046	0	2	0	0	0	2
OG0032047	0	2	0	0	0	2
OG0032048	0	2	0	0	0	2
OG0032049	0	1	1	0	0	2
OG0032050	0	2	0	0	0	2
OG0032051	0	2	0	0	0	2
OG0032052	0	2	0	0	0	2
OG0032053	0	2	0	0	0	2
OG0032054	0	2	0	0	0	2
OG0032055	0	2	0	0	0	2
OG0032056	0	2	0	0	0	2
OG0032057	0	2	0	0	0	2
OG0032058	0	2	0	0	0	2
OG0032059	0	2	0	0	0	2
OG0032060	0	1	1	0	0	2
OG0032061	0	2	0	0	0	2
OG0032062	0	2	0	0	0	2
OG0032063	0	1	1	0	0	2
OG0032064	0	2	0	0	0	2
OG0032065	0	1	0	1	0	2
OG0032066	0	2	0	0	0	2
OG0032067	0	1	0	0	1	2
OG0032068	0	2	0	0	0	2
OG0032069	0	2	0	0	0	2
OG0032070	0	2	0	0	0	2
OG0032071	0	2	0	0	0	2
OG0032072	0	1	1	0	0	2
OG0032073	0	1	1	0	0	2
OG0032074	0	2	0	0	0	2
OG0032075	0	2	0	0	0	2
OG0032076	0	2	0	0	0	2
OG0032077	0	1	1	0	0	2
OG0032078	0	1	1	0	0	2
OG0032079	0	0	1	1	0	2
OG0032080	0	0	1	0	1	2
OG0032081	0	0	1	1	0	2
OG0032082	0	0	1	0	1	2
OG0032083	0	0	1	0	1	2
OG0032084	0	0	1	0	1	2
OG0032085	0	0	1	0	1	2
OG0032086	0	0	1	0	1	2
OG0032087	0	0	1	0	1	2
OG0032088	0	0	1	0	1	2
OG0032089	0	0	1	0	1	2
OG0032090	0	0	1	0	1	2
OG0032091	0	0	2	0	0	2
OG0032092	0	0	1	0	1	2
OG0032093	0	0	1	0	1	2
OG0032094	0	0	1	0	1	2
OG0032095	0	0	2	0	0	2
OG0032096	0	0	2	0	0	2
OG0032097	0	0	2	0	0	2
OG0032098	0	0	1	0	1	2
OG0032099	0	0	1	0	1	2
OG0032100	0	0	2	0	0	2
OG0032101	0	0	1	0	1	2
OG0032102	0	0	1	1	0	2
OG0032103	0	0	1	0	1	2
OG0032104	0	0	1	0	1	2
OG0032105	0	0	2	0	0	2
OG0032106	0	0	1	0	1	2
OG0032107	0	0	1	0	1	2
OG0032108	0	0	1	0	1	2
OG0032109	0	0	1	0	1	2
OG0032110	0	0	2	0	0	2
OG0032111	0	0	1	0	1	2
OG0032112	0	0	1	0	1	2
OG0032113	0	0	2	0	0	2
OG0032114	0	0	1	0	1	2
OG0032115	0	0	1	0	1	2
OG0032116	0	0	2	0	0	2
OG0032117	0	0	2	0	0	2
OG0032118	0	0	2	0	0	2
OG0032119	0	0	2	0	0	2
OG0032120	0	0	1	0	1	2
OG0032121	0	0	1	0	1	2
OG0032122	0	0	1	0	1	2
OG0032123	0	0	1	0	1	2
OG0032124	0	0	1	0	1	2
OG0032125	0	0	1	0	1	2
OG0032126	0	0	1	0	1	2
OG0032127	0	0	2	0	0	2
OG0032128	0	0	2	0	0	2
OG0032129	0	0	2	0	0	2
OG0032130	0	0	1	0	1	2
OG0032131	0	0	2	0	0	2
OG0032132	0	0	2	0	0	2
OG0032133	0	0	1	0	1	2
OG0032134	0	0	2	0	0	2
OG0032135	0	0	1	0	1	2
OG0032136	0	0	1	0	1	2
OG0032137	0	0	1	0	1	2
OG0032138	0	0	2	0	0	2
OG0032139	0	0	2	0	0	2
OG0032140	0	0	2	0	0	2
OG0032141	0	0	2	0	0	2
OG0032142	0	0	1	0	1	2
OG0032143	0	0	1	0	1	2
OG0032144	0	0	1	0	1	2
OG0032145	0	0	2	0	0	2
OG0032146	0	0	1	0	1	2
OG0032147	0	0	1	0	1	2
OG0032148	0	0	2	0	0	2
OG0032149	0	0	2	0	0	2
OG0032150	0	0	1	0	1	2
OG0032151	0	0	2	0	0	2
OG0032152	0	0	1	0	1	2
OG0032153	0	0	1	0	1	2
OG0032154	0	0	2	0	0	2
OG0032155	0	0	2	0	0	2
OG0032156	0	0	2	0	0	2
OG0032157	0	0	1	0	1	2
OG0032158	0	0	1	0	1	2
OG0032159	0	0	1	0	1	2
OG0032160	0	0	1	0	1	2
OG0032161	0	0	1	0	1	2
OG0032162	0	0	1	0	1	2
OG0032163	0	0	1	0	1	2
OG0032164	0	0	1	0	1	2
OG0032165	0	0	1	0	1	2
OG0032166	0	0	1	0	1	2
OG0032167	0	0	2	0	0	2
OG0032168	0	0	2	0	0	2
OG0032169	0	0	2	0	0	2
OG0032170	0	0	1	0	1	2
OG0032171	0	0	2	0	0	2
OG0032172	0	0	1	0	1	2
OG0032173	0	0	1	0	1	2
OG0032174	0	0	1	0	1	2
OG0032175	0	0	1	0	1	2
OG0032176	0	0	1	0	1	2
OG0032177	0	0	1	0	1	2
OG0032178	0	0	2	0	0	2
OG0032179	0	0	1	0	1	2
OG0032180	0	0	1	0	1	2
OG0032181	0	0	1	0	1	2
OG0032182	0	0	2	0	0	2
OG0032183	0	0	1	0	1	2
OG0032184	0	0	1	0	1	2
OG0032185	0	0	1	0	1	2
OG0032186	0	0	2	0	0	2
OG0032187	0	0	2	0	0	2
OG0032188	0	0	1	0	1	2
OG0032189	0	0	1	0	1	2
OG0032190	0	0	2	0	0	2
OG0032191	0	0	2	0	0	2
OG0032192	0	0	1	0	1	2
OG0032193	0	0	2	0	0	2
OG0032194	0	0	2	0	0	2
OG0032195	0	0	2	0	0	2
OG0032196	0	0	1	0	1	2
OG0032197	0	0	1	0	1	2
OG0032198	0	0	1	0	1	2
OG0032199	0	0	1	0	1	2
OG0032200	0	0	1	0	1	2
OG0032201	0	0	2	0	0	2
OG0032202	0	0	1	1	0	2
OG0032203	0	0	1	0	1	2
OG0032204	0	0	1	0	1	2
OG0032205	0	0	1	0	1	2
OG0032206	0	0	1	0	1	2
OG0032207	0	0	1	0	1	2
OG0032208	0	0	2	0	0	2
OG0032209	0	0	1	1	0	2
OG0032210	0	0	1	0	1	2
OG0032211	0	0	2	0	0	2
OG0032212	0	0	1	0	1	2
OG0032213	0	0	2	0	0	2
OG0032214	0	0	2	0	0	2
OG0032215	0	0	2	0	0	2
OG0032216	0	0	1	0	1	2
OG0032217	0	0	1	0	1	2
OG0032218	0	0	1	0	1	2
OG0032219	0	0	2	0	0	2
OG0032220	0	0	1	0	1	2
OG0032221	0	0	2	0	0	2
OG0032222	0	0	1	0	1	2
OG0032223	0	0	1	0	1	2
OG0032224	0	0	1	0	1	2
OG0032225	0	0	2	0	0	2
OG0032226	0	0	2	0	0	2
OG0032227	0	0	1	0	1	2
OG0032228	0	0	1	0	1	2
OG0032229	0	0	2	0	0	2
OG0032230	0	0	1	0	1	2
OG0032231	0	0	1	0	1	2
OG0032232	0	0	1	0	1	2
OG0032233	0	0	1	0	1	2
OG0032234	0	0	1	0	1	2
OG0032235	0	0	2	0	0	2
OG0032236	0	0	2	0	0	2
OG0032237	0	0	2	0	0	2
OG0032238	0	0	2	0	0	2
OG0032239	0	0	1	1	0	2
OG0032240	0	0	2	0	0	2
OG0032241	0	0	1	0	1	2
OG0032242	0	0	1	0	1	2
OG0032243	0	0	2	0	0	2
OG0032244	0	0	1	0	1	2
OG0032245	0	0	1	0	1	2
OG0032246	0	0	1	0	1	2
OG0032247	0	0	1	0	1	2
OG0032248	0	0	2	0	0	2
OG0032249	0	0	1	0	1	2
OG0032250	0	0	2	0	0	2
OG0032251	0	0	2	0	0	2
OG0032252	0	0	1	0	1	2
OG0032253	0	0	1	0	1	2
OG0032254	0	0	1	0	1	2
OG0032255	0	0	2	0	0	2
OG0032256	0	0	1	0	1	2
OG0032257	0	0	1	0	1	2
OG0032258	0	0	1	0	1	2
OG0032259	0	0	2	0	0	2
OG0032260	0	0	2	0	0	2
OG0032261	0	0	1	0	1	2
OG0032262	0	0	1	0	1	2
OG0032263	0	0	1	0	1	2
OG0032264	0	0	2	0	0	2
OG0032265	0	0	1	0	1	2
OG0032266	0	0	1	0	1	2
OG0032267	0	0	1	0	1	2
OG0032268	0	0	1	0	1	2
OG0032269	0	0	1	0	1	2
OG0032270	0	0	1	0	1	2
OG0032271	0	0	1	0	1	2
OG0032272	0	0	1	0	1	2
OG0032273	0	0	2	0	0	2
OG0032274	0	0	1	0	1	2
OG0032275	0	0	1	0	1	2
OG0032276	0	0	1	0	1	2
OG0032277	0	0	1	0	1	2
OG0032278	0	0	1	0	1	2
OG0032279	0	0	1	0	1	2
OG0032280	0	0	1	0	1	2
OG0032281	0	0	2	0	0	2
OG0032282	0	0	2	0	0	2
OG0032283	0	0	2	0	0	2
OG0032284	0	0	1	0	1	2
OG0032285	0	0	1	1	0	2
OG0032286	0	0	1	0	1	2
OG0032287	0	0	1	0	1	2
OG0032288	0	0	1	0	1	2
OG0032289	0	0	1	1	0	2
OG0032290	0	0	1	0	1	2
OG0032291	0	0	1	0	1	2
OG0032292	0	0	1	0	1	2
OG0032293	0	0	1	0	1	2
OG0032294	0	0	1	0	1	2
OG0032295	0	0	1	1	0	2
OG0032296	0	0	1	0	1	2
OG0032297	0	0	2	0	0	2
OG0032298	0	0	2	0	0	2
OG0032299	0	0	1	0	1	2
OG0032300	0	0	2	0	0	2
OG0032301	0	0	1	0	1	2
OG0032302	0	0	1	1	0	2
OG0032303	0	0	1	0	1	2
OG0032304	0	0	1	0	1	2
OG0032305	0	0	1	0	1	2
OG0032306	0	0	1	0	1	2
OG0032307	0	0	2	0	0	2
OG0032308	0	0	1	0	1	2
OG0032309	0	0	1	0	1	2
OG0032310	0	0	1	0	1	2
OG0032311	0	0	1	0	1	2
OG0032312	0	0	1	0	1	2
OG0032313	0	0	1	0	1	2
OG0032314	0	0	1	0	1	2
OG0032315	0	0	1	0	1	2
OG0032316	0	0	1	0	1	2
OG0032317	0	0	1	0	1	2
OG0032318	0	0	1	0	1	2
OG0032319	0	0	2	0	0	2
OG0032320	0	0	2	0	0	2
OG0032321	0	0	2	0	0	2
OG0032322	0	0	2	0	0	2
OG0032323	0	0	2	0	0	2
OG0032324	0	0	1	0	1	2
OG0032325	0	0	1	0	1	2
OG0032326	0	0	1	0	1	2
OG0032327	0	0	1	0	1	2
OG0032328	0	0	1	0	1	2
OG0032329	0	0	2	0	0	2
OG0032330	0	0	1	0	1	2
OG0032331	0	0	1	0	1	2
OG0032332	0	0	1	0	1	2
OG0032333	0	0	1	0	1	2
OG0032334	0	0	1	0	1	2
OG0032335	0	0	2	0	0	2
OG0032336	0	0	2	0	0	2
OG0032337	0	0	2	0	0	2
OG0032338	0	0	2	0	0	2
OG0032339	0	0	1	0	1	2
OG0032340	0	0	2	0	0	2
OG0032341	0	0	1	0	1	2
OG0032342	0	0	1	0	1	2
OG0032343	0	0	1	0	1	2
OG0032344	0	0	1	0	1	2
OG0032345	0	0	1	0	1	2
OG0032346	0	0	1	0	1	2
OG0032347	0	0	1	0	1	2
OG0032348	0	0	1	0	1	2
OG0032349	0	0	1	0	1	2
OG0032350	0	0	1	0	1	2
OG0032351	0	0	1	0	1	2
OG0032352	0	0	1	1	0	2
OG0032353	0	0	2	0	0	2
OG0032354	0	0	1	0	1	2
OG0032355	0	0	1	0	1	2
OG0032356	0	0	1	0	1	2
OG0032357	0	0	1	0	1	2
OG0032358	0	0	1	0	1	2
OG0032359	0	0	1	0	1	2
OG0032360	0	0	2	0	0	2
OG0032361	0	0	1	0	1	2
OG0032362	0	0	1	0	1	2
OG0032363	0	0	1	0	1	2
OG0032364	0	0	1	0	1	2
OG0032365	0	0	2	0	0	2
OG0032366	0	0	2	0	0	2
OG0032367	0	0	1	0	1	2
OG0032368	0	0	2	0	0	2
OG0032369	0	0	2	0	0	2
OG0032370	0	0	1	0	1	2
OG0032371	0	0	1	0	1	2
OG0032372	0	0	1	0	1	2
OG0032373	0	0	2	0	0	2
OG0032374	0	0	1	0	1	2
OG0032375	0	0	1	0	1	2
OG0032376	0	0	2	0	0	2
OG0032377	0	0	1	0	1	2
OG0032378	0	0	1	0	1	2
OG0032379	0	0	2	0	0	2
OG0032380	0	0	2	0	0	2
OG0032381	0	0	2	0	0	2
OG0032382	0	0	1	0	1	2
OG0032383	0	0	1	0	1	2
OG0032384	0	0	2	0	0	2
OG0032385	0	0	2	0	0	2
OG0032386	0	0	2	0	0	2
OG0032387	0	0	1	0	1	2
OG0032388	0	0	2	0	0	2
OG0032389	0	0	1	0	1	2
OG0032390	0	0	2	0	0	2
OG0032391	0	0	1	0	1	2
OG0032392	0	0	2	0	0	2
OG0032393	0	0	1	0	1	2
OG0032394	0	0	1	0	1	2
OG0032395	0	0	1	0	1	2
OG0032396	0	0	1	0	1	2
OG0032397	0	0	1	0	1	2
OG0032398	0	0	1	0	1	2
OG0032399	0	0	1	0	1	2
OG0032400	0	0	1	0	1	2
OG0032401	0	0	2	0	0	2
OG0032402	0	0	2	0	0	2
OG0032403	0	0	2	0	0	2
OG0032404	0	0	2	0	0	2
OG0032405	0	0	2	0	0	2
OG0032406	0	0	1	0	1	2
OG0032407	0	0	2	0	0	2
OG0032408	0	0	2	0	0	2
OG0032409	0	0	2	0	0	2
OG0032410	0	0	1	1	0	2
OG0032411	0	0	1	0	1	2
OG0032412	0	0	1	0	1	2
OG0032413	0	0	1	0	1	2
OG0032414	0	0	1	0	1	2
OG0032415	0	0	1	0	1	2
OG0032416	0	0	1	0	1	2
OG0032417	0	0	1	0	1	2
OG0032418	0	0	2	0	0	2
OG0032419	0	0	1	0	1	2
OG0032420	0	0	2	0	0	2
OG0032421	0	0	1	0	1	2
OG0032422	0	0	1	1	0	2
OG0032423	0	0	1	0	1	2
OG0032424	0	0	1	0	1	2
OG0032425	0	0	1	0	1	2
OG0032426	0	0	1	0	1	2
OG0032427	0	0	1	0	1	2
OG0032428	0	0	1	0	1	2
OG0032429	0	0	1	0	1	2
OG0032430	0	0	1	0	1	2
OG0032431	0	0	1	0	1	2
OG0032432	0	0	1	0	1	2
OG0032433	0	0	1	0	1	2
OG0032434	0	0	1	0	1	2
OG0032435	0	0	1	0	1	2
OG0032436	0	0	1	0	1	2
OG0032437	0	0	1	0	1	2
OG0032438	0	0	1	0	1	2
OG0032439	0	0	1	0	1	2
OG0032440	0	0	1	0	1	2
OG0032441	0	0	1	0	1	2
OG0032442	0	0	1	1	0	2
OG0032443	0	0	1	1	0	2
OG0032444	0	0	1	0	1	2
OG0032445	0	0	1	0	1	2
OG0032446	0	0	2	0	0	2
OG0032447	0	0	1	0	1	2
OG0032448	0	0	1	0	1	2
OG0032449	0	0	1	0	1	2
OG0032450	0	0	2	0	0	2
OG0032451	0	0	1	0	1	2
OG0032452	0	0	2	0	0	2
OG0032453	0	0	2	0	0	2
OG0032454	0	0	1	0	1	2
OG0032455	0	0	2	0	0	2
OG0032456	0	0	2	0	0	2
OG0032457	0	0	1	0	1	2
OG0032458	0	0	1	0	1	2
OG0032459	0	0	1	0	1	2
OG0032460	0	0	1	0	1	2
OG0032461	0	0	1	0	1	2
OG0032462	0	0	2	0	0	2
OG0032463	0	0	1	0	1	2
OG0032464	0	0	1	0	1	2
OG0032465	0	0	2	0	0	2
OG0032466	0	0	1	0	1	2
OG0032467	0	0	1	0	1	2
OG0032468	0	0	2	0	0	2
OG0032469	0	0	2	0	0	2
OG0032470	0	0	1	0	1	2
OG0032471	0	0	1	0	1	2
OG0032472	0	0	2	0	0	2
OG0032473	0	0	2	0	0	2
OG0032474	0	0	2	0	0	2
OG0032475	0	0	1	0	1	2
OG0032476	0	0	1	0	1	2
OG0032477	0	0	1	0	1	2
OG0032478	0	0	1	0	1	2
OG0032479	0	0	1	0	1	2
OG0032480	0	0	1	0	1	2
OG0032481	0	0	1	0	1	2
OG0032482	0	0	1	0	1	2
OG0032483	0	0	1	0	1	2
OG0032484	0	0	2	0	0	2
OG0032485	0	0	2	0	0	2
OG0032486	0	0	1	0	1	2
OG0032487	0	0	1	0	1	2
OG0032488	0	0	1	0	1	2
OG0032489	0	0	2	0	0	2
OG0032490	0	0	2	0	0	2
OG0032491	0	0	2	0	0	2
OG0032492	0	0	2	0	0	2
OG0032493	0	0	1	0	1	2
OG0032494	0	0	2	0	0	2
OG0032495	0	0	1	0	1	2
OG0032496	0	0	1	0	1	2
OG0032497	0	0	1	0	1	2
OG0032498	0	0	1	0	1	2
OG0032499	0	0	1	0	1	2
OG0032500	0	0	2	0	0	2
OG0032501	0	0	1	0	1	2
OG0032502	0	0	1	0	1	2
OG0032503	0	0	2	0	0	2
OG0032504	0	0	2	0	0	2
OG0032505	0	0	2	0	0	2
OG0032506	0	0	1	0	1	2
OG0032507	0	0	1	0	1	2
OG0032508	0	0	1	0	1	2
OG0032509	0	0	1	0	1	2
OG0032510	0	0	2	0	0	2
OG0032511	0	0	1	0	1	2
OG0032512	0	0	1	0	1	2
OG0032513	0	0	1	0	1	2
OG0032514	0	0	1	0	1	2
OG0032515	0	0	2	0	0	2
OG0032516	0	0	1	0	1	2
OG0032517	0	0	2	0	0	2
OG0032518	0	0	1	0	1	2
OG0032519	0	0	1	0	1	2
OG0032520	0	0	2	0	0	2
OG0032521	0	0	1	0	1	2
OG0032522	0	0	1	0	1	2
OG0032523	0	0	1	0	1	2
OG0032524	0	0	1	0	1	2
OG0032525	0	0	1	0	1	2
OG0032526	0	0	2	0	0	2
OG0032527	0	0	1	0	1	2
OG0032528	0	0	2	0	0	2
OG0032529	0	0	2	0	0	2
OG0032530	0	0	1	0	1	2
OG0032531	0	0	2	0	0	2
OG0032532	0	0	1	0	1	2
OG0032533	0	0	2	0	0	2
OG0032534	0	0	2	0	0	2
OG0032535	0	0	2	0	0	2
OG0032536	0	0	2	0	0	2
OG0032537	0	0	2	0	0	2
OG0032538	0	0	1	1	0	2
OG0032539	0	0	2	0	0	2
OG0032540	0	0	2	0	0	2
OG0032541	0	0	2	0	0	2
OG0032542	0	0	2	0	0	2
OG0032543	0	0	1	0	1	2
OG0032544	0	0	1	0	1	2
OG0032545	0	0	1	0	1	2
OG0032546	0	0	1	0	1	2
OG0032547	0	0	2	0	0	2
OG0032548	0	0	1	0	1	2
OG0032549	0	0	2	0	0	2
OG0032550	0	0	2	0	0	2
OG0032551	0	0	2	0	0	2
OG0032552	0	0	1	0	1	2
OG0032553	0	0	2	0	0	2
OG0032554	0	0	2	0	0	2
OG0032555	0	0	2	0	0	2
OG0032556	0	0	1	0	1	2
OG0032557	0	0	2	0	0	2
OG0032558	0	0	2	0	0	2
OG0032559	0	0	1	0	1	2
OG0032560	0	0	1	0	1	2
OG0032561	0	0	2	0	0	2
OG0032562	0	0	2	0	0	2
OG0032563	0	0	1	0	1	2
OG0032564	0	0	1	0	1	2
OG0032565	0	0	2	0	0	2
OG0032566	0	0	1	0	1	2
OG0032567	0	0	1	0	1	2
OG0032568	0	0	1	0	1	2
OG0032569	0	0	1	0	1	2
OG0032570	0	0	1	0	1	2
OG0032571	0	0	1	0	1	2
OG0032572	0	0	1	1	0	2
OG0032573	0	0	1	0	1	2
OG0032574	0	0	2	0	0	2
OG0032575	0	0	1	0	1	2
OG0032576	0	0	2	0	0	2
OG0032577	0	0	1	0	1	2
OG0032578	0	0	1	0	1	2
OG0032579	0	0	1	0	1	2
OG0032580	0	0	1	0	1	2
OG0032581	0	0	2	0	0	2
OG0032582	0	0	1	0	1	2
OG0032583	0	0	1	0	1	2
OG0032584	0	0	1	0	1	2
OG0032585	0	0	2	0	0	2
OG0032586	0	0	2	0	0	2
OG0032587	0	0	1	0	1	2
OG0032588	0	0	1	0	1	2
OG0032589	0	0	1	0	1	2
OG0032590	0	0	1	0	1	2
OG0032591	0	0	2	0	0	2
