Orthogroup	Duplications (all)	Duplications (50% support)
OG0016751	1	1
OG0016752	1	1
OG0016753	2	2
OG0016754	3	3
OG0016755	1	1
OG0016756	4	4
OG0016757	1	1
OG0016758	4	4
OG0016759	1	1
OG0016760	4	4
OG0016761	1	1
OG0016762	4	4
OG0016763	3	3
OG0016764	2	2
OG0016765	1	1
OG0016766	2	2
OG0016767	2	2
OG0016768	1	1
OG0016769	1	1
OG0016770	1	1
OG0016771	1	1
OG0016772	0	0
OG0016773	1	1
OG0016774	1	1
OG0016775	1	1
OG0016776	4	4
OG0016777	2	2
OG0016778	1	1
OG0016779	2	2
OG0016780	1	1
OG0016781	2	2
OG0016782	3	3
OG0016783	1	1
OG0016784	1	1
OG0016785	2	2
OG0016786	3	3
OG0016787	1	1
OG0016788	0	0
OG0016789	2	2
OG0016790	1	1
OG0016791	1	1
OG0016792	1	1
OG0016793	1	1
OG0016794	3	3
OG0016795	3	3
OG0016796	2	2
OG0016797	1	1
OG0016798	2	2
OG0016799	3	3
OG0016800	1	1
OG0016801	2	2
OG0016802	1	1
OG0016803	1	1
OG0016804	1	1
OG0016805	3	3
OG0016806	0	0
OG0016807	4	4
OG0016808	1	1
OG0016809	2	2
OG0016810	1	1
OG0016811	1	1
OG0016812	1	1
OG0016813	3	3
OG0016814	1	1
OG0016815	2	2
OG0016816	4	4
OG0016817	0	0
OG0016818	3	3
OG0016819	1	1
OG0016820	3	3
OG0016821	1	1
OG0016822	1	1
OG0016823	4	4
OG0016824	4	4
OG0016825	3	3
OG0016826	1	1
OG0016827	0	0
OG0016828	1	1
OG0016829	4	4
OG0016830	1	1
OG0016831	2	2
OG0016832	4	4
OG0016833	3	3
OG0016834	2	2
OG0016835	3	3
OG0016836	1	1
OG0016837	1	1
OG0016838	2	2
OG0016839	1	1
OG0016840	1	1
OG0016841	1	1
OG0016842	2	2
OG0016843	3	3
OG0016844	2	2
OG0016845	2	2
OG0016846	1	1
OG0016847	1	1
OG0016848	1	1
OG0016849	3	3
OG0016850	1	1
OG0016851	1	1
OG0016852	1	1
OG0016853	3	3
OG0016854	1	1
OG0016855	1	1
OG0016856	2	2
OG0016857	3	3
OG0016858	4	4
OG0016859	1	1
OG0016860	4	4
OG0016861	2	2
OG0016862	2	2
OG0016863	2	2
OG0016864	3	3
OG0016865	1	1
OG0016866	4	4
OG0016867	1	1
OG0016868	1	1
OG0016869	0	0
OG0016870	1	1
OG0016871	1	1
OG0016872	2	2
OG0016873	2	2
OG0016874	1	1
OG0016875	2	2
OG0016876	4	4
OG0016877	2	2
OG0016878	0	0
OG0016879	3	3
OG0016880	1	1
OG0016881	2	2
OG0016882	1	1
OG0016883	1	1
OG0016884	2	2
OG0016885	2	2
OG0016886	1	1
OG0016887	1	1
OG0016888	1	1
OG0016889	4	4
OG0016890	1	1
OG0016891	2	2
OG0016892	2	2
OG0016893	1	1
OG0016894	1	1
OG0016895	2	2
OG0016896	1	1
OG0016897	1	1
OG0016898	1	1
OG0016899	1	1
OG0016900	3	3
OG0016901	2	2
OG0016902	1	1
OG0016903	2	2
OG0016904	1	1
OG0016905	1	1
OG0016906	1	1
OG0016907	2	2
OG0016908	2	2
OG0016909	1	1
OG0016910	2	2
OG0016911	1	1
OG0016912	2	2
OG0016913	1	1
OG0016914	1	1
OG0016915	1	1
OG0016916	1	1
OG0016917	4	4
OG0016918	1	1
OG0016919	4	4
OG0016920	1	1
OG0016921	1	1
OG0016922	3	3
OG0016923	0	0
OG0016924	2	2
OG0016925	2	2
OG0016926	2	2
OG0016927	1	1
OG0016928	4	4
OG0016929	4	4
OG0016930	1	1
OG0016931	1	1
OG0016932	1	1
OG0016933	4	4
OG0016934	1	1
OG0016935	1	1
OG0016936	1	1
OG0016937	1	1
OG0016938	1	1
OG0016939	1	1
OG0016940	1	1
OG0016941	1	1
OG0016942	2	2
OG0016943	1	1
OG0016944	1	1
OG0016945	1	1
OG0016946	2	2
OG0016947	1	1
OG0016948	4	4
OG0016949	4	4
OG0016950	3	3
OG0016951	1	1
OG0016952	1	1
OG0016953	1	1
OG0016954	1	1
OG0016955	1	1
OG0016956	1	1
OG0016957	1	1
OG0016958	1	1
OG0016959	1	1
OG0016960	1	1
OG0016961	1	1
OG0016962	0	0
OG0016963	2	2
OG0016964	0	0
OG0016965	2	2
OG0016966	1	1
OG0016967	2	2
OG0016968	1	1
OG0016969	2	2
OG0016970	3	3
OG0016971	0	0
OG0016972	1	1
OG0016973	1	1
OG0016974	4	4
OG0016975	1	1
OG0016976	1	1
OG0016977	1	1
OG0016978	2	2
OG0016979	3	3
OG0016980	4	4
OG0016981	2	2
OG0016982	2	2
OG0016983	4	4
OG0016984	1	1
OG0016985	1	1
OG0016986	1	1
OG0016987	1	1
OG0016988	1	1
OG0016989	1	1
OG0016990	4	4
OG0016991	4	4
OG0016992	2	2
OG0016993	1	1
OG0016994	1	1
OG0016995	4	4
OG0016996	1	1
OG0016997	4	4
OG0016998	1	1
OG0016999	4	4
OG0017000	0	0
OG0017001	1	1
OG0017002	1	1
OG0017003	1	1
OG0017004	4	4
OG0017005	3	3
OG0017006	1	1
OG0017007	1	1
OG0017008	2	2
OG0017009	3	3
OG0017010	1	1
OG0017011	1	1
OG0017012	3	3
OG0017013	0	0
OG0017014	2	2
OG0017015	1	1
OG0017016	2	2
OG0017017	4	4
OG0017018	1	1
OG0017019	1	1
OG0017020	2	2
OG0017021	1	1
OG0017022	1	1
OG0017023	2	2
OG0017024	1	1
OG0017025	1	1
OG0017026	4	4
OG0017027	2	2
OG0017028	1	1
OG0017029	1	1
OG0017030	1	1
OG0017031	4	4
OG0017032	3	3
OG0017033	1	1
OG0017034	0	0
OG0017035	2	2
OG0017036	1	1
OG0017037	3	3
OG0017038	1	1
OG0017039	1	1
OG0017040	1	1
OG0017041	1	1
OG0017042	0	0
OG0017043	1	1
OG0017044	0	0
OG0017045	0	0
OG0017046	0	0
OG0017047	0	0
OG0017048	2	2
OG0017049	1	1
OG0017050	1	1
OG0017051	1	0
OG0017052	0	0
OG0017053	1	1
OG0017054	1	1
OG0017055	3	3
OG0017056	1	1
OG0017057	1	1
OG0017058	3	3
OG0017059	0	0
OG0017060	1	1
OG0017061	1	1
OG0017062	3	3
OG0017063	1	1
OG0017064	1	1
OG0017065	1	1
OG0017066	3	3
OG0017067	0	0
OG0017068	1	1
OG0017069	0	0
OG0017070	4	4
OG0017071	1	1
OG0017072	4	4
OG0017073	4	4
OG0017074	4	4
OG0017075	4	4
OG0017076	3	3
OG0017077	4	4
OG0017078	4	4
OG0017079	4	4
OG0017080	4	4
OG0017081	4	4
OG0017082	1	1
OG0017083	4	4
OG0017084	4	4
OG0017085	4	4
OG0017086	3	3
OG0017087	4	4
OG0017088	4	4
OG0017089	4	4
OG0017090	4	4
OG0017091	2	2
OG0017092	4	4
OG0017093	4	4
OG0017094	4	4
OG0017095	4	4
OG0017096	4	4
OG0017097	4	4
OG0017098	1	1
OG0017099	4	4
OG0017100	4	4
OG0017101	4	4
OG0017102	4	4
OG0017103	4	4
OG0017104	4	4
OG0017105	4	4
OG0017106	4	4
OG0017107	4	4
OG0017108	4	4
OG0017109	4	4
OG0017110	4	4
OG0017111	4	4
OG0017112	4	4
OG0017113	4	4
OG0017114	1	1
OG0017115	4	4
OG0017116	1	1
OG0017117	4	4
OG0017118	4	4
OG0017119	4	4
OG0017120	4	4
OG0017121	4	4
OG0017122	4	4
OG0017123	4	4
OG0017124	4	4
OG0017125	3	3
OG0017126	4	4
OG0017127	4	4
OG0017128	4	4
OG0017129	2	2
OG0017130	4	4
OG0017131	4	4
OG0017132	4	4
OG0017133	4	4
OG0017134	4	4
OG0017135	4	4
OG0017136	4	4
OG0017137	4	4
OG0017138	4	4
OG0017139	1	1
OG0017140	4	4
OG0017141	4	4
OG0017142	2	2
OG0017143	4	4
OG0017144	4	4
OG0017145	4	4
OG0017146	4	4
OG0017147	4	4
OG0017148	3	3
OG0017149	4	4
OG0017150	4	4
OG0017151	4	4
OG0017152	2	2
OG0017153	1	1
OG0017154	4	4
OG0017155	4	4
OG0017156	4	4
OG0017157	4	4
OG0017158	4	4
OG0017159	1	1
OG0017160	4	4
OG0017161	4	4
OG0017162	4	4
OG0017163	4	4
OG0017164	4	4
OG0017165	4	4
OG0017166	4	4
OG0017167	4	4
OG0017168	4	4
OG0017169	4	4
OG0017170	4	4
OG0017171	4	4
OG0017172	4	4
OG0017173	4	4
OG0017174	3	3
OG0017175	4	4
OG0017176	4	4
OG0017177	4	4
OG0017178	4	4
OG0017179	4	4
OG0017180	4	4
OG0017181	4	4
OG0017182	4	4
OG0017183	1	1
OG0017184	4	4
OG0017185	4	4
OG0017186	4	4
OG0017187	4	4
OG0017188	4	4
OG0017189	4	4
OG0017190	4	4
OG0017191	4	4
OG0017192	3	3
OG0017193	4	4
OG0017194	2	2
OG0017195	1	1
OG0017196	2	2
OG0017197	4	4
OG0017198	4	4
OG0017199	4	4
OG0017200	2	2
OG0017201	4	4
OG0017202	4	4
OG0017203	4	4
OG0017204	4	4
OG0017205	3	3
OG0017206	3	3
OG0017207	4	4
OG0017208	3	3
OG0017209	3	3
OG0017210	4	4
OG0017211	4	4
OG0017212	4	4
OG0017213	4	4
OG0017214	1	1
OG0017215	4	4
OG0017216	4	4
OG0017217	3	3
OG0017218	4	4
OG0017219	4	4
OG0017220	4	4
OG0017221	1	1
OG0017222	1	1
OG0017223	4	4
OG0017224	4	4
OG0017225	1	1
OG0017226	4	4
OG0017227	4	4
OG0017228	4	4
OG0017229	4	4
OG0017230	1	1
OG0017231	4	4
OG0017232	1	1
OG0017233	3	3
OG0017234	4	4
OG0017235	4	4
OG0017236	4	4
OG0017237	4	4
OG0017238	4	4
OG0017239	4	4
OG0017240	4	4
OG0017241	4	4
OG0017242	4	4
OG0017243	4	4
OG0017244	4	4
OG0017245	4	4
OG0017246	4	4
OG0017247	4	4
OG0017248	4	4
OG0017249	4	4
OG0017250	4	4
OG0017251	4	4
OG0017252	4	4
OG0017253	4	4
OG0017254	3	3
OG0017255	4	4
OG0017256	4	4
OG0017257	1	1
OG0017258	4	4
OG0017259	4	4
OG0017260	4	4
OG0017261	4	4
OG0017262	4	4
OG0017263	1	1
OG0017264	4	4
OG0017265	4	4
OG0017266	4	4
OG0017267	4	4
OG0017268	4	4
OG0017269	1	1
OG0017270	3	3
OG0017271	4	4
OG0017272	4	4
OG0017273	4	4
OG0017274	4	4
OG0017275	3	3
OG0017276	4	4
OG0017277	4	4
OG0017278	4	4
OG0017279	4	4
OG0017280	4	4
OG0017281	3	3
OG0017282	1	1
OG0017283	4	4
OG0017284	4	4
OG0017285	2	2
OG0017286	4	4
OG0017287	4	4
OG0017288	4	4
OG0017289	4	4
OG0017290	4	4
OG0017291	4	4
OG0017292	4	4
OG0017293	4	4
OG0017294	3	3
OG0017295	4	4
OG0017296	4	4
OG0017297	4	4
OG0017298	4	4
OG0017299	4	4
OG0017300	4	4
OG0017301	4	4
OG0017302	4	4
OG0017303	3	3
OG0017304	4	4
OG0017305	4	4
OG0017306	1	1
OG0017307	4	4
OG0017308	4	4
OG0017309	4	4
OG0017310	4	4
OG0017311	4	4
OG0017312	4	4
OG0017313	4	4
OG0017314	2	2
OG0017315	4	4
OG0017316	4	4
OG0017317	4	4
OG0017318	4	4
OG0017319	4	4
OG0017320	4	4
OG0017321	4	4
OG0017322	4	4
OG0017323	4	4
OG0017324	4	4
OG0017325	4	4
OG0017326	4	4
OG0017327	1	1
OG0017328	4	4
OG0017329	4	4
OG0017330	4	4
OG0017331	1	1
OG0017332	4	4
OG0017333	4	4
OG0017334	1	1
OG0017335	2	2
OG0017336	4	4
OG0017337	1	1
OG0017338	4	4
OG0017339	1	1
OG0017340	3	3
OG0017341	4	4
OG0017342	1	1
OG0017343	4	4
OG0017344	4	4
OG0017345	4	4
OG0017346	4	4
OG0017347	1	1
OG0017348	4	4
OG0017349	1	1
OG0017350	4	4
OG0017351	4	4
OG0017352	1	1
OG0017353	4	4
OG0017354	4	4
OG0017355	4	4
OG0017356	4	4
OG0017357	4	4
OG0017358	4	4
OG0017359	4	4
OG0017360	4	4
OG0017361	1	1
OG0017362	4	4
OG0017363	4	4
OG0017364	4	4
OG0017365	4	4
OG0017366	4	4
OG0017367	4	4
OG0017368	4	4
OG0017369	1	1
OG0017370	4	4
OG0017371	4	4
OG0017372	4	4
OG0017373	2	2
OG0017374	4	4
OG0017375	4	4
OG0017376	4	4
OG0017377	4	4
OG0017378	4	4
OG0017379	4	4
OG0017380	3	3
OG0017381	1	1
OG0017382	4	4
OG0017383	4	4
OG0017384	4	4
OG0017385	1	1
OG0017386	4	4
OG0017387	4	4
OG0017388	4	4
OG0017389	4	4
OG0017390	4	4
OG0017391	4	4
OG0017392	1	1
OG0017393	3	3
OG0017394	4	4
OG0017395	4	4
OG0017396	1	1
OG0017397	4	4
OG0017398	4	4
OG0017399	4	4
OG0017400	3	3
OG0017401	4	4
OG0017402	1	1
OG0017403	4	4
OG0017404	1	1
OG0017405	4	4
OG0017406	4	4
OG0017407	4	4
OG0017408	4	4
OG0017409	4	4
OG0017410	4	4
OG0017411	4	4
OG0017412	4	4
OG0017413	3	3
OG0017414	4	4
OG0017415	4	4
OG0017416	4	4
OG0017417	2	2
OG0017418	2	2
OG0017419	4	4
OG0017420	4	4
OG0017421	4	4
OG0017422	4	4
OG0017423	2	2
OG0017424	4	4
OG0017425	4	4
OG0017426	4	4
OG0017427	4	4
OG0017428	4	4
OG0017429	4	4
OG0017430	3	3
OG0017431	4	4
OG0017432	4	4
OG0017433	2	2
OG0017434	3	3
OG0017435	4	4
OG0017436	4	4
OG0017437	1	1
OG0017438	2	2
OG0017439	4	4
OG0017440	3	3
OG0017441	4	4
OG0017442	1	1
OG0017443	1	1
OG0017444	4	4
OG0017445	4	4
OG0017446	4	4
OG0017447	4	4
OG0017448	1	1
OG0017449	4	4
OG0017450	4	4
OG0017451	4	4
OG0017452	4	4
OG0017453	4	4
OG0017454	4	4
OG0017455	4	4
OG0017456	4	4
OG0017457	1	1
OG0017458	4	4
OG0017459	4	4
OG0017460	4	4
OG0017461	4	4
OG0017462	1	1
OG0017463	4	4
OG0017464	4	4
OG0017465	4	4
OG0017466	2	2
OG0017467	4	4
OG0017468	4	4
OG0017469	4	4
OG0017470	2	2
OG0017471	4	4
OG0017472	4	4
OG0017473	4	4
OG0017474	1	1
OG0017475	4	4
OG0017476	4	4
OG0017477	4	4
OG0017478	4	4
OG0017479	4	4
OG0017480	4	4
OG0017481	4	4
OG0017482	4	4
OG0017483	4	4
OG0017484	1	0
OG0017485	4	4
OG0017486	1	1
OG0017487	4	4
OG0017488	4	4
OG0017489	2	2
OG0017490	1	1
OG0017491	1	1
OG0017492	3	3
OG0017493	4	4
OG0017494	4	4
OG0017495	4	4
OG0017496	4	4
OG0017497	3	3
OG0017498	4	4
OG0017499	4	4
OG0017500	2	2
OG0017501	4	4
OG0017502	4	4
OG0017503	4	4
OG0017504	4	4
OG0017505	1	1
OG0017506	4	4
OG0017507	4	4
OG0017508	1	1
OG0017509	4	4
OG0017510	4	4
OG0017511	3	3
OG0017512	4	4
OG0017513	4	4
OG0017514	4	4
OG0017515	4	4
OG0017516	4	4
OG0017517	4	4
OG0017518	4	4
OG0017519	4	4
OG0017520	4	4
OG0017521	4	4
OG0017522	4	4
OG0017523	4	4
OG0017524	1	1
OG0017525	4	4
OG0017526	4	4
OG0017527	3	3
OG0017528	4	4
OG0017529	4	4
OG0017530	1	1
OG0017531	4	4
OG0017532	4	4
OG0017533	4	4
OG0017534	4	4
OG0017535	3	3
OG0017536	4	4
OG0017537	1	1
OG0017538	1	1
OG0017539	4	4
OG0017540	4	4
OG0017541	4	4
OG0017542	1	1
OG0017543	4	4
OG0017544	4	4
OG0017545	3	3
OG0017546	4	4
OG0017547	4	4
OG0017548	4	4
OG0017549	1	1
OG0017550	4	4
OG0017551	1	1
OG0017552	1	1
OG0017553	2	2
OG0017554	4	4
OG0017555	4	4
OG0017556	4	4
OG0017557	3	3
OG0017558	4	4
OG0017559	4	4
OG0017560	4	4
OG0017561	4	4
OG0017562	4	4
OG0017563	1	1
OG0017564	1	1
OG0017565	4	4
OG0017566	3	3
OG0017567	1	1
OG0017568	4	4
OG0017569	4	4
OG0017570	4	4
OG0017571	4	4
OG0017572	4	4
OG0017573	1	1
OG0017574	2	2
OG0017575	4	4
OG0017576	4	4
OG0017577	4	4
OG0017578	4	4
OG0017579	4	4
OG0017580	4	4
OG0017581	4	4
OG0017582	3	3
OG0017583	4	4
OG0017584	4	4
OG0017585	4	4
OG0017586	3	3
OG0017587	4	4
OG0017588	4	4
OG0017589	4	4
OG0017590	4	4
OG0017591	4	4
OG0017592	3	3
OG0017593	3	3
OG0017594	4	4
OG0017595	1	1
OG0017596	3	3
OG0017597	1	1
OG0017598	4	4
OG0017599	4	4
OG0017600	4	4
OG0017601	4	4
OG0017602	3	3
OG0017603	1	1
OG0017604	1	1
OG0017605	4	4
OG0017606	1	1
OG0017607	4	4
OG0017608	4	4
OG0017609	4	4
OG0017610	4	4
OG0017611	4	4
OG0017612	4	4
OG0017613	4	4
OG0017614	4	4
OG0017615	4	4
OG0017616	4	4
OG0017617	4	4
OG0017618	1	1
OG0017619	1	1
OG0017620	4	4
OG0017621	1	1
OG0017622	4	4
OG0017623	4	4
OG0017624	4	4
OG0017625	4	4
OG0017626	4	4
OG0017627	2	2
OG0017628	1	1
OG0017629	4	4
OG0017630	1	1
OG0017631	1	1
OG0017632	2	2
OG0017633	4	4
OG0017634	4	4
OG0017635	4	4
OG0017636	2	2
OG0017637	1	1
OG0017638	4	4
OG0017639	4	4
OG0017640	2	2
OG0017641	4	4
OG0017642	3	3
OG0017643	4	4
OG0017644	4	4
OG0017645	1	1
OG0017646	4	4
OG0017647	4	4
OG0017648	4	4
OG0017649	1	1
OG0017650	4	4
OG0017651	1	1
OG0017652	4	4
OG0017653	3	3
OG0017654	4	4
OG0017655	1	1
OG0017656	4	4
OG0017657	4	4
OG0017658	4	4
OG0017659	2	2
OG0017660	3	3
OG0017661	1	1
OG0017662	1	1
OG0017663	3	3
OG0017664	4	4
OG0017665	4	4
OG0017666	1	1
OG0017667	4	4
OG0017668	4	4
OG0017669	4	4
OG0017670	4	4
OG0017671	1	1
OG0017672	4	4
OG0017673	1	1
OG0017674	4	4
OG0017675	4	4
OG0017676	4	4
OG0017677	4	4
OG0017678	1	1
OG0017679	1	1
OG0017680	3	3
OG0017681	4	4
OG0017682	4	4
OG0017683	4	4
OG0017684	4	4
OG0017685	4	4
OG0017686	1	1
OG0017687	4	4
OG0017688	2	2
OG0017689	4	4
OG0017690	1	1
OG0017691	4	4
OG0017692	1	1
OG0017693	4	4
OG0017694	4	4
OG0017695	1	1
OG0017696	1	1
OG0017697	4	4
OG0017698	4	4
OG0017699	2	2
OG0017700	1	1
OG0017701	4	4
OG0017702	4	4
OG0017703	1	1
OG0017704	4	4
OG0017705	4	4
OG0017706	4	4
OG0017707	2	2
OG0017708	4	4
OG0017709	4	4
OG0017710	4	4
OG0017711	4	4
OG0017712	3	3
OG0017713	4	4
OG0017714	3	3
OG0017715	1	1
OG0017716	4	4
OG0017717	4	4
OG0017718	4	4
OG0017719	4	4
OG0017720	4	4
OG0017721	4	4
OG0017722	4	4
OG0017723	1	1
OG0017724	4	4
OG0017725	4	4
OG0017726	3	3
OG0017727	4	4
OG0017728	4	4
OG0017729	4	4
OG0017730	3	3
OG0017731	4	4
OG0017732	4	4
OG0017733	4	4
OG0017734	1	1
OG0017735	4	4
OG0017736	1	1
OG0017737	4	4
OG0017738	4	4
OG0017739	3	3
OG0017740	4	4
OG0017741	4	4
OG0017742	4	4
OG0017743	1	1
OG0017744	4	4
OG0017745	2	2
OG0017746	2	2
OG0017747	1	1
OG0017748	1	1
OG0017749	1	1
OG0017750	1	1
OG0017751	3	3
OG0017752	4	4
OG0017753	4	4
OG0017754	4	4
OG0017755	2	2
OG0017756	4	4
OG0017757	4	4
OG0017758	4	4
OG0017759	3	3
OG0017760	3	3
OG0017761	3	3
OG0017762	3	3
OG0017763	4	4
OG0017764	1	1
OG0017765	1	1
OG0017766	4	4
OG0017767	1	1
OG0017768	4	4
OG0017769	2	2
OG0017770	4	4
OG0017771	4	4
OG0017772	1	1
OG0017773	4	4
OG0017774	1	1
OG0017775	4	4
OG0017776	1	1
OG0017777	4	4
OG0017778	4	4
OG0017779	3	3
OG0017780	2	2
OG0017781	3	3
OG0017782	4	4
OG0017783	4	4
OG0017784	2	2
OG0017785	1	1
OG0017786	1	1
OG0017787	4	4
OG0017788	4	4
OG0017789	4	4
OG0017790	4	4
OG0017791	4	4
OG0017792	4	4
OG0017793	4	4
OG0017794	1	1
OG0017795	1	1
OG0017796	4	4
OG0017797	4	4
OG0017798	4	4
OG0017799	4	4
OG0017800	4	4
OG0017801	2	2
OG0017802	4	4
OG0017803	4	4
OG0017804	2	2
OG0017805	4	4
OG0017806	1	1
OG0017807	1	1
OG0017808	4	4
OG0017809	4	4
OG0017810	1	1
OG0017811	4	4
OG0017812	4	4
OG0017813	4	4
OG0017814	4	4
OG0017815	2	2
OG0017816	4	4
OG0017817	1	1
OG0017818	4	4
OG0017819	4	4
OG0017820	4	4
OG0017821	4	4
OG0017822	1	1
OG0017823	1	1
OG0017824	4	4
OG0017825	4	4
OG0017826	4	4
OG0017827	1	1
OG0017828	4	4
OG0017829	4	4
OG0017830	1	1
OG0017831	1	1
OG0017832	4	4
OG0017833	4	4
OG0017834	4	4
OG0017835	2	2
OG0017836	2	2
OG0017837	4	4
OG0017838	3	3
OG0017839	4	4
OG0017840	4	4
OG0017841	4	4
OG0017842	4	4
OG0017843	1	1
OG0017844	1	1
OG0017845	4	4
OG0017846	1	1
OG0017847	4	4
OG0017848	1	1
OG0017849	4	4
OG0017850	4	4
OG0017851	4	4
OG0017852	4	4
OG0017853	4	4
OG0017854	3	3
OG0017855	1	1
OG0017856	4	4
OG0017857	4	4
OG0017858	4	4
OG0017859	3	3
OG0017860	1	1
OG0017861	1	1
OG0017862	1	1
OG0017863	2	2
OG0017864	1	1
OG0017865	4	4
OG0017866	4	4
OG0017867	3	3
OG0017868	3	3
OG0017869	2	2
OG0017870	4	4
OG0017871	1	1
OG0017872	1	1
OG0017873	1	1
OG0017874	1	1
OG0017875	1	1
OG0017876	2	2
OG0017877	4	4
OG0017878	3	3
OG0017879	1	1
OG0017880	1	1
OG0017881	4	4
OG0017882	4	4
OG0017883	4	4
OG0017884	3	3
OG0017885	4	4
OG0017886	1	1
OG0017887	4	4
OG0017888	4	4
OG0017889	4	4
OG0017890	4	4
OG0017891	4	4
OG0017892	4	4
OG0017893	4	4
OG0017894	4	4
OG0017895	4	4
OG0017896	4	4
OG0017897	3	3
OG0017898	1	1
OG0017899	1	1
OG0017900	4	4
OG0017901	4	4
OG0017902	4	4
OG0017903	1	1
OG0017904	1	1
OG0017905	4	4
OG0017906	1	1
OG0017907	4	4
OG0017908	2	2
OG0017909	4	4
OG0017910	1	1
OG0017911	1	1
OG0017912	4	4
OG0017913	1	1
OG0017914	4	4
OG0017915	1	1
OG0017916	1	1
OG0017917	4	4
OG0017918	1	1
OG0017919	2	2
OG0017920	2	2
OG0017921	1	1
OG0017922	4	4
OG0017923	1	1
OG0017924	4	4
OG0017925	3	3
OG0017926	4	4
OG0017927	1	1
OG0017928	2	2
OG0017929	2	2
OG0017930	4	4
OG0017931	1	1
OG0017932	1	1
OG0017933	1	1
OG0017934	1	1
OG0017935	1	1
OG0017936	1	1
OG0017937	4	4
OG0017938	4	4
OG0017939	4	4
OG0017940	4	4
OG0017941	4	4
OG0017942	4	4
OG0017943	4	4
OG0017944	1	1
OG0017945	1	1
OG0017946	2	2
OG0017947	4	4
OG0017948	4	4
OG0017949	1	1
OG0017950	4	4
OG0017951	4	4
OG0017952	4	4
OG0017953	2	2
OG0017954	1	1
OG0017955	1	1
OG0017956	2	2
OG0017957	1	1
OG0017958	1	1
OG0017959	4	4
OG0017960	1	1
OG0017961	1	1
OG0017962	1	1
OG0017963	2	2
OG0017964	4	4
OG0017965	1	1
OG0017966	1	1
OG0017967	1	1
OG0017968	1	1
OG0017969	1	1
OG0017970	1	1
OG0017971	1	1
OG0017972	1	1
OG0017973	4	4
OG0017974	3	3
OG0017975	1	1
OG0017976	3	3
OG0017977	3	3
OG0017978	4	4
OG0017979	1	1
OG0017980	3	3
OG0017981	1	1
OG0017982	3	3
OG0017983	1	1
OG0017984	1	1
OG0017985	1	1
OG0017986	1	1
OG0017987	2	2
OG0017988	1	1
OG0017989	1	1
OG0017990	3	3
OG0017991	2	2
OG0017992	3	3
OG0017993	2	2
OG0017994	1	1
OG0017995	4	4
OG0017996	3	3
OG0017997	4	4
OG0017998	3	3
OG0017999	3	3
OG0018000	3	3
OG0018001	2	2
OG0018002	3	3
OG0018003	4	4
OG0018004	3	3
OG0018005	3	3
OG0018006	2	2
OG0018007	1	1
OG0018008	3	3
OG0018009	3	3
OG0018010	4	4
OG0018011	4	4
OG0018012	3	3
OG0018013	3	3
OG0018014	3	3
OG0018015	1	1
OG0018016	3	3
OG0018017	4	4
OG0018018	3	3
OG0018019	3	3
OG0018020	2	2
OG0018021	3	3
OG0018022	2	2
OG0018023	1	1
OG0018024	4	4
OG0018025	3	3
OG0018026	2	2
OG0018027	2	2
OG0018028	2	2
OG0018029	4	4
OG0018030	2	2
OG0018031	1	1
OG0018032	4	4
OG0018033	3	3
OG0018034	2	2
OG0018035	4	4
OG0018036	1	1
OG0018037	3	3
OG0018038	3	3
OG0018039	3	3
OG0018040	4	4
OG0018041	1	1
OG0018042	3	3
OG0018043	4	4
OG0018044	3	3
OG0018045	4	4
OG0018046	4	4
OG0018047	3	3
OG0018048	1	1
OG0018049	4	4
OG0018050	3	3
OG0018051	4	4
OG0018052	4	4
OG0018053	4	4
OG0018054	1	1
OG0018055	2	2
OG0018056	3	3
OG0018057	2	2
OG0018058	3	3
OG0018059	2	2
OG0018060	4	4
OG0018061	4	4
OG0018062	2	2
OG0018063	4	4
OG0018064	3	3
OG0018065	2	2
OG0018066	2	2
OG0018067	2	2
OG0018068	4	4
OG0018069	2	2
OG0018070	4	4
OG0018071	3	3
OG0018072	4	4
OG0018073	4	4
OG0018074	4	4
OG0018075	3	3
OG0018076	4	4
OG0018077	1	1
OG0018078	3	3
OG0018079	1	1
OG0018080	3	3
OG0018081	3	3
OG0018082	2	2
OG0018083	4	4
OG0018084	3	3
OG0018085	4	4
OG0018086	4	4
OG0018087	3	3
OG0018088	3	3
OG0018089	2	2
OG0018090	2	2
OG0018091	2	2
OG0018092	2	2
OG0018093	3	3
OG0018094	3	3
OG0018095	3	3
OG0018096	3	3
OG0018097	3	3
OG0018098	2	2
OG0018099	1	1
OG0018100	1	1
OG0018101	3	3
OG0018102	2	2
OG0018103	2	2
OG0018104	3	3
OG0018105	3	3
OG0018106	2	2
OG0018107	3	3
OG0018108	3	3
OG0018109	1	1
OG0018110	2	2
OG0018111	2	2
OG0018112	3	3
OG0018113	2	2
OG0018114	4	4
OG0018115	1	1
OG0018116	3	3
OG0018117	3	3
OG0018118	2	2
OG0018119	3	3
OG0018120	3	3
OG0018121	1	1
OG0018122	4	4
OG0018123	2	2
OG0018124	2	2
OG0018125	3	3
OG0018126	4	4
OG0018127	1	1
OG0018128	2	2
OG0018129	3	3
OG0018130	3	3
OG0018131	1	1
OG0018132	2	2
OG0018133	3	3
OG0018134	1	1
OG0018135	3	3
OG0018136	2	2
OG0018137	1	1
OG0018138	2	2
OG0018139	4	4
OG0018140	2	2
OG0018141	2	2
OG0018142	2	2
OG0018143	1	1
OG0018144	3	3
OG0018145	3	3
OG0018146	2	2
OG0018147	3	3
