Orthogroup	Arachis_hypogaea	Capsicum_anuum
OG0000042	arahy.Tifrunner.gnm1.ann1.J3IYG2.1	CA11g14720, CA08g03190, CA10g12400, CA06g03270, CA11g06900, CA00g74780, CA00g15990, CA12g15120, CA09g11610, CA11g08710, CA11g06890, CA09g08310, CA05g06240, CA01g24770, CA00g15980, CA01g24760, CA06g03290, CA05g09660, CA02g06640
OG0000054	arahy.Tifrunner.gnm1.ann1.W7J3P8.1	CA05g07480
OG0000066	arahy.Tifrunner.gnm1.ann1.PYC0TU.1	CA04g22390
OG0000067	arahy.Tifrunner.gnm1.ann1.JN48T2.1, arahy.Tifrunner.gnm1.ann1.RV7WF5.1, arahy.Tifrunner.gnm1.ann1.1M4KFL.1, arahy.Tifrunner.gnm1.ann1.M2LGX7.1, arahy.Tifrunner.gnm1.ann1.82PA6C.1, arahy.Tifrunner.gnm1.ann1.B9TG8T.1, arahy.Tifrunner.gnm1.ann1.WP6L93.1, arahy.Tifrunner.gnm1.ann1.DP8J1P.1, arahy.Tifrunner.gnm1.ann1.3647Q9.1, arahy.Tifrunner.gnm1.ann1.PBC3RK.1, arahy.Tifrunner.gnm1.ann1.T4IM50.1, arahy.Tifrunner.gnm1.ann1.Q3MTCJ.1, arahy.Tifrunner.gnm1.ann1.FMUJ5U.1, arahy.Tifrunner.gnm1.ann1.U0JI1Z.1, arahy.Tifrunner.gnm1.ann1.HNN9RI.1, arahy.Tifrunner.gnm1.ann1.2T94YB.1, arahy.Tifrunner.gnm1.ann1.EX3VTY.1, arahy.Tifrunner.gnm1.ann1.THS1IY.1, arahy.Tifrunner.gnm1.ann1.NAGQ02.1, arahy.Tifrunner.gnm1.ann1.6SXF74.1, arahy.Tifrunner.gnm1.ann1.XB47SY.1, arahy.Tifrunner.gnm1.ann1.TS5WSI.1, arahy.Tifrunner.gnm1.ann1.4IK5SR.1, arahy.Tifrunner.gnm1.ann1.X48NHS.1, arahy.Tifrunner.gnm1.ann1.1X5F91.1, arahy.Tifrunner.gnm1.ann1.Z6781G.1, arahy.Tifrunner.gnm1.ann1.TUZY7Z.1, arahy.Tifrunner.gnm1.ann1.XYIH8A.1, arahy.Tifrunner.gnm1.ann1.2YU2KA.1, arahy.Tifrunner.gnm1.ann1.QI35UI.1, arahy.Tifrunner.gnm1.ann1.HH8KKF.1, arahy.Tifrunner.gnm1.ann1.9Z3MNM.1, arahy.Tifrunner.gnm1.ann1.5W8IYP.1, arahy.Tifrunner.gnm1.ann1.WE7X6Y.1, arahy.Tifrunner.gnm1.ann1.T3PQDJ.1, arahy.Tifrunner.gnm1.ann1.H07TP5.1, arahy.Tifrunner.gnm1.ann1.A30LRN.1, arahy.Tifrunner.gnm1.ann1.H8N8S0.2, arahy.Tifrunner.gnm1.ann1.ZHV4UG.1, arahy.Tifrunner.gnm1.ann1.LIB7TV.1, arahy.Tifrunner.gnm1.ann1.REY47L.1, arahy.Tifrunner.gnm1.ann1.RY1L6A.1, arahy.Tifrunner.gnm1.ann1.E4BE46.1, arahy.Tifrunner.gnm1.ann1.550ZY6.1, arahy.Tifrunner.gnm1.ann1.9ACU3T.1, arahy.Tifrunner.gnm1.ann1.II0FJY.1, arahy.Tifrunner.gnm1.ann1.AP7Q8I.1, arahy.Tifrunner.gnm1.ann1.F5XLVS.1, arahy.Tifrunner.gnm1.ann1.NW6KXE.1, arahy.Tifrunner.gnm1.ann1.WH8XRP.1, arahy.Tifrunner.gnm1.ann1.JRPL33.1, arahy.Tifrunner.gnm1.ann1.936HN9.1, arahy.Tifrunner.gnm1.ann1.IQNJ2R.1, arahy.Tifrunner.gnm1.ann1.MC129E.1, arahy.Tifrunner.gnm1.ann1.MS04XC.1, arahy.Tifrunner.gnm1.ann1.SY5QZH.1, arahy.Tifrunner.gnm1.ann1.2K1FKK.1, arahy.Tifrunner.gnm1.ann1.VVY0MK.1, arahy.Tifrunner.gnm1.ann1.2P5TMW.1, arahy.Tifrunner.gnm1.ann1.068ZGN.2, arahy.Tifrunner.gnm1.ann1.DKEH1B.1, arahy.Tifrunner.gnm1.ann1.KAEX6H.1, arahy.Tifrunner.gnm1.ann1.KHDR7A.1, arahy.Tifrunner.gnm1.ann1.687Y07.1, arahy.Tifrunner.gnm1.ann1.M9BTKD.1, arahy.Tifrunner.gnm1.ann1.R8KS4U.1, arahy.Tifrunner.gnm1.ann1.P8B65S.1, arahy.Tifrunner.gnm1.ann1.056WR3.1, arahy.Tifrunner.gnm1.ann1.N8SRE2.1, arahy.Tifrunner.gnm1.ann1.ER6FKC.1, arahy.Tifrunner.gnm1.ann1.5JUV8M.1, arahy.Tifrunner.gnm1.ann1.CWS7HM.1	CA10g06150
OG0000070	arahy.Tifrunner.gnm1.ann1.UF8EK3.1	CA07g00420, CA05g02440, CA08g12810, CA05g02270, CA05g02790, CA05g02400, CA05g02250, CA05g05460, CA05g05530, CA05g02780, CA05g05550, CA05g02420, CA05g02370, CA04g07060, CA05g12420, CA05g07100, CA05g02290, CA05g02760, CA05g06470, CA05g03880, CA05g05570, CA05g02310, CA05g02740, CA05g02730, CA05g05590, CA05g02260, CA05g02650, CA05g02640, CA05g05520, CA05g02450, CA05g02750, CA05g02360, CA05g02410, CA05g02280, CA05g02670, CA05g02300, CA05g02240, CA05g02230, CA05g02340, CA05g05540, CA05g07120, CA05g02770, CA05g07840
OG0000071	arahy.Tifrunner.gnm1.ann1.GIX9KU.1, arahy.Tifrunner.gnm1.ann1.N9ETCW.1, arahy.Tifrunner.gnm1.ann1.GASR5E.1, arahy.Tifrunner.gnm1.ann1.5YXF6I.1, arahy.Tifrunner.gnm1.ann1.X8VFTB.1, arahy.Tifrunner.gnm1.ann1.B8KZ0Q.1, arahy.Tifrunner.gnm1.ann1.IBKX3A.1, arahy.Tifrunner.gnm1.ann1.GI9IDU.1, arahy.Tifrunner.gnm1.ann1.RY2FI6.1, arahy.Tifrunner.gnm1.ann1.KHJB0S.1, arahy.Tifrunner.gnm1.ann1.R87UEX.1, arahy.Tifrunner.gnm1.ann1.4S4BCN.1, arahy.Tifrunner.gnm1.ann1.J7EXNL.1, arahy.Tifrunner.gnm1.ann1.0CN3DG.1, arahy.Tifrunner.gnm1.ann1.1Z36ZQ.1, arahy.Tifrunner.gnm1.ann1.S3G2CD.1, arahy.Tifrunner.gnm1.ann1.2LJR5V.1, arahy.Tifrunner.gnm1.ann1.4TMC55.1, arahy.Tifrunner.gnm1.ann1.LGDJ99.2, arahy.Tifrunner.gnm1.ann1.I9R3F7.1, arahy.Tifrunner.gnm1.ann1.0J418G.3, arahy.Tifrunner.gnm1.ann1.JI97RZ.1, arahy.Tifrunner.gnm1.ann1.G9YS9Y.2, arahy.Tifrunner.gnm1.ann1.ZTK1D7.3, arahy.Tifrunner.gnm1.ann1.EW5PMK.1, arahy.Tifrunner.gnm1.ann1.A110NB.1, arahy.Tifrunner.gnm1.ann1.GG48NL.1, arahy.Tifrunner.gnm1.ann1.C19S8A.1, arahy.Tifrunner.gnm1.ann1.PAB5ST.2, arahy.Tifrunner.gnm1.ann1.F29N5R.1, arahy.Tifrunner.gnm1.ann1.1KRF1J.1, arahy.Tifrunner.gnm1.ann1.KX38BY.2, arahy.Tifrunner.gnm1.ann1.BXQE3D.1, arahy.Tifrunner.gnm1.ann1.AF0AHW.1, arahy.Tifrunner.gnm1.ann1.1E5NJ8.1, arahy.Tifrunner.gnm1.ann1.R58MAL.1, arahy.Tifrunner.gnm1.ann1.Z066NA.1, arahy.Tifrunner.gnm1.ann1.QJ6RH7.1, arahy.Tifrunner.gnm1.ann1.ZAI0PN.1, arahy.Tifrunner.gnm1.ann1.5K8YRR.1, arahy.Tifrunner.gnm1.ann1.56UZE9.1, arahy.Tifrunner.gnm1.ann1.0I1QI3.1, arahy.Tifrunner.gnm1.ann1.4PP1K3.1, arahy.Tifrunner.gnm1.ann1.WR5V7D.1, arahy.Tifrunner.gnm1.ann1.KT1F89.1, arahy.Tifrunner.gnm1.ann1.74AYZW.1, arahy.Tifrunner.gnm1.ann1.75C9FZ.1, arahy.Tifrunner.gnm1.ann1.YMWQ1S.1, arahy.Tifrunner.gnm1.ann1.T6XU0H.1, arahy.Tifrunner.gnm1.ann1.MLI6HD.1, arahy.Tifrunner.gnm1.ann1.WRA5CI.1, arahy.Tifrunner.gnm1.ann1.35R4A4.1, arahy.Tifrunner.gnm1.ann1.LI2VLV.1, arahy.Tifrunner.gnm1.ann1.KDG11W.1, arahy.Tifrunner.gnm1.ann1.FZQK49.1, arahy.Tifrunner.gnm1.ann1.4YXC00.1, arahy.Tifrunner.gnm1.ann1.LVB0P9.1, arahy.Tifrunner.gnm1.ann1.FJEM6D.2, arahy.Tifrunner.gnm1.ann1.TXJ7KC.1, arahy.Tifrunner.gnm1.ann1.UP2MAN.1, arahy.Tifrunner.gnm1.ann1.UAM3U3.1, arahy.Tifrunner.gnm1.ann1.AHS35P.1, arahy.Tifrunner.gnm1.ann1.KVQ1K2.1, arahy.Tifrunner.gnm1.ann1.W5JKAZ.1, arahy.Tifrunner.gnm1.ann1.V1HUJD.1, arahy.Tifrunner.gnm1.ann1.79E4ZF.1, arahy.Tifrunner.gnm1.ann1.R7WLJ8.1, arahy.Tifrunner.gnm1.ann1.W93U0I.1, arahy.Tifrunner.gnm1.ann1.Y4BLAL.1, arahy.Tifrunner.gnm1.ann1.S358G7.1, arahy.Tifrunner.gnm1.ann1.P9V7W9.1	CA08g06020
OG0000078	arahy.Tifrunner.gnm1.ann1.X1ER8K.1, arahy.Tifrunner.gnm1.ann1.7AD34F.2, arahy.Tifrunner.gnm1.ann1.FQQS7Y.1, arahy.Tifrunner.gnm1.ann1.S9LGGB.1, arahy.Tifrunner.gnm1.ann1.0WTA7Q.1, arahy.Tifrunner.gnm1.ann1.82IR2S.1, arahy.Tifrunner.gnm1.ann1.R97G74.1, arahy.Tifrunner.gnm1.ann1.N1DX8X.1, arahy.Tifrunner.gnm1.ann1.77JTQB.1, arahy.Tifrunner.gnm1.ann1.ISY40W.1, arahy.Tifrunner.gnm1.ann1.MCE3E8.1, arahy.Tifrunner.gnm1.ann1.EN2KPM.1, arahy.Tifrunner.gnm1.ann1.JR81PI.1, arahy.Tifrunner.gnm1.ann1.KVH5PD.1, arahy.Tifrunner.gnm1.ann1.9N9P3S.1, arahy.Tifrunner.gnm1.ann1.GN1SSX.1, arahy.Tifrunner.gnm1.ann1.F62UT2.1, arahy.Tifrunner.gnm1.ann1.JL7EE1.1, arahy.Tifrunner.gnm1.ann1.6EUZ8B.1, arahy.Tifrunner.gnm1.ann1.MPKI4V.1, arahy.Tifrunner.gnm1.ann1.3GHL6G.1, arahy.Tifrunner.gnm1.ann1.DBN754.1, arahy.Tifrunner.gnm1.ann1.X7DVP8.1	CA03g04040, CA03g04030, CA03g04050, CA07g03350, CA03g00510, CA03g00440, CA03g04080, CA03g00520, CA07g03340, CA02g01590, CA02g01630, CA02g01610, CA02g25930, CA02g25940, CA02g25920, CA02g25890, CA02g25900, CA03g17470, CA02g25870
OG0000079	arahy.Tifrunner.gnm1.ann1.IIQV7F.1	CA11g17520, CA05g19680, CA05g19720, CA12g19710, CA12g06050
OG0000079	arahy.Tifrunner.gnm1.ann1.1366SV.1, arahy.Tifrunner.gnm1.ann1.JRK96Z.1	CA04g02580, CA03g01790, CA03g01800, CA05g16930, CA12g19950, CA12g19930, CA12g16270, CA12g22530, CA12g22510
OG0000079	arahy.Tifrunner.gnm1.ann1.T1082P.1, arahy.Tifrunner.gnm1.ann1.P7B4TL.1, arahy.Tifrunner.gnm1.ann1.GJF5FH.1, arahy.Tifrunner.gnm1.ann1.5Y737U.1, arahy.Tifrunner.gnm1.ann1.N1BH84.1	CA08g05710
OG0000083	arahy.Tifrunner.gnm1.ann1.8Y4PDX.1, arahy.Tifrunner.gnm1.ann1.FIY7NK.1	CA10g14280
OG0000083	arahy.Tifrunner.gnm1.ann1.W2WG0I.1, arahy.Tifrunner.gnm1.ann1.JGCP84.1, arahy.Tifrunner.gnm1.ann1.M8S3TB.1, arahy.Tifrunner.gnm1.ann1.60VAUP.3, arahy.Tifrunner.gnm1.ann1.G84PUL.4, arahy.Tifrunner.gnm1.ann1.YDQ82R.1, arahy.Tifrunner.gnm1.ann1.39HWVH.1, arahy.Tifrunner.gnm1.ann1.LQQ27N.1, arahy.Tifrunner.gnm1.ann1.IEIY3V.1, arahy.Tifrunner.gnm1.ann1.CF8GRF.1, arahy.Tifrunner.gnm1.ann1.R2U555.1, arahy.Tifrunner.gnm1.ann1.PT6J7Z.2, arahy.Tifrunner.gnm1.ann1.QTEF0E.1, arahy.Tifrunner.gnm1.ann1.424QFW.1, arahy.Tifrunner.gnm1.ann1.KEPW1K.1, arahy.Tifrunner.gnm1.ann1.R34KW1.2	CA01g18600, CA01g18590, CA01g18580, CA01g18560
OG0000084	arahy.Tifrunner.gnm1.ann1.E313MA.1, arahy.Tifrunner.gnm1.ann1.5KG3L9.1	CA01g12720, CA01g12750, CA01g12580, CA01g12560, CA00g92130, CA01g05990, CA02g09530, CA12g05160, CA12g05240, CA12g05090, CA12g05140, CA00g52260, CA12g05070, CA02g09570, CA12g05220, CA12g05210, CA07g03270, CA07g11990, CA11g14520, CA00g34660, CA12g07430, CA08g02720, CA12g10820, CA06g03860, CA06g03870, CA06g11430, CA06g13710, CA06g13700, CA03g30980, CA01g08100
OG0000084	arahy.Tifrunner.gnm1.ann1.G7VI5W.1, arahy.Tifrunner.gnm1.ann1.M38SQY.1, arahy.Tifrunner.gnm1.ann1.IYR592.4, arahy.Tifrunner.gnm1.ann1.237GY1.1, arahy.Tifrunner.gnm1.ann1.06T4QA.1, arahy.Tifrunner.gnm1.ann1.3V8RSY.1, arahy.Tifrunner.gnm1.ann1.AEU5RD.1, arahy.Tifrunner.gnm1.ann1.N64S41.1	CA10g06850, CA02g25360
OG0000087	arahy.Tifrunner.gnm1.ann1.86KBF0.1, arahy.Tifrunner.gnm1.ann1.PJHC0L.1, arahy.Tifrunner.gnm1.ann1.2PR50U.1, arahy.Tifrunner.gnm1.ann1.L8XTDX.2	CA00g97370, CA00g96510, CA00g97500, CA00g98930, CA00g95940, CA00g97750, CA00g96580, CA00g97630, CA00g98350, CA00g97150, CA00g98140, CA00g98210, CA00g99010, CA00g97820, CA00g97940, CA00g96810, CA00g96720, CA00g95760, CA00g91190, CA00g94230, CA00g96470, CA00g96850, CA00g97230, CA00g97120, CA00g97640, CA00g97210, CA00g98940, CA00g97590, CA00g97300, CA00g97870, CA00g98920, CA00g98280, CA00g98460, CA00g98430, CA00g96670, CA00g99190, CA00g98690, CA00g96620, CA00g98480, CA00g97410, CA00g98780, CA00g97050, CA00g97360, CA00g96500, CA00g97830, CA00g97620, CA00g95950, CA00g98820, CA00g98300, CA00g98400, CA00g96590, CA00g97100, CA00g97600, CA00g96630, CA00g97160, CA00g96820, CA04g21530
OG0000095	arahy.Tifrunner.gnm1.ann1.SB0DTV.1, arahy.Tifrunner.gnm1.ann1.Q7S17V.1, arahy.Tifrunner.gnm1.ann1.JC6E3B.1, arahy.Tifrunner.gnm1.ann1.6RPN1M.1	CA06g05160
OG0000095	arahy.Tifrunner.gnm1.ann1.WA13PC.1, arahy.Tifrunner.gnm1.ann1.X7UXQY.1	CA03g18170, CA06g06690
OG0000095	arahy.Tifrunner.gnm1.ann1.5A64T9.3, arahy.Tifrunner.gnm1.ann1.2XB9EG.2	CA03g32720, CA10g18810
OG0000095	arahy.Tifrunner.gnm1.ann1.1HBP31.1, arahy.Tifrunner.gnm1.ann1.4VL9ZK.1, arahy.Tifrunner.gnm1.ann1.C4UQ0G.1, arahy.Tifrunner.gnm1.ann1.DIS46Y.1	CA12g17750, CA04g21850
OG0000100	arahy.Tifrunner.gnm1.ann1.2GR8KM.1, arahy.Tifrunner.gnm1.ann1.I16N60.1	CA10g00280, CA10g00300
OG0000100	arahy.Tifrunner.gnm1.ann1.PI9JRW.2, arahy.Tifrunner.gnm1.ann1.3FKV6Z.1, arahy.Tifrunner.gnm1.ann1.KLK6EM.1, arahy.Tifrunner.gnm1.ann1.M8I98Y.2, arahy.Tifrunner.gnm1.ann1.GRBG8Y.3, arahy.Tifrunner.gnm1.ann1.TQ9PJ5.1, arahy.Tifrunner.gnm1.ann1.E2N8S9.1, arahy.Tifrunner.gnm1.ann1.E0PMV6.1, arahy.Tifrunner.gnm1.ann1.PGW1N2.1, arahy.Tifrunner.gnm1.ann1.1NRA6C.1	CA07g18350, CA07g18370, CA10g00320, CA07g18470, CA04g16710, CA04g16820, CA04g16810
OG0000101	arahy.Tifrunner.gnm1.ann1.M1WS7U.1, arahy.Tifrunner.gnm1.ann1.NAQH5K.1	CA03g27810, CA06g19290
OG0000101	arahy.Tifrunner.gnm1.ann1.3VET3K.1	CA01g06030
OG0000101	arahy.Tifrunner.gnm1.ann1.80DJ2E.1, arahy.Tifrunner.gnm1.ann1.JFDH9F.1, arahy.Tifrunner.gnm1.ann1.H386QH.1, arahy.Tifrunner.gnm1.ann1.RBZ3X7.1	CA07g02510, CA09g18460
OG0000101	arahy.Tifrunner.gnm1.ann1.T4QLFX.1, arahy.Tifrunner.gnm1.ann1.L6XCTY.1, arahy.Tifrunner.gnm1.ann1.SHEQ35.1, arahy.Tifrunner.gnm1.ann1.69SEHQ.1, arahy.Tifrunner.gnm1.ann1.1IW9Y2.1, arahy.Tifrunner.gnm1.ann1.SIB906.1, arahy.Tifrunner.gnm1.ann1.66S7FV.1, arahy.Tifrunner.gnm1.ann1.JB3EIK.1	CA07g06700
OG0000105	arahy.Tifrunner.gnm1.ann1.145DEM.1, arahy.Tifrunner.gnm1.ann1.F72ACS.1	CA04g06670
OG0000105	arahy.Tifrunner.gnm1.ann1.G3H90Z.2, arahy.Tifrunner.gnm1.ann1.V6SIVJ.3, arahy.Tifrunner.gnm1.ann1.ZENB5B.3	CA03g11540, CA12g08730
OG0000105	arahy.Tifrunner.gnm1.ann1.ZWQ5Q7.1, arahy.Tifrunner.gnm1.ann1.T8ZB5G.1	CA00g80270, CA11g11900
OG0000105	arahy.Tifrunner.gnm1.ann1.DH7ITM.1, arahy.Tifrunner.gnm1.ann1.DCIR5D.1, arahy.Tifrunner.gnm1.ann1.6IM7DK.1, arahy.Tifrunner.gnm1.ann1.79FMKA.1, arahy.Tifrunner.gnm1.ann1.4PL1ZQ.1, arahy.Tifrunner.gnm1.ann1.E6VM83.1	CA05g03290, CA10g19290, CA05g18520, CA06g24580
OG0000106	arahy.Tifrunner.gnm1.ann1.JA0YRP.1, arahy.Tifrunner.gnm1.ann1.UU48SS.1, arahy.Tifrunner.gnm1.ann1.IP599S.1	CA02g07860, CA03g15230
OG0000106	arahy.Tifrunner.gnm1.ann1.J1J2I1.1	CA04g09570, CA09g10240, CA03g15220, CA01g06540, CA06g03530, CA12g06190, CA11g09660, CA11g13910, CA07g11560, CA09g08270, CA12g09080, CA02g07870, CA07g08410, CA00g57080, CA07g15300, CA02g02310
OG0000107	arahy.Tifrunner.gnm1.ann1.B6Q00Z.1	CA09g04000, CA01g12340
OG0000109	arahy.Tifrunner.gnm1.ann1.XRL6UG.1, arahy.Tifrunner.gnm1.ann1.XZ1J2P.1, arahy.Tifrunner.gnm1.ann1.Z32C6Q.1, arahy.Tifrunner.gnm1.ann1.JIXG41.1, arahy.Tifrunner.gnm1.ann1.INWB9U.1, arahy.Tifrunner.gnm1.ann1.94LQEE.1, arahy.Tifrunner.gnm1.ann1.3CP25B.1, arahy.Tifrunner.gnm1.ann1.L5CGP9.1, arahy.Tifrunner.gnm1.ann1.F1JPW2.1, arahy.Tifrunner.gnm1.ann1.381GIR.1, arahy.Tifrunner.gnm1.ann1.1KA2VU.1, arahy.Tifrunner.gnm1.ann1.LJCR4H.1	CA11g03260, CA11g03250, CA11g02970, CA11g02960, CA00g16390, CA00g16400, CA00g16380, CA11g03220, CA01g24070, CA00g29730
OG0000113	arahy.Tifrunner.gnm1.ann1.PAA9BU.1, arahy.Tifrunner.gnm1.ann1.AL1RZL.1, arahy.Tifrunner.gnm1.ann1.HF6EG5.1, arahy.Tifrunner.gnm1.ann1.0G9B1N.1	CA08g05660, CA12g14240, CA00g59710, CA08g05640, CA12g01680, CA12g04610, CA12g01700, CA11g05000, CA11g04940, CA09g04700, CA12g01770, CA12g01620, CA12g01660, CA00g93290, CA12g01810, CA12g01750, CA12g01830, CA11g04910, CA12g01790, CA12g01720, CA12g04600, CA12g01640, CA09g04730, CA12g06970, CA12g01690
OG0000124	arahy.Tifrunner.gnm1.ann1.KQZX4E.1	CA09g14150, CA12g10590, CA02g13850, CA06g12430, CA06g02240, CA10g15700, CA07g09550, CA12g16810, CA09g12530, CA10g06510, CA06g04730, CA09g09520, CA03g13550, CA12g09150, CA09g08520, CA09g05940
OG0000133	arahy.Tifrunner.gnm1.ann1.DBH2B1.1	CA11g14650
OG0000140	arahy.Tifrunner.gnm1.ann1.APP8UD.1	CA08g03460, CA04g04840, CA00g87920, CA04g02030, CA04g02360, CA04g02290, CA04g04470, CA04g03200, CA06g02470, CA04g03790, CA04g01580, CA04g04650, CA04g01460, CA04g04600, CA00g29480, CA04g01920, CA04g04620, CA04g02020, CA04g04760, CA04g04900, CA04g01360, CA04g02130, CA04g02180, CA00g71710, CA04g01010, CA00g29670, CA04g01290, CA04g01340, CA04g04950, CA04g01970, CA00g29540, CA04g04970, CA04g01430, CA01g29940, CA00g71640, CA00g29420, CA04g01890, CA04g04710, CA00g29450, CA00g29520, CA04g03740, CA02g09910
OG0000140	arahy.Tifrunner.gnm1.ann1.A5PTB1.1	CA03g26550, CA00g70450, CA02g05560
OG0000147	arahy.Tifrunner.gnm1.ann1.2U2D57.1, arahy.Tifrunner.gnm1.ann1.GW3QL7.1, arahy.Tifrunner.gnm1.ann1.63GLR8.1, arahy.Tifrunner.gnm1.ann1.Z64X3Y.1, arahy.Tifrunner.gnm1.ann1.H41NY2.1, arahy.Tifrunner.gnm1.ann1.96PB6J.1, arahy.Tifrunner.gnm1.ann1.2TIK4C.1, arahy.Tifrunner.gnm1.ann1.MZJT69.1	CA11g00310, CA11g00360, CA11g00680, CA11g00350, CA09g04360, CA11g00660, CA11g00690, CA11g00370, CA11g00340, CA11g00330, CA11g00390, CA11g00720
OG0000155	arahy.Tifrunner.gnm1.ann1.L8KVB3.1, arahy.Tifrunner.gnm1.ann1.VU3H9N.1, arahy.Tifrunner.gnm1.ann1.ID495C.1, arahy.Tifrunner.gnm1.ann1.X7UX0V.1, arahy.Tifrunner.gnm1.ann1.10ECP5.2, arahy.Tifrunner.gnm1.ann1.E4I4JS.1	CA01g25030
OG0000165	arahy.Tifrunner.gnm1.ann1.PWAC4T.1, arahy.Tifrunner.gnm1.ann1.08QMYU.2	CA09g03360, CA03g22980
OG0000167	arahy.Tifrunner.gnm1.ann1.S75E27.1, arahy.Tifrunner.gnm1.ann1.02EYZX.1, arahy.Tifrunner.gnm1.ann1.A9PH9N.1	CA05g20550, CA05g20380, CA05g20520, CA05g18900, CA05g18110, CA03g26090, CA03g26060, CA03g26010, CA05g20480, CA03g01590, CA05g18910, CA01g32250, CA05g18140, CA05g20470, CA05g20610, CA05g18080, CA05g20490, CA05g20440, CA00g98650, CA00g98880, CA05g20570, CA01g32270, CA03g23960, CA05g18130, CA05g18090, CA03g26050, CA05g20450, CA05g18160, CA12g18650, CA00g90920, CA05g18070, CA12g18640, CA00g88830, CA05g20540, CA05g18100, CA05g20360, CA05g20500, CA00g33010, CA04g15880, CA05g20430
OG0000173	arahy.Tifrunner.gnm1.ann1.2HU8EJ.1	CA10g10290, CA06g23910, CA03g13240, CA11g19560, CA03g27930, CA11g07150, CA11g07040, CA10g07670
OG0000173	arahy.Tifrunner.gnm1.ann1.PK4DTL.1, arahy.Tifrunner.gnm1.ann1.QE2SNE.1	CA03g27920, CA10g10270, CA06g23790
OG0000175	arahy.Tifrunner.gnm1.ann1.0Q00UB.1, arahy.Tifrunner.gnm1.ann1.VRM8BV.1	CA04g19280, CA04g19620
OG0000175	arahy.Tifrunner.gnm1.ann1.MJ29ZM.1, arahy.Tifrunner.gnm1.ann1.Q9F5SX.1, arahy.Tifrunner.gnm1.ann1.21D9BM.1, arahy.Tifrunner.gnm1.ann1.056HEM.1, arahy.Tifrunner.gnm1.ann1.AK4T3E.1, arahy.Tifrunner.gnm1.ann1.CC54W0.1	CA04g19690, CA04g19290, CA00g90300, CA00g90260, CA00g90290, CA04g19670, CA04g19300, CA04g19590, CA04g19580, CA04g19680, CA04g19660, CA04g19710
OG0000176	arahy.Tifrunner.gnm1.ann1.ARM8GS.1, arahy.Tifrunner.gnm1.ann1.T10V46.1	CA01g10570, CA00g15290, CA00g15300
OG0000176	arahy.Tifrunner.gnm1.ann1.FP9JA4.1, arahy.Tifrunner.gnm1.ann1.8AL6VH.1	CA09g16350, CA00g92840, CA00g95780, CA00g76610, CA09g16360, CA09g15960
OG0000179	arahy.Tifrunner.gnm1.ann1.FZ7LTG.1	CA08g13760
OG0000180	arahy.Tifrunner.gnm1.ann1.8TF3WB.1, arahy.Tifrunner.gnm1.ann1.WJIQ4A.1, arahy.Tifrunner.gnm1.ann1.A5BJE4.1, arahy.Tifrunner.gnm1.ann1.DR7X1V.1, arahy.Tifrunner.gnm1.ann1.FVXT0M.1, arahy.Tifrunner.gnm1.ann1.H3NIE5.1, arahy.Tifrunner.gnm1.ann1.22EC2Q.2, arahy.Tifrunner.gnm1.ann1.7J3SUQ.1, arahy.Tifrunner.gnm1.ann1.554ZX1.1, arahy.Tifrunner.gnm1.ann1.N5YDJK.1, arahy.Tifrunner.gnm1.ann1.MTQ70D.1, arahy.Tifrunner.gnm1.ann1.9T04HJ.1, arahy.Tifrunner.gnm1.ann1.AG2ZXZ.1, arahy.Tifrunner.gnm1.ann1.032U0L.1, arahy.Tifrunner.gnm1.ann1.49BDLC.1, arahy.Tifrunner.gnm1.ann1.2HJ0TV.1, arahy.Tifrunner.gnm1.ann1.MD7XU0.1	CA12g13600, CA00g95640, CA00g90380, CA00g90370, CA03g00020, CA00g75340, CA00g84640, CA03g01030, CA03g01040, CA00g01640, CA06g02360, CA03g00970, CA03g01050, CA06g02880, CA03g08240, CA00g75370, CA03g00010, CA03g00950, CA00g89390, CA00g90390, CA00g89380, CA00g84630, CA00g75350, CA11g07420
OG0000182	arahy.Tifrunner.gnm1.ann1.9C57BJ.1, arahy.Tifrunner.gnm1.ann1.WX5DE3.1, arahy.Tifrunner.gnm1.ann1.WDT8PU.1, arahy.Tifrunner.gnm1.ann1.FVA8KK.1, arahy.Tifrunner.gnm1.ann1.V0SS2W.1, arahy.Tifrunner.gnm1.ann1.WMI0Y6.1, arahy.Tifrunner.gnm1.ann1.79QGAF.1, arahy.Tifrunner.gnm1.ann1.A4UT03.1	CA04g22580
OG0000183	arahy.Tifrunner.gnm1.ann1.6KFB7I.1	CA12g21960, CA00g68840, CA00g74060, CA12g21910, CA12g22350, CA08g06410, CA00g84530, CA00g74040, CA06g01640, CA12g22370, CA12g20540, CA12g22010, CA12g22230, CA00g84510, CA00g74020, CA00g90120, CA12g22050, CA12g21940, CA00g85050, CA03g05820, CA12g21920, CA12g22210, CA00g90110, CA00g74070, CA03g05810, CA00g91270, CA00g29720, CA12g22070, CA00g84500, CA00g84470, CA12g22330, CA12g21740, CA12g18470, CA12g21690, CA12g21640, CA12g21660
OG0000184	arahy.Tifrunner.gnm1.ann1.FXQ5KC.1	CA00g75330
