Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0015113	arahy.Tifrunner.gnm1.ann1.C9BI3G.2, arahy.Tifrunner.gnm1.ann1.6TJY4I.3	Solyc03T003590.1
OG0015115	arahy.Tifrunner.gnm1.ann1.BYNY5R.1, arahy.Tifrunner.gnm1.ann1.AG8GG0.1	Solyc05T000013.1, Solyc06T002505.1, Solyc06T002506.1
OG0015116	arahy.Tifrunner.gnm1.ann1.EXX8YY.1, arahy.Tifrunner.gnm1.ann1.D7Z7JQ.1	Solyc10T002052.1
OG0015117	arahy.Tifrunner.gnm1.ann1.10XUBW.1, arahy.Tifrunner.gnm1.ann1.G424KC.1	Solyc11T000615.1
OG0015118	arahy.Tifrunner.gnm1.ann1.0TY6IG.1, arahy.Tifrunner.gnm1.ann1.4RDH3B.1	Solyc06T001089.1
OG0015119	arahy.Tifrunner.gnm1.ann1.G5US7K.1, arahy.Tifrunner.gnm1.ann1.D8DQXR.1	Solyc05T002091.1
OG0015120	arahy.Tifrunner.gnm1.ann1.BNDD7K.1	Solyc01T002643.1
OG0015121	arahy.Tifrunner.gnm1.ann1.X2UHZI.1, arahy.Tifrunner.gnm1.ann1.LPB8X1.1	Solyc10T000719.1
OG0015122	arahy.Tifrunner.gnm1.ann1.S69VLQ.2	Solyc03T003585.1
OG0015123	arahy.Tifrunner.gnm1.ann1.NGU2DL.1	Solyc10T001635.1
OG0015124	arahy.Tifrunner.gnm1.ann1.MTS4VB.1	Solyc05T002208.1
OG0015125	arahy.Tifrunner.gnm1.ann1.6C1XPZ.1	Solyc04T000290.1
OG0015126	arahy.Tifrunner.gnm1.ann1.BULB93.1	Solyc01T000217.1
OG0015127	arahy.Tifrunner.gnm1.ann1.FE9WNQ.1	Solyc02T001557.1
OG0015128	arahy.Tifrunner.gnm1.ann1.RL07R4.1	Solyc04T002626.1
OG0015129	arahy.Tifrunner.gnm1.ann1.HPW464.1	Solyc06T001889.1
OG0015130	arahy.Tifrunner.gnm1.ann1.I5HCXG.1	Solyc01T003661.1
OG0015131	arahy.Tifrunner.gnm1.ann1.6K7WYQ.1	Solyc07T000208.1
OG0015132	arahy.Tifrunner.gnm1.ann1.HAJP9C.3	Solyc04T001989.3
OG0015133	arahy.Tifrunner.gnm1.ann1.G3SQ12.2	Solyc04T001681.1
OG0015134	arahy.Tifrunner.gnm1.ann1.7DC73F.1	Solyc12T002555.1
OG0015136	arahy.Tifrunner.gnm1.ann1.NTHQ1E.1	Solyc06T001048.1, Solyc03T003297.1
OG0015138	arahy.Tifrunner.gnm1.ann1.14SSX1.1	Solyc01T002459.1
OG0015139	arahy.Tifrunner.gnm1.ann1.PHM66I.1	Solyc05T001277.1
OG0015140	arahy.Tifrunner.gnm1.ann1.S3WFR9.1	Solyc01T002195.1
OG0015141	arahy.Tifrunner.gnm1.ann1.LQNG80.1, arahy.Tifrunner.gnm1.ann1.7U8F1S.1, arahy.Tifrunner.gnm1.ann1.2E18SB.1	Solyc01T002712.1
OG0015142	arahy.Tifrunner.gnm1.ann1.4P3687.1	Solyc05T001998.1, Solyc09T001580.1, Solyc09T000739.1, Solyc11T000738.1, Solyc01T001579.1
OG0015143	arahy.Tifrunner.gnm1.ann1.IH6UK4.1	Solyc04T000295.3
OG0015144	arahy.Tifrunner.gnm1.ann1.13GU12.2	Solyc04T000297.1
OG0015145	arahy.Tifrunner.gnm1.ann1.J6ZHUK.1	Solyc06T002034.1
OG0015146	arahy.Tifrunner.gnm1.ann1.45X8ED.1	Solyc01T003917.1
OG0015147	arahy.Tifrunner.gnm1.ann1.5WJ9LU.1, arahy.Tifrunner.gnm1.ann1.ULFK5V.1	Solyc08T001667.1
OG0015148	arahy.Tifrunner.gnm1.ann1.56CUD8.1, arahy.Tifrunner.gnm1.ann1.M99K8C.1	Solyc07T000405.1
OG0015149	arahy.Tifrunner.gnm1.ann1.8A6FDN.1	Solyc10T002621.3
OG0015150	arahy.Tifrunner.gnm1.ann1.DI9DGG.1	Solyc02T001105.1
OG0015151	arahy.Tifrunner.gnm1.ann1.B3F4SL.1, arahy.Tifrunner.gnm1.ann1.MZEW0G.1	Solyc08T002521.1
OG0015152	arahy.Tifrunner.gnm1.ann1.032VCH.1, arahy.Tifrunner.gnm1.ann1.4H3NCC.1	Solyc08T001719.1
OG0015153	arahy.Tifrunner.gnm1.ann1.V6CENM.1	Solyc02T002855.3
OG0015154	arahy.Tifrunner.gnm1.ann1.42CAD1.1	Solyc04T002567.1
OG0015155	arahy.Tifrunner.gnm1.ann1.3HRB74.1	Solyc03T001161.1
OG0015156	arahy.Tifrunner.gnm1.ann1.LXR25M.1	Solyc12T001138.1, Solyc12T001141.1
OG0015157	arahy.Tifrunner.gnm1.ann1.7HV2PX.1	Solyc01T003293.1, Solyc09T002036.2
OG0015158	arahy.Tifrunner.gnm1.ann1.PP7FUY.2	Solyc01T003290.1
OG0015160	arahy.Tifrunner.gnm1.ann1.KJ57B0.1	Solyc01T003719.1
OG0015161	arahy.Tifrunner.gnm1.ann1.9R4YLM.1	Solyc04T002314.1
OG0015162	arahy.Tifrunner.gnm1.ann1.G7IPIW.1	Solyc01T001609.1
OG0015163	arahy.Tifrunner.gnm1.ann1.Q8WFXK.1	Solyc11T000865.1, Solyc11T000870.1
OG0015164	arahy.Tifrunner.gnm1.ann1.68MQ8I.1	Solyc09T002636.2
OG0015165	arahy.Tifrunner.gnm1.ann1.5B35UI.1	Solyc11T002284.1
OG0015166	arahy.Tifrunner.gnm1.ann1.6LKI21.1	Solyc06T000204.1
OG0015167	arahy.Tifrunner.gnm1.ann1.2J2T1L.1	Solyc04T002882.1
OG0015168	arahy.Tifrunner.gnm1.ann1.FS7NFL.1	Solyc04T001184.1, Solyc04T002053.1, Solyc07T001898.1, Solyc09T000206.1, Solyc11T002492.1
OG0015169	arahy.Tifrunner.gnm1.ann1.PE1C4R.1	Solyc01T002191.1
OG0015170	arahy.Tifrunner.gnm1.ann1.J20DWG.1	Solyc05T002196.4
OG0016118	arahy.Tifrunner.gnm1.ann1.EPUL7W.1, arahy.Tifrunner.gnm1.ann1.AY8SNM.1	Solyc09T002220.1
OG0016121	arahy.Tifrunner.gnm1.ann1.BLF45B.1, arahy.Tifrunner.gnm1.ann1.V2ZWQA.1	Solyc09T000268.1
OG0016126	arahy.Tifrunner.gnm1.ann1.W8VIZ1.1, arahy.Tifrunner.gnm1.ann1.J24YQR.1	Solyc09T002091.1
OG0016127	arahy.Tifrunner.gnm1.ann1.9RJM5Z.1, arahy.Tifrunner.gnm1.ann1.P1GWNH.1	Solyc09T001928.1
OG0016138	arahy.Tifrunner.gnm1.ann1.907RVD.2	Solyc06T001519.1
OG0016141	arahy.Tifrunner.gnm1.ann1.4L01Q9.1, arahy.Tifrunner.gnm1.ann1.D4R6TJ.1, arahy.Tifrunner.gnm1.ann1.IV4I8P.2	Solyc09T000597.1
OG0016142	arahy.Tifrunner.gnm1.ann1.HU28CX.1, arahy.Tifrunner.gnm1.ann1.X6TLQR.1	Solyc09T000438.1
OG0016144	arahy.Tifrunner.gnm1.ann1.DDI179.2	Solyc01T001985.1
OG0016145	arahy.Tifrunner.gnm1.ann1.M7XEUY.1, arahy.Tifrunner.gnm1.ann1.3M27LR.1	Solyc09T000357.1
OG0016148	arahy.Tifrunner.gnm1.ann1.M4INHU.1, arahy.Tifrunner.gnm1.ann1.BH5QN1.1	Solyc09T001991.2
OG0016150	arahy.Tifrunner.gnm1.ann1.0T0464.3	Solyc09T002007.1
OG0016152	arahy.Tifrunner.gnm1.ann1.9KUV83.1, arahy.Tifrunner.gnm1.ann1.KA762Q.1	Solyc09T002004.1
OG0016155	arahy.Tifrunner.gnm1.ann1.7RGD68.1, arahy.Tifrunner.gnm1.ann1.6I3KXF.2	Solyc09T002673.1
OG0016156	arahy.Tifrunner.gnm1.ann1.TZR8AU.1	Solyc10T002408.1
OG0016159	arahy.Tifrunner.gnm1.ann1.I1TDP0.1, arahy.Tifrunner.gnm1.ann1.WC6YWU.1	Solyc03T002892.1
OG0016160	arahy.Tifrunner.gnm1.ann1.J3RTVJ.1, arahy.Tifrunner.gnm1.ann1.IRYX6E.1	Solyc09T000226.1
OG0016167	arahy.Tifrunner.gnm1.ann1.128L9Z.1	Solyc09T000494.1
OG0016170	arahy.Tifrunner.gnm1.ann1.MFP8ME.1	Solyc05T002191.1, Solyc01T002688.1
OG0016174	arahy.Tifrunner.gnm1.ann1.IK37TX.1, arahy.Tifrunner.gnm1.ann1.DKHY73.1	Solyc07T000077.1
OG0016177	arahy.Tifrunner.gnm1.ann1.KZ47MP.2, arahy.Tifrunner.gnm1.ann1.PY7LAP.1	Solyc07T002044.2
OG0016179	arahy.Tifrunner.gnm1.ann1.Q0ZVI3.1, arahy.Tifrunner.gnm1.ann1.01TKSZ.1	Solyc04T002784.1
OG0016182	arahy.Tifrunner.gnm1.ann1.G250MW.1, arahy.Tifrunner.gnm1.ann1.WYWU3M.1	Solyc09T001867.1
OG0016190	arahy.Tifrunner.gnm1.ann1.6BG4QJ.1, arahy.Tifrunner.gnm1.ann1.ZKG8FC.1	Solyc09T001933.1
OG0016192	arahy.Tifrunner.gnm1.ann1.E7JLC4.1	Solyc09T002390.1
OG0016193	arahy.Tifrunner.gnm1.ann1.9KRV5K.1, arahy.Tifrunner.gnm1.ann1.ZHJ1I0.1	Solyc04T003031.1
OG0016194	arahy.Tifrunner.gnm1.ann1.RA3NDS.1	Solyc04T001193.2
OG0016196	arahy.Tifrunner.gnm1.ann1.0LJ8PX.1, arahy.Tifrunner.gnm1.ann1.Q37X17.1, arahy.Tifrunner.gnm1.ann1.H1EMIC.1	Solyc09T002182.1
OG0016197	arahy.Tifrunner.gnm1.ann1.N4A1C9.1, arahy.Tifrunner.gnm1.ann1.NCU4DF.1	Solyc05T002471.1, Solyc09T002650.1
OG0016207	arahy.Tifrunner.gnm1.ann1.17EJPS.1, arahy.Tifrunner.gnm1.ann1.655Y7W.1	Solyc10T001386.1, Solyc04T001330.1, Solyc11T001787.1
OG0016208	arahy.Tifrunner.gnm1.ann1.DXS2NJ.1, arahy.Tifrunner.gnm1.ann1.7LCL4X.1, arahy.Tifrunner.gnm1.ann1.JPX7RU.1, arahy.Tifrunner.gnm1.ann1.D3EZ0T.1	Solyc11T000544.1
OG0016213	arahy.Tifrunner.gnm1.ann1.MNH3JS.1, arahy.Tifrunner.gnm1.ann1.Z9I964.1	Solyc11T000286.1
OG0016215	arahy.Tifrunner.gnm1.ann1.Z5I6I4.4, arahy.Tifrunner.gnm1.ann1.F7688A.1	Solyc04T001950.1
OG0016217	arahy.Tifrunner.gnm1.ann1.CZ6M1X.1, arahy.Tifrunner.gnm1.ann1.62RLPM.1	Solyc12T000172.1
OG0016218	arahy.Tifrunner.gnm1.ann1.N3I1N2.1, arahy.Tifrunner.gnm1.ann1.CI6UTV.1	Solyc09T002607.1
OG0016223	arahy.Tifrunner.gnm1.ann1.U79AWX.1, arahy.Tifrunner.gnm1.ann1.JW933S.1, arahy.Tifrunner.gnm1.ann1.58GLHF.1	Solyc09T002598.2
OG0016226	arahy.Tifrunner.gnm1.ann1.27FA9Z.1, arahy.Tifrunner.gnm1.ann1.ADM9YF.1, arahy.Tifrunner.gnm1.ann1.UDKX9E.1	Solyc09T001325.1
OG0016228	arahy.Tifrunner.gnm1.ann1.CPA9TZ.1, arahy.Tifrunner.gnm1.ann1.RC63K2.1	Solyc03T001907.1
OG0016230	arahy.Tifrunner.gnm1.ann1.9BA1LG.1, arahy.Tifrunner.gnm1.ann1.G6BN46.1	Solyc01T002075.1
OG0016232	arahy.Tifrunner.gnm1.ann1.WPED2H.1, arahy.Tifrunner.gnm1.ann1.2795IL.1	Solyc03T000187.1
OG0016233	arahy.Tifrunner.gnm1.ann1.YK6SIT.1, arahy.Tifrunner.gnm1.ann1.P2W93U.1	Solyc05T002697.1
OG0016235	arahy.Tifrunner.gnm1.ann1.QVU4H8.1, arahy.Tifrunner.gnm1.ann1.AY0UWZ.1	Solyc02T001849.1
OG0016237	arahy.Tifrunner.gnm1.ann1.5X5R33.1, arahy.Tifrunner.gnm1.ann1.PVFB8V.2	Solyc09T002332.2
OG0016242	arahy.Tifrunner.gnm1.ann1.ZV83RA.1	Solyc02T001706.1
OG0016245	arahy.Tifrunner.gnm1.ann1.PVCU19.1, arahy.Tifrunner.gnm1.ann1.M43JJC.1	Solyc03T002920.1
OG0016246	arahy.Tifrunner.gnm1.ann1.K94MSK.1	Solyc01T002574.1
OG0016249	arahy.Tifrunner.gnm1.ann1.KN2BTY.1, arahy.Tifrunner.gnm1.ann1.3895TY.1	Solyc04T002586.1
OG0016252	arahy.Tifrunner.gnm1.ann1.0MFP8V.1, arahy.Tifrunner.gnm1.ann1.PUBH8J.1	Solyc04T001296.1
OG0016253	arahy.Tifrunner.gnm1.ann1.XW3T4W.1, arahy.Tifrunner.gnm1.ann1.0NN7BN.1	Solyc02T002638.4, Solyc01T001219.1, Solyc02T000811.3
OG0016254	arahy.Tifrunner.gnm1.ann1.T2YEM3.1, arahy.Tifrunner.gnm1.ann1.W9R5L5.1	Solyc11T001528.1
OG0016258	arahy.Tifrunner.gnm1.ann1.32QG6C.1	Solyc04T000405.1
OG0016262	arahy.Tifrunner.gnm1.ann1.E80PU7.1	Solyc11T001595.1
OG0016265	arahy.Tifrunner.gnm1.ann1.IM3BGM.2, arahy.Tifrunner.gnm1.ann1.VZW0IR.1	Solyc02T002292.1
OG0016268	arahy.Tifrunner.gnm1.ann1.15T1EA.3, arahy.Tifrunner.gnm1.ann1.GP8Z92.1	Solyc04T002208.1
OG0016272	arahy.Tifrunner.gnm1.ann1.8YD36W.2, arahy.Tifrunner.gnm1.ann1.J5EU5Y.1	Solyc06T001444.1
OG0016273	arahy.Tifrunner.gnm1.ann1.6AG38Z.1, arahy.Tifrunner.gnm1.ann1.3BWT9P.1	Solyc01T004348.1
OG0016275	arahy.Tifrunner.gnm1.ann1.PP514R.1, arahy.Tifrunner.gnm1.ann1.L4L3GZ.1	Solyc02T000205.1
OG0016277	arahy.Tifrunner.gnm1.ann1.GGU5D9.1, arahy.Tifrunner.gnm1.ann1.C339P9.1	Solyc09T002324.1
OG0016285	arahy.Tifrunner.gnm1.ann1.I5P0FU.1, arahy.Tifrunner.gnm1.ann1.89FNHL.1	Solyc01T004231.1
OG0016286	arahy.Tifrunner.gnm1.ann1.31L8TN.1, arahy.Tifrunner.gnm1.ann1.35WTTC.1	Solyc01T003383.1
OG0016288	arahy.Tifrunner.gnm1.ann1.1Z1ZPG.1, arahy.Tifrunner.gnm1.ann1.AMJ10Y.1	Solyc11T000205.1
OG0016289	arahy.Tifrunner.gnm1.ann1.Q8WU48.2, arahy.Tifrunner.gnm1.ann1.X0A8D9.2	Solyc01T003447.1
OG0016292	arahy.Tifrunner.gnm1.ann1.7VH5EY.1	Solyc11T000202.1
OG0016298	arahy.Tifrunner.gnm1.ann1.D9P3QC.1, arahy.Tifrunner.gnm1.ann1.RK8HN4.1	Solyc05T000420.1
OG0016299	arahy.Tifrunner.gnm1.ann1.TP2IXW.1, arahy.Tifrunner.gnm1.ann1.LCQF6T.1	Solyc04T000147.1
OG0016301	arahy.Tifrunner.gnm1.ann1.CYVU5X.1, arahy.Tifrunner.gnm1.ann1.PPG341.1, arahy.Tifrunner.gnm1.ann1.CJJ3HV.1	Solyc11T000187.1
OG0016302	arahy.Tifrunner.gnm1.ann1.86UM3X.2	Solyc02T000733.1
OG0016303	arahy.Tifrunner.gnm1.ann1.0BQ7G9.1, arahy.Tifrunner.gnm1.ann1.U9F63D.1	Solyc11T000844.1
OG0016305	arahy.Tifrunner.gnm1.ann1.WY8BRN.1, arahy.Tifrunner.gnm1.ann1.Y62G5D.1	Solyc11T000224.1
OG0016307	arahy.Tifrunner.gnm1.ann1.75YJ3Z.1, arahy.Tifrunner.gnm1.ann1.SJ2WML.1	Solyc05T000358.1
OG0016308	arahy.Tifrunner.gnm1.ann1.8L230K.1	Solyc04T002080.1
OG0016309	arahy.Tifrunner.gnm1.ann1.430W4N.2, arahy.Tifrunner.gnm1.ann1.FW0N61.1	Solyc09T002444.2
OG0016314	arahy.Tifrunner.gnm1.ann1.JR3K98.1, arahy.Tifrunner.gnm1.ann1.5F0RSX.1	Solyc03T001852.2
OG0016315	arahy.Tifrunner.gnm1.ann1.G7AU8E.1, arahy.Tifrunner.gnm1.ann1.G5XP6S.1	Solyc12T002082.1
OG0016316	arahy.Tifrunner.gnm1.ann1.P2THRP.1, arahy.Tifrunner.gnm1.ann1.2Y0GDL.1	Solyc12T002257.1, Solyc04T002151.1
OG0016318	arahy.Tifrunner.gnm1.ann1.HCKF4Q.1, arahy.Tifrunner.gnm1.ann1.4Q6J36.1	Solyc11T000190.1
OG0016322	arahy.Tifrunner.gnm1.ann1.K0K7GF.1, arahy.Tifrunner.gnm1.ann1.BRX18T.1	Solyc12T000883.1
OG0016323	arahy.Tifrunner.gnm1.ann1.EA9INV.1, arahy.Tifrunner.gnm1.ann1.7M06WQ.1	Solyc01T003073.1
OG0016324	arahy.Tifrunner.gnm1.ann1.5Q4L3S.1, arahy.Tifrunner.gnm1.ann1.FEJ3DR.1	Solyc01T003110.2
OG0016326	arahy.Tifrunner.gnm1.ann1.CGGZ98.1	Solyc09T002352.1
OG0016327	arahy.Tifrunner.gnm1.ann1.Y8VIVB.1, arahy.Tifrunner.gnm1.ann1.L198GP.1	Solyc05T000327.1
OG0016329	arahy.Tifrunner.gnm1.ann1.RI8FGC.1, arahy.Tifrunner.gnm1.ann1.130PY3.1	Solyc11T000293.1
OG0016332	arahy.Tifrunner.gnm1.ann1.1BLX98.1, arahy.Tifrunner.gnm1.ann1.DD8P8M.1	Solyc05T000503.1
OG0016333	arahy.Tifrunner.gnm1.ann1.XC1RGZ.1, arahy.Tifrunner.gnm1.ann1.2NV5LW.1	Solyc04T000341.1
OG0016335	arahy.Tifrunner.gnm1.ann1.694CK1.2, arahy.Tifrunner.gnm1.ann1.3M9T3M.1	Solyc11T001878.1
OG0016336	arahy.Tifrunner.gnm1.ann1.0YA8SQ.1, arahy.Tifrunner.gnm1.ann1.DJB4SG.1	Solyc12T002300.1
OG0016337	arahy.Tifrunner.gnm1.ann1.NCI439.1, arahy.Tifrunner.gnm1.ann1.TUT6I7.1	Solyc01T002126.1
OG0016339	arahy.Tifrunner.gnm1.ann1.FXE6P8.1, arahy.Tifrunner.gnm1.ann1.5E9YX9.1	Solyc01T004342.1
OG0016340	arahy.Tifrunner.gnm1.ann1.GZ0G6J.1, arahy.Tifrunner.gnm1.ann1.6GZ8LR.1	Solyc11T000250.1
OG0016350	arahy.Tifrunner.gnm1.ann1.US22VY.1	Solyc04T000137.1, Solyc07T001199.1
OG0016351	arahy.Tifrunner.gnm1.ann1.D8WECR.1	Solyc03T002981.1
OG0016354	arahy.Tifrunner.gnm1.ann1.X88PWA.1, arahy.Tifrunner.gnm1.ann1.UT8XDE.1	Solyc07T001706.1, Solyc07T001708.1
OG0016355	arahy.Tifrunner.gnm1.ann1.R2IV6A.1, arahy.Tifrunner.gnm1.ann1.0R09FV.1	Solyc03T002189.1
OG0016356	arahy.Tifrunner.gnm1.ann1.M6TAZ9.1, arahy.Tifrunner.gnm1.ann1.XMQ57C.1	Solyc03T003482.1
OG0016358	arahy.Tifrunner.gnm1.ann1.A66RTB.1, arahy.Tifrunner.gnm1.ann1.J8TVHJ.1	Solyc06T000065.1
OG0016361	arahy.Tifrunner.gnm1.ann1.UE89WV.1, arahy.Tifrunner.gnm1.ann1.RWFH5R.1	Solyc02T000746.1
OG0016364	arahy.Tifrunner.gnm1.ann1.TY3GKM.1, arahy.Tifrunner.gnm1.ann1.3C4V56.1	Solyc01T002423.2
OG0016366	arahy.Tifrunner.gnm1.ann1.26J9HI.1	Solyc11T002523.1
OG0016371	arahy.Tifrunner.gnm1.ann1.5NH7JH.1, arahy.Tifrunner.gnm1.ann1.VD1ICN.1	Solyc01T003048.1
OG0016373	arahy.Tifrunner.gnm1.ann1.X1BSDH.1	Solyc05T002746.2
OG0016379	arahy.Tifrunner.gnm1.ann1.1RS4AR.1	Solyc11T002449.1
OG0016380	arahy.Tifrunner.gnm1.ann1.BG9WT0.1, arahy.Tifrunner.gnm1.ann1.7D624Q.1	Solyc10T002513.1
OG0016382	arahy.Tifrunner.gnm1.ann1.IGV1QM.1, arahy.Tifrunner.gnm1.ann1.TQHX8C.1	Solyc07T002075.1
OG0016388	arahy.Tifrunner.gnm1.ann1.3VG3YI.1, arahy.Tifrunner.gnm1.ann1.IZ4D4G.1	Solyc12T000067.1
OG0016392	arahy.Tifrunner.gnm1.ann1.S977N0.1, arahy.Tifrunner.gnm1.ann1.66HY6B.1	Solyc08T000095.1
OG0016393	arahy.Tifrunner.gnm1.ann1.011VCX.1, arahy.Tifrunner.gnm1.ann1.G2H5J3.1	Solyc07T001958.1
OG0016394	arahy.Tifrunner.gnm1.ann1.F330XL.1, arahy.Tifrunner.gnm1.ann1.5RC9P7.1	Solyc03T003392.1
OG0016400	arahy.Tifrunner.gnm1.ann1.CV6EY6.1, arahy.Tifrunner.gnm1.ann1.5S024H.1	Solyc01T002318.1
OG0016401	arahy.Tifrunner.gnm1.ann1.D15RR9.1, arahy.Tifrunner.gnm1.ann1.6TI82F.1	Solyc07T002060.1
OG0016403	arahy.Tifrunner.gnm1.ann1.TK2KNZ.1, arahy.Tifrunner.gnm1.ann1.VSF1RL.1	Solyc06T000050.1
OG0016404	arahy.Tifrunner.gnm1.ann1.MNZU98.1, arahy.Tifrunner.gnm1.ann1.RK7M19.1	Solyc12T001976.1
OG0016405	arahy.Tifrunner.gnm1.ann1.CLV3JT.1, arahy.Tifrunner.gnm1.ann1.TMAT12.1	Solyc11T002156.1
OG0016410	arahy.Tifrunner.gnm1.ann1.E2FDBV.1	Solyc03T003390.1
OG0016411	arahy.Tifrunner.gnm1.ann1.8N7B8R.1	Solyc09T000556.1
OG0016413	arahy.Tifrunner.gnm1.ann1.29TRSQ.1, arahy.Tifrunner.gnm1.ann1.WUI646.1	Solyc06T001593.1
OG0016414	arahy.Tifrunner.gnm1.ann1.IYH8UQ.1, arahy.Tifrunner.gnm1.ann1.ASG6ZP.1, arahy.Tifrunner.gnm1.ann1.JVWB4W.1	Solyc11T001059.1
OG0016415	arahy.Tifrunner.gnm1.ann1.A7IX4D.1, arahy.Tifrunner.gnm1.ann1.ZC37QS.1	Solyc01T002321.1
OG0016416	arahy.Tifrunner.gnm1.ann1.52Q132.1, arahy.Tifrunner.gnm1.ann1.DI6U38.1	Solyc08T000411.1
OG0016417	arahy.Tifrunner.gnm1.ann1.V93J5T.1, arahy.Tifrunner.gnm1.ann1.QF777V.1	Solyc03T003324.1
OG0016419	arahy.Tifrunner.gnm1.ann1.R19W3K.1	Solyc06T002285.1
OG0016420	arahy.Tifrunner.gnm1.ann1.0ZX3N7.1, arahy.Tifrunner.gnm1.ann1.9D82VL.1	Solyc02T002886.1
OG0016421	arahy.Tifrunner.gnm1.ann1.CMX2VV.1, arahy.Tifrunner.gnm1.ann1.Z3R2Q1.1	Solyc01T002053.1
OG0016423	arahy.Tifrunner.gnm1.ann1.P1PKKY.1, arahy.Tifrunner.gnm1.ann1.WAGS40.1, arahy.Tifrunner.gnm1.ann1.VF0DTM.1	Solyc10T001807.1
OG0016424	arahy.Tifrunner.gnm1.ann1.ZMZE8G.1, arahy.Tifrunner.gnm1.ann1.BNC4V9.1	Solyc11T002150.1
OG0016425	arahy.Tifrunner.gnm1.ann1.1L47SY.1, arahy.Tifrunner.gnm1.ann1.HP7LLE.5	Solyc01T003022.1
OG0016426	arahy.Tifrunner.gnm1.ann1.2C7EMU.1, arahy.Tifrunner.gnm1.ann1.MF6V35.1	Solyc12T000051.1
OG0016428	arahy.Tifrunner.gnm1.ann1.WL70WB.1, arahy.Tifrunner.gnm1.ann1.V8TA8U.1	Solyc10T000232.1
OG0016429	arahy.Tifrunner.gnm1.ann1.3W5ZV8.1, arahy.Tifrunner.gnm1.ann1.256FDB.1, arahy.Tifrunner.gnm1.ann1.P1C4N2.1, arahy.Tifrunner.gnm1.ann1.IAJ6C1.1	Solyc10T001257.1
OG0016431	arahy.Tifrunner.gnm1.ann1.87L2S9.1, arahy.Tifrunner.gnm1.ann1.5LQY74.1	Solyc10T000200.1
OG0016433	arahy.Tifrunner.gnm1.ann1.8H1PJC.1	Solyc07T001559.1
OG0016434	arahy.Tifrunner.gnm1.ann1.E88S00.1	Solyc11T001869.1
OG0016435	arahy.Tifrunner.gnm1.ann1.26SKGH.2, arahy.Tifrunner.gnm1.ann1.8NJ4D9.1	Solyc11T000367.1
OG0016438	arahy.Tifrunner.gnm1.ann1.T6K2Y0.1, arahy.Tifrunner.gnm1.ann1.4U2AS3.1	Solyc07T002738.1
OG0016443	arahy.Tifrunner.gnm1.ann1.ZE4J6B.1, arahy.Tifrunner.gnm1.ann1.J3JZ4F.1	Solyc01T002046.3
OG0016445	arahy.Tifrunner.gnm1.ann1.IYK4NF.1	Solyc07T000247.1
OG0016446	arahy.Tifrunner.gnm1.ann1.T9JHLZ.1, arahy.Tifrunner.gnm1.ann1.BLV0FA.1	Solyc09T002755.1
OG0016447	arahy.Tifrunner.gnm1.ann1.34K6GT.1, arahy.Tifrunner.gnm1.ann1.5LK61T.2	Solyc05T001935.1
OG0016448	arahy.Tifrunner.gnm1.ann1.K8RLSB.1, arahy.Tifrunner.gnm1.ann1.HN5ZMV.1	Solyc09T001109.1
OG0016450	arahy.Tifrunner.gnm1.ann1.Q52RY2.1, arahy.Tifrunner.gnm1.ann1.3K6508.1	Solyc03T003228.1
OG0016451	arahy.Tifrunner.gnm1.ann1.FZ18G1.1, arahy.Tifrunner.gnm1.ann1.ZH37XF.1	Solyc03T003247.1
OG0016452	arahy.Tifrunner.gnm1.ann1.1V18ID.1, arahy.Tifrunner.gnm1.ann1.S8MNPV.1	Solyc07T000240.1
OG0016453	arahy.Tifrunner.gnm1.ann1.57RHWF.1, arahy.Tifrunner.gnm1.ann1.4A36F8.1	Solyc03T002443.1
OG0016455	arahy.Tifrunner.gnm1.ann1.KM540I.1, arahy.Tifrunner.gnm1.ann1.RN6D8B.1	Solyc05T000833.2
OG0016459	arahy.Tifrunner.gnm1.ann1.5M2FQR.2, arahy.Tifrunner.gnm1.ann1.J6H77P.3	Solyc05T000115.1
OG0016462	arahy.Tifrunner.gnm1.ann1.YSSX7I.1, arahy.Tifrunner.gnm1.ann1.PHTA8N.2	Solyc05T000807.2
OG0016463	arahy.Tifrunner.gnm1.ann1.GET2P3.1, arahy.Tifrunner.gnm1.ann1.AR053R.1	Solyc11T000404.1
OG0016464	arahy.Tifrunner.gnm1.ann1.RY21T0.1, arahy.Tifrunner.gnm1.ann1.6I23D0.1	Solyc02T001128.3
OG0016467	arahy.Tifrunner.gnm1.ann1.IQ8H38.1, arahy.Tifrunner.gnm1.ann1.JMJW5B.1	Solyc02T000028.1
OG0016468	arahy.Tifrunner.gnm1.ann1.XGY8H1.1, arahy.Tifrunner.gnm1.ann1.67NTJL.1	Solyc07T001519.1
OG0016469	arahy.Tifrunner.gnm1.ann1.M81BEJ.1, arahy.Tifrunner.gnm1.ann1.AYP5QI.1	Solyc03T002240.2
OG0016470	arahy.Tifrunner.gnm1.ann1.U9EWE2.1, arahy.Tifrunner.gnm1.ann1.SPD1GG.1	Solyc01T000024.1
OG0016472	arahy.Tifrunner.gnm1.ann1.SJT80M.1, arahy.Tifrunner.gnm1.ann1.AZ81U3.1	Solyc11T002399.2
OG0016474	arahy.Tifrunner.gnm1.ann1.8UUJ8N.1, arahy.Tifrunner.gnm1.ann1.RMZ3WA.1	Solyc07T001500.1
