Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0013356	Prupe.3G227000.1	Solyc07T002025.1
OG0013358	Prupe.3G115100.1, Prupe.3G114900.1	Solyc04T003030.1
OG0013361	Prupe.3G101900.1	Solyc03T003036.1
OG0013362	Prupe.1G317000.1	Solyc05T000386.1
OG0013363	Prupe.8G271700.1, Prupe.1G563800.1	Solyc01T003366.1
OG0013364	Prupe.5G028000.1, Prupe.1G158500.1	Solyc05T002492.1
OG0013365	Prupe.1G461100.1	Solyc12T002587.1
OG0013366	Prupe.3G002800.1	Solyc01T002243.2
OG0013367	Prupe.2G221200.1	Solyc12T000361.1
OG0013368	Prupe.4G129400.1	Solyc08T002094.1
OG0013369	Prupe.1G444400.1, Prupe.1G444500.1	Solyc08T001398.1
OG0013370	Prupe.1G448000.1	Solyc08T001438.1
OG0013371	Prupe.2G261900.1	Solyc06T000879.1
OG0013372	Prupe.2G314200.1	Solyc03T001716.1
OG0013373	Prupe.1G463000.1	Solyc11T000053.1
OG0013374	Prupe.1G461300.1	Solyc08T001726.1
OG0013375	Prupe.7G046100.1	Solyc04T000835.1, Solyc10T002339.1
OG0013376	Prupe.1G451400.1	Solyc11T002393.1
OG0013377	Prupe.1G227000.1, Prupe.3G305700.1	Solyc02T002930.1
OG0013378	Prupe.2G264100.1	Solyc06T000855.1
OG0013379	Prupe.8G248800.1	Solyc09T002171.1
OG0013380	Prupe.2G027100.1	Solyc01T002027.1
OG0013381	Prupe.4G230500.1, Prupe.4G230300.1	Solyc07T002682.1
OG0013383	Prupe.1G517900.1, Prupe.8G234100.1	Solyc12T002847.1
OG0013384	Prupe.7G004000.1	Solyc06T000142.1
OG0013386	Prupe.1G467300.1	Solyc08T000925.1
OG0013387	Prupe.1G472800.1	Solyc08T001485.1
OG0013389	Prupe.3G315500.1	PRAM_22800.1.p1, Solyc04T000300.1
OG0013390	Prupe.7G039100.1	Solyc03T001327.1
OG0013392	Prupe.6G131000.1, Prupe.8G125000.1	Solyc06T002163.1
OG0013393	Prupe.6G132000.1	Solyc11T002215.1
OG0013395	Prupe.1G586100.1, Prupe.2G119000.1	Solyc01T003507.1
OG0013396	Prupe.6G309500.1	Solyc06T002178.1
OG0013399	Prupe.8G214800.1	Solyc09T001869.1
OG0013401	Prupe.2G217500.1	Solyc05T001414.1
OG0013405	Prupe.1G201800.1	Solyc12T001778.1, Solyc05T000574.1
OG0013410	Prupe.6G239500.1	Solyc10T002706.1, Solyc09T000150.1
OG0013423	Prupe.2G271900.1	Solyc06T000595.1
OG0013432	Prupe.1G176800.1	Solyc10T001184.1
OG0013434	Prupe.2G293400.1	Solyc11T000018.1
OG0013438	Prupe.8G161400.1	Solyc01T004293.1
OG0013442	Prupe.1G138000.1	Solyc01T001902.2
OG0013443	Prupe.2G198600.1	Solyc10T000006.1
OG0013447	Prupe.6G332300.1	Solyc01T003188.1
OG0013450	Prupe.2G009800.1	Solyc01T002401.1
OG0013470	Prupe.2G231700.1	Solyc01T002741.1
OG0013471	Prupe.6G295900.1	Solyc09T000850.1
OG0013472	Prupe.7G188600.1	Solyc02T001082.1
OG0013475	Prupe.3G165900.1	Solyc11T000527.1, Solyc05T002234.1
OG0013478	Prupe.3G256400.1	Solyc02T000969.1, Solyc02T002428.1
OG0013486	Prupe.3G230300.1	Solyc07T002181.1
OG0013503	Prupe.4G145600.1	Solyc07T002338.1
OG0013505	Prupe.4G187200.1	Solyc12T000597.1
OG0013509	Prupe.1G112700.1	Solyc12T002740.1, Solyc12T002739.1
OG0013513	Prupe.5G046400.1	Solyc10T001776.1
OG0013518	Prupe.5G205400.1	Solyc03T002786.1
OG0013538	Prupe.2G196100.1	Solyc10T000440.1
OG0013539	Prupe.2G287200.1	Solyc11T002487.1, Solyc03T000183.1
OG0013540	Prupe.1G510100.1	Solyc04T002261.1
OG0013547	Prupe.7G260000.1	Solyc12T000430.3
OG0013561	Prupe.7G145400.1	Solyc02T002537.2
OG0013581	Prupe.3G269200.1	Solyc02T002360.1
OG0013584	Prupe.6G240200.1	Solyc09T000142.1
OG0013585	Prupe.2G043700.1	Solyc07T002706.1
OG0013593	Prupe.1G220300.1	Solyc01T000413.1
OG0013599	Prupe.2G246600.1	Solyc09T002433.1
OG0013612	Prupe.1G219100.1	Solyc01T000406.1
OG0013613	Prupe.6G186100.1	Solyc03T001584.1, Solyc04T001856.1
OG0013615	Prupe.3G265000.1, Prupe.3G264700.1	Solyc02T002395.1
OG0013616	Prupe.2G253200.1	Solyc06T000974.1
OG0013618	Prupe.7G023100.1	Solyc10T002521.1
OG0013622	Prupe.5G027800.1	Solyc01T002262.1
OG0013625	Prupe.6G238800.1	Solyc09T000152.2
OG0013640	Prupe.1G034700.1	Solyc06T001129.1, Solyc09T002504.1
OG0013653	Prupe.3G022600.1	Solyc12T002769.1
OG0013654	Prupe.3G021100.1	Solyc04T001672.1
OG0013657	Prupe.1G557300.1, Prupe.1G550800.1	Solyc09T000172.1
OG0013658	Prupe.5G063200.1, Prupe.5G063500.1, Prupe.5G063300.1	Solyc06T000191.1, Solyc01T001912.2
OG0013663	Prupe.8G166400.1	Solyc10T001961.1, Solyc01T004334.1
OG0013665	Prupe.1G355700.1	Solyc04T002971.1, Solyc12T002496.1
OG0013671	Prupe.1G262500.1	Solyc05T000150.1
OG0013672	Prupe.7G116300.1	Solyc09T000320.1, Solyc10T002639.1
OG0013679	Prupe.3G275600.1	Solyc02T002316.1
OG0013681	Prupe.8G200600.1	Solyc09T001589.1
OG0013687	Prupe.4G168100.1	Solyc07T002047.1, Solyc07T002451.1
OG0013691	Prupe.3G107800.1	Solyc06T001790.1
OG0013694	Prupe.4G137100.1	Solyc07T002816.1
OG0013704	Prupe.1G306500.1	Solyc04T000120.1
OG0013705	Prupe.8G180300.1, Prupe.1G563500.1	Solyc12T002824.1
OG0013718	Prupe.6G186000.1, Prupe.6G185800.1, Prupe.6G185700.1	Solyc02T000153.1
OG0013719	Prupe.1G311500.1	Solyc05T000436.1
OG0013722	Prupe.2G312000.1	Solyc03T001768.1
OG0013730	Prupe.5G006000.1	Solyc04T003015.1
OG0013735	Prupe.1G335500.1, Prupe.1G051700.1	Solyc05T000511.1
OG0013739	Prupe.6G253000.1	Solyc09T000474.1
OG0013742	Prupe.8G228700.1	Solyc06T002721.1
OG0013750	Prupe.3G267000.1, Prupe.5G195700.1	Solyc04T001981.1
OG0013755	Prupe.6G082400.1	Solyc04T000694.3
OG0013761	Prupe.5G216200.1	Solyc03T003280.1
OG0013769	Prupe.3G020100.1	Solyc06T001468.1
OG0013771	Prupe.1G343300.1, Prupe.1G343200.1	Solyc01T000236.1
OG0013775	Prupe.1G030500.1	Solyc09T002474.1
OG0013776	Prupe.5G227000.1	Solyc03T003182.1
OG0013781	Prupe.6G317700.1, Prupe.2G221300.1, Prupe.3G209800.1	Solyc01T001756.1
OG0013789	Prupe.2G319100.1	Solyc03T001647.1
OG0013794	Prupe.5G010100.1	Solyc02T001204.1
OG0013800	Prupe.6G086400.1, Prupe.6G007300.1	Solyc11T002581.1
OG0013803	Prupe.1G481500.1	Solyc12T001667.4, Solyc08T001053.1, Solyc06T000404.1
OG0013809	Prupe.6G230900.1	Solyc02T000877.1, Solyc02T002829.1
OG0013810	Prupe.1G555000.1	Solyc01T002484.1
OG0013811	Prupe.1G351100.1, Prupe.1G350900.1	Solyc11T000133.1
OG0013814	Prupe.2G021900.1	Solyc01T002462.3
OG0013816	Prupe.1G481900.1	Solyc06T001623.1
OG0013817	Prupe.4G273800.1	Solyc12T001147.1
OG0013823	Prupe.3G266300.1	Solyc02T000984.1, Solyc02T002379.1
OG0013825	Prupe.8G244600.1	Solyc06T002753.1, Solyc09T001905.1
OG0013826	Prupe.2G077100.1	Solyc11T000192.1
OG0013827	Prupe.1G315800.1, Prupe.3G146400.1	Solyc03T000661.1
OG0013828	Prupe.3G014700.1	Solyc02T001781.1, Solyc03T000497.1
OG0013829	Prupe.1G015800.1	Solyc06T001168.1
OG0013830	Prupe.3G125700.1	Solyc07T002065.1
OG0013835	Prupe.7G236400.1	Solyc11T000861.1
OG0013836	Prupe.3G038000.1	Solyc06T001441.1, Solyc03T003511.1
OG0013838	Prupe.1G280100.1	Solyc05T000747.1, Solyc01T000517.1
OG0013839	Prupe.5G102800.1	Solyc08T002374.1, Solyc08T000313.1
OG0013845	Prupe.6G151500.1	Solyc01T000344.1, Solyc01T000346.1, Solyc09T000107.1, Solyc11T002420.1
OG0013848	Prupe.1G283600.1	Solyc05T000699.1, Solyc01T000465.1, Solyc04T000051.1
OG0013850	Prupe.6G065100.1	Solyc06T000079.1, Solyc06T002497.1
OG0013852	Prupe.2G021300.1, Prupe.2G021000.1, Prupe.2G020700.1, Prupe.2G021100.1, Prupe.2G021500.1	Solyc01T002458.1
OG0013854	Prupe.6G332700.1	Solyc01T004267.1
OG0013856	Prupe.8G120800.1, Prupe.8G120200.1	Solyc01T004049.1, Solyc01T004047.1
OG0013861	Prupe.1G346200.1	Solyc02T000094.1, Solyc09T002239.1, Solyc05T002429.1, Solyc05T002040.1
OG0013868	Prupe.4G150800.1	Solyc11T001557.1, Solyc03T000319.1
OG0013876	Prupe.1G321600.1	Solyc04T000175.1
OG0013876	Prupe.3G150600.1	Solyc03T000678.1, Solyc02T002649.1
OG0013877	Prupe.6G218500.1	Solyc02T002738.1
OG0013877	Prupe.8G148600.1, Prupe.8G148800.1	Solyc02T001086.1
OG0013881	Prupe.1G037000.1	Solyc09T002516.1, Solyc09T002514.1, Solyc09T002513.1
OG0013887	Prupe.2G064600.1	Solyc03T001912.1, Solyc03T001916.1, Solyc03T001910.1, Solyc03T001909.1
OG0013889	Prupe.7G058200.1, Prupe.7G043900.1	Solyc06T000712.2, Solyc06T000435.1, Solyc06T000436.1, Solyc03T000324.1
OG0013892	Prupe.5G175600.1, Prupe.3G282900.1	Solyc03T002680.1
OG0013892	Prupe.1G024300.1	Solyc07T000152.1
OG0013894	Prupe.1G309800.1	Solyc05T000454.1, Solyc05T000453.1, Solyc04T000132.1, Solyc03T003253.1, Solyc03T003252.1
OG0013895	Prupe.3G039100.1	Solyc03T003520.2, Solyc03T003519.1, Solyc03T003521.1, Solyc03T003522.1
OG0013900	Prupe.6G192500.1	Solyc05T002263.1, Solyc11T000403.1, Solyc07T000473.2
OG0013902	Prupe.8G241400.1	Solyc06T002750.1, Solyc09T001940.1, Solyc06T000277.1
OG0013903	Prupe.1G586200.1	Solyc01T003506.1, Solyc03T002653.1
OG0013904	Prupe.3G227600.1	Solyc03T002305.3, Solyc06T002070.1, Solyc06T002072.1, Solyc06T002075.1
OG0013912	Prupe.4G167200.1	Solyc12T000671.1, Solyc07T002442.1, Solyc10T000231.1
OG0013921	Prupe.1G267300.1	Solyc04T000090.1, Solyc05T000194.1
OG0013921	Prupe.5G185900.1	Solyc03T002587.1
OG0013923	Prupe.3G131300.1, Prupe.2G122300.1	Solyc11T001841.1, Solyc12T002446.1, Solyc04T002769.1
OG0013925	Prupe.8G103300.1, Prupe.2G100600.1, Prupe.8G205400.1, Prupe.8G205500.1	Solyc01T003732.1, Solyc01T003731.2
OG0013930	Prupe.7G224100.1, Prupe.7G162100.1, Prupe.7G224000.1, Prupe.7G223800.1, Prupe.7G223900.1	Solyc12T000236.1
OG0013933	Prupe.2G155200.1, Prupe.2G167400.1	Solyc02T001267.1
OG0013933	Prupe.4G264900.1	Solyc03T000588.1, Solyc02T002055.1, Solyc03T000589.1
OG0013934	Prupe.2G064700.1, Prupe.6G167800.1, Prupe.2G062600.1	Solyc03T000857.1, Solyc10T001206.1, Solyc09T001747.1, Solyc09T001707.1
OG0013939	Prupe.6G243500.1	Solyc10T001842.1, Solyc10T000564.1, Solyc10T000556.1, Solyc10T001843.1, Solyc10T001622.1, Solyc05T001183.1
OG0013977	Prupe.7G034100.1	Solyc12T001016.1
OG0013978	Prupe.7G123500.1	Solyc10T002662.1
OG0013979	Prupe.4G140200.1	Solyc07T002808.1
OG0013980	Prupe.7G053700.1	Solyc04T000705.2
OG0013985	Prupe.2G145300.1	Solyc01T002722.1
OG0013987	Prupe.1G214000.1	Solyc01T000233.2
OG0013988	Prupe.2G141300.1	Solyc01T002700.1
OG0013990	Prupe.7G121100.1	Solyc09T000283.1
OG0013992	Prupe.1G411000.1	Solyc08T001311.1
OG0013994	Prupe.6G257100.1	Solyc10T002762.1
OG0013995	Prupe.2G193300.1	Solyc01T002984.1
OG0013996	Prupe.1G047500.1	Solyc09T002592.1
OG0013997	Prupe.6G277600.1	Solyc09T000035.1
OG0014000	Prupe.2G085400.1	Solyc11T000238.1, Solyc05T002655.3
OG0014002	Prupe.2G171400.1	Solyc01T002849.1
OG0014005	Prupe.6G270100.1	Solyc09T000635.1
OG0014008	Prupe.2G185400.1	Solyc01T002936.2, Solyc11T001386.1
OG0014010	Prupe.7G068000.1	Solyc03T001187.1
OG0014013	Prupe.6G283300.1	Solyc09T000909.2
OG0014014	Prupe.6G279600.1	Solyc09T000056.1
OG0014018	Prupe.5G106600.1	Solyc08T002410.1
OG0014020	Prupe.6G277100.1	Solyc10T002800.1
OG0014022	Prupe.7G112900.1	Solyc09T000360.2
OG0014023	Prupe.5G000100.1	Solyc04T003041.3
OG0014024	Prupe.7G084400.1	Solyc06T000035.1
OG0014026	Prupe.6G277300.1	Solyc09T000031.1
OG0014027	Prupe.8G216300.1	Solyc06T002698.1, Solyc09T002137.1
OG0014029	Prupe.7G104600.1	Solyc09T000399.1
OG0014032	Prupe.2G009500.1, Prupe.5G129500.1	Solyc02T002947.1
OG0014033	Prupe.3G121500.1, Prupe.4G060700.1, Prupe.4G060600.1	Solyc03T000121.1
OG0014034	Prupe.2G306600.1	Solyc06T001035.1
OG0014035	Prupe.7G102300.1	Solyc09T000415.1
OG0014036	Prupe.7G235800.1	Solyc08T000391.1
OG0014037	Prupe.8G203200.1	Solyc09T001693.1
OG0014038	Prupe.2G127600.1	Solyc10T000971.1
OG0014039	Prupe.8G225300.1	Solyc09T002066.1
OG0014040	Prupe.1G399400.1	Solyc12T002588.1
OG0014041	Prupe.2G220000.1	Solyc04T001409.1
OG0014043	Prupe.6G232200.1	Solyc09T000217.2
OG0014044	Prupe.7G122300.1	Solyc10T002823.1
OG0014046	Prupe.3G200600.1	Solyc06T001545.1
OG0014047	Prupe.1G370600.1	Solyc04T002865.1
OG0014048	Prupe.5G050000.1, Prupe.1G572500.1	Solyc02T001840.1
OG0014050	Prupe.7G000400.1	Solyc09T000947.1
OG0014051	Prupe.7G085000.1	Solyc03T001046.1
OG0014052	Prupe.4G115300.1	Solyc02T000444.1
OG0014056	Prupe.8G155600.1	Solyc01T003865.1
OG0014057	Prupe.2G203800.1	Solyc02T000827.1
OG0014058	Prupe.6G298300.1, Prupe.2G267500.1	Solyc09T001282.1
OG0014059	Prupe.2G275700.1, Prupe.2G136700.1	Solyc01T002675.1
OG0014061	Prupe.8G240300.1	Solyc09T001955.1
OG0014062	Prupe.1G115500.1	Solyc11T002050.1
OG0014063	Prupe.3G031800.1	Solyc12T002106.1
OG0014064	Prupe.8G204400.1	Solyc09T001723.1
OG0014067	Prupe.6G283600.1	Solyc09T000793.1
OG0014068	Prupe.4G204500.1	Solyc06T001112.1
OG0014069	Prupe.2G157100.1	Solyc01T002748.1
OG0014071	Prupe.7G102200.1	Solyc09T000416.1
OG0014073	Prupe.6G236700.1	Solyc09T000179.1, Solyc10T002897.1
OG0014080	Prupe.8G057700.1	Solyc03T001310.1
OG0014089	Prupe.6G037500.1	Solyc09T000942.1
OG0014092	Prupe.6G348800.1	Solyc09T002531.1
OG0014094	Prupe.3G001700.1	Solyc01T002076.1
OG0014096	Prupe.1G319500.1	Solyc05T000361.1
OG0014097	Prupe.8G192000.1	Solyc08T001441.1
OG0014098	Prupe.8G001000.1	Solyc04T000093.1
OG0014100	Prupe.8G187300.1	Solyc09T001171.1
OG0014102	Prupe.1G278100.1	Solyc05T000266.1
OG0014103	Prupe.2G091600.1	Solyc03T000986.1
OG0014104	Prupe.6G318000.1	Solyc10T001076.1
OG0014108	Prupe.8G013400.1	Solyc04T000279.1
OG0014111	Prupe.8G204000.1	Solyc09T001714.1
OG0014114	Prupe.6G353000.1	Solyc04T001516.3
OG0014115	Prupe.1G027100.1	Solyc09T002463.2
OG0014117	Prupe.6G299900.1	Solyc10T002053.1
OG0014119	Prupe.8G143700.1	Solyc01T003900.1
OG0014120	Prupe.2G106600.1	Solyc01T002296.1
OG0014121	Prupe.1G070600.1	Solyc01T000250.1
OG0014122	Prupe.4G154200.1	Solyc12T001578.1
OG0014123	Prupe.8G046400.1	Solyc12T002290.1
OG0014126	Prupe.3G063100.1	Solyc06T001681.1
OG0014128	Prupe.8G222600.1	Solyc09T002087.1
OG0014129	Prupe.1G221400.1	Solyc01T000423.1
OG0014130	Prupe.8G152500.1	Solyc01T003870.1
OG0014131	Prupe.1G155700.1	Solyc09T002316.3
OG0014133	Prupe.1G013300.1	Solyc09T002346.1
OG0014134	Prupe.3G083100.1	Solyc12T000164.1
OG0014135	Prupe.8G056300.1	Solyc11T000873.1
OG0014136	Prupe.5G129200.1	Solyc08T002554.1
OG0014137	Prupe.1G319700.1	Solyc05T000359.1
OG0014138	Prupe.6G352700.1	Solyc04T001517.1
OG0014139	Prupe.8G172600.1	Solyc01T004365.1
OG0014140	Prupe.1G272200.1	Solyc01T000474.1
OG0014142	Prupe.2G287700.1	Solyc03T000179.1
OG0014144	Prupe.8G144600.1	Solyc01T003893.1
OG0014145	Prupe.8G147200.1	Solyc05T002634.1
OG0014146	Prupe.8G022600.1	Solyc04T000327.1, Solyc04T000328.1
OG0014151	Prupe.6G313300.1, Prupe.2G038600.1	Solyc10T000812.1
OG0014152	Prupe.2G292300.1	Solyc03T000400.1
OG0014153	Prupe.2G215500.1	Solyc04T000621.1
OG0014156	Prupe.7G035700.1	Solyc01T001358.1
OG0014157	Prupe.3G002700.1	Solyc01T002242.1
OG0014158	Prupe.6G358700.1	Solyc04T000351.1
OG0014159	Prupe.3G208000.1	Solyc07T001887.1
OG0014160	Prupe.5G132600.1	Solyc08T002579.2
OG0014162	Prupe.4G025700.1	Solyc02T001704.1
OG0014163	Prupe.1G313400.1	Solyc05T000419.1
OG0014166	Prupe.2G116500.1	Solyc01T002556.1
OG0014167	Prupe.3G070800.1	Solyc03T003313.1
OG0014169	Prupe.8G194000.1	Solyc09T001446.1
OG0014172	Prupe.2G205800.1	Solyc11T000291.1
OG0014173	Prupe.5G034000.1	Solyc08T001965.1
OG0014175	Prupe.7G259900.1	Solyc12T000429.1
OG0014176	Prupe.1G584900.1	Solyc01T003524.1
OG0014178	Prupe.1G318000.1	Solyc03T001498.1
OG0014179	Prupe.2G289700.1	Solyc03T000431.1
OG0014180	Prupe.2G293500.1	Solyc03T000389.1
OG0014182	Prupe.2G091800.1	Solyc10T002198.1
OG0014184	Prupe.1G012900.1	Solyc09T002341.1
OG0014187	Prupe.8G196200.1	Solyc06T002647.1
OG0014188	Prupe.2G069900.1	Solyc11T000171.1
OG0014189	Prupe.2G294500.1	Solyc01T003128.2
OG0014190	Prupe.3G039700.1	Solyc03T003527.1
OG0014191	Prupe.1G022900.1	Solyc09T002417.1
OG0014192	Prupe.6G308800.1	Solyc01T003411.1
OG0014195	Prupe.3G069500.1	Solyc03T003305.1
OG0014196	Prupe.2G071700.1	Solyc05T002636.1, Solyc11T000158.1
OG0014199	Prupe.2G098900.1	Solyc10T000982.1
OG0014200	Prupe.1G568500.1	Solyc12T002188.1
OG0014201	Prupe.3G048900.1	Solyc04T002013.1
OG0014203	Prupe.3G099600.1	Solyc12T001883.1
OG0014205	Prupe.1G311300.1	Solyc05T000434.1
OG0014206	Prupe.8G146400.1	Solyc09T002862.1
OG0014210	Prupe.8G139500.1	Solyc11T001548.1
OG0014212	Prupe.8G016800.1	Solyc01T004398.1
OG0014214	Prupe.1G310100.1	Solyc04T000134.1, Solyc05T000450.1
OG0014216	Prupe.6G341600.1	Solyc01T003108.1
OG0014217	Prupe.2G285300.1	Solyc08T001236.1, Solyc03T000197.1
OG0014218	Prupe.6G215900.1	Solyc01T000197.1
OG0014220	Prupe.1G306900.1	Solyc05T000481.1
OG0014221	Prupe.8G216700.1, Prupe.1G046900.1	Solyc09T002586.2
OG0014223	Prupe.3G076900.1	Solyc03T003288.1
OG0014225	Prupe.1G065500.1	Solyc07T000565.2, Solyc07T001176.1
OG0014226	Prupe.3G099300.1	Solyc03T003031.1
OG0014228	Prupe.3G223600.1	Solyc07T002010.1
OG0014232	Prupe.4G282000.1	Solyc12T001194.1
OG0014235	Prupe.1G287700.1	Solyc06T001578.1
OG0014238	Prupe.1G467200.1	Solyc06T001596.1
OG0014240	Prupe.2G022000.1	Solyc01T002465.1
OG0014241	Prupe.1G471000.1	Solyc08T001546.1
OG0014244	Prupe.1G215000.1	Solyc06T001812.1, Solyc06T001811.2
OG0014245	Prupe.3G054000.1	Solyc03T003411.2
OG0014246	Prupe.2G330000.1, Prupe.1G462900.1	Solyc08T000093.1, Solyc12T002571.1
OG0014250	Prupe.6G116300.1	Solyc06T002326.1
OG0014252	Prupe.1G479000.1	Solyc08T001105.1, Solyc08T001104.1
OG0014253	Prupe.4G164400.1	Solyc07T002426.1
OG0014254	Prupe.4G143700.1	Solyc07T002794.1
OG0014256	Prupe.1G174200.1	Solyc10T002387.1
OG0014262	Prupe.4G270400.1	Solyc08T001942.3
OG0014263	Prupe.5G145200.1	Solyc06T002107.1
OG0014264	Prupe.4G123700.1	Solyc12T000809.1
OG0014265	Prupe.6G088700.1	Solyc11T002543.1
OG0014266	Prupe.4G035700.1, Prupe.4G189800.1	Solyc07T002539.1
OG0014269	Prupe.7G118900.1	Solyc10T002649.1
OG0014271	Prupe.4G029100.1	Solyc02T001695.1
OG0014272	Prupe.7G158100.1	PRAM_25900.1.p1
OG0014273	Prupe.1G080200.1	Solyc10T002542.1
OG0014274	Prupe.8G012400.1	Solyc04T001986.1
OG0014275	Prupe.1G225300.1, Prupe.5G042900.1	Solyc05T001025.1
OG0014276	Prupe.3G030600.1	Solyc03T003561.1
OG0014277	Prupe.6G132300.1	Solyc06T002290.1, Solyc11T002214.1
OG0014281	Prupe.5G189200.1	Solyc03T002565.1
OG0014282	Prupe.3G094700.1	Solyc03T003000.1
OG0014284	Prupe.3G217400.1	Solyc07T001946.1
OG0014285	Prupe.2G009700.1	Solyc01T002400.1
OG0014287	Prupe.4G180500.1	Solyc12T000623.1
OG0014289	Prupe.2G036100.1	Solyc08T000456.1
OG0014290	Prupe.4G124000.1	Solyc12T000810.1
OG0014292	Prupe.4G124100.1	PRAM_283.1.p2
OG0014293	Prupe.5G151300.1	Solyc03T002513.3
OG0014294	Prupe.4G165200.1	Solyc10T000237.1
OG0014295	Prupe.1G501600.1	Solyc11T000690.1
OG0014296	Prupe.3G124300.1	Solyc10T000308.1
OG0014297	Prupe.4G152000.1	Solyc07T002387.1
OG0014300	Prupe.5G149800.1	Solyc03T002360.1
OG0014301	Prupe.6G113100.1	Solyc11T002102.1, Solyc06T002336.1
OG0014302	Prupe.2G003100.1	Solyc10T001157.1
OG0014303	Prupe.1G466600.1	Solyc08T001567.1
OG0014305	Prupe.4G197700.1	Solyc10T000157.1, Solyc07T002558.1
OG0014307	Prupe.3G220600.1	Solyc07T001973.1
OG0014309	Prupe.4G123900.1	Solyc12T000811.1
OG0014310	Prupe.6G090900.1	Solyc11T002522.1
OG0014312	Prupe.1G386000.1	Solyc03T003069.1
OG0014313	Prupe.2G307900.1	Solyc03T000237.1
OG0014314	Prupe.1G467900.1	Solyc06T000399.1
OG0014316	Prupe.3G131200.1	Solyc02T001369.1
OG0014318	Prupe.1G359600.1	Solyc04T002943.1
OG0014319	Prupe.6G127000.1	Solyc11T002179.1
OG0014320	Prupe.1G199700.1	Solyc08T000409.2
OG0014322	Prupe.4G280700.1	Solyc12T001179.1
OG0014323	Prupe.3G192000.1	Solyc07T002301.1
OG0014324	Prupe.1G245500.1	Solyc05T000814.1
OG0014325	Prupe.8G087700.1	Solyc11T001589.1
OG0014326	Prupe.5G106000.1	Solyc08T002405.1
OG0014328	Prupe.6G194300.1	Solyc11T000416.1
OG0014331	Prupe.4G177500.1	Solyc07T002483.1
OG0014332	Prupe.5G112000.1	Solyc12T002202.1
OG0014336	Prupe.7G227200.1	Solyc04T001380.1
OG0014337	Prupe.6G107600.1	Solyc04T000161.1
OG0014338	Prupe.2G010100.1	Solyc09T000362.2
OG0014341	Prupe.4G057200.1	Solyc10T000384.1
OG0014342	Prupe.4G091700.1	Solyc02T001349.1
OG0014344	Prupe.1G571000.1	Solyc01T003614.1
OG0014346	Prupe.6G209200.1, Prupe.6G167100.1	Solyc02T002685.2
OG0014348	Prupe.1G347500.1	Solyc04T000319.1
OG0014349	Prupe.4G043200.1	Solyc02T001578.1
OG0014350	Prupe.8G001500.1	Solyc08T000009.1
OG0014354	Prupe.1G559900.1, Prupe.4G263300.1	Solyc10T001254.3
OG0014355	Prupe.2G276800.1	Solyc03T001849.1
OG0014356	Prupe.7G225700.1	Solyc01T003463.2
OG0014357	Prupe.8G159600.1	Solyc01T004280.1
OG0014359	Prupe.3G013000.1	Solyc02T001798.1
OG0014361	Prupe.6G080800.1	Solyc06T002436.1
OG0014362	Prupe.6G070700.1	Solyc03T001510.1
OG0014363	Prupe.8G233700.1	Solyc01T003099.1
OG0014364	Prupe.1G247400.1	Solyc04T001007.1
OG0014365	Prupe.1G355800.1	Solyc04T002970.2
OG0014367	Prupe.1G158800.1	Solyc12T002684.1
OG0014368	Prupe.7G267400.1	Solyc12T000938.2
OG0014369	Prupe.6G178600.1	Solyc05T002657.1
OG0014370	Prupe.4G154300.1	Solyc07T002399.1
OG0014371	Prupe.1G254700.1	Solyc05T000055.2
OG0014372	Prupe.4G051900.1	Solyc02T001520.1
OG0014373	Prupe.3G162300.1	Solyc11T000508.1
OG0014374	Prupe.1G558400.1	Solyc01T003715.1
OG0014375	Prupe.7G161300.1	Solyc02T002101.1
OG0014376	Prupe.5G125700.1	Solyc08T002530.1
OG0014377	Prupe.5G124300.1	Solyc08T002520.2
OG0014380	Prupe.7G232700.1	Solyc12T000219.1
OG0014381	Prupe.2G280700.1	Solyc03T001780.1
OG0014386	Prupe.1G238700.1	Solyc05T000885.4
OG0014387	Prupe.2G094200.1	Solyc07T002074.1
OG0014388	Prupe.1G556200.1	Solyc11T000975.1, Solyc06T001555.1
OG0014389	Prupe.7G213700.1	Solyc07T001099.1
OG0014391	Prupe.1G286500.1	Solyc05T000686.1
OG0014392	Prupe.4G061600.1	Solyc02T001443.1
OG0014393	Prupe.8G112500.1	Solyc01T004096.1
OG0014397	Prupe.1G342500.1	Solyc04T000256.1
OG0014398	Prupe.6G162000.1, Prupe.6G161800.1	Solyc03T001564.1
OG0014399	Prupe.3G125900.1	Solyc10T000312.1
OG0014400	Prupe.1G331500.1	Solyc01T000039.1
OG0014401	Prupe.2G277000.1	Solyc05T000190.1
OG0014402	Prupe.5G131800.1	Solyc08T002576.1
OG0014403	Prupe.8G002500.1	Solyc06T001484.1
OG0014404	Prupe.2G243100.1	Solyc03T001605.2
OG0014405	Prupe.1G231500.1	Solyc04T001186.1
OG0014406	Prupe.6G021400.1	Solyc11T001449.1
OG0014407	Prupe.4G254900.1	Solyc11T001988.1
OG0014411	Prupe.4G264000.1, Prupe.4G264100.1	Solyc11T001949.1
OG0014413	Prupe.4G271800.1	Solyc05T002761.1
OG0014415	Prupe.4G197400.1	Solyc09T000029.1, Solyc03T003110.1
OG0014417	Prupe.1G344600.1	Solyc04T000325.1
OG0014419	Prupe.5G228200.1	Solyc06T001835.1
OG0014420	Prupe.4G189600.1	Solyc12T000591.4
