Orthogroup	Prunus_persica	Capsicum_anuum
OG0011952	Prupe.7G052900.1	CA02g24290
OG0011953	Prupe.1G269000.1	CA11g05390
OG0011954	Prupe.1G344400.1	CA06g10240
OG0011955	Prupe.2G111200.1	CA04g14250
OG0011956	Prupe.7G165800.1	CA00g80780
OG0011957	Prupe.6G087200.1	CA11g13430
OG0011958	Prupe.4G114900.1	CA02g10420
OG0011959	Prupe.4G074300.1	CA02g12290
OG0011960	Prupe.5G122900.1	CA01g00900
OG0011961	Prupe.8G170100.1	CA11g06510
OG0011962	Prupe.5G230900.1	CA03g33120
OG0011965	Prupe.7G025300.1	CA02g09680
OG0011966	Prupe.3G015000.1	CA12g00850, CA05g17820
OG0011967	Prupe.1G197800.1	CA06g07990
OG0011968	Prupe.1G288300.1	CA11g03460
OG0011969	Prupe.2G147600.1	CA01g18850
OG0011970	Prupe.2G270800.1	CA03g14590
OG0011971	Prupe.3G186600.1	CA09g14700
OG0011972	Prupe.8G059900.1	CA10g07870
OG0011973	Prupe.6G165700.1	CA12g08510
OG0011974	Prupe.2G027900.1	CA01g21630
OG0011975	Prupe.7G253000.1	CA07g02560
OG0011977	Prupe.2G280000.1	CA03g18140
OG0011978	Prupe.5G116900.1	CA01g34450
OG0011979	Prupe.7G166400.1	CA00g89810
OG0011981	Prupe.6G113600.1	CA11g18340
OG0011982	Prupe.4G173900.1	CA07g17410
OG0011983	Prupe.2G322900.1	CA07g01990
OG0011984	Prupe.7G254900.1	CA07g02830
OG0011985	Prupe.4G187400.1	CA03g11820
OG0011989	Prupe.8G172800.1	CA00g52630
OG0011989	Prupe.7G177500.1	CA02g20470
OG0011990	Prupe.6G177100.1, Prupe.1G573800.1	CA12g10090
OG0011992	Prupe.5G002000.1	CA01g21730
OG0011993	Prupe.4G066300.1	CA00g29740
OG0011994	Prupe.7G226000.1	CA07g06710
OG0011995	Prupe.1G233100.1	CA03g04200
OG0011996	Prupe.4G196900.1	CA05g04640
OG0011997	Prupe.6G187200.1	CA05g13680
OG0011998	Prupe.4G044000.1	CA10g04170
OG0012000	Prupe.8G170800.1	CA09g01580
OG0012002	Prupe.6G064800.1, Prupe.6G064700.1	CA12g17410
OG0012003	Prupe.1G105800.1	CA01g22080, CA12g20970
OG0012004	Prupe.6G203100.1	CA02g07250
OG0012005	Prupe.1G095100.1	CA07g00150
OG0012006	Prupe.7G254600.1	CA07g02800
OG0012007	Prupe.1G203400.1, Prupe.1G203300.1	CA04g17070
OG0012008	Prupe.2G171600.1	CA03g20250
OG0012009	Prupe.4G043800.1	CA02g15620, CA04g02560
OG0012010	Prupe.7G252600.1	CA07g02520
OG0012011	Prupe.8G064500.1	CA08g15960
OG0012012	Prupe.4G076100.1	CA02g12090
OG0012013	Prupe.8G059200.1	CA03g28690
OG0012014	Prupe.5G234700.1	CA11g06530
OG0012015	Prupe.5G106900.1	CA01g01890
OG0012017	Prupe.1G250700.1	CA11g18120
OG0012018	Prupe.5G117300.1	CA01g01250
OG0012019	Prupe.1G519400.1	CA04g15410
OG0012020	Prupe.6G004600.1	CA02g14720
OG0012022	Prupe.4G076500.1	CA02g12030, CA02g12010, CA02g12020
OG0012025	Prupe.6G119500.1	CA11g17650
OG0012026	Prupe.6G165300.1, Prupe.6G165500.1	CA03g17220, CA03g11570
OG0012027	Prupe.6G066800.1, Prupe.6G086100.1	CA11g13230
OG0012028	Prupe.7G001900.1	CA08g15640
OG0012029	Prupe.2G022100.1	CA01g21050
OG0012030	Prupe.1G379400.1	CA04g20620
OG0012031	Prupe.4G170300.1	CA09g12850
OG0012032	Prupe.2G239300.1	CA06g24900
OG0012033	Prupe.2G220200.1	CA11g15690
OG0012034	Prupe.3G017100.1	CA12g02490
OG0012035	Prupe.7G243000.1	CA04g21650
OG0012036	Prupe.2G325900.1	CA03g21550
OG0012037	Prupe.5G095400.1	CA12g13780
OG0012038	Prupe.5G103900.1	CA01g02320
OG0012039	Prupe.1G344700.1	CA05g04620
OG0012040	Prupe.4G089200.1	CA02g10620
OG0012041	Prupe.6G079500.1	CA06g24550, CA11g13080
OG0012042	Prupe.3G302800.1	CA12g05580
OG0012043	Prupe.8G189700.1	CA09g09700
OG0012044	Prupe.5G075300.1	CA01g04820
OG0012045	Prupe.7G253500.1	CA09g18490
OG0012046	Prupe.1G232700.1	CA11g09080
OG0012048	Prupe.3G123300.1	CA07g14480
OG0012049	Prupe.4G272300.1	CA04g11680
OG0012050	Prupe.5G110300.1	CA01g01670
OG0012051	Prupe.1G065000.1	CA05g10880
OG0012052	Prupe.3G272300.1	CA02g28710
OG0012053	Prupe.6G127300.1	CA06g23030
OG0012055	Prupe.4G084400.1	CA08g03470
OG0012058	Prupe.6G070300.1	CA09g10560
OG0012059	Prupe.6G101400.1	CA11g19020
OG0012061	Prupe.5G225300.1	CA03g32850
OG0012062	Prupe.7G217900.1	CA00g86340
OG0012063	Prupe.1G535500.1	CA11g15920
OG0012064	Prupe.7G196500.1	CA00g70380
OG0012065	Prupe.4G090200.1	CA02g04730
OG0012066	Prupe.1G069900.1	CA00g69690
OG0012067	Prupe.5G034200.1	CA07g14450
OG0012068	Prupe.5G159200.1	CA03g25230
OG0012070	Prupe.7G217500.1	CA05g09580
OG0012071	Prupe.4G056100.1	CA02g04440
OG0012072	Prupe.8G045700.1	CA06g21730
OG0012073	Prupe.6G175300.1	CA12g12320
OG0012076	Prupe.1G546400.1	CA04g06750
OG0012077	Prupe.5G101100.1	CA01g02500
OG0012078	Prupe.4G140300.1	CA07g21370
OG0012079	Prupe.1G551900.1	CA03g08730
OG0012080	Prupe.8G088400.1	CA01g19590
OG0012081	Prupe.1G251300.1	CA10g00450
OG0012082	Prupe.4G070100.1	CA04g01250
OG0012083	Prupe.3G139100.1	CA07g14080
OG0012085	Prupe.4G074500.1	CA02g12280
OG0012087	Prupe.1G268300.1	CA11g05420
OG0012088	Prupe.2G023000.1	CA01g21280
OG0012089	Prupe.4G166500.1	CA07g17170
OG0012090	Prupe.6G168900.1	CA12g09240
OG0012092	Prupe.2G189800.1	CA10g05450
OG0012093	Prupe.8G070500.1	CA01g31690
OG0012094	Prupe.4G119400.1	CA01g28400
OG0012095	Prupe.5G122700.1	CA01g00920
OG0012096	Prupe.1G378600.1, Prupe.8G096100.1	CA04g20720
OG0012097	Prupe.8G087500.1	CA01g19660
OG0012098	Prupe.5G153300.1	CA11g04100
OG0012099	Prupe.4G064000.1	CA02g13770
OG0012100	Prupe.6G100400.1	CA11g19110
OG0012101	Prupe.7G235100.1	CA00g78280
OG0012102	Prupe.2G237600.1	CA06g06910
OG0012103	Prupe.5G157400.1	CA03g24700, CA03g24710
OG0012104	Prupe.4G060100.1	CA11g16250
OG0012105	Prupe.6G067500.1	CA03g00870
OG0012106	Prupe.2G276500.1	CA03g15680
OG0012107	Prupe.4G047100.1	CA10g19570
OG0012108	Prupe.5G107200.1	CA12g13490
OG0012111	Prupe.5G121000.1	CA12g14590
OG0012112	Prupe.8G258800.1	CA01g25300
OG0012113	Prupe.6G115400.1	CA06g23340
OG0012114	Prupe.8G088200.1	CA01g19620
OG0012115	Prupe.5G138100.1	CA03g30640
OG0012116	Prupe.4G206200.1	CA00g83170
OG0012117	Prupe.8G044600.1	CA00g71860
OG0012119	Prupe.6G197200.1	CA12g03070
OG0012120	Prupe.6G165900.1	CA12g08590
OG0012121	Prupe.6G168600.1	CA12g09200
OG0012122	Prupe.8G161000.1	CA11g09910
OG0012123	Prupe.3G155500.1	CA07g13660
OG0012124	Prupe.5G166000.1	CA00g00540
OG0012127	Prupe.6G329700.1	CA10g08180, CA10g09640
OG0012128	Prupe.4G175900.1	CA07g17470
OG0012129	Prupe.5G157100.1	CA03g24210
OG0012130	Prupe.6G126300.1	CA08g01800
OG0012131	Prupe.2G323000.1	CA05g03690
OG0012132	Prupe.6G012300.1	CA01g11600
OG0012133	Prupe.7G230400.1	CA07g07310
OG0012135	Prupe.6G005300.1	CA00g73130
OG0012136	Prupe.1G175000.1	CA03g03980
OG0012137	Prupe.1G068000.1	CA11g18750
OG0012138	Prupe.4G045800.1	CA02g15980
OG0012139	Prupe.4G174400.1	CA10g01500
OG0012140	Prupe.5G234800.1	CA03g30950
OG0012141	Prupe.8G036000.1	CA03g15940
OG0012142	Prupe.7G204200.1	CA07g07240
OG0012143	Prupe.1G332800.1	CA08g02430
OG0012144	Prupe.1G246300.1	CA11g11420
OG0012145	Prupe.5G165300.1	CA12g13380
OG0012146	Prupe.1G379500.1	CA04g20600
OG0012147	Prupe.1G050600.1	CA03g02610
OG0012149	Prupe.8G164000.1	CA08g19130
OG0012150	Prupe.4G255700.1	CA11g12120
OG0012151	Prupe.3G224700.1	CA07g12850
OG0012152	Prupe.1G228700.1	CA04g06680
OG0012153	Prupe.1G571400.1	CA08g14580, CA08g14560
OG0012154	Prupe.8G163700.1	CA08g19100
OG0012155	Prupe.8G002000.1	CA11g10910
OG0012156	Prupe.1G091600.1	CA07g00310
OG0012158	Prupe.7G244600.1, Prupe.1G244200.1	CA11g10140
OG0012159	Prupe.3G186400.1	CA00g25960
OG0012160	Prupe.2G121700.1, Prupe.2G278800.1, Prupe.2G278700.1	CA00g44390
OG0012161	Prupe.6G109400.1	CA11g18040
OG0012162	Prupe.5G117200.1	CA01g01260
OG0012163	Prupe.8G066300.1	CA08g16100
OG0012166	Prupe.4G189900.1	CA07g18200
OG0012167	Prupe.6G204900.1	CA00g82800
OG0012168	Prupe.8G021400.1	CA06g12350
OG0012169	Prupe.4G045200.1	CA02g15950
OG0012170	Prupe.8G112800.1	CA01g08360
OG0012171	Prupe.5G122500.1	CA01g00980
OG0012172	Prupe.6G094900.1	CA11g14380
OG0012173	Prupe.8G105700.1	CA10g08040
OG0012174	Prupe.5G159400.1	CA03g25240
OG0012175	Prupe.3G147500.1	CA12g07050
OG0012176	Prupe.1G337100.1	CA09g18380
OG0012177	Prupe.4G073700.1	CA02g12370
OG0012178	Prupe.1G109100.1	CA01g17050
OG0012179	Prupe.2G029800.1	CA01g22270
OG0012180	Prupe.1G251900.1	CA08g00860
OG0012182	Prupe.1G556500.1	CA04g08890, CA04g10190
OG0012183	Prupe.1G343600.1	CA05g06390
OG0012184	Prupe.6G070200.1	CA06g04680
OG0012185	Prupe.6G179400.1	CA00g19810
OG0012186	Prupe.5G217600.1	CA03g33880
OG0012187	Prupe.5G103500.1	CA01g02350
OG0012188	Prupe.5G218900.1	CA03g11470
OG0012191	Prupe.3G239500.1	CA02g03190
OG0012193	Prupe.4G033800.1	CA02g17040
OG0012194	Prupe.1G241600.1	CA11g08760
OG0012195	Prupe.1G368700.1	CA04g23060
OG0012196	Prupe.1G450500.1	CA11g20390, CA08g05910
OG0012197	Prupe.6G114100.1	CA06g09730, CA11g18410
OG0012198	Prupe.2G279400.1, Prupe.2G278900.1	CA12g06800
OG0012199	Prupe.1G135500.1	CA01g25360
OG0012200	Prupe.1G391800.1	CA06g14510
OG0012201	Prupe.3G144900.1	CA02g23560
OG0012202	Prupe.1G323900.1	CA00g59290
OG0012203	Prupe.2G254200.1	CA06g07010
OG0012206	Prupe.4G062000.1	CA02g29560
OG0012207	Prupe.1G207500.1	CA06g08120
OG0012209	Prupe.1G347000.1	CA02g03680
OG0012211	Prupe.4G056700.1	CA11g15960
OG0012212	Prupe.1G566800.1	CA00g73460
OG0012213	Prupe.8G054200.1	CA04g11240, CA06g14100
OG0012214	Prupe.1G567400.1	CA00g73490
OG0012215	Prupe.8G123900.1	CA00g41320
OG0012216	Prupe.3G236200.1	CA02g23390
OG0012217	Prupe.1G401800.1	CA11g15100
OG0012218	Prupe.1G388700.1	CA04g19520
OG0012219	Prupe.2G318800.1	CA06g21630
OG0012220	Prupe.6G191000.1	CA12g03650
OG0012221	Prupe.3G302700.1	CA02g30630
OG0012222	Prupe.4G068300.1	CA02g13260
OG0012223	Prupe.3G254800.1	CA02g01220
OG0012225	Prupe.1G453200.1	CA00g24940
OG0012226	Prupe.4G055800.1	CA02g04410
OG0012227	Prupe.3G239600.1	CA04g05980
OG0012228	Prupe.1G382700.1	CA04g20180
OG0012229	Prupe.2G256500.1	CA05g15450
OG0012230	Prupe.4G068800.1	CA02g13210
OG0012231	Prupe.2G266500.1	CA03g11300
OG0012232	Prupe.4G064800.1	CA02g13620
OG0012233	Prupe.1G567800.1	CA00g73520
OG0012236	Prupe.4G070000.1	CA02g13030
OG0012238	Prupe.1G240800.1	CA11g08630
OG0012239	Prupe.2G245100.1	CA06g00310
OG0012240	Prupe.4G063700.1	CA02g13800
OG0012241	Prupe.1G448300.1	CA00g01000
OG0012242	Prupe.3G243000.1	CA12g18840
OG0012243	Prupe.4G029600.1	CA02g17680
OG0012245	Prupe.1G207000.1	CA01g28880
OG0012247	Prupe.3G062600.1	CA10g21860
OG0012248	Prupe.8G022200.1	CA00g84150
OG0012249	Prupe.5G211500.1	CA03g29000
OG0012250	Prupe.3G270100.1	CA04g09740
OG0012251	Prupe.1G503400.1	CA04g11040
OG0012252	Prupe.1G452200.1	CA08g06210
OG0012253	Prupe.5G173100.1	CA03g26920, CA06g19670
OG0012255	Prupe.8G073500.1	CA01g31610
OG0012256	Prupe.3G276600.1	CA02g29110
OG0012257	Prupe.3G243700.1	CA00g62190
OG0012259	Prupe.1G141800.1	CA01g25500
OG0012260	Prupe.4G220900.1	CA11g16910
OG0012261	Prupe.4G030000.1	CA02g17580
OG0012262	Prupe.3G250800.1	CA02g27180
OG0012263	Prupe.3G267300.1	CA02g28230
OG0012264	Prupe.4G050600.1	CA02g15220
OG0012265	Prupe.3G268800.1	CA04g08600
OG0012266	Prupe.6G159500.1	CA00g89260
OG0012267	Prupe.1G568000.1	CA00g73530
OG0012268	Prupe.8G116700.1	CA11g09540
OG0012269	Prupe.2G267800.1	CA06g09530, CA03g14600
OG0012270	Prupe.2G263900.1	CA05g15880
OG0012272	Prupe.1G288400.1	CA11g03470
OG0012273	Prupe.8G062800.1	CA04g15540, CA08g15840
OG0012274	Prupe.3G281200.1	CA08g10210
OG0012275	Prupe.1G448700.1	CA11g20260
OG0012276	Prupe.1G567600.1	CA00g73510
OG0012277	Prupe.3G262000.1	CA02g27900
OG0012279	Prupe.2G031500.1	CA03g21960
OG0012280	Prupe.1G450300.1	CA08g05970
OG0012282	Prupe.2G253500.1	CA06g07060
OG0012283	Prupe.8G156900.1	CA01g31210
OG0012285	Prupe.1G240700.1	CA01g12950
OG0012288	Prupe.1G393700.1	CA08g05980
OG0012290	Prupe.5G231300.1	CA03g33160
OG0012291	Prupe.6G245500.1	CA09g03860
OG0012292	Prupe.4G046900.1	CA02g16090
OG0012293	Prupe.2G263200.1	CA06g09420
OG0012294	Prupe.3G198900.1, Prupe.6G340200.1	CA01g33180
OG0012296	Prupe.2G316500.1	CA03g20520
OG0012297	Prupe.8G059500.1	CA08g15790
OG0012298	Prupe.2G262600.1	CA06g07230
OG0012299	Prupe.6G125800.1	CA12g03470
OG0012301	Prupe.5G203600.1	CA03g29350
OG0012303	Prupe.1G446700.1	CA08g05220
OG0012304	Prupe.3G146300.1	CA02g23610, CA04g06240
OG0012305	Prupe.4G071600.1	CA02g12800
OG0012306	Prupe.5G245700.1, Prupe.1G565900.1	CA06g22390
OG0012307	Prupe.1G500800.1	CA04g07340
OG0012309	Prupe.5G206100.1	CA03g28760
OG0012310	Prupe.3G298800.1	CA00g59360
OG0012311	Prupe.1G226700.1	CA00g53860, CA11g08790
OG0012312	Prupe.3G073700.1	CA03g34500
OG0012313	Prupe.2G260700.1	CA00g15810
OG0012314	Prupe.3G259400.1	CA02g27760
OG0012315	Prupe.2G263500.1	CA06g09390
OG0012317	Prupe.1G228400.1	CA11g08780
OG0012320	Prupe.4G136200.1	CA03g11210
OG0012322	Prupe.1G226800.1	CA11g08800
OG0012323	Prupe.6G192300.1	CA12g03480
OG0012324	Prupe.7G125300.1	CA00g41070
OG0012325	Prupe.3G255400.1	CA08g18740
OG0012326	Prupe.4G213200.1	CA06g14140
OG0012327	Prupe.1G239300.1	CA02g30360
OG0012328	Prupe.3G231100.1	CA07g13170
OG0012330	Prupe.8G157400.1	CA01g31500
OG0012332	Prupe.6G043400.1	CA06g10000
OG0012334	Prupe.1G353000.1	CA08g17240
OG0012335	Prupe.1G451600.1	CA08g06140
OG0012336	Prupe.3G313900.1	CA03g01080
OG0012339	Prupe.5G002400.1	CA11g00290
OG0012340	Prupe.3G240900.1	CA02g26400
OG0012341	Prupe.4G265100.1	CA10g17590
OG0012342	Prupe.2G261400.1	CA06g09210
OG0012343	Prupe.4G031100.1	CA02g17450
OG0012344	Prupe.4G138400.1	CA07g21310
OG0012345	Prupe.1G448400.1	CA11g14280
OG0012346	Prupe.4G087400.1	CA01g01360
OG0012347	Prupe.1G451200.1	CA11g20370
OG0012348	Prupe.8G115500.1	CA08g17720
OG0012349	Prupe.2G250200.1	CA06g06960
OG0012350	Prupe.4G081700.1	CA10g20110
OG0012351	Prupe.3G276800.1	CA02g29170
OG0012354	Prupe.8G124100.1	CA00g41280
OG0012355	Prupe.7G002600.1	CA02g16950
OG0012357	Prupe.2G273600.1	CA11g00300
OG0012359	Prupe.2G262800.1	CA06g07220
OG0012360	Prupe.2G061000.1	CA10g08940
OG0012361	Prupe.7G067800.1	CA03g12820
OG0012362	Prupe.8G126800.1	CA00g41500
OG0012363	Prupe.7G234200.1	CA01g28780
OG0012364	Prupe.4G030800.1	CA02g17490
OG0012366	Prupe.8G115600.1	CA08g17710
OG0012367	Prupe.4G268300.1	CA02g02760
OG0012368	Prupe.6G157800.1	CA12g08160
OG0012371	Prupe.2G038900.1	CA08g08880
OG0012372	Prupe.1G061000.1	CA12g09350
OG0012373	Prupe.2G247200.1	CA04g09320
OG0012374	Prupe.8G116000.1	CA11g17710
OG0012375	Prupe.6G097100.1	CA01g20260
OG0012376	Prupe.3G249500.1	CA07g11010
OG0012378	Prupe.3G295200.1	CA00g52540
OG0012379	Prupe.5G207700.1	CA12g10250
OG0012380	Prupe.1G562600.1	CA10g08170
OG0012381	Prupe.2G187200.1	CA05g11470
OG0012382	Prupe.8G065100.1	CA08g16000
OG0012384	Prupe.6G171600.1	CA12g14220
OG0012385	Prupe.5G194200.1	CA03g02840, CA03g30000
OG0012386	Prupe.3G240600.1	CA02g08030
OG0012387	Prupe.3G239200.1	CA02g23160
OG0012388	Prupe.8G126900.1	CA00g41510
OG0012390	Prupe.7G010800.1	CA02g19750
OG0012391	Prupe.1G001600.1	CA01g25110
OG0012393	Prupe.1G240400.1	CA11g11300
OG0012394	Prupe.7G156600.1	CA10g02040
OG0012395	Prupe.1G064400.1	CA05g10860
OG0012396	Prupe.8G136700.1	CA08g17250
OG0012397	Prupe.1G304100.1	CA11g01750
OG0012400	Prupe.7G227600.1	CA00g80570
OG0012401	Prupe.5G067600.1	CA06g12470
OG0012402	Prupe.7G142300.1	CA02g25970
OG0012404	Prupe.1G265100.1	CA11g05960
OG0012405	Prupe.1G280800.1	CA05g17440
OG0012407	Prupe.2G326800.1	CA03g21610
OG0012408	Prupe.8G044800.1	CA04g14680
OG0012409	Prupe.2G208800.1	CA12g04710
OG0012410	Prupe.6G221900.1	CA04g07750
OG0012411	Prupe.5G030400.1	CA12g07000
OG0012412	Prupe.3G292500.1	CA02g08950
OG0012413	Prupe.8G056400.1	CA03g23870
OG0012414	Prupe.5G031400.1	CA00g71060
OG0012415	Prupe.4G147600.1	CA01g08870
OG0012416	Prupe.5G007000.1	CA00g90520
OG0012417	Prupe.7G056900.1, Prupe.7G176400.1	CA02g20530
OG0012419	Prupe.5G234200.1	CA03g30930
OG0012420	Prupe.4G000300.1	CA12g04180
OG0012421	Prupe.8G036900.1	CA04g13810
OG0012422	Prupe.7G216500.1	CA09g16870
OG0012423	Prupe.5G183400.1	CA06g19390
OG0012424	Prupe.7G162700.1	CA02g05920
OG0012425	Prupe.7G220300.1	CA03g13430
OG0012426	Prupe.2G282700.1	CA03g17050
OG0012428	Prupe.7G171300.1	CA02g21330
OG0012431	Prupe.1G281000.1	CA11g03790
OG0012433	Prupe.1G301600.1	CA11g01870, CA11g01880
OG0012434	Prupe.5G245500.1	CA03g23830
OG0012435	Prupe.1G311000.1	CA11g01060, CA00g86330
OG0012436	Prupe.1G262900.1	CA11g06250
OG0012439	Prupe.3G293600.1	CA01g02230
OG0012442	Prupe.8G123600.1	CA04g11860
OG0012443	Prupe.3G150000.1	CA02g23890
OG0012445	Prupe.5G022700.1	CA01g08270
OG0012446	Prupe.6G210000.1	CA02g24410
OG0012447	Prupe.2G071200.1	CA01g30280
OG0012448	Prupe.5G014100.1	CA12g18770, CA01g09140
OG0012450	Prupe.7G215800.1	CA09g16750, CA00g95400
OG0012452	Prupe.7G085200.1, Prupe.8G160600.1	CA01g08120
OG0012453	Prupe.1G025200.1	CA03g21670
OG0012454	Prupe.5G021700.1	CA12g18710
OG0012455	Prupe.7G183600.1	CA04g05170, CA02g19990
OG0012456	Prupe.6G224500.1	CA02g07560
OG0012457	Prupe.8G172300.1	CA00g52680
OG0012458	Prupe.1G283300.1	CA11g03560
OG0012459	Prupe.7G235200.1	CA09g15340
OG0012460	Prupe.1G300500.1	CA11g02060
OG0012461	Prupe.2G280500.1	CA03g15960
OG0012462	Prupe.5G071000.1	CA01g05020
OG0012463	Prupe.1G293900.1	CA00g16340
OG0012464	Prupe.6G218400.1, Prupe.1G420500.1	CA04g17330
OG0012466	Prupe.3G293800.1	CA02g30110
OG0012467	Prupe.5G110800.1	CA01g01690
OG0012468	Prupe.4G179300.1	CA06g12630
OG0012470	Prupe.1G304300.1	CA11g01720
OG0012471	Prupe.7G162800.1	CA02g22010
OG0012472	Prupe.5G120100.1	CA01g01090
OG0012473	Prupe.1G030800.1	CA03g06190
OG0012474	Prupe.1G262200.1	CA11g06370
OG0012475	Prupe.5G014800.1	CA12g18890
OG0012476	Prupe.5G019100.1	CA00g81410
OG0012477	Prupe.6G224200.1	CA02g25030
OG0012478	Prupe.5G046300.1	CA00g25230
OG0012480	Prupe.1G305700.1	CA11g01530
OG0012481	Prupe.5G178100.1	CA00g90450
OG0012482	Prupe.7G153500.1	CA02g22710
OG0012483	Prupe.6G035900.1	CA10g00970, CA03g15370
OG0012484	Prupe.7G226400.1	CA12g07470, CA01g23340
OG0012485	Prupe.1G212400.1	CA05g17000
OG0012486	Prupe.7G144400.1	CA02g26040
OG0012487	Prupe.5G224200.1	CA03g33260
OG0012488	Prupe.7G131100.1	CA02g14480
OG0012489	Prupe.5G110000.1	CA01g01620
OG0012491	Prupe.8G028200.1	CA04g13440
OG0012492	Prupe.4G287000.1	CA05g06210
OG0012493	Prupe.8G003500.1	CA01g01030
OG0012494	Prupe.1G584800.1	CA08g08940
OG0012495	Prupe.5G246200.1	CA03g23900
OG0012496	Prupe.5G054900.1	CA01g06490
OG0012497	Prupe.5G083400.1	CA01g03960
OG0012498	Prupe.4G128300.1	CA07g21090
OG0012500	Prupe.8G043800.1	CA04g14190
OG0012502	Prupe.1G552500.1	CA01g33550
OG0012503	Prupe.1G065800.1	CA00g82070
OG0012504	Prupe.1G268000.1	CA11g05440
OG0012505	Prupe.1G061700.1	CA00g44020
OG0012506	Prupe.8G150400.1	CA08g16590
OG0012508	Prupe.1G261400.1	CA11g06570
OG0012509	Prupe.5G013400.1	CA01g32800
OG0012510	Prupe.3G292800.1	CA02g08960
OG0012513	Prupe.3G285500.1	CA02g29590
OG0012514	Prupe.7G212900.1	CA09g16630
OG0012515	Prupe.1G258200.1	CA11g07190
OG0012516	Prupe.7G133300.1	CA02g11010
OG0012518	Prupe.5G245000.1	CA03g23770
OG0012520	Prupe.7G165000.1	CA02g05880, CA02g21780
OG0012521	Prupe.7G228900.1	CA07g09370
OG0012522	Prupe.1G053800.1	CA03g02770
OG0012523	Prupe.6G196100.1	CA05g02150
OG0012524	Prupe.3G285900.1	CA02g29620
OG0012526	Prupe.7G175700.1	CA02g20600
OG0012527	Prupe.1G356300.1	CA10g08150
OG0012528	Prupe.7G229800.1	CA03g34310
OG0012530	Prupe.7G217000.1	CA05g09500
OG0012531	Prupe.5G222100.1	CA03g33570
OG0012533	Prupe.5G242800.1	CA03g02630
OG0012534	Prupe.1G251400.1	CA00g87030
OG0012535	Prupe.7G238600.1	CA09g15690
OG0012536	Prupe.7G224500.1	CA05g09930
OG0012538	Prupe.5G122600.1	CA01g00970
OG0012539	Prupe.5G088400.1	CA01g03570
OG0012540	Prupe.7G226500.1	CA00g82910
OG0012541	Prupe.5G128700.1	CA01g00410
OG0012542	Prupe.7G232400.1	CA11g17490
OG0012543	Prupe.5G034500.1	CA01g07210, CA00g67680
OG0012545	Prupe.5G230300.1	CA03g33080
OG0012546	Prupe.6G202100.1	CA12g02870
OG0012547	Prupe.7G221000.1	CA01g16540
OG0012548	Prupe.1G251700.1	CA06g14210
OG0012549	Prupe.8G140600.1	CA08g16970
OG0012551	Prupe.1G262600.1	CA05g09610
OG0012552	Prupe.3G295500.1	CA07g07750, CA11g08770
OG0012553	Prupe.1G301100.1	CA11g01920
OG0012554	Prupe.1G286100.1	CA10g13740
OG0012555	Prupe.7G212400.1	CA09g16610
OG0012556	Prupe.3G206900.1	CA09g14420
OG0012557	Prupe.5G079500.1	CA01g04350
OG0012558	Prupe.5G042500.1	CA00g25070
OG0012559	Prupe.2G049900.1	CA01g16410
OG0012561	Prupe.5G222800.1	CA03g33440
OG0012562	Prupe.1G330700.1	CA01g26390, CA01g17870
OG0012563	Prupe.7G188500.1	CA02g09470
OG0012565	Prupe.1G150900.1, Prupe.7G147400.1, Prupe.7G147300.1	CA02g07950
OG0012566	Prupe.3G294000.1	CA02g30120
OG0012568	Prupe.3G290900.1	CA03g23860
OG0012569	Prupe.8G000500.1	CA10g15320
OG0012570	Prupe.7G211700.1	CA07g05840
OG0012571	Prupe.5G086700.1	CA01g03670
OG0012572	Prupe.3G289800.1	CA00g83610
OG0012573	Prupe.1G011300.1	CA03g07730
OG0012574	Prupe.1G156000.1	CA03g07770
OG0012576	Prupe.1G267100.1	CA11g05690
OG0012577	Prupe.1G289700.1	CA11g03340
OG0012579	Prupe.1G249200.1	CA11g11450
OG0012580	Prupe.3G121800.1	CA11g06060
OG0012581	Prupe.6G151400.1	CA11g15420
OG0012582	Prupe.7G228800.1	CA11g01950
OG0012583	Prupe.8G144200.1	CA08g16770
OG0012584	Prupe.6G124400.1	CA11g17380, CA12g03760
OG0012585	Prupe.5G068000.1	CA01g05490
OG0012587	Prupe.3G287200.1	CA00g47530
OG0012588	Prupe.1G016800.1	CA06g08770
OG0012589	Prupe.2G305500.1	CA03g19040
OG0012590	Prupe.5G092600.1	CA01g03190
OG0012592	Prupe.1G077000.1	CA03g16400
OG0012593	Prupe.7G142000.1	CA02g25960
OG0012594	Prupe.8G183200.1	CA12g18730
OG0012595	Prupe.7G164100.1	CA02g21890
OG0012596	Prupe.4G257100.1	CA05g01050
OG0012597	Prupe.1G306400.1	CA01g04420
OG0012598	Prupe.6G140400.1, Prupe.4G027200.1	CA03g25110, CA03g25130
OG0012599	Prupe.5G241300.1	CA03g23090
OG0012600	Prupe.7G173200.1	CA02g20410
OG0012601	Prupe.7G186600.1	CA03g23490
OG0012602	Prupe.7G236600.1	CA09g15500
OG0012603	Prupe.2G208600.1	CA12g04670
OG0012604	Prupe.6G224400.1	CA02g25010
OG0012605	Prupe.5G186500.1	CA00g80620
OG0012606	Prupe.5G016800.1	CA01g29280
OG0012607	Prupe.1G338600.1	CA05g06780
OG0012608	Prupe.6G209500.1	CA02g24370
OG0012609	Prupe.7G163000.1	CA02g21990
OG0012610	Prupe.7G152200.1	CA02g22820
OG0012611	Prupe.7G134300.1	CA02g25490
OG0012612	Prupe.8G144900.1	CA08g16740
OG0012613	Prupe.7G169200.1	CA02g21470
