Orthogroup	Prunus_persica	Brassica_napus
OG0014689	Prupe.1G377900.1	CDY17084
OG0014690	Prupe.1G487500.1	CDX79192, CDY34541
OG0014691	Prupe.8G049300.1	CDX79786, CDY17890
OG0014692	Prupe.2G205000.1, Prupe.2G205100.1	CDY11295
OG0014693	Prupe.2G327500.1	CDY28728, CDY43160, CDX92021, CDX74229
OG0014697	Prupe.1G196700.1	CDX98377, CDX67798
OG0014698	Prupe.1G409400.1	CDX69717, CDX97157, CDX91185
OG0014700	Prupe.4G184500.1	CDX96242, CDY28816
OG0014701	Prupe.1G369200.1	CDY01392
OG0014702	Prupe.1G372500.1	CDX93470, CDX94938
OG0014703	Prupe.1G506000.1	CDX73382
OG0014704	Prupe.7G102600.1	CDX78106, CDX73622
OG0014709	Prupe.5G009000.1	CDX95191, CDY68038
OG0014712	Prupe.6G072500.1	CDY33044, CDX80261
OG0014715	Prupe.1G372600.1	CDY39034, CDY20372
OG0014717	Prupe.1G298300.1	CDX84680, CDX79536
OG0014718	Prupe.2G309100.1	CDX94412
OG0014721	Prupe.7G195700.1	CDX83785, CDX96679
OG0014722	Prupe.7G193100.1	CDY26688, CDY41032
OG0014725	Prupe.7G205900.1	CDY66907
OG0014727	Prupe.5G156300.1	CDY08075, CDY39588
OG0014728	Prupe.5G197100.1	CDX85828, CDX96542, CDX73085
OG0014729	Prupe.5G181900.1	CDY45398, CDX73117
OG0014731	Prupe.5G061300.1	CDY67750
OG0014732	Prupe.7G240600.1	CDY45105
OG0014733	Prupe.1G298000.1	CDY45842, CDX81570
OG0014734	Prupe.1G587400.1	CDY03052, CDY17596
OG0014736	Prupe.1G276500.1	CDY45184, CDY03022
OG0014737	Prupe.1G086300.1	CDY12996, CDY49307
OG0014738	Prupe.1G084400.1	CDY42261, CDY47941, CDY38295
OG0014739	Prupe.5G164300.1	CDY05800
OG0014741	Prupe.1G122000.1	CDY42543, CDY72355
OG0014742	Prupe.4G129900.1	CDY10688
OG0014743	Prupe.5G075500.1	CDX98081
OG0014745	Prupe.6G033100.1	CDY57423, CDY17393
OG0014747	Prupe.5G193100.1	CDX68174
OG0014749	Prupe.5G009500.1	CDX94725, CDY22331
OG0014751	Prupe.7G211100.1	CDY35873
OG0014753	Prupe.7G250100.1	CDY12393
OG0014757	Prupe.7G174200.1	CDY24824, CDY62051
OG0014758	Prupe.1G569600.1	CDY19331, CDX97921
OG0014759	Prupe.1G293300.1	CDY58629
OG0014760	Prupe.7G190800.1	CDX70947, CDX88837
OG0014762	Prupe.1G130400.1	CDY34976, CDY28338
OG0014763	Prupe.5G079200.1	CDY21263, CDX90822
OG0014764	Prupe.2G060600.1	CDY50711, CDX77549
OG0014765	Prupe.6G063100.1	CDY55008, CDX80318
OG0014766	Prupe.5G179000.1	CDY67226, CDY70713
OG0014768	Prupe.7G170900.1	CDX69190, CDX75543
OG0014769	Prupe.1G114700.1	CDY32232, CDY34446
OG0014771	Prupe.5G104000.1	CDY58956
OG0014772	Prupe.6G215200.1	CDY08164, CDY05954
OG0014775	Prupe.6G052800.1, Prupe.6G282100.1	CDY66207, CDY67807
OG0014776	Prupe.7G189400.1	CDY16572, CDX92429, CDX70949
OG0014777	Prupe.8G123300.1	CDY32968, CDY43594
OG0014778	Prupe.7G204300.1	CDX82670, CDY39149
OG0014781	Prupe.1G151200.1	CDY66708, CDY13946
OG0014783	Prupe.7G192100.1	CDX68959
OG0014787	Prupe.5G041200.1	CDY65365, CDX84216
OG0014788	Prupe.1G099400.1	CDY39677, CDY20258
OG0014790	Prupe.6G031300.1	CDY42383
OG0014791	Prupe.3G038700.1	CDY33398
OG0014792	Prupe.1G140000.1	CDX70827, CDX88930
OG0014793	Prupe.1G102000.1	CDY13390, CDX72272
OG0014794	Prupe.1G186300.1	CDY06659, CDY10219
OG0014795	Prupe.6G003800.1	CDY30098, CDX97696
OG0014796	Prupe.4G210400.1	CDX92784
OG0014798	Prupe.1G116000.1	CDY09705, CDX90535
OG0014799	Prupe.5G187700.1	CDY61347
OG0014801	Prupe.5G197000.1	CDX98974
OG0014802	Prupe.6G053100.1	CDY65780
OG0014803	Prupe.7G265400.1	CDX85455
OG0014804	Prupe.1G137700.1	CDY44179, CDY22900
OG0014805	Prupe.1G060800.1	CDY01152, CDY53565
OG0014807	Prupe.4G243700.1	CDY11980, CDY36763
OG0014808	Prupe.3G300200.1	CDX67476
OG0014809	Prupe.6G060700.1	CDY53358
OG0014810	Prupe.7G191500.1	CDY30955, CDY44837
OG0014811	Prupe.1G084900.1	CDY42263, CDY47943
OG0014812	Prupe.5G066000.1	CDY09633
OG0014813	Prupe.1G224800.1	CDY39816
OG0014817	Prupe.7G147200.1	CDY45248, CDY54208
OG0014818	Prupe.6G365500.1	CDX74241, CDX92007
OG0014819	Prupe.5G041100.1, Prupe.8G252600.1	CDY50296, CDY06544
OG0014821	Prupe.7G140200.1	CDX76854, CDY46067
OG0014823	Prupe.7G136400.1	CDY17791, CDX77930
OG0014824	Prupe.4G202500.1	CDY25205, CDY22824
OG0014826	Prupe.7G135200.1	CDX75622, CDX69272
OG0014827	Prupe.2G300600.1	CDX80403, CDX88064
OG0014828	Prupe.5G121700.1	CDY08379, CDY47845
OG0014833	Prupe.7G080100.1	CDY01097
OG0014834	Prupe.6G340900.1	CDX74167, CDY40677
OG0014835	Prupe.7G026000.1	CDY29944, CDY21178
OG0014836	Prupe.7G033800.1	CDY00917, CDY08615
OG0014837	Prupe.3G312700.1	CDY28528, CDY34214, CDY28527
OG0014838	Prupe.2G122600.1	CDX93339, CDY18415
OG0014839	Prupe.7G073600.1	CDY06879, CDY14820
OG0014840	Prupe.1G416700.1	CDY34012
OG0014842	Prupe.6G234600.1	CDX79710, CDY46748
OG0014843	Prupe.1G395200.1	CDY69660, CDX76773
OG0014845	Prupe.6G326800.1	CDY40704
OG0014847	Prupe.1G529600.1	CDY29161
OG0014847	Prupe.1G118300.1	CDX78175, CDX76216
OG0014848	Prupe.3G005400.1	CDX91832, CDX74399
OG0014850	Prupe.8G239800.1	CDY18154, CDY15451
OG0014851	Prupe.3G161900.1	CDY16986, CDX69427
OG0014852	Prupe.2G181800.1	CDY17163
OG0014853	Prupe.8G247900.1	CDX80146, CDY55190
OG0014854	Prupe.8G268800.1	CDX89947
OG0014855	Prupe.7G036500.1	CDX80074, CDY37778
OG0014856	Prupe.7G214800.1	CDY06810, CDY43498
OG0014857	Prupe.3G313100.1	CDY06325
OG0014858	Prupe.5G106400.1	CDY44467, CDY39733
OG0014859	Prupe.1G384800.1	CDY06731, CDY17070
OG0014860	Prupe.7G055400.1	CDX73932
OG0014862	Prupe.7G011600.1	CDY52660, CDY06459
OG0014863	Prupe.7G058400.1	CDX79920, CDY23832
OG0014864	Prupe.8G263500.1	CDY65634, CDY50392
OG0014865	Prupe.3G285700.1	CDX74302, CDX91945
OG0014867	Prupe.1G485800.1	CDX87093
OG0014868	Prupe.7G099200.1	CDY64725
OG0014869	Prupe.3G277100.1	CDY30290, CDY30837
OG0014871	Prupe.3G000300.1	CDY11391
OG0014872	Prupe.1G483700.1	CDY58927, CDY11534
OG0014873	Prupe.6G342700.1	CDY57015, CDY00022
OG0014875	Prupe.8G228200.1	CDY22096
OG0014876	Prupe.1G472000.1	CDX69764, CDX97099
OG0014877	Prupe.1G401200.1	CDY70196, CDY12330
OG0014882	Prupe.8G209500.1	CDY31987, CDY65850
OG0014883	Prupe.1G395300.1	CDY40122, CDX85743, CDY40121
OG0014884	Prupe.8G262900.1	CDX80118, CDY63856
OG0014885	Prupe.6G320900.1	CDY19733, CDX99973
OG0014887	Prupe.1G390500.1	CDX75211
OG0014888	Prupe.1G403200.1	CDY48176, CDX77042
OG0014889	Prupe.2G190600.1	CDX80027, CDY56878
OG0014890	Prupe.3G314900.1	CDY28662
OG0014893	Prupe.8G272000.1	CDX91814
OG0014894	Prupe.7G080200.1	CDY08462, CDY01096
OG0014895	Prupe.3G312600.1	CDY34213, CDY28526
OG0014897	Prupe.3G315600.1	CDY16039, CDY26600
OG0014898	Prupe.6G330100.1	CDX86165, CDX80658
OG0014899	Prupe.1G435500.1	CDY52377
OG0014900	Prupe.1G216700.1	CDY00185, CDY48976, CDX71434, CDY28531
OG0014901	Prupe.7G019400.1	CDY23877, CDX79967
OG0014902	Prupe.7G101500.1	CDX75068
OG0014903	Prupe.6G339900.1	CDY41906, CDY50763
OG0014904	Prupe.6G318800.1	CDX80617
OG0014906	Prupe.4G257300.1	CDX93115
OG0014907	Prupe.3G290600.1	CDX91046, CDX85595
OG0014909	Prupe.7G022500.1	CDX72094
OG0014910	Prupe.3G304300.1	CDY52697, CDY28487
OG0014911	Prupe.6G351100.1	CDX85425, CDY05610, CDY33890
OG0014913	Prupe.8G021600.1	CDY66802, CDX80615
OG0014914	Prupe.1G454300.1	CDX75272, CDX68879
OG0014915	Prupe.1G396800.1	CDX76785, CDY34749
OG0014917	Prupe.8G235600.1	CDY29413, CDY38340, CDY39361
OG0014918	Prupe.3G286700.1	CDX86468
OG0014919	Prupe.3G122600.1	CDX68241, CDY11125
OG0014920	Prupe.7G101900.1	CDY08516
OG0014923	Prupe.5G153700.1	CDY34036, CDX83160
OG0014924	Prupe.1G151300.1	CDY13947, CDX92561
OG0014925	Prupe.6G058400.1	CDY10260, CDY06689
OG0014926	Prupe.1G390600.1, Prupe.7G258200.1	CDY62505
OG0014927	Prupe.6G229400.1, Prupe.1G430300.1	CDY01424, CDY12826
OG0014928	Prupe.2G002300.1	CDX95598, CDX83432
OG0014929	Prupe.7G200800.1	CDY50415, CDX93099
OG0014930	Prupe.4G219000.1	CDY54647, CDY29828
OG0014932	Prupe.1G110700.1	CDY34952
OG0014933	Prupe.6G223000.1	CDX69317, CDX75664
OG0014934	Prupe.6G037200.1	CDY40126, CDX85739
OG0014935	Prupe.1G002300.1	CDY34982, CDY52724
OG0014936	Prupe.1G089400.1	CDY39196, CDX72232
OG0014937	Prupe.3G172600.1	CDY50829
OG0014940	Prupe.3G015600.1	CDY07473, CDY39260
OG0014942	Prupe.6G032400.1	CDY42380
OG0014943	Prupe.1G528300.1	CDY17195, CDY27949, CDY71923
OG0014944	Prupe.2G265500.1	CDY14741, CDY06964
OG0014945	Prupe.6G058000.1	CDY32686, CDY02834
OG0014946	Prupe.4G107400.1	CDX99353, CDX78953
OG0014947	Prupe.6G155300.1	CDX71475, CDY04476
OG0014948	Prupe.1G392100.1	CDY60993, CDX74817
OG0014950	Prupe.8G237400.1	CDX89912, CDY18150
OG0014952	Prupe.4G281200.1	CDY49649, CDX69439
OG0014954	Prupe.3G256900.1	CDY37550
OG0014955	Prupe.1G342200.1	CDY17287
OG0014956	Prupe.4G216500.1	CDY65220, CDY19637
OG0014957	Prupe.2G264600.1	CDX93163, CDY06970
OG0014958	Prupe.6G063500.1	CDY53365, CDY45453
OG0014959	Prupe.6G149600.1	CDY68163
OG0014960	Prupe.2G251400.1	CDY36319, CDY36302
OG0014961	Prupe.4G156800.1	CDX87446, CDX88460
OG0014963	Prupe.3G212700.1	CDX93830, CDY01271
OG0014964	Prupe.6G053900.1	CDX86503, CDY72490, CDY15600
OG0014967	Prupe.1G499100.1	CDY69124, CDY53432
OG0014968	Prupe.1G516200.1	CDY66862, CDX91766
OG0014969	Prupe.3G266400.1	CDX71630, CDY05813
OG0014970	Prupe.7G133700.1	CDX75624, CDX69273
OG0014971	Prupe.3G200700.1	CDX74032
OG0014973	Prupe.6G048400.1	CDY32984, CDY57388
OG0014975	Prupe.4G217200.1	CDY37859
OG0014976	Prupe.2G236400.1	CDY41229, CDY02941, CDX76092
OG0014977	Prupe.4G212700.1, Prupe.4G233700.1	CDY22813
OG0014978	Prupe.1G522500.1	CDY05036, CDX90704
OG0014980	Prupe.3G204400.1	CDX93064, CDY50046
OG0014981	Prupe.6G045600.1	CDX84847, CDY24014
OG0014984	Prupe.2G238000.1	CDY40236, CDY41214
OG0014985	Prupe.6G044100.1, Prupe.6G095400.1	CDX84842
OG0014986	Prupe.1G198700.1	CDY50087
OG0014987	Prupe.2G247700.1	CDX80972, CDY11339
OG0014988	Prupe.3G161000.1	CDY38097, CDX85494
OG0014989	Prupe.3G200400.1	CDY27860, CDY00884
OG0014990	Prupe.4G131700.1	CDX79324, CDY22281
OG0014991	Prupe.3G160700.1	CDY50322
OG0014992	Prupe.4G242200.1	CDY53756
OG0014995	Prupe.8G189200.1, Prupe.8G189100.1	CDX85337, CDX86304
OG0014997	Prupe.3G278200.1	CDY49048, CDY37527
OG0014998	Prupe.4G014500.1	CDY21292, CDX90851
OG0014999	Prupe.3G196900.1	CDY28024, CDY35956
OG0015002	Prupe.1G471800.1	CDX97098
OG0015003	Prupe.5G000900.1	CDY70538, CDX95189
OG0015004	Prupe.2G273700.1	CDY02136, CDY23060
OG0015005	Prupe.1G500700.1	CDY61704, CDY29320
OG0015006	Prupe.7G196000.1	CDY39582, CDY08069
OG0015008	Prupe.5G080300.1	CDY21047, CDY31262
OG0015009	Prupe.7G219800.1	CDX82747, CDY35896
OG0015010	Prupe.8G088000.1	CDX82023, CDY13821
OG0015011	Prupe.1G273000.1	CDY09347, CDY62178
OG0015012	Prupe.5G124500.1	CDY72275, CDX86833
OG0015013	Prupe.1G206900.1	CDX71886, CDY65826
OG0015015	Prupe.2G309800.1	CDX79119
OG0015016	Prupe.7G050500.1	CDY60167, CDY00908
OG0015017	Prupe.8G173000.1	CDX77337, CDY70592
OG0015020	Prupe.5G144500.1	CDX87004, CDY37907
OG0015021	Prupe.6G002700.1	CDY26101, CDY08244
OG0015022	Prupe.1G259800.1	CDX93412, CDY55049
OG0015023	Prupe.5G139600.1	CDY00230, CDX86954
OG0015024	Prupe.1G278300.1	CDY58391, CDY16189
OG0015025	Prupe.8G112600.1	CDY54070
OG0015027	Prupe.4G272400.1	CDX89610, CDX93119
OG0015028	Prupe.1G216800.1	CDX77532, CDX85081
OG0015029	Prupe.4G055900.1	CDX99468, CDX78857
OG0015030	Prupe.2G020600.1	CDX83006
OG0015031	Prupe.4G121000.1	CDY49025
OG0015032	Prupe.2G153600.1	CDY38035
OG0015036	Prupe.6G359900.1	CDY16404, CDY57805
OG0015041	Prupe.2G151400.1	CDY07234
OG0015042	Prupe.6G297800.1	CDY27992, CDY66585
OG0015043	Prupe.3G259100.1	CDY26422, CDX69525
OG0015046	Prupe.1G177200.1	CDY38090, CDX85489
OG0015047	Prupe.1G530500.1	CDY04785, CDY21390
OG0015048	Prupe.6G359700.1	CDY39289, CDY68980
OG0015049	Prupe.4G089300.1	CDX84635, CDX79572
OG0015052	Prupe.4G024200.1	CDX82861, CDX79093
OG0015053	Prupe.6G281900.1	CDX74899
OG0015058	Prupe.4G102900.1	CDY49016, CDY49497
OG0015059	Prupe.4G112900.1	CDY47184, CDY02601
OG0015060	Prupe.1G018800.1	CDY10297, CDY10665
OG0015061	Prupe.3G168000.1	CDY27533, CDY37307
OG0015063	Prupe.2G131200.1	CDY38054
OG0015064	Prupe.3G259900.1	CDX69527, CDY26420
OG0015065	Prupe.6G291700.1	CDY16294, CDY33267
OG0015066	Prupe.3G179600.1	CDY15588, CDX86514
OG0015068	Prupe.3G238900.1	CDY26489, CDX69478
OG0015069	Prupe.1G116100.1	CDY09704, CDX90532
OG0015070	Prupe.4G113100.1	CDX84262, CDY31664
OG0015071	Prupe.1G174400.1	CDX77487, CDX85123
OG0015073	Prupe.6G300000.1	CDY31064
OG0015074	Prupe.1G151500.1	CDY24714, CDY05238
OG0015075	Prupe.4G091300.1	CDX76401, CDY27412
OG0015076	Prupe.4G106200.1	CDY23152, CDY39415, CDX82582
OG0015077	Prupe.1G576600.1	CDY29129, CDX75184
OG0015080	Prupe.3G270800.1	CDX86714
OG0015081	Prupe.3G148000.1	CDY38129
OG0015082	Prupe.1G518300.1	CDX91763, CDY41862
OG0015083	Prupe.4G007400.1	CDY32249
OG0015084	Prupe.3G024800.1	CDX87422, CDX88491
OG0015085	Prupe.2G174200.1	CDY48914
OG0015087	Prupe.1G579100.1	CDX93476, CDX94944
OG0015088	Prupe.4G023300.1	CDX79097
OG0015089	Prupe.4G014000.1	CDX79139, CDX82925
OG0015090	Prupe.6G283900.1	CDY00648
OG0015092	Prupe.4G113200.1	CDY27161, CDY12437
OG0015093	Prupe.6G154100.1	CDY13809, CDX82041
OG0015094	Prupe.1G014100.1	CDY16979, CDX69420
OG0015095	Prupe.1G100900.1	CDX72968
OG0015096	Prupe.1G326000.1	CDY40376, CDY52382
OG0015097	Prupe.6G292000.1	CDY04825
OG0015099	Prupe.1G340300.1	CDY18106
OG0015103	Prupe.4G018500.1	CDY21015
OG0015104	Prupe.2G065300.1	CDX98799, CDX70187
OG0015105	Prupe.2G235200.1	CDY07645
OG0015107	Prupe.1G222900.1	CDY11756
OG0015108	Prupe.3G270700.1	CDX67441, CDY65319
OG0015109	Prupe.6G364000.1	CDY50696
OG0015110	Prupe.2G154000.1	CDY38032
OG0015111	Prupe.4G129800.1	CDY22280
OG0015114	Prupe.3G056800.1	CDY45642, CDX87867
OG0015116	Prupe.6G300300.1	CDY68189
OG0015117	Prupe.4G010000.1	CDX82936, CDX79151
OG0015118	Prupe.3G044800.1	CDY71531, CDY67555
OG0015119	Prupe.2G167900.1, Prupe.2G295600.1	CDY38024
OG0015120	Prupe.1G397500.1	CDY40983, CDX99736
OG0015121	Prupe.2G127800.1	CDY65396
OG0015122	Prupe.3G022100.1	CDY07288, CDY29318
OG0015123	Prupe.7G003700.1	CDY25450, CDY38494
OG0015124	Prupe.6G322400.1, Prupe.7G048200.1	CDX92274, CDX99314
OG0015125	Prupe.4G214000.1	CDY12762, CDX77528, CDX85088
OG0015126	Prupe.1G348500.1	CDY40801, CDY71681, CDY45302
OG0015127	Prupe.4G047400.1	CDY37693, CDY53783
OG0015128	Prupe.1G338000.1	CDY03091, CDY17625
OG0015130	Prupe.1G562900.1	CDY64691, CDY36122
OG0015131	Prupe.1G454500.1	CDX75811, CDX82446
OG0015132	Prupe.1G190200.1, Prupe.2G008800.1	CDY56485, CDY51289
OG0015133	Prupe.6G171800.1	CDY31299, CDY46827
OG0015134	Prupe.5G021500.1	CDX98604, CDY01579
OG0015135	Prupe.7G238200.1	CDX71181, CDY45110, CDX70908, CDX88862
OG0015136	Prupe.7G237000.1	CDY61819
OG0015138	Prupe.1G408800.1	CDX70438, CDY67814
OG0015139	Prupe.7G241200.1	CDY06113, CDX72048
OG0015140	Prupe.1G148000.1	CDX92571, CDY13930
OG0015141	Prupe.2G143900.1	CDX74721
OG0015143	Prupe.1G349400.1	CDY40798, CDY46953
OG0015144	Prupe.7G009700.1	CDX93118, CDX89609
OG0015145	Prupe.6G077700.1	CDY09903, CDY06272
OG0015146	Prupe.8G139200.1	CDX71199, CDY32056
OG0015147	Prupe.1G459800.1	CDX85748, CDY40111
OG0015148	Prupe.1G333400.1	CDY24412, CDY36125
OG0015149	Prupe.7G109600.1	CDY00906, CDY60166
OG0015150	Prupe.1G196300.1	CDX82960, CDX79172
OG0015152	Prupe.1G463100.1	CDX72292, CDY13410
OG0015153	Prupe.3G293000.1	CDY42572, CDY36359
OG0015154	Prupe.1G421700.1	CDX90090, CDY11795
OG0015155	Prupe.7G064000.1	CDX72024, CDY06099
OG0015156	Prupe.7G018700.1	CDY42930, CDY49333
OG0015157	Prupe.6G320500.1	CDX74143
OG0015158	Prupe.6G321000.1	CDY32150, CDY31112
OG0015159	Prupe.3G033800.1, Prupe.2G279100.1, Prupe.2G228700.1, Prupe.4G093900.1	CDY21906
OG0015160	Prupe.7G084500.1	CDY06033, CDX71946
OG0015161	Prupe.1G571500.1	CDX79181, CDX68069
OG0015162	Prupe.1G115600.1	CDY49602, CDY00030
OG0015163	Prupe.3G184500.1	CDY72316
OG0015164	Prupe.1G054600.1	CDY61146, CDX89806
OG0015165	Prupe.8G020300.1	CDX68978, CDX75354
OG0015166	Prupe.1G045300.1	CDY37719, CDY23734
OG0015167	Prupe.1G368800.1, Prupe.1G182400.1	CDY30257
OG0015169	Prupe.3G113000.1	CDX92570, CDY13931
OG0015170	Prupe.2G143300.1	CDY18936, CDX74720
OG0015185	Prupe.6G259300.1	CDY10467, CDY40332, CDX80803, CDY55121
OG0015194	Prupe.2G072200.1	CDY44883, CDX70198, CDX80923
OG0015203	Prupe.6G248900.1	CDY35489, CDY12960, CDY02393
OG0015205	Prupe.6G216000.1	CDY02110, CDY23034, CDY02109
OG0015206	Prupe.5G138500.1	CDY58514, CDY02113, CDY23038
OG0015225	Prupe.1G358600.1	CDY66667, CDX84420, CDY66236, CDY16722
OG0015236	Prupe.8G198600.1	CDY28075, CDX74055
OG0015242	Prupe.3G004400.1	CDX74396
OG0015249	Prupe.1G137900.1	CDY49962, CDY22758, CDY22897, CDY44177
OG0015251	Prupe.1G159100.1	CDY71778, CDY18735, CDX95074, CDX93574
OG0015259	Prupe.5G123600.1	CDY10979, CDY55944
OG0015272	Prupe.5G144800.1	CDY16346, CDX84884, CDY45811
OG0015273	Prupe.7G178700.1, Prupe.7G178600.1	CDY38120, CDY16425
OG0015299	Prupe.4G053000.1	CDX92877, CDY29909, CDY38387, CDY35189
OG0015321	Prupe.1G265300.1	CDY44547, CDY27289, CDY04456
OG0015327	Prupe.8G269900.1	CDX97609, CDX76647, CDY11431
OG0015336	Prupe.1G022300.1	CDY10314, CDY10677
OG0015345	Prupe.4G215200.1	CDY61429, CDY43018, CDY17295, CDY19888
OG0015346	Prupe.5G129600.1	CDY03486, CDY34258, CDY10988, CDX92616
OG0015348	Prupe.1G585100.1	CDY34272, CDX94313, CDY03466
OG0015349	Prupe.1G577900.1, Prupe.2G002000.1	CDY03456, CDY34279
OG0015364	Prupe.7G209100.1	CDX89361, CDX94370, CDY50465, CDY20700, CDY32910
OG0015367	Prupe.3G199000.1	CDX94298, CDX94295, CDX89313
OG0015377	Prupe.1G460000.1, Prupe.1G087800.1	CDY58139, CDY71951
OG0015398	Prupe.2G197200.1	CDY48016, CDY27523, CDX80046, CDY41557, CDY41556
OG0015399	Prupe.2G283000.1	CDY70624, CDY00492, CDY46932
OG0015407	Prupe.4G056300.1	CDY64770, CDY17217, CDY37674, CDY62766
OG0015409	Prupe.5G005600.1	CDX84679, CDX79537, CDY37704, CDY23720
OG0015420	Prupe.1G098900.1, Prupe.1G098800.1	CDX68660
OG0015428	Prupe.8G182400.1, Prupe.5G004600.1	CDX69136, CDX75499
OG0015429	Prupe.1G091300.1	CDX68644, CDY28178, CDY39197, CDX72233
OG0015448	Prupe.3G007300.1	CDX83338, CDX95714, CDY48541
OG0015470	Prupe.1G398300.1	CDX70368, CDX78399
OG0015487	Prupe.6G036400.1	CDY43996, CDY23595
OG0015493	Prupe.1G374900.1	CDX90099, CDY11776, CDY03933, CDY60279
OG0015494	Prupe.6G157700.1	CDY03889
OG0015507	Prupe.3G206300.1	CDY18274, CDX89772, CDY13071
OG0015517	Prupe.2G245300.1	CDX98865, CDX70127, CDY36311, CDY36327
OG0015522	Prupe.2G044600.1	CDX70002, CDX99014
OG0015524	Prupe.6G361200.1	CDX69450, CDY55576, CDX85506, CDY28708
OG0015527	Prupe.1G307700.1, Prupe.3G238500.1	CDY70129, CDX69476
OG0015531	Prupe.3G295100.1, Prupe.5G162900.1	CDX69582, CDY09853
OG0015532	Prupe.2G235700.1, Prupe.2G235600.1	CDY09829, CDX69625, CDX91093, CDX85623
OG0015535	Prupe.7G100900.1	CDY43750, CDX75072, CDX84160
OG0015546	Prupe.6G298200.1	CDX90224, CDY63845, CDY26298, CDX99879
OG0015563	Prupe.6G000800.1	CDY54364, CDY50030, CDY56014, CDY10550
OG0015571	Prupe.2G211200.1	CDY07680, CDY14413
OG0015575	Prupe.3G214500.1	CDX93436, CDY37987
OG0015580	Prupe.4G036700.1	CDY03821, CDY71792, CDY69081, CDY03825
OG0015603	Prupe.5G178900.1	CDY37807, CDY33979, CDX77679
OG0015604	Prupe.6G182900.1, Prupe.6G183100.1	CDY37805, CDY33981
OG0015609	Prupe.7G003200.1, Prupe.6G143700.1	CDX86553, CDY67841
OG0015617	Prupe.4G170700.1	CDX68243, CDY11127, CDX68244, CDY61328, CDY61327
OG0015629	Prupe.6G159200.1	CDY21597, CDX85799, CDY64847
OG0015638	Prupe.7G001500.1	CDY19474, CDY17155
OG0015655	Prupe.4G289600.1, Prupe.7G242600.1	CDY37571, CDY38648
OG0015656	Prupe.5G141900.1	CDX95242, CDY65681, CDX95241, CDY15091, CDY42347
OG0015657	Prupe.1G005400.1, Prupe.8G204100.1	CDY67551, CDX77389, CDX93036, CDY15115
OG0015660	Prupe.2G197100.1, Prupe.2G197000.1	CDY11384, CDY62169, CDY55924, CDX89138
OG0015661	Prupe.6G173500.1	CDY15851, CDY46223
OG0015663	Prupe.8G167000.1	CDY15922, CDX99624
OG0015670	Prupe.1G312300.1	CDY16085, CDY21097, CDY50170
OG0015671	Prupe.8G051200.1	CDX96353, CDX72836, CDY36676, CDX68296
OG0015673	Prupe.5G127100.1	CDY61366, CDY53900, CDY67624
OG0015679	Prupe.6G246500.1	CDY44715, CDY41601
OG0015680	Prupe.6G271900.1	CDY22178, CDY53093, CDY44677, CDY40311, CDY10487
OG0015687	Prupe.5G075200.1	CDX82952, CDX79164
OG0015688	Prupe.6G013900.1	CDY25206, CDY22825
OG0015697	Prupe.4G085500.1	CDY54129, CDY09601, CDY26271
OG0015700	Prupe.1G311900.1	CDX81523, CDY44895, CDX96016, CDY38582
OG0015701	Prupe.4G243300.1	CDY06559, CDY20750, CDY36760, CDY68644, CDY11986
OG0015707	Prupe.1G211200.1	CDX90129, CDY11745, CDY47172, CDY46292, CDY46621
OG0015712	Prupe.7G211900.1	CDY14205, CDY03571
OG0015728	Prupe.1G181800.1	CDY10148, CDY51320
OG0015732	Prupe.7G090800.1	CDX79635, CDY32079, CDY32077, CDY40426
OG0015736	Prupe.4G006400.1	CDY32241, CDY09697, CDX90527
OG0015739	Prupe.2G280800.1	CDY46938, CDX91593
OG0015743	Prupe.1G413500.1	CDY11503, CDX76731
OG0015751	Prupe.2G237800.1	CDY07025, CDX93246, CDY69313, CDX74841, CDY20471
OG0015755	Prupe.7G123900.1	CDY63984, CDY33182, CDX75019
OG0015757	Prupe.7G110800.1, Prupe.3G245900.1	CDY08114, CDY05908
OG0015761	Prupe.6G132800.1	CDY35683, CDY09138
OG0015765	Prupe.7G244700.1	CDX92483, CDY35827, CDX88849, CDY60380, CDY45101
OG0015776	Prupe.6G078900.1	CDX80275, CDY33032
OG0015785	Prupe.6G097400.1, Prupe.6G096600.1	CDY32162, CDY68440
OG0015792	Prupe.8G017700.1	CDY38619, CDY44332
OG0015797	Prupe.5G051300.1	CDY66529, CDY26671, CDX83764, CDX87366, CDY49739
OG0015801	Prupe.1G295900.1	CDY71130, CDY33566, CDX95971
OG0015802	Prupe.8G181700.1	CDX83525, CDY48066
OG0015803	Prupe.7G020300.1, Prupe.2G062100.1	CDY56178, CDX98115
OG0015806	Prupe.6G256200.1	CDY34847, CDY34659, CDY19342, CDX97936, CDY34873
OG0015809	Prupe.3G312500.1	CDY19419, CDY21071, CDY66540, CDY19420, CDX98036
OG0015811	Prupe.1G298100.1	CDY12430, CDY69748
OG0015812	Prupe.3G237900.1, Prupe.1G099600.1	CDY48581, CDY21991
OG0015815	Prupe.1G504600.1, Prupe.1G504700.1	CDY44647, CDY62093
OG0015818	Prupe.1G493400.1	CDY08179, CDY08178, CDY04671
OG0015822	Prupe.2G257700.1, Prupe.6G284700.1	CDY18870, CDX74794
OG0015825	Prupe.1G452700.1, Prupe.7G232600.1	CDY19797, CDY65715
OG0015826	Prupe.1G335800.1	CDY09414, CDY17645, CDY36264
OG0015827	Prupe.1G350500.1	CDY24567, CDY25371
