Orthogroup	Capsicum_anuum	Solanum_lycopersicum
OG0012249	CA03g29000	Solyc03T002731.1
OG0012250	CA04g09740	Solyc03T001147.1
OG0012251	CA04g11040	Solyc11T000715.1
OG0012252	CA08g06210	Solyc08T001607.1
OG0012253	CA03g26920	Solyc03T002554.1
OG0012253	CA06g19670	Solyc06T001988.1
OG0012255	CA01g31610	Solyc01T003811.1
OG0012256	CA02g29110	Solyc02T002303.1
OG0012257	CA00g62190	Solyc01T003433.1
OG0012259	CA01g25500	Solyc01T001926.1
OG0012261	CA02g17580	Solyc02T001688.1
OG0012262	CA02g27180	Solyc02T002458.1
OG0012263	CA02g28230	Solyc02T002371.1
OG0012264	CA02g15220	Solyc02T001533.1
OG0012265	CA04g08600	Solyc03T001243.1
OG0012266	CA00g89260	Solyc11T000066.3
OG0012267	CA00g73530	Solyc01T003626.1
OG0012268	CA11g09540	Solyc11T001517.1
OG0012269	CA06g09530	Solyc06T000812.2
OG0012269	CA03g14600	Solyc03T001967.2
OG0012270	CA05g15880	Solyc05T002346.1
OG0012272	CA11g03470	Solyc05T000672.1
OG0012274	CA08g10210	Solyc01T003087.1
OG0012275	CA11g20260	Solyc11T002386.1
OG0012276	CA00g73510	Solyc01T003628.1
OG0012277	CA02g27900	Solyc02T002412.1
OG0012279	CA03g21960	Solyc03T002196.3
OG0012280	CA08g05970	Solyc08T001634.1
OG0012282	CA06g07060	Solyc06T000972.1
OG0012283	CA01g31210	Solyc01T003860.1
OG0012285	CA01g12950	Solyc01T000315.1
OG0012288	CA08g05980	Solyc08T001635.2
OG0012290	CA03g33160	Solyc03T003202.1
OG0012291	CA09g03860	Solyc09T000083.1
OG0012292	CA02g16090	Solyc02T001559.1
OG0012293	CA06g09420	Solyc06T000877.1
OG0012294	CA01g33180	Solyc08T000257.1
OG0012296	CA03g20520	Solyc03T001682.2
OG0012297	CA08g15790	Solyc01T003742.1
OG0012298	CA06g07230	Solyc06T000867.1
OG0012299	CA12g03470	Solyc11T000400.1
OG0012301	CA03g29350	Solyc03T002802.1
OG0012303	CA08g05220	Solyc08T001425.1
OG0012305	CA02g12800	Solyc02T001318.1
OG0012306	CA06g22390	Solyc06T002229.1
OG0012307	CA04g07340	Solyc11T000685.1
OG0012309	CA03g28760	Solyc03T002780.1
OG0012310	CA00g59360	Solyc05T000325.1
OG0012311	CA00g53860, CA11g08790	Solyc05T001006.1
OG0012312	CA03g34500	Solyc03T003328.1
OG0012313	CA00g15810	Solyc06T000952.1
OG0012314	CA02g27760	PRAM_26302.1.p1, Solyc06T002334.1
OG0012316	CA08g11920, CA08g12020, CA08g11870, CA08g12010	Solyc01T003262.1
OG0012317	CA11g08780	Solyc05T001004.1
OG0012319	CA02g04190	Solyc02T001505.1, Solyc02T001504.1
OG0012319	CA02g04210	Solyc02T001506.1
OG0012320	CA03g11210	Solyc12T000793.1
OG0012322	CA11g08800	Solyc05T001005.1
OG0012323	CA12g03480	Solyc11T000399.1
OG0012324	CA00g41070	Solyc09T000251.1
OG0012325	CA08g18740	Solyc02T002433.1, Solyc01T004275.1, Solyc01T004277.1
OG0012326	CA06g14140	Solyc06T001577.1
OG0012327	CA02g30360	Solyc02T002881.1
OG0012328	CA07g13170	Solyc07T002177.1
OG0012330	CA01g31500	Solyc01T003853.1
OG0012332	CA06g10000	Solyc06T000110.3
OG0012334	CA08g17240	Solyc10T001597.1
OG0012335	CA08g06140	Solyc08T001611.1
OG0012336	CA03g01080	Solyc09T002726.2
OG0012339	CA11g00290	Solyc05T000377.1
OG0012340	CA02g26400	Solyc02T002517.1, Solyc05T000109.5
OG0012341	CA10g17590	Solyc08T001166.1
OG0012342	CA06g09210	Solyc06T000887.1
OG0012343	CA02g17450	Solyc02T001678.1
OG0012344	CA07g21310	Solyc07T002813.2
OG0012345	CA11g14280	Solyc08T001447.1
OG0012346	CA01g01360	Solyc08T000865.1
OG0012347	CA11g20370	Solyc11T002391.1
OG0012348	CA08g17720	Solyc01T004063.1
OG0012349	CA06g06960	Solyc06T001014.1
OG0012350	CA10g20110	Solyc02T000273.1
OG0012351	CA02g29170	Solyc02T002298.1
OG0012354	CA00g41280	Solyc01T004021.1
OG0012355	CA02g16950	Solyc02T001641.2
OG0012357	CA11g00300	Solyc05T000378.4
OG0012359	CA06g07220	Solyc06T000873.1
OG0012360	CA10g08940	Solyc10T000978.1
OG0012361	CA03g12820	Solyc03T001194.1
OG0012362	CA00g41500	Solyc01T003994.2, Solyc01T003990.1
OG0012363	CA01g28780	Solyc08T000388.1
OG0012366	CA08g17710	Solyc01T004061.1
OG0012367	CA02g02760	Solyc02T000135.1, Solyc12T001298.1
OG0012368	CA12g08160	Solyc11T000098.1
OG0012371	CA08g08880	Solyc01T003011.1
OG0012372	CA12g09350	Solyc04T001665.3
OG0012373	CA04g09320	Solyc05T002391.1, Solyc11T000743.1
OG0012374	CA11g17710	Solyc11T002142.2
OG0012375	CA01g20260	Solyc04T001821.1
OG0012376	CA07g11010	Solyc07T001784.1
OG0012378	CA00g52540	Solyc01T004372.1
OG0012379	CA12g10250	Solyc12T001660.1
OG0012380	CA10g08170	Solyc10T001194.1
OG0012381	CA05g11470	Solyc05T002136.1
OG0012382	CA08g16000	Solyc01T003764.1
OG0012384	CA12g14220	Solyc04T001679.1
OG0012385	CA03g02840, CA03g30000	Solyc03T002878.1
OG0012386	CA02g08030	Solyc02T000931.1
OG0012387	CA02g23160	Solyc02T002186.1
OG0012388	CA00g41510	Solyc01T003989.1
OG0012390	CA02g19750	Solyc10T000708.1
OG0012391	CA01g25110	Solyc07T001573.1
OG0012393	CA11g11300	Solyc05T000857.1
OG0012394	CA10g02040	Solyc10T000276.1
OG0012395	CA05g10860	Solyc05T002060.2
OG0012396	CA08g17250	Solyc01T003939.1
OG0012397	CA11g01750	Solyc05T000508.2
OG0012400	CA00g80570	Solyc12T000208.1
OG0012401	CA06g12470	Solyc06T001335.1
OG0012402	CA02g25970	Solyc02T002554.2
OG0012404	CA11g05960	Solyc05T000170.1
OG0012405	CA05g17440	Solyc04T000059.1
OG0012407	CA03g21610	Solyc03T002156.1
OG0012408	CA04g14680	Solyc04T002202.2
OG0012409	CA12g04710	Solyc11T000323.2
OG0012410	CA04g07750	Solyc03T000749.2
OG0012411	CA12g07000	Solyc11T000170.1
OG0012412	CA02g08950	Solyc02T001036.1
OG0012413	CA03g23870	Solyc03T002341.2
OG0012414	CA00g71060	Solyc08T000018.1
OG0012415	CA01g08870	Solyc08T001832.1
OG0012416	CA00g90520	Solyc04T003008.1
OG0012417	CA02g20530	Solyc02T001966.1
OG0012419	CA03g30930	Solyc03T003157.1
OG0012420	CA12g04180	Solyc11T000368.1
OG0012421	CA04g13810	Solyc04T002146.1
OG0012422	CA09g16870	Solyc12T000275.2
OG0012423	CA06g19390	Solyc06T001954.1
OG0012424	CA02g05920	Solyc02T000727.2
OG0012425	CA03g13430	Solyc03T001903.1
OG0012426	CA03g17050	Solyc03T000213.1
OG0012428	CA02g21330	Solyc02T002003.1
OG0012431	CA11g03790	Solyc05T000731.1
OG0012433	CA11g01870, CA11g01880	Solyc05T000526.1
OG0012434	CA03g23830	Solyc03T002338.2
OG0012435	CA11g01060	Solyc05T000432.1
OG0012435	CA00g86330	Solyc03T003245.1
OG0012436	CA11g06250	Solyc05T000152.1
OG0012439	CA01g02230	Solyc08T002393.1
OG0012442	CA04g11860	Solyc04T001879.1
OG0012443	CA02g23890	Solyc02T002639.1
OG0012445	CA01g08270	Solyc08T001881.1
OG0012446	CA02g24410	Solyc02T002692.1
OG0012447	CA01g30280	Solyc08T000029.1
OG0012449	CA12g03150, CA12g03160	Solyc11T000425.1
OG0012450	CA09g16750, CA00g95400	Solyc12T000279.1
OG0012453	CA03g21670	Solyc03T002162.4
OG0012454	CA12g18710	Solyc12T002556.1
OG0012455	CA04g05170	Solyc03T000525.1
OG0012455	CA02g19990	Solyc02T001923.1
OG0012456	CA02g07560	Solyc02T000853.1
OG0012457	CA00g52680	Solyc01T004361.1
OG0012458	CA11g03560	Solyc05T000703.1
OG0012459	CA09g15340	Solyc12T000182.1
OG0012460	CA11g02060	Solyc05T000532.1
OG0012461	CA03g15960	Solyc03T001781.1
OG0012462	CA01g05020	Solyc08T002149.1
OG0012463	CA00g16340	Solyc05T000623.1
OG0012466	CA02g30110	Solyc02T002860.1
OG0012467	CA01g01690	Solyc08T002428.1
OG0012468	CA06g12630	Solyc06T001347.2
OG0012470	CA11g01720	Solyc05T000506.1
OG0012471	CA02g22010	Solyc02T002093.1
OG0012472	CA01g01090	Solyc08T002484.1
OG0012473	CA03g06190	Solyc09T002477.1
OG0012474	CA11g06370	Solyc05T000147.1
OG0012475	CA12g18890	Solyc12T002567.1
OG0012476	CA00g81410	Solyc08T001839.1
OG0012477	CA02g25030	Solyc02T002784.1
OG0012478	CA00g25230	Solyc08T002005.1
OG0012480	CA11g01530	Solyc05T000491.1
OG0012481	CA00g90450	Solyc03T002657.1
OG0012482	CA02g22710	Solyc02T002147.1
OG0012483	CA10g00970	Solyc10T000072.1
OG0012483	CA03g15370	Solyc12T000788.1
OG0012484	CA12g07470, CA01g23340	Solyc07T000834.1
OG0012485	CA05g17000	Solyc05T002478.1
OG0012486	CA02g26040	Solyc02T002547.1
OG0012487	CA03g33260	Solyc03T003211.1
OG0012488	CA02g14480	Solyc02T002842.1
OG0012489	CA01g01620	Solyc08T002423.1
OG0012491	CA04g13440	Solyc04T002113.1
OG0012492	CA05g06210	Solyc04T000273.2
OG0012493	CA01g01030	Solyc11T001498.1
OG0012494	CA08g08940	Solyc01T003015.2
OG0012495	CA03g23900	Solyc03T002344.2
OG0012496	CA01g06490	Solyc08T002059.1
OG0012497	CA01g03960	Solyc08T002245.1
OG0012500	CA04g14190	Solyc04T002188.1
OG0012502	CA01g33550	Solyc08T000199.2
OG0012503	CA00g82070	Solyc09T001526.1, Solyc05T002041.1
OG0012504	CA11g05440	Solyc05T000204.1
OG0012506	CA08g16590	Solyc01T003874.1
OG0012509	CA01g32800	Solyc08T000080.1
OG0012510	CA02g08960	Solyc02T001037.6
OG0012511	CA11g02300	Solyc05T000548.1
OG0012513	CA02g29590	Solyc02T002256.1
OG0012514	CA09g16630	Solyc12T000287.1
OG0012515	CA11g07190	Solyc05T000082.1
OG0012516	CA02g11010	Solyc02T002617.1
OG0012518	CA03g23770	Solyc03T002333.1
OG0012520	CA02g05880	Solyc02T000721.1
OG0012520	CA02g21780	Solyc02T002069.4
OG0012521	CA07g09370	Solyc07T000742.1
OG0012522	CA03g02770	Solyc09T002630.1
OG0012523	CA05g02150	Solyc04T000503.1
OG0012524	CA02g29620	Solyc02T002253.1
OG0012526	CA02g20600	Solyc02T001972.1
OG0012527	CA10g08150	Solyc10T001298.1
OG0012528	CA03g34310	Solyc03T003310.1
OG0012529	CA10g02000, CA00g57370, CA03g15050	Solyc00T000038.1
OG0012530	CA05g09500	Solyc05T001644.1
OG0012531	CA03g33570	Solyc03T003231.1
OG0012533	CA03g02630	Solyc09T002612.1
OG0012534	CA00g87030	Solyc04T000622.1
OG0012535	CA09g15690	Solyc12T000195.1
OG0012536	CA05g09930	Solyc05T001231.1
OG0012539	CA01g03570	Solyc08T002276.1
OG0012540	CA00g82910	Solyc07T000829.1
OG0012541	CA01g00410	Solyc08T002549.1
OG0012542	CA11g17490	Solyc11T002161.2
OG0012543	CA01g07210	Solyc08T001968.1
OG0012543	CA00g67680	Solyc08T000012.1
OG0012545	CA03g33080	Solyc03T003197.1
OG0012546	CA12g02870	Solyc11T000450.1
OG0012547	CA01g16540	Solyc05T001205.1
OG0012548	CA06g14210	Solyc06T001590.1
OG0012549	CA08g16970	Solyc01T003911.1
OG0012551	CA05g09610	Solyc04T000014.2
OG0012552	CA07g07750, CA11g08770	Solyc04T001166.1
OG0012553	CA11g01920	Solyc05T000530.1
OG0012554	CA10g13740	Solyc05T000690.1
OG0012555	CA09g16610	Solyc12T000289.1
OG0012556	CA09g14420	Solyc12T000098.1
OG0012557	CA01g04350	Solyc08T002218.2
OG0012558	CA00g25070	Solyc08T001997.1
OG0012559	CA01g16410	Solyc01T001335.2
OG0012561	CA03g33440	Solyc03T003225.1
OG0012562	CA01g26390, CA01g17870	Solyc04T001181.1
OG0012563	CA02g09470	Solyc12T001555.1, Solyc02T001081.3
OG0012565	CA02g07950	Solyc02T000927.1
OG0012566	CA02g30120	Solyc02T002862.1
OG0012568	CA03g23860	Solyc03T002340.1
OG0012569	CA10g15320	Solyc03T002110.1
OG0012570	CA07g05840	Solyc07T001057.1
OG0012571	CA01g03670	Solyc08T002266.1
OG0012572	CA00g83610	Solyc02T002238.1
OG0012573	CA03g07730	Solyc09T002327.1
OG0012574	CA03g07770	Solyc09T002320.2
OG0012576	CA11g05690	Solyc05T000191.1
OG0012577	CA11g03340	Solyc05T000652.1
OG0012579	CA11g11450	Solyc05T000006.1
OG0012580	CA11g06060	Solyc05T000165.1
OG0012582	CA11g01950	Solyc03T000970.1
OG0012583	CA08g16770	Solyc01T003894.2
OG0012584	CA11g17380, CA12g03760	Solyc11T002170.1
OG0012585	CA01g05490	Solyc11T001115.1, Solyc08T002133.1
OG0012587	CA00g47530	Solyc07T000534.1
OG0012588	CA06g08770	Solyc06T001164.1
OG0012589	CA03g19040	Solyc03T000262.1
OG0012590	CA01g03190	Solyc08T002306.1
OG0012592	CA03g16400	Solyc03T000425.2
OG0012593	CA02g25960	Solyc02T002556.1
OG0012594	CA12g18730	Solyc12T002559.1
OG0012595	CA02g21890	Solyc02T002081.1
OG0012596	CA05g01050	Solyc04T000633.1
OG0012597	CA01g04420	Solyc03T002441.1
OG0012598	CA03g25110, CA03g25130	Solyc03T002425.1
OG0012599	CA03g23090	Solyc03T002265.2
OG0012600	CA02g20410	Solyc02T001993.1
OG0012601	CA03g23490	Solyc07T000427.1
OG0012602	CA09g15500	Solyc12T000188.1
OG0012603	CA12g04670	Solyc11T000321.1
OG0012604	CA02g25010	Solyc02T002791.1
OG0012605	CA00g80620	Solyc03T002582.1
OG0012606	CA01g29280	Solyc08T001768.1
OG0012607	CA05g06780	Solyc04T000243.1
OG0012608	CA02g24370	Solyc02T002689.1
OG0012609	CA02g21990	Solyc02T002091.1
OG0012610	CA02g22820	Solyc02T002160.1
OG0012611	CA02g25490	Solyc02T002606.1
OG0012612	CA08g16740	Solyc01T003891.1
OG0012613	CA02g21470	Solyc02T000703.1, Solyc02T002019.1
OG0012614	CA00g28910	Solyc08T002332.1
OG0012615	CA03g18500	Solyc06T000700.1, Solyc03T000337.1
OG0012616	CA01g33930	Solyc08T000236.1
OG0012617	CA02g06680	Solyc02T000681.1
OG0012618	CA11g07200	Solyc05T000083.1
OG0012619	CA01g03600	Solyc08T002273.1
OG0012620	CA01g14000	Solyc01T000079.1, Solyc01T000838.1
OG0012621	CA07g03230	Solyc07T000254.1
OG0012622	CA00g80120	Solyc04T002391.1
OG0012624	CA03g27270	Solyc03T002634.4
OG0012625	CA05g11180	Solyc05T002170.1
OG0012626	CA04g15130	Solyc04T002273.1
OG0012628	CA03g19770	Solyc03T001755.1
OG0012629	CA03g26360	Solyc03T002543.1
OG0012631	CA03g19240	Solyc03T000240.1
OG0012632	CA09g00580	Solyc09T000383.1
OG0012633	CA03g29560	Solyc03T002825.1
OG0012634	CA04g10460	Solyc11T000691.1
OG0012635	CA03g19930	Solyc03T001734.1
OG0012636	CA04g20160	Solyc04T002761.1
OG0012637	CA09g01620	Solyc09T000288.1
OG0012638	CA03g31520	Solyc03T002909.1
OG0012642	CA06g08490	Solyc06T001068.1
OG0012643	CA04g21690	Solyc04T002896.1
OG0012644	CA04g17870	Solyc04T002581.1
OG0012645	CA04g22070	Solyc04T002932.3
OG0012646	CA00g85120	Solyc04T002295.1
OG0012647	CA06g26010	Solyc06T002595.1
OG0012649	CA04g18090	Solyc04T002599.1
OG0012651	CA04g11410	Solyc11T000007.1
OG0012652	CA03g03520	Solyc04T002834.1
OG0012653	CA12g05630	Solyc11T000259.1
OG0012654	CA11g11560	Solyc05T000792.1
OG0012655	CA12g17280	Solyc12T002436.1
OG0012656	CA00g77730	Solyc04T002399.1
OG0012657	CA02g00250, CA12g17360	Solyc12T002441.1
OG0012658	CA07g14100	Solyc07T002103.1
OG0012659	CA04g16590	Solyc04T002518.2
OG0012660	CA03g29570	Solyc03T002826.1
OG0012660	CA06g18640	Solyc06T001898.1
OG0012661	CA04g21920	Solyc04T002915.1
OG0012662	CA08g02140	Solyc08T001385.1
OG0012663	CA03g20090	Solyc03T001721.2
OG0012664	CA03g20150	Solyc03T001715.1
OG0012665	CA04g20830	Solyc04T002818.1
OG0012666	CA00g90530	Solyc04T003006.2
OG0012668	CA06g05970	Solyc08T001290.1, Solyc06T000402.1
OG0012669	CA04g15910	Solyc04T002369.1
OG0012670	CA04g16380, CA04g16400	Solyc04T002448.2
OG0012671	CA06g08500, CA03g20400	Solyc03T001686.1
OG0012672	CA04g19450, CA04g19470, CA04g19480	Solyc04T002718.1
OG0012673	CA09g10200	Solyc09T001699.3
OG0012675	CA04g16370	Solyc04T002447.1
OG0012676	CA06g11980	Solyc11T000677.1, Solyc06T001297.1
OG0012677	CA04g18830	Solyc04T002676.1
OG0012678	CA04g20640	Solyc04T002804.1
OG0012679	CA04g10090	Solyc11T000794.1
OG0012680	CA04g17470	Solyc04T002554.1
OG0012681	CA04g08710	Solyc11T000705.1
OG0012683	CA05g04650	Solyc05T000729.1
OG0012684	CA06g09070	Solyc06T001053.1
OG0012685	CA04g15270	Solyc04T002456.2
OG0012686	CA08g13130	Solyc07T000973.1
OG0012687	CA04g21410	Solyc04T002843.3
OG0012688	CA03g29860	Solyc03T002856.1
OG0012689	CA06g12160	Solyc06T001300.2
OG0012690	CA10g19950	Solyc10T002360.1
OG0012691	CA04g17710	Solyc04T002571.1
OG0012692	CA01g13350	Solyc01T000326.1
OG0012693	CA04g18630	Solyc04T002664.1
OG0012695	CA03g20130	Solyc03T001717.1
OG0012696	CA00g11060	Solyc04T002235.1
OG0012697	CA04g22940	Solyc04T003002.1
OG0012698	CA03g19630	Solyc03T001765.1
OG0012699	CA04g14930	Solyc04T002283.1
OG0012700	CA08g05580	Solyc08T000718.1
OG0012702	CA03g20000	Solyc03T001728.2
OG0012703	CA04g21430	Solyc04T002842.2
OG0012704	CA04g15220	Solyc04T002268.1
OG0012706	CA06g26350	Solyc09T001370.1, Solyc06T002632.1
OG0012707	CA05g00140	Solyc09T001324.1
OG0012708	CA12g22780, CA01g11510	Solyc01T000082.1
OG0012709	CA04g22650	Solyc04T002978.1
OG0012710	CA00g11050	Solyc04T002236.1
OG0012711	CA04g18610	Solyc04T002662.1
OG0012712	CA00g84410	Solyc11T000471.1
OG0012714	CA04g21390	Solyc04T002845.1
OG0012715	CA00g58500	Solyc01T004225.1
OG0012717	CA05g12520	Solyc12T001060.1
OG0012718	CA01g24430	Solyc01T002131.1
OG0012720	CA04g16560	Solyc04T002515.1
OG0012721	CA12g17870	Solyc12T002488.1
OG0012722	CA00g83840	Solyc04T002503.1
OG0012723	CA06g20120	Solyc11T000736.1
OG0012725	CA01g09740	Solyc08T001668.2
OG0012726	CA00g84900, CA08g00300	Solyc01T000057.1
OG0012727	CA12g01380	Solyc12T002315.1
OG0012728	CA00g52670	Solyc01T004362.1
OG0012729	CA04g12270	Solyc04T001954.1
OG0012730	CA12g16990	Solyc12T002427.1
OG0012731	CA00g16570	Solyc11T000702.1
OG0012732	CA04g12460, CA04g16280	Solyc04T002438.1
OG0012733	CA12g18210	Solyc12T002510.1, Solyc12T002509.1
OG0012734	CA03g19180	Solyc03T000244.1
OG0012737	CA10g05360	Solyc10T000033.1
OG0012739	CA03g28350	Solyc03T002689.1
OG0012740	CA01g21590	Solyc01T002026.1
OG0012742	CA01g24920	Solyc01T002177.1
OG0012743	CA02g25480	Solyc02T002609.1
OG0012744	CA02g18700	Solyc02T001771.1
OG0012745	CA04g04260	Solyc07T000643.1
OG0012746	CA07g08780	Solyc07T001467.1
OG0012748	CA07g03620	Solyc07T000266.1
OG0012749	CA03g25310	Solyc03T002437.1
OG0012750	CA00g00510	Solyc03T002488.1
OG0012751	CA09g12420	Solyc09T000734.1
OG0012752	CA03g01340	Solyc03T001877.1
OG0012753	CA03g06290	Solyc09T002452.1
OG0012754	CA05g16610	Solyc05T002446.1
OG0012755	CA03g30480	Solyc03T003062.2
OG0012756	CA01g03930	Solyc08T002248.1
OG0012757	CA03g27160	Solyc03T002651.1
OG0012758	CA02g03180	Solyc02T000525.1
OG0012760	CA07g09870	Solyc07T001554.1
OG0012762	CA01g33240	Solyc08T000249.1
OG0012763	CA02g20120	Solyc02T001913.2
OG0012764	CA05g20170	Solyc05T002679.1
OG0012765	CA01g03240	Solyc08T002302.3
OG0012766	CA02g21010	Solyc02T001949.1
OG0012767	CA07g01160	Solyc07T000137.1
OG0012768	CA00g20840	Solyc07T000289.1
OG0012770	CA07g19650	Solyc07T002635.2
OG0012771	CA04g21620	Solyc04T002892.1
OG0012772	CA07g15510	Solyc07T002322.1
OG0012773	CA02g18590	Solyc01T001294.1
OG0012774	CA10g01100	Solyc10T000085.1
OG0012775	CA04g22400	Solyc04T002958.1
OG0012776	CA09g10030	Solyc09T001098.1
OG0012778	CA09g15560	Solyc12T000192.1
OG0012780	CA02g12850	Solyc02T001320.1
OG0012781	CA03g24650	Solyc03T002410.1
OG0012782	CA02g21320	Solyc02T002002.1
OG0012784	CA07g02870	Solyc07T000230.1
OG0012786	CA09g15320	Solyc12T000180.1
OG0012787	CA04g03340	Solyc03T000465.1
OG0012788	CA06g19910	Solyc06T002021.1
OG0012788	CA00g00700	Solyc03T002475.1
OG0012789	CA07g05120	Solyc07T001542.2
OG0012790	CA02g14490	Solyc02T002841.1
OG0012792	CA03g31560	Solyc03T002913.1
OG0012793	CA11g17420	Solyc11T002166.1
OG0012794	CA00g80640	Solyc03T002580.1
OG0012795	CA07g03830	Solyc07T000295.1
OG0012797	CA12g16710, CA03g28670	Solyc03T002770.1
OG0012798	CA07g02530	Solyc07T000003.1
OG0012799	CA03g26470	Solyc03T002534.1
OG0012800	CA08g00910	Solyc01T000230.1
OG0012801	CA08g14830, CA08g14840	Solyc01T003518.1
OG0012802	CA07g01410	Solyc07T000126.1
OG0012803	CA02g02790	Solyc09T000975.1
OG0012804	CA03g29990	Solyc03T002877.1
OG0012805	CA02g14800	Solyc12T001466.1
OG0012806	CA07g03520	Solyc07T000263.2
OG0012806	CA09g17940	Solyc12T000385.1
OG0012807	CA02g26020	Solyc02T002548.1
OG0012808	CA07g01370	Solyc07T000121.2
OG0012809	CA02g21910	Solyc02T002083.1
OG0012810	CA08g14800	Solyc01T003513.1
OG0012811	CA05g12820	Solyc05T002065.1
OG0012812	CA10g01270	Solyc10T000107.1
OG0012814	CA04g03320	Solyc03T000463.2
OG0012815	CA02g18320	Solyc02T001740.1
OG0012816	CA03g24660	Solyc07T001382.1
OG0012817	CA01g07020	Solyc08T002034.1
OG0012818	CA10g03520	Solyc10T000365.1
OG0012819	CA00g47390	Solyc01T002215.1
OG0012820	CA07g20860	Solyc07T002768.1
OG0012822	CA03g14900	Solyc12T000866.1
OG0012823	CA01g23660	Solyc01T002198.1
OG0012824	CA11g03440	Solyc05T000660.1
OG0012825	CA02g24670	Solyc02T002716.1
OG0012826	CA06g03660	Solyc06T000121.1
OG0012828	CA03g28180	Solyc03T002674.1
OG0012829	CA09g10810	Solyc09T000941.1
OG0012830	CA03g26300	Solyc03T002451.1
OG0012831	CA11g08130	Solyc07T000239.1
OG0012832	CA02g22530	Solyc02T002131.1
OG0012834	CA02g01540, CA03g28740	Solyc03T002777.1
OG0012835	CA02g26200	PRAM_26363.1.p3
OG0012836	CA02g20830	Solyc02T001987.1
OG0012837	CA02g06140	Solyc02T000745.1
OG0012838	CA05g01340	Solyc12T001346.1
OG0012839	CA02g02680	Solyc01T001304.1
OG0012840	CA07g03020, CA07g02880	Solyc07T000231.1
OG0012841	CA03g30130	Solyc03T002891.1
OG0012842	CA03g28510	Solyc03T002703.2
OG0012843	CA03g27190	Solyc03T002646.1
OG0012845	CA07g01850	Solyc07T000071.1
OG0012845	CA09g18260	Solyc12T000400.1
OG0012846	CA07g19870	Solyc07T002659.1
OG0012847	CA03g04110	Solyc09T002828.2
OG0012848	CA01g30620	Solyc08T000465.1
OG0012849	CA06g25750	Solyc06T002569.1
OG0012850	CA01g25510	Solyc01T001925.1
OG0012851	CA02g08010	Solyc02T000930.1
OG0012852	CA05g05770	Solyc04T000299.1
OG0012853	CA07g20430	Solyc07T002727.1
OG0012854	CA02g09430	Solyc02T001077.1
OG0012855	CA01g25000	Solyc01T002221.1
OG0012856	CA03g05980	Solyc09T002458.1
OG0012857	CA02g14810	Solyc02T002817.1
OG0012858	CA06g25950	Solyc06T002591.1
OG0012859	CA02g20430	Solyc02T001989.1
OG0012860	CA05g16740	Solyc05T002437.1
OG0012861	CA04g16270	Solyc04T002437.1
OG0012862	CA02g14850	Solyc02T002813.1
OG0012864	CA01g26860	Solyc07T000503.1, Solyc09T001112.1
OG0012865	CA07g01500	Solyc07T000099.1
OG0012866	CA06g06090	Solyc06T000564.2
OG0012867	CA10g06000	Solyc10T000014.1
OG0012868	CA00g81210	Solyc01T004393.1
OG0012869	CA03g27170	Solyc03T002648.1
OG0012870	CA07g11650	Solyc07T001443.1
OG0012871	CA07g02890	Solyc07T000232.1
OG0012871	CA09g18540	Solyc12T000449.1
OG0012872	CA01g06720	Solyc08T002009.2
OG0012873	CA02g25950	Solyc02T002555.2
OG0012874	CA05g01330	Solyc04T000610.1
OG0012876	CA01g06900	Solyc03T000777.1
OG0012877	CA01g25350	Solyc01T002235.1
OG0012878	CA12g05830	Solyc11T000243.1
OG0012879	CA06g19060	Solyc06T001932.1
OG0012879	CA03g31510	Solyc03T002908.1
OG0012880	CA01g15940	Solyc01T001653.1
OG0012881	CA09g09930	Solyc09T001315.1
OG0012882	CA03g27150	Solyc03T002652.1
OG0012883	CA02g14630	Solyc03T000787.1, Solyc02T002827.1
OG0012884	CA00g84580	Solyc03T000567.1
OG0012885	CA02g07350	Solyc02T000838.1
OG0012886	CA06g04960	Solyc05T001178.3
OG0012887	CA00g15270	Solyc01T000122.1
OG0012889	CA07g01300	Solyc07T000113.1
OG0012890	CA06g19220	Solyc06T001944.1
OG0012892	CA08g00590	Solyc01T000255.1
OG0012893	CA08g09630	Solyc01T003025.1
OG0012894	CA06g05000	Solyc06T000094.1
OG0012895	CA07g02280	Solyc07T000015.1
OG0012896	CA07g20070	Solyc07T002678.1
OG0012897	CA09g17890	Solyc12T000381.1
OG0012897	CA07g03710	Solyc07T000269.1
OG0012898	CA06g13120	Solyc06T001375.1
OG0012899	CA01g33980	Solyc08T000245.1
OG0012900	CA03g32990, CA06g17790	Solyc06T001833.1
OG0012902	CA06g22070	Solyc06T002202.1
OG0012904	CA00g46200	Solyc03T000204.1
OG0012905	CA01g03470	Solyc08T002284.1
OG0012907	CA02g16490, CA08g08270	Solyc01T002938.2
OG0012908	CA10g18550	Solyc10T002502.1
OG0012909	CA10g21200, CA03g13040	Solyc03T001171.1
OG0012910	CA05g11510	Solyc05T002129.1
OG0012911	CA10g22460	Solyc10T002178.1
OG0012912	CA03g07980	Solyc09T002296.1
OG0012913	CA10g19210	Solyc10T002441.1
OG0012913	CA01g17370	Solyc01T002353.1
OG0012916	CA10g21600	Solyc10T002246.2
OG0012918	CA05g16670, CA12g08800, CA05g16660	Solyc04T001652.1
OG0012919	CA10g17410	Solyc10T002604.1
OG0012920	CA04g22430	Solyc04T002959.4
OG0012921	CA06g01830	Solyc06T000194.1
OG0012922	CA00g82030	Solyc03T000001.1
OG0012923	CA04g20000	Solyc04T002753.1
