Orthogroup	Capsicum_anuum	Brassica_napus
OG0008802	CA08g10630	CDY41903, CDY50759, CDX74166, CDY40678
OG0008804	CA02g31030	CDY13674, CDY52404, CDY00172, CDY20066
OG0008805	CA12g17300, CA06g07410	CDY06730, CDY17069
OG0008806	CA10g10240	CDY06878, CDY14821
OG0008807	CA02g30680, CA04g00190	CDX74321, CDX91924
OG0008808	CA04g09310	CDX74700, CDY18962, CDY37020, CDY27400
OG0008809	CA02g15690	CDY33323, CDY50211, CDY03783, CDY52489
OG0008810	CA04g23460	CDY61336, CDY07700, CDY14432
OG0008811	CA05g19200, CA00g75080	CDY21129, CDY29996
OG0008812	CA04g22590	CDX96068, CDY01840
OG0008813	CA11g19100	CDY30877, CDX76215, CDX78176, CDY56696
OG0008814	CA03g09410	CDX89900, CDY15459, CDX86679
OG0008815	CA06g00280, CA01g27550	CDY55382, CDX80104
OG0008816	CA09g00420, CA10g18500	CDY67429, CDX78872
OG0008817	CA09g01920	CDY53271, CDY67349
OG0008818	CA03g07920	CDY57720, CDX80110, CDY38578, CDX96021
OG0008819	CA05g10830	CDY07150, CDY51717, CDX91862, CDX74374
OG0008820	CA05g00230, CA05g00240	CDX79936, CDY23848, CDX77833
OG0008821	CA03g35090	CDX97260, CDY22041, CDY52782
OG0008822	CA04g19840	CDX73129, CDY64476, CDX68153, CDX85870
OG0008823	CA02g24660	CDX84489, CDY52546, CDX69616, CDY09839
OG0008824	CA10g12530	CDX93389, CDY18452, CDX74969, CDX91354
OG0008825	CA01g25550	CDX93533, CDX95028, CDY22663, CDY06331
OG0008826	CA03g06920	CDY32137
OG0008827	CA08g10320, CA03g06510	CDX86211
OG0008828	CA08g12620	CDY05554, CDY25013, CDY53338, CDY19742
OG0008829	CA01g24030	CDY11418, CDX76633
OG0008831	CA08g02060	CDX74211, CDX92048, CDY51754, CDY50658
OG0008832	CA02g09460	CDX78010, CDX73716, CDY33273, CDY16301
OG0008833	CA02g31250	CDY13657, CDY53003, CDY28525, CDY34212
OG0008834	CA00g63900	CDX68951, CDX75335, CDX72391, CDY71979
OG0008836	CA02g20310, CA02g09260, CA12g06130, CA12g06140	CDX84672
OG0008837	CA12g16980	CDX99529, CDX86872
OG0008838	CA07g08930	CDX68618, CDY43550, CDY30179
OG0008840	CA11g16010, CA05g06700	CDY17445, CDY17618, CDY03083, CDY09393
OG0008841	CA07g04870	CDY47297, CDX74635, CDX93074, CDY50037
OG0008843	CA10g09660, CA08g04010	CDY39047, CDY13547
OG0008844	CA07g15460	CDY14862, CDY70947, CDX79838, CDY53650
OG0008845	CA07g11060, CA03g11950	CDY18049, CDY56498
OG0008847	CA09g14240, CA07g10500	CDY44319, CDY38629
OG0008848	CA05g05110	CDX79499, CDX84707, CDY52545, CDY12150
OG0008849	CA07g11230	CDY12149, CDY52544, CDY53400, CDY18278
OG0008850	CA06g25270	CDX95741, CDX97864, CDY29713
OG0008853	CA05g03240	CDY40223, CDY41228, CDX76091, CDY02942
OG0008854	CA03g10690	CDX70169, CDX98823, CDY52145, CDX80955
OG0008855	CA01g16030	CDX85420, CDX86224
OG0008856	CA06g26140	CDY21920, CDY22083
OG0008857	CA05g16260	CDY07035, CDX93232, CDY07634, CDY61783
OG0008859	CA07g15620	CDY68655, CDY00843, CDY27884
OG0008860	CA07g15280	CDX83517, CDY50828, CDY68146, CDY50827
OG0008861	CA10g18520	CDX70962, CDX88826, CDY16593, CDX92412
OG0008862	CA04g09120	CDY54706, CDX75131
OG0008863	CA12g02600	CDY58681, CDY16444, CDY49634, CDY07497
OG0008864	CA12g15560, CA04g16070	CDY20675, CDY31067
OG0008865	CA10g01350, CA03g13020	CDY54644, CDY29825
OG0008866	CA01g13000	CDX73961, CDY07905, CDY44686, CDY53101
OG0008867	CA07g10910	CDY66274, CDY35964, CDY22134
OG0008868	CA11g14190	CDY57397
OG0008869	CA00g93270	CDY18873, CDX74792
OG0008870	CA00g87470, CA00g82060	CDX86420, CDX85212, CDY01262
OG0008871	CA04g06040, CA11g07690	CDY20231
OG0008873	CA02g22560	CDX77954, CDX73779, CDY44174, CDY22895
OG0008874	CA00g47510, CA06g14320	CDY27253, CDX72187
OG0008875	CA01g13540	CDX77067, CDY48196, CDY38543, CDX83252
OG0008876	CA01g01220	CDY47619, CDY03516, CDY10970, CDX94222
OG0008877	CA00g80230	CDX86508, CDY15593, CDY54889, CDY10236
OG0008878	CA03g14400	CDY06558, CDY20749, CDY36761, CDY11985
OG0008879	CA05g08980	CDX97786, CDY29635, CDX84814, CDY23978
OG0008880	CA06g22110	CDX70964, CDY47805, CDX92404, CDY16596
OG0008881	CA02g03420	CDX79989, CDY23909, CDY66187, CDY52930
OG0008882	CA07g19210	CDY71352, CDY65222, CDX82243, CDY19635
OG0008883	CA03g20910	CDX80456, CDX88116, CDY05405, CDY05449
OG0008884	CA07g08350	CDY06651, CDY10209, CDY15585, CDX86517
OG0008885	CA10g13300, CA10g13290	CDY11206, CDX80777
OG0008886	CA02g06340	CDY23992, CDX84827, CDY10743, CDY02075
OG0008887	CA04g17270, CA09g14350	CDY22612, CDY53828, CDY62732
OG0008888	CA07g19880	CDY17312, CDY19904, CDY20778, CDY06597
OG0008890	CA03g14130	CDX72180, CDY54605, CDY43339, CDX76064
OG0008891	CA07g06990, CA01g20240	CDX98347, CDX67775
OG0008892	CA05g15460, CA06g06830	CDY18866, CDX74797
OG0008893	CA01g12490	CDY06837, CDY35249, CDY14221, CDX97477
OG0008896	CA06g12820	CDY69972, CDY09509, CDY28979, CDY40581
OG0008897	CA06g14400	CDX73850, CDY53919, CDY01062, CDY08491
OG0008898	CA10g13150	CDY07737, CDY63154
OG0008899	CA05g13560	CDY40090, CDX85767, CDX69845, CDX96992
OG0008900	CA05g03390, CA05g18670	CDY33025
OG0008900	CA09g00710	CDY53695
OG0008901	CA01g30590, CA08g19350	CDY47481, CDY26789
OG0008902	CA02g28310, CA01g17680	CDY16196
OG0008903	CA11g18870, CA00g88580	CDY31518, CDY52707, CDY09190
OG0008905	CA08g07650, CA05g08900	CDY68507, CDY04147, CDY09332
OG0008906	CA02g05600	CDY50363, CDY62961, CDY34131, CDY24546
OG0008907	CA02g26870	CDY43244
OG0008908	CA05g07090, CA08g00950	CDY67511
OG0008909	CA02g06790	CDY64035, CDY08306, CDX80759, CDY11187
OG0008910	CA08g15340, CA08g15330	CDY53151, CDY63520
OG0008912	CA12g21380	CDY34974, CDY28345, CDY62404, CDX92093
OG0008913	CA12g10960, CA12g10950	CDY49354, CDX92060, CDX74198
OG0008914	CA05g04450	CDX69644, CDY09793, CDX85655, CDX91127
OG0008915	CA02g23380	CDY01663, CDY01664, CDX74524
OG0008916	CA08g17220	CDY50150, CDX95442, CDX99218
OG0008917	CA10g08790, CA09g12340	CDX73951, CDY07897
OG0008919	CA01g26210, CA04g16010, CA05g05270	CDY25026
OG0008920	CA09g05580	CDY68083, CDY65114
OG0008921	CA01g21930	CDY67254, CDX69445, CDX78697, CDX70699
OG0008922	CA03g01990	CDX85151, CDY43242
OG0008924	CA06g22330, CA11g14740	CDY17540, CDY50373
OG0008925	CA01g24330	CDY12069, CDX90263, CDY12752, CDY49406
OG0008926	CA10g14450	CDY07919, CDX73974, CDY10463, CDY40336
OG0008928	CA06g15010, CA08g15150	CDX93495, CDY50888
OG0008929	CA03g30420	CDY52848, CDX81753, CDY33351, CDY35071
OG0008931	CA03g20850, CA02g01980, CA03g20860	CDY40468, CDY35917
OG0008933	CA02g00810	CDY50715
OG0008934	CA02g19350	CDY43646, CDY64649
OG0008935	CA05g16990	CDY19449, CDY17138, CDY37752, CDY23769
OG0008936	CA01g26240	CDX90554, CDY09728, CDY24919, CDY57865
OG0008937	CA06g13550	CDY49117, CDX73078, CDX96536
OG0008938	CA07g16610	CDX98490, CDX97597, CDX97598, CDY32343, CDY20081
OG0008939	CA05g01650, CA12g00760	CDX90518, CDY09688
OG0008940	CA05g03440, CA05g03430	CDX93250, CDY07021
OG0008941	CA10g14600	CDY10258, CDY06687, CDY09933, CDY59070
OG0008942	CA00g67870	CDY38053, CDY00413, CDY01302
OG0008943	CA07g14000	CDY52805, CDY54802, CDY64280
OG0008944	CA06g22090	CDX98360, CDX98362, CDX67792, CDX98365
OG0008945	CA08g15270	CDX93475, CDX94943, CDY31062, CDY20670
OG0008946	CA01g03010	CDX76784, CDY58147, CDY53461
OG0008947	CA10g13000, CA10g13080, CA10g13070	CDX73943, CDY00654
OG0008948	CA09g06200	CDX74916, CDX91427, CDY07754, CDY14494
OG0008949	CA08g14160	CDX83175, CDY21442, CDY66163, CDX71595
OG0008950	CA05g13320	CDX94577
OG0008950	CA01g23610	CDX90878, CDY21318
OG0008951	CA00g83970	CDY71176, CDY10975, CDY03510, CDY47614
OG0008952	CA12g21490	CDY51070, CDX90557, CDY09731, CDY69814
OG0008953	CA01g26750	CDY64886, CDY01816, CDY01886, CDX96087
OG0008954	CA08g14850	CDY27291, CDY33603, CDY65065
OG0008955	CA12g00330	CDX77788, CDY17714, CDY41064, CDY25951
OG0008956	CA07g11080	CDX79492, CDX84713, CDY71025, CDY17120
OG0008957	CA12g11340	CDY50698, CDY43129, CDY43128, CDY50699
OG0008958	CA00g72700, CA12g21060, CA12g00750	CDY09689, CDX90519
OG0008959	CA00g33020, CA00g33030	CDX95185, CDY52297, CDX95184
OG0008960	CA02g27700	CDX86376, CDX85263, CDY04073, CDY04066, CDY44396
OG0008961	CA01g00090	CDX93801, CDY01236, CDY44973, CDX84057
OG0008962	CA09g06830	CDY27987, CDY35995, CDX73938, CDY00658
OG0008963	CA11g12670	CDX78506, CDX70494, CDX97226, CDX69670
OG0008964	CA09g12410	CDY07726, CDY14456, CDY60748, CDX91472
OG0008965	CA03g02590	CDY49228, CDX77433, CDX93008, CDX94827
OG0008966	CA08g06590, CA10g06400	CDY51152, CDY07210
OG0008967	CA01g11990	CDY31219, CDY21018, CDY34618, CDY34823
OG0008968	CA07g07700	CDY45068, CDY16563, CDX92435, CDX88841, CDX70943
OG0008969	CA08g07520	CDX90040, CDY15170, CDY07192, CDY48518
OG0008970	CA01g27830	CDY16816, CDX87207, CDY23070, CDY02156
OG0008972	CA10g02170	CDX90216, CDY35273
OG0008973	CA05g20050, CA12g09800	CDY53743, CDY53741
OG0008974	CA12g00030	CDY30711, CDY71353, CDY00272, CDX86909
OG0008975	CA05g19030	CDX69632, CDY09807, CDX78529, CDX70510
OG0008976	CA00g87410	CDY38430, CDY16920, CDX85453, CDY55939
OG0008977	CA01g27220	CDX74673, CDY48242, CDX83424, CDX95607
OG0008978	CA02g18680	CDX76385, CDY27444, CDX79126, CDX82908
OG0008979	CA02g27240	CDY43251, CDY60471, CDX74268, CDX91982
OG0008980	CA02g23320	CDX74264, CDY70389, CDY12377, CDX91986
OG0008981	CA08g07060	CDY07212, CDX91904, CDX74339
OG0008982	CA02g09950	CDY01616, CDX98634, CDY51886, CDX78960
OG0008983	CA01g18220	CDY50733, CDY60428, CDY60426, CDY33927
OG0008984	CA00g76730	CDY54793, CDY59101, CDY61892, CDY71051
OG0008985	CA00g44670	CDX74354, CDY07190, CDY01964, CDX91887
OG0008988	CA01g30610, CA04g16420	CDY67660, CDY29041
OG0008989	CA03g36860	CDY01204, CDX90267, CDY65023, CDY12744
OG0008990	CA02g19430	CDY31452, CDX84785, CDY07076, CDY54559
OG0008991	CA02g19760	CDX67614, CDY07516, CDX73433, CDX78278
OG0008993	CA12g21600	CDY32789, CDY46579, CDY11931, CDY36796
OG0008994	CA02g19330	CDY29102, CDY13088, CDY60651, CDY39395
OG0008995	CA10g01130	CDY54145, CDY50309
OG0008996	CA00g27510, CA09g03240	CDY18453, CDX93390, CDX74970
OG0008997	CA09g01050, CA09g10080	CDY07895, CDX73949, CDY44669, CDY53086
OG0008998	CA01g18550	CDY40609, CDX93697, CDY15529, CDX86596
OG0009000	CA05g08230, CA02g21650	CDY38164, CDY56584
OG0009001	CA09g09580, CA10g10520	CDY27991, CDY35989
OG0009003	CA09g11430	CDX93324, CDY18402, CDX74903, CDX91434
OG0009004	CA00g89330	CDX70839, CDY37970, CDX88921, CDX92587, CDY13915
OG0009005	CA09g05050, CA10g14440	CDX80806, CDY55125
OG0009006	CA00g93090	CDY38908, CDY32591, CDY00519, CDY31913
OG0009007	CA05g17070	CDY46350, CDX77443, CDY45563
OG0009008	CA03g03210	CDY06182, CDY10007, CDY10009, CDY19078, CDY15398
OG0009009	CA01g24650	CDX70868, CDX88898, CDX92549, CDY13983
OG0009010	CA08g06580	CDY18925, CDX74745, CDY37046, CDY27380
OG0009012	CA02g10100	CDY53004, CDY68423
OG0009013	CA04g08980	CDX88425, CDX87468, CDX79250, CDX68027
OG0009014	CA02g18380	CDY07232
OG0009015	CA01g23040, CA12g13320, CA00g81630, CA00g77120	CDY21185, CDY21191
OG0009017	CA02g16400	CDX76431
OG0009017	CA07g18140	CDY20985, CDY69325
OG0009018	CA03g06490	CDX75836, CDY68150, CDY61818, CDY62166
OG0009019	CA10g00940, CA10g00930	CDY11948, CDY36787, CDY06513
OG0009020	CA05g00370	CDX70851, CDX88911, CDX92581, CDY13920
OG0009021	CA04g17730	CDY27282, CDY67324, CDY45888, CDY67325
OG0009023	CA06g26820, CA10g06570, CA09g09470	CDX90921
OG0009024	CA00g92580, CA00g76300	CDX95035, CDX93539
OG0009025	CA03g32600	CDX87311, CDY39977, CDX79385, CDX67948, CDY37598
OG0009027	CA07g11370, CA07g07820, CA00g91770	CDX86915, CDY00267
OG0009028	CA08g17000	CDX95437, CDY69041, CDY70206, CDX99216, CDY46167
OG0009029	CA12g18410	CDY21506, CDX83220, CDX76741, CDY11510
OG0009030	CA03g32470, CA00g69360	CDY25092, CDX76618
OG0009031	CA12g18940	CDY36455, CDY23282, CDY19695, CDY67875
OG0009032	CA05g00170	CDY23851
OG0009033	CA03g20180	CDX88096, CDX80434, CDY65700, CDY63102
OG0009035	CA09g09980, CA06g01480	CDX99248, CDY22982, CDX82306
OG0009036	CA01g09700	CDX88133, CDX80470, CDY05396, CDY05459
OG0009037	CA03g20020	CDY38722, CDY69700, CDY56910, CDY49452
OG0009038	CA03g24290	CDY31879, CDY01365, CDX87611, CDX88263
OG0009041	CA05g18500	CDY41236, CDY40217, CDX73392, CDY41235, CDX76098, CDY02935
OG0009045	CA07g03390, CA02g29160	CDX81064, CDX78303, CDX81065
OG0009047	CA05g07660	CDY59706
OG0009052	CA05g16340	CDY60321, CDY53687, CDY41211, CDY68242, CDX76085, CDY02949
OG0009055	CA03g28920	CDY16835, CDX87190, CDY51634, CDY02189, CDY40816, CDY42837
OG0009056	CA06g18250, CA06g18260	CDX87189, CDY16836, CDY42836, CDY40813, CDY02191
OG0009062	CA07g15860	CDX74081, CDX74080, CDY34930, CDY08034, CDY05293, CDY24665
OG0009072	CA02g22460	CDY71124, CDY46298, CDY70550, CDY70108
OG0009073	CA03g04430	CDY18728, CDY23741, CDX84690, CDX79525, CDY19489, CDY17170
OG0009078	CA04g23020, CA04g21810	CDY57603, CDY57605, CDY43422, CDX83731, CDY62942
OG0009084	CA06g26560, CA00g30060	CDX93050, CDY61594, CDY27912, CDY00815
OG0009089	CA05g10400, CA00g00430	CDY56365, CDY00189
OG0009093	CA01g25730	CDY58106, CDY02618, CDY13901, CDY68296, CDX70826, CDX88931
OG0009096	CA10g16340	CDX85117, CDX77493, CDY18105, CDY50460, CDY33857, CDX95401
OG0009100	CA00g82810	CDX97460, CDY66475, CDY50930, CDX92900, CDY35230, CDY06859
OG0009101	CA00g76710	CDY40637, CDX72533, CDY66481, CDX95195, CDY52604, CDX69130, CDX75494
OG0009105	CA07g17940	CDY21843, CDY20110, CDX97673, CDX98558, CDX93076, CDY15051
OG0009112	CA03g03610	CDY70994, CDY72274, CDY26984, CDY68730
OG0009112	CA08g08170, CA02g18570, CA01g29580	CDY31024
OG0009113	CA05g14420	CDX89439, CDY03370, CDY11060, CDX92681, CDY03369, CDX89438
OG0009115	CA10g03210, CA07g13510	CDX89186, CDY18982, CDY14246, CDY25248, CDX97435, CDY18981
OG0009116	CA11g02480	CDY38687, CDY39895, CDY29143, CDY39896
OG0009122	CA07g21210	CDY69352, CDX82573, CDY24242, CDY43398, CDY08400, CDY52877
OG0009124	CA11g04860, CA08g06250	CDX68356, CDY23516, CDY11609, CDY38799
OG0009129	CA02g04300	CDX91617, CDY27091, CDY27092, CDY00507, CDY58155
OG0009130	CA03g25630, CA03g25810, CA03g25640	CDY44266, CDY46972, CDY68445, CDX88061
OG0009132	CA02g24360	CDX92801, CDY46684, CDX69204, CDY70464, CDY23215
OG0009133	CA07g15780, CA07g15800, CA07g15820, CA07g15480, CA07g15220, CA07g15150, CA07g15830	CDX68835
OG0009135	CA08g14440, CA08g14430	CDY49386, CDX72441, CDX98511, CDX75389, CDX69014
OG0009136	CA00g75360, CA03g00960	CDX82094, CDX83597, CDX83593, CDX68761, CDX83599
OG0009144	CA08g10030	CDY17384, CDY57965, CDX78546, CDX70527, CDY41731, CDX95253
OG0009145	CA08g14860	CDY09835, CDY72607, CDX85621, CDX91091, CDX70526, CDX78545
OG0009149	CA02g23640, CA03g04950	CDY38182, CDY34415, CDY27700, CDY49881
OG0009152	CA03g02340	CDY19968, CDY67292, CDY70023, CDY54524, CDY45919, CDY35763
OG0009156	CA10g19260, CA10g19250, CA10g19280, CA10g19270, CA10g19240	CDX98952, CDX70072
OG0009158	CA05g19380, CA12g07370	CDX70200, CDY44881, CDY14137
OG0009160	CA11g09180	CDY30686, CDY72437, CDY71762, CDY00238, CDX86947, CDY30687, CDX70025, CDX98985
OG0009163	CA01g04160	CDX76353, CDY52685, CDY41293, CDX82969, CDY47432
OG0009165	CA10g02750, CA04g04000	CDY25322, CDY64863, CDY64865, CDY07267
OG0009167	CA11g12320	CDY15946, CDX99660, CDY37012, CDX67436, CDY15947, CDX99661
OG0009173	CA07g01200, CA09g18700	CDY28188, CDY70926, CDY39205, CDX72242
OG0009176	CA01g26550	CDY66108
OG0009177	CA08g14960	CDX94912, CDX93444, CDY65945, CDY34898, CDY20645, CDY31037
OG0009179	CA10g00900, CA07g21540	CDX87369, CDX88554, CDY35072, CDY33350
OG0009180	CA07g08250	CDY35074, CDY17172
OG0009180	CA07g08240	CDX81755, CDX83957, CDX96822
OG0009182	CA10g21930, CA00g89900, CA00g86110, CA00g69720, CA10g22030, CA00g76420, CA10g21980, CA05g20000	CDY18669
OG0009188	CA08g16620	CDX95428, CDY42197, CDY66277, CDY58863, CDY66278, CDY58862
OG0009189	CA10g00870, CA07g21450	CDX87411, CDX88502, CDY26884, CDY22240
OG0009190	CA11g05520, CA05g08610	CDY53551, CDX81637, CDY39313, CDY45255
OG0009194	CA00g01570	CDY17476, CDX76299, CDY17480, CDY01851, CDY06425, CDX89119, CDX68472, CDX68502
OG0009201	CA01g05070, CA04g20820	CDY15882, CDX99579, CDY13802, CDY59753
OG0009204	CA00g62310, CA01g22610	CDY70134, CDX96333, CDX68306, CDY36687
OG0009208	CA00g67160	CDY39126, CDY49136, CDY29248, CDY56507, CDY30297, CDY52587
OG0009211	CA02g11800	CDY56259, CDY53613, CDY27568, CDY56256, CDY19612, CDY56257
OG0009214	CA07g07710, CA04g19730	CDX76704, CDY11480, CDY48182, CDX77053
OG0009215	CA08g16160, CA07g21070, CA07g21600, CA07g21580, CA07g21060	CDY54361, CDY50025
OG0009216	CA01g00700, CA12g14670	CDY40867, CDX86834, CDY05123, CDX90787
OG0009217	CA06g20090	CDY31854, CDY67204
OG0009218	CA03g21220	CDY51789, CDY28821, CDY20226, CDY14357
OG0009220	CA09g06560, CA00g15950, CA00g15930	CDY11444
OG0009221	CA10g13540, CA01g10280	CDY71605, CDY70784, CDY02845
OG0009222	CA11g00830	CDY07388, CDY20492, CDY01907, CDX96032, CDY12706, CDY65950
OG0009224	CA00g84980	CDY08158, CDY08159, CDY05949, CDY08157, CDY00218, CDX86963, CDX67599
OG0009228	CA01g16860	CDX95906, CDX92094, CDY28337, CDY34977, CDX82392, CDY54628
OG0009233	CA08g02450, CA01g30430	CDY51853, CDX70922, CDX92470, CDY35812, CDX70921
OG0009235	CA07g02030, CA05g16240, CA09g18330	CDY34782, CDX76822
OG0009236	CA10g01750, CA10g01680	CDX82458, CDX75797, CDY20094, CDY32331
OG0009240	CA03g16020	CDY21044, CDY31259, CDX98074, CDY30070, CDY26556, CDY15991
OG0009241	CA11g00750	CDY19328, CDY20597, CDX97918, CDY20598, CDY20971, CDY19327, CDY02763
OG0009242	CA12g16460, CA02g01970, CA00g75740	CDY06758, CDY66769, CDY17041, CDY47600
OG0009243	CA00g67490	CDX71789, CDY41147, CDX89071, CDX89069, CDY48371
OG0009244	CA11g19360	CDY16478, CDY35581, CDY35558, CDY69493, CDY61160, CDY29136, CDY06590, CDY05804
OG0009245	CA01g01170, CA01g34490	CDY71425, CDY46525, CDY47850, CDY08372
OG0009247	CA09g12100, CA11g17570, CA10g06790	CDX83021
OG0009247	CA00g89200, CA12g13390, CA11g08070	CDX84122
OG0009248	CA02g23570	CDX93758, CDY11623, CDY38783, CDX93759, CDY40923, CDY15279
OG0009250	CA12g16090, CA04g17950	CDY40322, CDY10479, CDY55911, CDY48110
OG0009251	CA01g25710, CA03g17040	CDY65006
OG0009252	CA01g22170, CA01g26570	CDX70812, CDY29988
OG0009254	CA07g04840, CA09g14110, CA10g10150, CA10g10140, CA09g14060	CDY07968
OG0009327	CA09g00620	CDY04892, CDY44378
OG0009330	CA08g07600	CDX74790, CDY18874, CDY37089
OG0009332	CA09g09360	CDX93318, CDY18381, CDY60750, CDX91473
OG0009334	CA06g21870, CA12g12630, CA09g04680	CDY28316, CDY48438
OG0009335	CA02g29200	CDY44602, CDY36814
OG0009337	CA00g64720	CDY25076, CDX67864, CDY22836
OG0009339	CA02g20540	CDY59003
OG0009340	CA09g06190, CA12g10030, CA06g18890	CDX76952, CDY13783
OG0009341	CA05g09070	CDY51149, CDY07207
OG0009345	CA06g00010	CDX74009, CDY07951, CDY44491
OG0009346	CA02g17520	CDY47098, CDX82823, CDY67443
OG0009347	CA00g77570	CDX72062, CDY33833, CDY06126
OG0009348	CA03g01860	CDX86609, CDY18253, CDX89794
OG0009349	CA03g10010	CDY53715, CDX93912
OG0009350	CA03g02400	CDY66714, CDY37743, CDY02997, CDY37744
OG0009354	CA08g08280	CDY07167, CDX68442, CDY07166, CDY48496
OG0009355	CA03g06360	CDY10343, CDY10691
OG0009356	CA08g04690, CA08g04700	CDY53519, CDX86845
OG0009357	CA10g21330	CDY35393, CDY22546
OG0009359	CA09g11640	CDX77397, CDY62137
OG0009360	CA09g12210	CDY10491, CDY40305
OG0009363	CA10g20220, CA05g00210	CDY15609
OG0009366	CA04g20890	CDY02422
OG0009368	CA09g09080	CDX89842
OG0009375	CA09g01630	CDY00900, CDY60158
OG0009376	CA03g04180, CA03g06020	CDY50721, CDY06461
OG0009379	CA01g10360, CA00g56360	CDY27370, CDY37052
OG0009380	CA10g15470	CDY18475, CDY18474, CDY70690
OG0009381	CA03g02820, CA03g02810	CDY01137, CDY47362
OG0009382	CA02g26860	CDX85536, CDX90975, CDX78651
OG0009383	CA03g24340	CDY53330
OG0009384	CA07g14870	CDY49234, CDX88994, CDY00574
OG0009386	CA07g04920	CDY35962
OG0009388	CA02g20300	CDY39262, CDY07471
OG0009389	CA09g00140	CDY01033, CDY08515, CDX73870
OG0009391	CA03g24820	CDX78203, CDX73526
OG0009392	CA03g04480	CDY18055, CDX93086, CDY50947
OG0009394	CA00g85920	CDY15985, CDY26549
OG0009395	CA07g11150, CA06g02660	CDY15060, CDX93054
OG0009396	CA09g08670	CDY37440, CDY32498
OG0009397	CA09g11320	CDY11198, CDX80770
OG0009398	CA03g03250	CDX88508, CDX87406
OG0009399	CA08g08520	CDX67860, CDY25072
OG0009400	CA00g32510	CDY18957, CDX74705
OG0009401	CA03g08650	CDX95736, CDX83318
OG0009402	CA12g12330	CDX69855, CDX96982
OG0009403	CA10g17880	CDY06229, CDY09954
OG0009405	CA01g01350	CDX71721, CDY11372
OG0009406	CA08g06820	CDY37071, CDY27353, CDX74770, CDY18894
OG0009409	CA10g06660, CA01g19260	CDY37060
OG0009410	CA08g10250	CDX93538, CDX95034
OG0009411	CA02g06660	CDX98839
OG0009412	CA11g12940	CDY01098, CDY08458
OG0009413	CA09g09060, CA09g09070	CDX85361, CDX86282
OG0009415	CA08g11420	CDY24467, CDX92229, CDY24458, CDY24465, CDY24466
OG0009416	CA10g11230	CDY11182, CDX80753
OG0009417	CA05g01540	CDY37522, CDY49053, CDY28676
OG0009418	CA10g01400	CDY51572, CDY43936
OG0009420	CA09g09810	CDY64155, CDY63337, CDX79422
OG0009421	CA09g09900	CDY22323
OG0009422	CA00g33140	CDX84588, CDX79642
OG0009423	CA00g32720	CDX71786, CDY41145
OG0009424	CA03g09180	CDX90906, CDY17964
OG0009426	CA01g10900	CDY68486, CDX95643
OG0009427	CA08g12050	CDY11183, CDX80754
OG0009428	CA03g02370	CDY43706, CDY18744
OG0009429	CA10g05100	CDX81108
OG0009432	CA00g66950	CDX99972, CDY19734, CDX86143, CDX80625
OG0009433	CA01g19360	CDX74351, CDX91890, CDY53859
OG0009434	CA00g89110, CA06g00490	CDX80120, CDY63858
OG0009435	CA05g00480	CDY06921, CDY14773, CDY35412
OG0009436	CA03g02710	CDY34979, CDY52719
OG0009438	CA02g02460, CA07g21140	CDY10505, CDY42409
OG0009439	CA08g03450	CDX80056, CDY41566, CDX84244
OG0009442	CA08g07510	CDY48517, CDY07191, CDX91888
OG0009443	CA07g09800	CDY16360, CDY27240, CDX72168
OG0009444	CA06g16920	CDY39890
OG0009446	CA08g08530	CDX90025, CDY15185
OG0009447	CA09g01030, CA09g01020	CDX78130, CDY13340
OG0009449	CA05g06310	CDY25351, CDY24598
OG0009451	CA09g09510	CDY07712, CDY18375, CDX93311
OG0009452	CA05g04930	CDY08704, CDX99195
OG0009453	CA10g12140	CDX73579, CDX78148, CDX78146
OG0009455	CA01g10390, CA01g10380	CDY37053, CDY27369
OG0009456	CA05g01060	CDY18926, CDX74744
OG0009457	CA12g20320	CDY01147, CDY68842
OG0009458	CA07g14980	CDY48798, CDX73285
OG0009459	CA02g05810	CDY56957, CDX73421
OG0009460	CA00g63990	CDY29665, CDX97819, CDY54008
OG0009461	CA08g07810	CDY01960, CDY72207, CDY53861
OG0009462	CA09g01420	CDY70397
OG0009464	CA12g01420	CDX94321, CDX89331
OG0009465	CA01g31470	CDY37217, CDY67866, CDX81456
OG0009468	CA01g19460	CDY07233
OG0009469	CA09g11750	CDY15452, CDX86689
OG0009470	CA10g11100, CA10g13220	CDX78043, CDX95301
OG0009471	CA06g27820	CDX88973, CDY00546, CDX98274, CDX67724
OG0009473	CA00g89090, CA06g00510	CDX91321, CDX97263
OG0009474	CA00g67650	CDY69973, CDY63063, CDY72072
OG0009476	CA06g15630	CDY48036, CDX82113
OG0009481	CA10g07460, CA09g09490, CA03g13310, CA12g07130, CA06g08630	CDY45552
OG0009483	CA10g07470, CA08g03230, CA03g06070, CA04g08540	CDY45491
OG0009484	CA06g07890, CA07g06120	CDY45503, CDY45501
OG0009485	CA00g07020	CDY42247, CDY68700
OG0009486	CA06g16660, CA03g34940	CDY39626, CDY36540
OG0009488	CA05g12000	CDY58595, CDY53122
OG0009489	CA06g22060	CDX79828, CDY17930, CDX83485
OG0009491	CA12g12840	CDY16711, CDX94515, CDY66884
OG0009493	CA01g24480	CDY18840
OG0009495	CA01g34690, CA01g00320	CDY53903
OG0009497	CA04g08770	CDX96004, CDY38603, CDY04238, CDY07376
OG0009499	CA03g29910, CA01g08730	CDY44315, CDX94668
OG0009500	CA01g25330	CDY05646, CDY33933, CDX85390
