Orthogroup	Capsicum_anuum	Prunus_persica
OG0013268	CA10g11110	Prupe.6G279500.1
OG0013269	CA12g20300	Prupe.1G006900.1
OG0013270	CA09g07890	Prupe.4G260400.1
OG0013271	CA05g01290	Prupe.4G002500.1
OG0013272	CA12g11390	Prupe.6G359100.1
OG0013273	CA03g12430, CA03g12450	Prupe.2G274100.1, Prupe.2G274200.1, Prupe.2G274300.1
OG0013274	CA04g15440	Prupe.3G197100.1
OG0013275	CA05g01460	Prupe.4G003400.1
OG0013276	CA06g28450, CA09g08620	Prupe.8G201800.1
OG0013277	CA02g27120	Prupe.3G250200.1
OG0013278	CA12g11680	Prupe.6G362300.1
OG0013279	CA09g12320	Prupe.6G275400.1
OG0013280	CA07g16560	Prupe.4G154100.1
OG0013282	CA05g01370	Prupe.4G001000.1
OG0013283	CA12g00020	Prupe.3G188100.1
OG0013284	CA01g25680	Prupe.1G139200.1
OG0013285	CA00g36890	Prupe.2G106800.1
OG0013286	CA05g12280, CA03g14870	Prupe.3G184100.1
OG0013287	CA02g27490	Prupe.3G256500.1
OG0013288	CA10g10180	Prupe.6G300900.1
OG0013290	CA00g11010	Prupe.1G508500.1
OG0013292	CA00g87850	Prupe.6G000600.1
OG0013293	CA12g01000	Prupe.4G012400.1
OG0013294	CA03g22130	Prupe.2G330100.1
OG0013296	CA00g58410	Prupe.1G173400.1, Prupe.1G173500.1
OG0013297	CA11g16370	Prupe.6G140000.1
OG0013298	CA01g16360	Prupe.4G134000.1, Prupe.6G001600.1
OG0013299	CA09g09680	Prupe.6G294000.1
OG0013300	CA12g21240	Prupe.1G117500.1
OG0013302	CA01g25190	Prupe.3G243300.1
OG0013303	CA00g67810	Prupe.6G285000.1
OG0013305	CA04g00360	Prupe.1G027900.1
OG0013307	CA01g22760	Prupe.3G004500.1
OG0013308	CA08g14020, CA00g90760, CA08g14030	Prupe.1G577800.1
OG0013310	CA08g14210	Prupe.1G576200.1
OG0013311	CA09g06170	Prupe.6G269500.1
OG0013312	CA05g19060	Prupe.2G228000.1
OG0013314	CA02g08570	Prupe.3G269600.1
OG0013315	CA03g30620	Prupe.1G210100.1
OG0013316	CA00g46140	Prupe.7G053900.1
OG0013317	CA02g06920	Prupe.2G015400.1
OG0013318	CA02g10530	Prupe.4G090100.1
OG0013319	CA00g00100	Prupe.1G471700.1
OG0013320	CA04g10130	Prupe.3G248000.1
OG0013321	CA00g63970	Prupe.2G233400.1
OG0013322	CA09g06350	Prupe.6G270600.1
OG0013323	CA03g28630	Prupe.2G229000.1
OG0013324	CA01g23620	Prupe.1G147500.1
OG0013325	CA12g00720	Prupe.4G008000.1
OG0013326	CA07g08260	Prupe.3G183700.1
OG0013328	CA12g11070	Prupe.6G358400.1
OG0013329	CA12g04290	Prupe.6G364700.1
OG0013330	CA06g26640	Prupe.8G199400.1
OG0013331	CA00g90650	Prupe.4G059000.1
OG0013332	CA09g15180, CA09g15130	Prupe.7G239300.1
OG0013334	CA07g10080, CA08g00320	Prupe.5G127000.1
OG0013335	CA02g03630, CA04g00790	Prupe.4G075900.1
OG0013336	CA01g07700	Prupe.5G029500.1
OG0013337	CA02g15450	Prupe.1G009700.1, Prupe.2G199200.1, Prupe.8G237100.1, Prupe.4G052400.1
OG0013339	CA10g01860, CA00g96310	Prupe.4G152100.1
OG0013340	CA00g41310	Prupe.8G124000.1
OG0013341	CA10g10190	Prupe.8G182500.1
OG0013343	CA05g18310	Prupe.1G131800.1
OG0013344	CA02g19480	Prupe.4G119200.1
OG0013345	CA00g45490	Prupe.1G224100.1
OG0013346	CA08g11050	Prupe.3G093900.1, Prupe.7G009000.1
OG0013348	CA04g21670, CA04g21660	Prupe.8G187000.1
OG0013349	CA09g17900	Prupe.6G329200.1, Prupe.5G030200.1
OG0013350	CA02g00700	Prupe.4G101800.1
OG0013351	CA02g28190	Prupe.3G266600.1
OG0013352	CA05g06940	Prupe.6G361600.1
OG0013353	CA08g10750	Prupe.6G340000.1, Prupe.6G337100.1
OG0013354	CA11g14480	Prupe.2G217900.1
OG0013358	CA04g23520	Prupe.3G115100.1, Prupe.3G114900.1
OG0013361	CA00g86310, CA03g30250	Prupe.3G101900.1
OG0013362	CA11g00460	Prupe.1G317000.1
OG0013363	CA00g80810	Prupe.8G271700.1, Prupe.1G563800.1
OG0013364	CA05g17250	Prupe.5G028000.1, Prupe.1G158500.1
OG0013365	CA12g19220	Prupe.1G461100.1
OG0013366	CA01g23200	Prupe.3G002800.1
OG0013367	CA09g17730	Prupe.2G221200.1
OG0013368	CA00g85540	Prupe.4G129400.1
OG0013370	CA00g01030	Prupe.1G448000.1
OG0013371	CA06g09380	Prupe.2G261900.1
OG0013372	CA03g20140	Prupe.2G314200.1
OG0013373	CA12g08410	Prupe.1G463000.1
OG0013374	CA01g09440	Prupe.1G461300.1
OG0013375	CA05g00080, CA10g20140	Prupe.7G046100.1
OG0013376	CA11g20350	Prupe.1G451400.1
OG0013377	CA02g30780	Prupe.1G227000.1, Prupe.3G305700.1
OG0013379	CA06g26710, CA03g08850	Prupe.8G248800.1
OG0013381	CA07g20100	Prupe.4G230500.1, Prupe.4G230300.1
OG0013383	CA12g22790	Prupe.1G517900.1, Prupe.8G234100.1
OG0013386	CA01g31780	Prupe.1G467300.1
OG0013387	CA08g03270	Prupe.1G472800.1
OG0013389	CA02g02740, CA05g05760	Prupe.3G315500.1
OG0013392	CA06g21660	Prupe.6G131000.1, Prupe.8G125000.1
OG0013393	CA11g16860	Prupe.6G132000.1
OG0013395	CA08g14770	Prupe.1G586100.1, Prupe.2G119000.1
OG0013396	CA06g21850	Prupe.6G309500.1
OG0013399	CA09g06870	Prupe.8G214800.1
OG0013401	CA11g10780	Prupe.2G217500.1
OG0013405	CA11g02120	Prupe.1G201800.1
OG0013410	CA10g14930, CA00g44720	Prupe.6G239500.1
OG0013423	CA06g09580	Prupe.2G271900.1
OG0013432	CA03g31120	Prupe.1G176800.1
OG0013434	CA12g09070	Prupe.2G293400.1
OG0013438	CA08g18920	Prupe.8G161400.1
OG0013442	CA00g88640	Prupe.1G138000.1
OG0013443	CA10g05540	Prupe.2G198600.1
OG0013447	CA08g11400	Prupe.6G332300.1
OG0013450	CA01g20020	Prupe.2G009800.1
OG0013451	CA08g01620	Prupe.7G003900.1
OG0013470	CA01g18870	Prupe.2G231700.1
OG0013471	CA09g09100, CA02g03150	Prupe.6G295900.1
OG0013472	CA02g09480	Prupe.7G188600.1
OG0013475	CA12g02160, CA05g12960	Prupe.3G165900.1
OG0013478	CA02g01390, CA02g27480	Prupe.3G256400.1
OG0013503	CA07g16300	Prupe.4G145600.1
OG0013505	CA03g11810	Prupe.4G187200.1
OG0013509	CA09g14070, CA12g21140	Prupe.1G112700.1
OG0013513	CA10g18590	Prupe.5G046400.1
OG0013518	CA03g28820, CA03g28840, CA00g94960	Prupe.5G205400.1
OG0013538	CA10g05470	Prupe.2G196100.1
OG0013539	CA03g16090	Prupe.2G287200.1
OG0013540	CA00g04580	Prupe.1G510100.1
OG0013561	CA02g26100	Prupe.7G145400.1
OG0013584	CA09g02980	Prupe.6G240200.1
OG0013585	CA00g77740	Prupe.2G043700.1
OG0013588	CA02g22870	Prupe.7G069800.1, Prupe.5G050600.1
OG0013593	CA00g54680	Prupe.1G220300.1
OG0013599	CA03g06570	Prupe.2G246600.1
OG0013612	CA01g18210	Prupe.1G219100.1
OG0013613	CA12g12370	Prupe.6G186100.1
OG0013615	CA02g28090	Prupe.3G265000.1, Prupe.3G264700.1
OG0013618	CA10g18390	Prupe.7G023100.1
OG0013622	CA01g26820	Prupe.5G027800.1
OG0013625	CA00g44700	Prupe.6G238800.1
OG0013640	CA03g05350, CA10g12900	Prupe.1G034700.1
OG0013653	CA12g21470	Prupe.3G022600.1
OG0013653	CA01g30400	Prupe.1G462200.1
OG0013654	CA06g15550	Prupe.3G021100.1
OG0013656	CA05g16020	Prupe.2G252700.1
OG0013658	CA10g18020	Prupe.5G063200.1, Prupe.5G063500.1, Prupe.5G063300.1
OG0013663	CA10g07050, CA08g19380	Prupe.8G166400.1
OG0013671	CA11g06480	Prupe.1G262500.1
OG0013679	CA02g28960	Prupe.3G275600.1
OG0013681	CA09g11220	Prupe.8G200600.1
OG0013687	CA07g14850, CA07g17270	Prupe.4G168100.1
OG0013691	CA06g17360	Prupe.3G107800.1
OG0013694	CA07g21260	Prupe.4G137100.1
OG0013699	CA04g23030	Prupe.1G365100.1, Prupe.8G160400.1
OG0013705	CA12g22460	Prupe.8G180300.1, Prupe.1G563500.1
OG0013718	CA02g03620	Prupe.6G186000.1, Prupe.6G185800.1, Prupe.6G185700.1
OG0013719	CA11g01020	Prupe.1G311500.1
OG0013722	CA03g19560	Prupe.2G312000.1
OG0013729	CA05g03530, CA03g18690	Prupe.8G000400.1
OG0013730	CA04g23370	Prupe.5G006000.1
OG0013742	CA06g27810	Prupe.8G228700.1
OG0013750	CA04g11970, CA04g11980	Prupe.3G267000.1, Prupe.5G195700.1
OG0013755	CA05g00710	Prupe.6G082400.1
OG0013761	CA03g33960	Prupe.5G216200.1
OG0013769	CA06g15580	Prupe.3G020100.1
OG0013771	CA08g00980	Prupe.1G343300.1, Prupe.1G343200.1
OG0013775	CA03g06220	Prupe.1G030500.1
OG0013776	CA03g32900	Prupe.5G227000.1
OG0013781	CA01g16800	Prupe.6G317700.1, Prupe.2G221300.1, Prupe.3G209800.1
OG0013789	CA03g21210	Prupe.2G319100.1
OG0013794	CA02g04900, CA02g04870, CA10g08270	Prupe.5G010100.1
OG0013796	CA01g06510, CA01g33690	Prupe.2G268100.1, Prupe.5G054600.1, Prupe.7G057100.1
OG0013800	CA11g13220, CA06g17580	Prupe.6G086400.1, Prupe.6G007300.1
OG0013803	CA06g07040	Prupe.1G481500.1
OG0013809	CA02g14600	Prupe.6G230900.1
OG0013810	CA01g21120	Prupe.1G555000.1
OG0013811	CA12g07810	Prupe.1G351100.1, Prupe.1G350900.1
OG0013814	CA01g21030	Prupe.2G021900.1
OG0013816	CA08g01950	Prupe.1G481900.1
OG0013817	CA11g10090	Prupe.4G273800.1
OG0013823	CA02g08420, CA02g28170	Prupe.3G266300.1
OG0013825	CA06g26790, CA10g14050	Prupe.8G244600.1
OG0013826	CA12g06680	Prupe.2G077100.1
OG0013826	CA09g00880	Prupe.7G112300.1
OG0013827	CA02g23660, CA04g06340	Prupe.1G315800.1, Prupe.3G146400.1
OG0013828	CA02g20240, CA04g04070	Prupe.3G014700.1
OG0013829	CA03g07350, CA06g08840	Prupe.1G015800.1
OG0013830	CA00g71830	Prupe.3G125700.1
OG0013835	CA04g11580	Prupe.7G236400.1
OG0013836	CA06g15770, CA03g35310	Prupe.3G038000.1
OG0013838	CA11g04010, CA01g17620	Prupe.1G280100.1
OG0013839	CA01g02450, CA01g34200	Prupe.5G102800.1
OG0013845	CA01g13610, CA11g15400	Prupe.6G151500.1
OG0013848	CA10g13490, CA01g14240, CA05g08520	Prupe.1G283600.1
OG0013850	CA06g05550, CA06g02510, CA01g17710, CA06g24990	Prupe.6G065100.1
OG0013852	CA01g20980	Prupe.2G021300.1, Prupe.2G021000.1, Prupe.2G020700.1, Prupe.2G021100.1, Prupe.2G021500.1
OG0013854	CA01g21220, CA12g07960, CA06g21000, CA00g58660, CA06g20990	Prupe.6G332700.1
OG0013856	CA01g21850, CA01g21800, CA08g17430	Prupe.8G120800.1, Prupe.8G120200.1
OG0013861	CA02g03770, CA00g63380	Prupe.1G346200.1
OG0013862	CA02g03900	Prupe.3G230000.1, Prupe.3G229800.1, Prupe.3G229000.1, Prupe.3G229400.1, Prupe.3G229500.1, Prupe.3G229700.1
OG0013868	CA11g16620, CA11g01520, CA02g12110, CA00g19780	Prupe.4G150800.1
OG0013876	CA04g08240, CA02g23950	Prupe.3G150600.1
OG0013877	CA02g25450, CA02g25440	Prupe.6G218500.1
OG0013881	CA00g61590, CA03g05550, CA03g00190	Prupe.1G037000.1
OG0013887	CA03g14270, CA03g13400	Prupe.2G064600.1
OG0013889	CA03g18680	Prupe.7G058200.1, Prupe.7G043900.1
OG0013892	CA03g28290	Prupe.5G175600.1, Prupe.3G282900.1
OG0013894	CA03g33690	Prupe.1G309800.1
OG0013895	CA06g15830, CA03g35220	Prupe.3G039100.1
OG0013900	CA05g13230, CA12g03440, CA07g08960	Prupe.6G192500.1
OG0013902	CA06g26850, CA00g15200, CA05g15020	Prupe.8G241400.1
OG0013903	CA06g20360, CA06g20260, CA08g14750, CA03g27140	Prupe.1G586200.1
OG0013904	CA03g23480, CA06g20760	Prupe.3G227600.1
OG0013908	CA07g05250, CA11g05910, CA00g70750, CA12g12480, CA11g12640	Prupe.3G136000.1, Prupe.7G119900.1
OG0013912	CA09g12900, CA07g17190, CA10g01630	Prupe.4G167200.1
OG0013921	CA11g05650	Prupe.1G267300.1
OG0013921	CA03g28010	Prupe.5G185900.1
OG0013923	CA12g17040, CA04g20240	Prupe.3G131300.1, Prupe.2G122300.1
OG0013925	CA08g15720	Prupe.8G103300.1, Prupe.2G100600.1, Prupe.8G205400.1, Prupe.8G205500.1
OG0013930	CA00g82830	Prupe.7G224100.1, Prupe.7G162100.1, Prupe.7G224000.1, Prupe.7G223800.1, Prupe.7G223900.1
OG0013978	CA10g15950	Prupe.7G123500.1
OG0013979	CA07g21360	Prupe.4G140200.1
OG0013987	CA08g00940	Prupe.1G214000.1
OG0013988	CA00g32730	Prupe.2G141300.1
OG0013992	CA08g02360	Prupe.1G411000.1
OG0013995	CA00g64520	Prupe.2G193300.1
OG0013996	CA03g04580	Prupe.1G047500.1
OG0014000	CA05g19760	Prupe.2G085400.1
OG0014001	CA10g09020	Prupe.6G284800.1
OG0014002	CA08g07300	Prupe.2G171400.1
OG0014004	CA06g26950	Prupe.8G239400.1
OG0014010	CA03g13710	Prupe.7G068000.1
OG0014017	CA01g11040	Prupe.2G144400.1
OG0014018	CA01g01990	Prupe.5G106600.1
OG0014020	CA10g13420	Prupe.6G277100.1
OG0014023	CA04g23670	Prupe.5G000100.1
OG0014026	CA09g11510	Prupe.6G277300.1
OG0014027	CA06g28040, CA00g68970	Prupe.8G216300.1
OG0014028	CA08g08470, CA08g08480, CA08g08460	Prupe.2G187400.1
OG0014033	CA02g14250	Prupe.3G121500.1, Prupe.4G060700.1, Prupe.4G060600.1
OG0014034	CA06g09900, CA06g09940	Prupe.2G306600.1
OG0014035	CA09g00190	Prupe.7G102300.1
OG0014036	CA01g28810	Prupe.7G235800.1
OG0014040	CA12g19230	Prupe.1G399400.1
OG0014044	CA10g12970	Prupe.7G122300.1
OG0014046	CA06g14980	Prupe.3G200600.1
OG0014047	CA04g21080	Prupe.1G370600.1
OG0014048	CA02g19320	Prupe.5G050000.1, Prupe.1G572500.1
OG0014050	CA01g13650, CA09g10770	Prupe.7G000400.1
OG0014056	CA01g31160	Prupe.8G155600.1
OG0014057	CA02g02570	Prupe.2G203800.1
OG0014058	CA09g09540	Prupe.6G298300.1, Prupe.2G267500.1
OG0014059	CA00g85880	Prupe.2G275700.1, Prupe.2G136700.1
OG0014063	CA12g15050	Prupe.3G031800.1
OG0014069	CA01g19040	Prupe.2G157100.1
OG0014073	CA09g02760, CA10g12490	Prupe.6G236700.1
OG0014088	CA06g15980, CA11g12410, CA01g30690, CA00g96770	Prupe.6G021900.1
OG0014089	CA09g14190	Prupe.6G037500.1
OG0014092	CA03g05780	Prupe.6G348800.1
OG0014094	CA01g21970	Prupe.3G001700.1
OG0014095	CA02g16480	Prupe.4G237400.1
OG0014096	CA11g00180	Prupe.1G319500.1
OG0014102	CA11g04400	Prupe.1G278100.1
OG0014103	CA12g04980	Prupe.2G091600.1
OG0014111	CA09g10220	Prupe.8G204000.1
OG0014117	CA10g08870	Prupe.6G299900.1
OG0014119	CA08g16830	Prupe.8G143700.1
OG0014126	CA00g46900	Prupe.3G063100.1
OG0014128	CA03g10140	Prupe.8G222600.1
OG0014130	CA01g31040	Prupe.8G152500.1
OG0014131	CA03g07790	Prupe.1G155700.1
OG0014133	CA03g17420	Prupe.1G013300.1
OG0014135	CA09g05700	Prupe.8G056300.1
OG0014137	CA05g07940, CA11g00160	Prupe.1G319700.1
OG0014139	CA00g52650	Prupe.8G172600.1
OG0014140	CA03g26750	Prupe.1G272200.1
OG0014144	CA08g16760	Prupe.8G144600.1
OG0014146	CA04g12620	Prupe.8G022600.1
OG0014152	CA03g16270	Prupe.2G292300.1
OG0014153	CA00g87050	Prupe.2G215500.1
OG0014154	CA00g53720	Prupe.6G303500.1
OG0014157	CA01g23210	Prupe.3G002700.1
OG0014158	CA05g03720	Prupe.6G358700.1
OG0014160	CA01g00160	Prupe.5G132600.1
OG0014163	CA11g00840	Prupe.1G313400.1
OG0014164	CA00g43940	Prupe.6G327800.1
OG0014166	CA01g27250	Prupe.2G116500.1
OG0014167	CA03g34350	Prupe.3G070800.1
OG0014173	CA01g07240	Prupe.5G034000.1
OG0014175	CA09g18420	Prupe.7G259900.1
OG0014176	CA08g14900	Prupe.1G584900.1
OG0014179	CA03g16510	Prupe.2G289700.1
OG0014180	CA03g17680	Prupe.2G293500.1
OG0014182	CA10g22240	Prupe.2G091800.1
OG0014183	CA05g05800	Prupe.1G349200.1
OG0014185	CA06g27350	Prupe.3G006900.1
OG0014187	CA06g26510	Prupe.8G196200.1
OG0014188	CA12g07010	Prupe.2G069900.1
OG0014189	CA08g10620	Prupe.2G294500.1
OG0014190	CA03g07870	Prupe.3G039700.1
OG0014192	CA08g13280	Prupe.6G308800.1
OG0014193	CA08g12350	Prupe.6G315500.1
OG0014195	CA03g34240	Prupe.3G069500.1
OG0014196	CA12g07410	Prupe.2G071700.1
OG0014200	CA04g15100	Prupe.1G568500.1
OG0014203	CA03g32670, CA12g12660	Prupe.3G099600.1
OG0014204	CA03g16220	Prupe.2G291100.1
OG0014205	CA11g01030	Prupe.1G311300.1
OG0014214	CA11g01140	Prupe.1G310100.1
OG0014216	CA06g04660, CA08g10420	Prupe.6G341600.1
OG0014217	CA00g64130	Prupe.2G285300.1
OG0014218	CA00g07110	Prupe.6G215900.1
OG0014220	CA10g17910	Prupe.1G306900.1
OG0014221	CA03g04530	Prupe.8G216700.1, Prupe.1G046900.1
OG0014222	CA00g50140	Prupe.4G234300.1, Prupe.8G033500.1
OG0014223	CA03g34040	Prupe.3G076900.1
OG0014225	CA07g05350	Prupe.1G065500.1
OG0014226	CA03g32660	Prupe.3G099300.1
OG0014228	CA07g12610	Prupe.3G223600.1
OG0014235	CA06g14150	Prupe.1G287700.1
OG0014238	CA03g02080	Prupe.1G467200.1
OG0014244	CA06g17530	Prupe.1G215000.1
OG0014245	CA03g36110	Prupe.3G054000.1
OG0014248	CA09g13730	Prupe.3G235500.1
OG0014253	CA07g16980	Prupe.4G164400.1
OG0014254	CA07g21500	Prupe.4G143700.1
OG0014264	CA03g14470	Prupe.4G123700.1
OG0014265	CA11g13720	Prupe.6G088700.1
OG0014266	CA07g18190	Prupe.4G035700.1, Prupe.4G189800.1
OG0014269	CA10g16260	Prupe.7G118900.1
OG0014271	CA02g17710	Prupe.4G029100.1
OG0014272	CA02g10200	Prupe.7G158100.1
OG0014273	CA10g18230	Prupe.1G080200.1
OG0014274	CA04g11930	Prupe.8G012400.1
OG0014275	CA07g01710	Prupe.1G225300.1, Prupe.5G042900.1
OG0014276	CA03g36940	Prupe.3G030600.1
OG0014277	CA06g22900, CA11g16870	Prupe.6G132300.1
OG0014279	CA07g21270	Prupe.4G137600.1
OG0014281	CA03g26790	Prupe.5G189200.1
OG0014282	CA03g32340	Prupe.3G094700.1
OG0014291	CA03g24320	Prupe.5G155700.1
OG0014294	CA10g01670	Prupe.4G165200.1
OG0014297	CA07g16450	Prupe.4G152000.1
OG0014300	CA00g75250	Prupe.5G149800.1
OG0014301	CA11g18310, CA06g23470	Prupe.6G113100.1
OG0014304	CA04g15710	Prupe.2G014400.1
OG0014305	CA07g18550	Prupe.4G197700.1
OG0014307	CA07g12190	Prupe.3G220600.1
OG0014311	CA06g13140	Prupe.2G049500.1
OG0014312	CA03g30520	Prupe.1G386000.1
OG0014313	CA03g19290	Prupe.2G307900.1
OG0014315	CA03g20080	Prupe.2G313600.1
OG0014317	CA06g04370	Prupe.6G077600.1
OG0014318	CA04g22250	Prupe.1G359600.1
OG0014319	CA05g04940	Prupe.6G127000.1
OG0014320	CA06g21710, CA01g31820	Prupe.1G199700.1
OG0014323	CA07g15710	Prupe.3G192000.1
OG0014324	CA11g10230	Prupe.1G245500.1
OG0014325	CA12g08890	Prupe.8G087700.1
OG0014326	CA01g02060	Prupe.5G106000.1
OG0014328	CA05g02210, CA12g03270	Prupe.6G194300.1
OG0014329	CA01g20790	Prupe.4G095900.1
OG0014331	CA07g17580	Prupe.4G177500.1
OG0014332	CA12g13520	Prupe.5G112000.1
OG0014338	CA09g00800	Prupe.2G010100.1
OG0014339	CA02g06370	Prupe.4G195700.1, Prupe.4G195500.1
OG0014341	CA10g03730	Prupe.4G057200.1
OG0014342	CA02g13200	Prupe.4G091700.1
OG0014344	CA08g14600	Prupe.1G571000.1
OG0014345	CA08g18950, CA08g18940	Prupe.8G162100.1
OG0014348	CA02g03550	Prupe.1G347500.1
OG0014349	CA02g15670, CA02g15680	Prupe.4G043200.1
OG0014354	CA08g12100	Prupe.1G559900.1, Prupe.4G263300.1
OG0014355	CA03g15640	Prupe.2G276800.1
OG0014356	CA08g13440	Prupe.7G225700.1
OG0014357	CA08g18780	Prupe.8G159600.1
OG0014358	CA01g20990	Prupe.2G020800.1
OG0014359	CA02g18860	Prupe.3G013000.1
OG0014360	CA03g01090	Prupe.8G083600.1
OG0014361	CA06g24520	Prupe.6G080800.1
OG0014362	CA09g09630	Prupe.6G070700.1
OG0014363	CA08g10350	Prupe.8G233700.1
OG0014363	CA08g03320	Prupe.1G473600.1
OG0014364	CA05g10480	Prupe.1G247400.1
OG0014365	CA04g22570	Prupe.1G355800.1
OG0014366	CA08g16070	Prupe.4G273000.1
OG0014367	CA12g20690	Prupe.1G158800.1
OG0014369	CA05g19770	Prupe.6G178600.1
OG0014371	CA11g08240	Prupe.1G254700.1
OG0014373	CA12g02770	Prupe.3G162300.1
OG0014374	CA04g07980, CA08g15520	Prupe.1G558400.1
OG0014375	CA02g22050	Prupe.7G161300.1
OG0014376	CA01g00660, CA01g00580	Prupe.5G125700.1
OG0014377	CA01g00780	Prupe.5G124300.1
OG0014378	CA00g83080	Prupe.1G498000.1
OG0014382	CA03g25250	Prupe.5G159800.1, Prupe.5G159700.1
OG0014388	CA06g14790	Prupe.1G556200.1
OG0014391	CA10g13840	Prupe.1G286500.1
OG0014392	CA02g14160, CA02g14170	Prupe.4G061600.1
OG0014393	CA08g18030	Prupe.8G112500.1
OG0014394	CA12g12180	Prupe.6G159400.1
OG0014400	CA00g07330	Prupe.1G331500.1
OG0014402	CA01g00200	Prupe.5G131800.1
OG0014405	CA05g11750	Prupe.1G231500.1
OG0014407	CA11g12290	Prupe.4G254900.1
OG0014409	CA07g14530	Prupe.3G112800.1
OG0014410	CA02g08130	Prupe.2G245600.1, Prupe.6G355900.1
OG0014412	CA01g07510	Prupe.1G249000.1
OG0014413	CA12g00040	Prupe.4G271800.1
OG0014414	CA02g22690	Prupe.7G153700.1
OG0014418	CA03g33850	Prupe.5G218000.1
OG0014419	CA06g17800	Prupe.5G228200.1
OG0014422	CA11g05360	Prupe.1G269800.1
OG0014423	CA12g02110	Prupe.3G165600.1
OG0014424	CA07g13010	Prupe.3G228400.1
OG0014428	CA08g01540	Prupe.6G003900.1
OG0014429	CA00g00750	Prupe.5G164700.1, Prupe.1G246500.1
OG0014433	CA01g12660	Prupe.4G255600.1
OG0014434	CA03g33200	Prupe.5G231900.1
OG0014435	CA12g01370	Prupe.3G163700.1
OG0014436	CA03g17210	Prupe.6G165400.1, Prupe.6G165100.1
OG0014437	CA02g12420	Prupe.4G073100.1
OG0014438	CA03g12100	Prupe.4G205700.1
OG0014440	CA02g11660	Prupe.4G079000.1
OG0014441	CA02g13530	Prupe.4G065800.1
OG0014442	CA01g05110	Prupe.8G094200.1
OG0014445	CA02g15900	Prupe.4G044800.1
OG0014446	CA03g05760	Prupe.1G210500.1
OG0014448	CA01g19720, CA01g19710	Prupe.8G086100.1
OG0014449	CA02g04450	Prupe.4G056600.1, Prupe.4G056200.1
OG0014453	CA04g12410, CA08g18190	Prupe.8G107400.1
OG0014455	CA01g04030	Prupe.8G107700.1
OG0014456	CA06g18030	Prupe.5G217300.1
OG0014457	CA12g09690, CA00g00550	Prupe.8G003900.1
OG0014459	CA11g18370	Prupe.6G113700.1
OG0014460	CA03g28950	Prupe.5G210800.1
OG0014461	CA03g28860	Prupe.5G204800.1
OG0014467	CA05g11050	Prupe.7G011400.1
OG0014470	CA02g01430, CA02g27940	Prupe.3G263000.1
OG0014471	CA06g18420	Prupe.4G035000.1
OG0014475	CA02g11490	Prupe.4G079600.1
OG0014477	CA06g26480	Prupe.8G194300.1
OG0014478	CA08g08920	Prupe.2G040800.1
OG0014486	CA01g09240	Prupe.5G007600.1
OG0014488	CA02g03340	Prupe.1G348700.1
OG0014490	CA10g21870	Prupe.7G027500.1
OG0014494	CA00g24930	Prupe.1G453100.1
OG0014496	CA11g08940	Prupe.1G239800.1
OG0014501	CA00g06860	Prupe.7G094200.1
OG0014503	CA06g21600	Prupe.2G320500.1
OG0014504	CA12g09590	Prupe.6G179700.1
OG0014505	CA02g00740	Prupe.1G393300.1
OG0014506	CA00g52200	Prupe.8G128000.1
OG0014513	CA04g08580	Prupe.3G274800.1
OG0014514	CA00g68940	Prupe.1G492300.1
OG0014516	CA08g01840	Prupe.4G081500.1
OG0014524	CA02g16110	Prupe.4G047300.1
OG0014526	CA02g13560	Prupe.4G065300.1
OG0014527	CA02g09190	Prupe.3G302300.1
OG0014530	CA12g08460	Prupe.2G032300.1
OG0014531	CA02g27360, CA04g08560	Prupe.3G254700.1
OG0014533	CA02g04370	Prupe.4G055600.1
OG0014534	CA00g85670	Prupe.4G079800.1
OG0014536	CA11g15140	Prupe.1G401500.1
OG0014539	CA08g05280	Prupe.1G447000.1
OG0014540	CA02g15930	Prupe.4G045000.1
OG0014541	CA06g21820	Prupe.5G015900.1
OG0014546	CA04g09790, CA02g27920	Prupe.3G262200.1
OG0014547	CA02g16810	Prupe.4G036900.1
OG0014553	CA03g33930	Prupe.5G136200.1
OG0014555	CA10g04130	Prupe.4G044600.1
OG0014556	CA08g16210	Prupe.8G067900.1
OG0014557	CA02g16460	Prupe.7G272000.1
OG0014558	CA02g08090	Prupe.3G242700.1
OG0014560	CA00g68490	Prupe.6G358600.1
OG0014561	CA09g16590	Prupe.7G211400.1
OG0014562	CA01g08520	Prupe.5G020000.1
OG0014563	CA12g04650	Prupe.2G208400.1
OG0014566	CA10g09520	Prupe.8G066700.1
OG0014567	CA01g00380	Prupe.1G403900.1
OG0014568	CA01g26620	Prupe.4G135900.1
OG0014569	CA08g15360	Prupe.6G356600.1, Prupe.7G056800.1
OG0014572	CA01g08000	Prupe.5G026200.1
OG0014577	CA03g33210	Prupe.5G225000.1
OG0014578	CA03g23510	Prupe.5G244500.1
OG0014579	CA01g09420	Prupe.5G018600.1
OG0014581	CA02g25410	Prupe.6G218900.1
OG0014586	CA03g03110	Prupe.6G208600.1
OG0014587	CA01g08340	Prupe.5G022200.1
OG0014591	CA04g07840, CA04g07850	Prupe.7G136200.1
OG0014593	CA10g08190	Prupe.8G141700.1
OG0014595	CA04g06980, CA00g70500	Prupe.7G165900.1
OG0014596	CA03g23880	Prupe.5G246000.1
OG0014597	CA01g03450	Prupe.4G114500.1
OG0014598	CA01g08400, CA01g08390	Prupe.5G019800.1
OG0014599	CA02g30040, CA02g08930	Prupe.3G292300.1
