Orthogroup	Solanum_lycopersicum	Capsicum_anuum
OG0012628	Solyc03T001755.1	CA03g19770
OG0012629	Solyc03T002543.1	CA03g26360
OG0012631	Solyc03T000240.1	CA03g19240
OG0012632	Solyc09T000383.1	CA09g00580
OG0012633	Solyc03T002825.1	CA03g29560
OG0012634	Solyc11T000691.1	CA04g10460
OG0012635	Solyc03T001734.1	CA03g19930
OG0012636	Solyc04T002761.1	CA04g20160
OG0012637	Solyc09T000288.1	CA09g01620
OG0012638	Solyc03T002909.1	CA03g31520
OG0012642	Solyc06T001068.1	CA06g08490
OG0012643	Solyc04T002896.1	CA04g21690
OG0012644	Solyc04T002581.1	CA04g17870
OG0012645	Solyc04T002932.3	CA04g22070
OG0012646	Solyc04T002295.1	CA00g85120
OG0012647	Solyc06T002595.1	CA06g26010
OG0012649	Solyc04T002599.1	CA04g18090
OG0012651	Solyc11T000007.1	CA04g11410
OG0012652	Solyc04T002834.1	CA03g03520
OG0012653	Solyc11T000259.1	CA12g05630
OG0012654	Solyc05T000792.1	CA11g11560
OG0012655	Solyc12T002436.1	CA12g17280
OG0012656	Solyc04T002399.1	CA00g77730
OG0012657	Solyc12T002441.1	CA02g00250, CA12g17360
OG0012658	Solyc07T002103.1	CA07g14100
OG0012659	Solyc04T002518.2	CA04g16590
OG0012660	Solyc03T002826.1	CA03g29570
OG0012660	Solyc06T001898.1	CA06g18640
OG0012661	Solyc04T002915.1	CA04g21920
OG0012662	Solyc08T001385.1	CA08g02140
OG0012663	Solyc03T001721.2	CA03g20090
OG0012664	Solyc03T001715.1	CA03g20150
OG0012665	Solyc04T002818.1	CA04g20830
OG0012666	Solyc04T003006.2	CA00g90530
OG0012668	Solyc08T001290.1, Solyc06T000402.1	CA06g05970
OG0012669	Solyc04T002369.1	CA04g15910
OG0012670	Solyc04T002448.2	CA04g16380, CA04g16400
OG0012671	Solyc03T001686.1	CA06g08500, CA03g20400
OG0012672	Solyc04T002718.1	CA04g19450, CA04g19470, CA04g19480
OG0012673	Solyc09T001699.3	CA09g10200
OG0012675	Solyc04T002447.1	CA04g16370
OG0012676	Solyc11T000677.1, Solyc06T001297.1	CA06g11980
OG0012677	Solyc04T002676.1	CA04g18830
OG0012678	Solyc04T002804.1	CA04g20640
OG0012679	Solyc11T000794.1	CA04g10090
OG0012680	Solyc04T002554.1	CA04g17470
OG0012681	Solyc11T000705.1	CA04g08710
OG0012683	Solyc05T000729.1	CA05g04650
OG0012684	Solyc06T001053.1	CA06g09070
OG0012685	Solyc04T002456.2	CA04g15270
OG0012686	Solyc07T000973.1	CA08g13130
OG0012687	Solyc04T002843.3	CA04g21410
OG0012688	Solyc03T002856.1	CA03g29860
OG0012689	Solyc06T001300.2	CA06g12160
OG0012690	Solyc10T002360.1	CA10g19950
OG0012691	Solyc04T002571.1	CA04g17710
OG0012692	Solyc01T000326.1	CA01g13350
OG0012693	Solyc04T002664.1	CA04g18630
OG0012695	Solyc03T001717.1	CA03g20130
OG0012696	Solyc04T002235.1	CA00g11060
OG0012697	Solyc04T003002.1	CA04g22940
OG0012698	Solyc03T001765.1	CA03g19630
OG0012699	Solyc04T002283.1	CA04g14930
OG0012700	Solyc08T000718.1	CA08g05580
OG0012702	Solyc03T001728.2	CA03g20000
OG0012703	Solyc04T002842.2	CA04g21430
OG0012704	Solyc04T002268.1	CA04g15220
OG0012706	Solyc09T001370.1, Solyc06T002632.1	CA06g26350
OG0012707	Solyc09T001324.1	CA05g00140
OG0012708	Solyc01T000082.1	CA12g22780, CA01g11510
OG0012709	Solyc04T002978.1	CA04g22650
OG0012710	Solyc04T002236.1	CA00g11050
OG0012711	Solyc04T002662.1	CA04g18610
OG0012712	Solyc11T000471.1	CA00g84410
OG0012714	Solyc04T002845.1	CA04g21390
OG0012715	Solyc01T004225.1	CA00g58500
OG0012717	Solyc12T001060.1	CA05g12520
OG0012718	Solyc01T002131.1	CA01g24430
OG0012720	Solyc04T002515.1	CA04g16560
OG0012721	Solyc12T002488.1	CA12g17870
OG0012722	Solyc04T002503.1	CA00g83840
OG0012723	Solyc11T000736.1	CA06g20120
OG0012725	Solyc08T001668.2	CA01g09740
OG0012726	Solyc01T000057.1	CA00g84900, CA08g00300
OG0012727	Solyc12T002315.1	CA12g01380
OG0012728	Solyc01T004362.1	CA00g52670
OG0012729	Solyc04T001954.1	CA04g12270
OG0012730	Solyc12T002427.1	CA12g16990
OG0012731	Solyc11T000702.1	CA00g16570
OG0012732	Solyc04T002438.1	CA04g12460, CA04g16280
OG0012733	Solyc12T002510.1, Solyc12T002509.1	CA12g18210
OG0012734	Solyc03T000244.1	CA03g19180
OG0012737	Solyc10T000033.1	CA10g05360
OG0012739	Solyc03T002689.1	CA03g28350
OG0012740	Solyc01T002026.1	CA01g21590
OG0012742	Solyc01T002177.1	CA01g24920
OG0012743	Solyc02T002609.1	CA02g25480
OG0012744	Solyc02T001771.1	CA02g18700
OG0012745	Solyc07T000643.1	CA04g04260
OG0012746	Solyc07T001467.1	CA07g08780
OG0012748	Solyc07T000266.1	CA07g03620
OG0012749	Solyc03T002437.1	CA03g25310
OG0012750	Solyc03T002488.1	CA00g00510
OG0012751	Solyc09T000734.1	CA09g12420
OG0012752	Solyc03T001877.1	CA03g01340
OG0012753	Solyc09T002452.1	CA03g06290
OG0012754	Solyc05T002446.1	CA05g16610
OG0012755	Solyc03T003062.2	CA03g30480
OG0012756	Solyc08T002248.1	CA01g03930
OG0012757	Solyc03T002651.1	CA03g27160
OG0012758	Solyc02T000525.1	CA02g03180
OG0012760	Solyc07T001554.1	CA07g09870
OG0012762	Solyc08T000249.1	CA01g33240
OG0012763	Solyc02T001913.2	CA02g20120
OG0012764	Solyc05T002679.1	CA05g20170
OG0012765	Solyc08T002302.3	CA01g03240
OG0012766	Solyc02T001949.1	CA02g21010
OG0012767	Solyc07T000137.1	CA07g01160
OG0012768	Solyc07T000289.1	CA00g20840
OG0012770	Solyc07T002635.2	CA07g19650
OG0012771	Solyc04T002892.1	CA04g21620
OG0012772	Solyc07T002322.1	CA07g15510
OG0012773	Solyc01T001294.1	CA02g18590
OG0012774	Solyc10T000085.1	CA10g01100
OG0012775	Solyc04T002958.1	CA04g22400
OG0012776	Solyc09T001098.1	CA09g10030
OG0012778	Solyc12T000192.1	CA09g15560
OG0012780	Solyc02T001320.1	CA02g12850
OG0012781	Solyc03T002410.1	CA03g24650
OG0012782	Solyc02T002002.1	CA02g21320
OG0012784	Solyc07T000230.1	CA07g02870
OG0012786	Solyc12T000180.1	CA09g15320
OG0012787	Solyc03T000465.1	CA04g03340
OG0012788	Solyc06T002021.1	CA06g19910
OG0012788	Solyc03T002475.1	CA00g00700
OG0012789	Solyc07T001542.2	CA07g05120
OG0012790	Solyc02T002841.1	CA02g14490
OG0012792	Solyc03T002913.1	CA03g31560
OG0012793	Solyc11T002166.1	CA11g17420
OG0012794	Solyc03T002580.1	CA00g80640
OG0012795	Solyc07T000295.1	CA07g03830
OG0012797	Solyc03T002770.1	CA12g16710, CA03g28670
OG0012798	Solyc07T000003.1	CA07g02530
OG0012799	Solyc03T002534.1	CA03g26470
OG0012800	Solyc01T000230.1	CA08g00910
OG0012801	Solyc01T003518.1	CA08g14830, CA08g14840
OG0012802	Solyc07T000126.1	CA07g01410
OG0012803	Solyc09T000975.1	CA02g02790
OG0012804	Solyc03T002877.1	CA03g29990
OG0012805	Solyc12T001466.1	CA02g14800
OG0012806	Solyc07T000263.2	CA07g03520
OG0012806	Solyc12T000385.1	CA09g17940
OG0012807	Solyc02T002548.1	CA02g26020
OG0012808	Solyc07T000121.2	CA07g01370
OG0012809	Solyc02T002083.1	CA02g21910
OG0012810	Solyc01T003513.1	CA08g14800
OG0012811	Solyc05T002065.1	CA05g12820
OG0012812	Solyc10T000107.1	CA10g01270
OG0012814	Solyc03T000463.2	CA04g03320
OG0012815	Solyc02T001740.1	CA02g18320
OG0012816	Solyc07T001382.1	CA03g24660
OG0012817	Solyc08T002034.1	CA01g07020
OG0012818	Solyc10T000365.1	CA10g03520
OG0012819	Solyc01T002215.1	CA00g47390
OG0012820	Solyc07T002768.1	CA07g20860
OG0012822	Solyc12T000866.1	CA03g14900
OG0012823	Solyc01T002198.1	CA01g23660
OG0012824	Solyc05T000660.1	CA11g03440
OG0012825	Solyc02T002716.1	CA02g24670
OG0012826	Solyc06T000121.1	CA06g03660
OG0012828	Solyc03T002674.1	CA03g28180
OG0012829	Solyc09T000941.1	CA09g10810
OG0012830	Solyc03T002451.1	CA03g26300
OG0012831	Solyc07T000239.1	CA11g08130
OG0012832	Solyc02T002131.1	CA02g22530
OG0012834	Solyc03T002777.1	CA02g01540, CA03g28740
OG0012835	PRAM_26363.1.p3	CA02g26200
OG0012836	Solyc02T001987.1	CA02g20830
OG0012837	Solyc02T000745.1	CA02g06140
OG0012838	Solyc12T001346.1	CA05g01340
OG0012839	Solyc01T001304.1	CA02g02680
OG0012840	Solyc07T000231.1	CA07g03020, CA07g02880
OG0012841	Solyc03T002891.1	CA03g30130
OG0012842	Solyc03T002703.2	CA03g28510
OG0012843	Solyc03T002646.1	CA03g27190
OG0012845	Solyc07T000071.1	CA07g01850
OG0012845	Solyc12T000400.1	CA09g18260
OG0012846	Solyc07T002659.1	CA07g19870
OG0012847	Solyc09T002828.2	CA03g04110
OG0012848	Solyc08T000465.1	CA01g30620
OG0012849	Solyc06T002569.1	CA06g25750
OG0012850	Solyc01T001925.1	CA01g25510
OG0012851	Solyc02T000930.1	CA02g08010
OG0012852	Solyc04T000299.1	CA05g05770
OG0012853	Solyc07T002727.1	CA07g20430
OG0012854	Solyc02T001077.1	CA02g09430
OG0012855	Solyc01T002221.1	CA01g25000
OG0012856	Solyc09T002458.1	CA03g05980
OG0012857	Solyc02T002817.1	CA02g14810
OG0012858	Solyc06T002591.1	CA06g25950
OG0012859	Solyc02T001989.1	CA02g20430
OG0012860	Solyc05T002437.1	CA05g16740
OG0012861	Solyc04T002437.1	CA04g16270
OG0012862	Solyc02T002813.1	CA02g14850
OG0012864	Solyc07T000503.1, Solyc09T001112.1	CA01g26860
OG0012865	Solyc07T000099.1	CA07g01500
OG0012866	Solyc06T000564.2	CA06g06090
OG0012867	Solyc10T000014.1	CA10g06000
OG0012868	Solyc01T004393.1	CA00g81210
OG0012869	Solyc03T002648.1	CA03g27170
OG0012870	Solyc07T001443.1	CA07g11650
OG0012871	Solyc07T000232.1	CA07g02890
OG0012871	Solyc12T000449.1	CA09g18540
OG0012872	Solyc08T002009.2	CA01g06720
OG0012873	Solyc02T002555.2	CA02g25950
OG0012874	Solyc04T000610.1	CA05g01330
OG0012876	Solyc03T000777.1	CA01g06900
OG0012877	Solyc01T002235.1	CA01g25350
OG0012878	Solyc11T000243.1	CA12g05830
OG0012879	Solyc06T001932.1	CA06g19060
OG0012879	Solyc03T002908.1	CA03g31510
OG0012880	Solyc01T001653.1	CA01g15940
OG0012881	Solyc09T001315.1	CA09g09930
OG0012882	Solyc03T002652.1	CA03g27150
OG0012883	Solyc03T000787.1, Solyc02T002827.1	CA02g14630
OG0012884	Solyc03T000567.1	CA00g84580
OG0012885	Solyc02T000838.1	CA02g07350
OG0012886	Solyc05T001178.3	CA06g04960
OG0012887	Solyc01T000122.1	CA00g15270
OG0012889	Solyc07T000113.1	CA07g01300
OG0012890	Solyc06T001944.1	CA06g19220
OG0012892	Solyc01T000255.1	CA08g00590
OG0012893	Solyc01T003025.1	CA08g09630
OG0012894	Solyc06T000094.1	CA06g05000
OG0012895	Solyc07T000015.1	CA07g02280
OG0012896	Solyc07T002678.1	CA07g20070
OG0012897	Solyc12T000381.1	CA09g17890
OG0012897	Solyc07T000269.1	CA07g03710
OG0012898	Solyc06T001375.1	CA06g13120
OG0012899	Solyc08T000245.1	CA01g33980
OG0012900	Solyc06T001833.1	CA03g32990, CA06g17790
OG0012902	Solyc06T002202.1	CA06g22070
OG0012904	Solyc03T000204.1	CA00g46200
OG0012905	Solyc08T002284.1	CA01g03470
OG0012907	Solyc01T002938.2	CA02g16490, CA08g08270
OG0012908	Solyc10T002502.1	CA10g18550
OG0012909	Solyc03T001171.1	CA10g21200, CA03g13040
OG0012910	Solyc05T002129.1	CA05g11510
OG0012911	Solyc10T002178.1	CA10g22460
OG0012912	Solyc09T002296.1	CA03g07980
OG0012913	Solyc10T002441.1	CA10g19210
OG0012913	Solyc01T002353.1	CA01g17370
OG0012916	Solyc10T002246.2	CA10g21600
OG0012918	Solyc04T001652.1	CA05g16670, CA12g08800, CA05g16660
OG0012919	Solyc10T002604.1	CA10g17410
OG0012920	Solyc04T002959.4	CA04g22430
OG0012921	Solyc06T000194.1	CA06g01830
OG0012922	Solyc03T000001.1	CA00g82030
OG0012923	Solyc04T002753.1	CA04g20000
OG0012924	Solyc03T001300.1	CA03g12160
OG0012925	Solyc03T000008.1	CA04g00170
OG0012926	Solyc08T001520.1	CA00g00130
OG0012926	Solyc08T001519.1	CA00g00230
OG0012927	Solyc03T001245.1	CA09g12660
OG0012928	Solyc04T001521.1	CA12g10210
OG0012929	Solyc01T002530.1	CA00g68480
OG0012930	Solyc02T001070.1	CA02g09270
OG0012931	Solyc08T000806.1	CA01g13410
OG0012932	Solyc01T003250.1	CA08g12150
OG0012933	Solyc05T000911.1	CA00g41000
OG0012934	Solyc09T000141.1	CA09g03010
OG0012935	Solyc03T000002.1	CA00g82020
OG0012937	Solyc10T002456.1	CA10g19070
OG0012938	Solyc08T001386.3	CA08g02150
OG0012939	Solyc09T000444.1	CA09g04650
OG0012939	Solyc10T002918.1	CA10g11610
OG0012940	Solyc01T003436.1	CA00g53890
OG0012941	Solyc03T001346.1	CA03g12310
OG0012942	Solyc01T002021.1	CA01g23170
OG0012943	Solyc01T003075.1	CA08g10100
OG0012944	Solyc10T002510.1	CA10g18480
OG0012945	Solyc04T002719.1	CA04g19490
OG0012948	Solyc06T002697.1	CA06g28050
OG0012949	PRAM_26326.1.p1	CA02g26270
OG0012950	Solyc01T002653.1	CA00g32540
OG0012951	Solyc11T001431.1, Solyc11T001430.1	CA05g04470, CA05g04480
OG0012952	Solyc03T001048.1	CA03g14770
OG0012953	Solyc04T002701.1	CA04g19130
OG0012954	Solyc01T003465.1	CA08g13460
OG0012955	Solyc10T002189.1	CA10g22400
OG0012957	Solyc04T002788.1	CA04g20440
OG0012958	Solyc04T001579.2	CA12g11380
OG0012959	Solyc09T002727.1	CA03g01070
OG0012960	Solyc11T001525.2	CA10g08100
OG0012961	Solyc02T002116.1	CA02g22270
OG0012962	Solyc01T003295.3	CA00g66960
OG0012963	Solyc03T001248.1	CA03g10520
OG0012965	Solyc06T002205.1	CA06g22080
OG0012966	Solyc02T002974.1	CA02g31270
OG0012967	Solyc01T003292.1	CA00g66930
OG0012968	Solyc04T003027.1	CA04g23490
OG0012969	Solyc02T002983.1	CA02g31360
OG0012971	Solyc04T002900.1	CA04g21750
OG0012974	Solyc03T000200.1	CA00g64160
OG0012975	Solyc04T000439.1	CA05g03250
OG0012976	Solyc06T002764.1	CA06g27610
OG0012977	Solyc09T002284.2	CA03g35130
OG0012978	Solyc08T001781.1	CA01g29490
OG0012979	Solyc02T001031.1	CA02g00260
OG0012981	Solyc10T002341.1	CA10g20130
OG0012982	Solyc08T001163.2	CA08g03060
OG0012983	Solyc01T002119.1	CA01g24110
OG0012985	Solyc01T003342.1	CA08g12400
OG0012986	Solyc04T000837.1	CA00g73120
OG0012987	Solyc09T000165.1	CA09g02890
OG0012988	Solyc11T000093.1	CA12g07880
OG0012989	Solyc06T000410.1	CA06g06080
OG0012990	Solyc08T001339.1	CA06g03540
OG0012992	Solyc04T002744.2	CA04g19860
OG0012993	Solyc02T001623.1	CA02g16790
OG0012994	Solyc10T002550.1	CA10g18100
OG0012995	Solyc10T002250.1	CA10g21560
OG0012996	Solyc02T002936.1	CA02g30840
OG0012998	Solyc04T002547.1	CA04g17550
OG0012999	Solyc08T001477.1	CA07g10640
OG0013001	Solyc06T001609.1	CA06g14620
OG0013002	Solyc09T002229.1	CA03g08350
OG0013003	Solyc04T002822.2	CA04g20880
OG0013004	Solyc09T002231.1	CA03g08370
OG0013005	Solyc01T003420.1	CA00g62050
OG0013006	Solyc01T003251.1	CA08g12140
OG0013008	Solyc11T002223.1	CA11g16690
OG0013009	Solyc04T002869.1	CA04g21030
OG0013010	Solyc01T002091.1	CA01g22460
OG0013011	Solyc01T003158.1	CA08g11060
OG0013012	Solyc04T000834.1	CA00g95300
OG0013013	Solyc09T000219.1	CA09g02050
OG0013013	Solyc10T002911.1	CA10g11670
OG0013014	Solyc01T003163.1	CA08g11140
OG0013016	Solyc03T003380.1	CA03g35760
OG0013017	Solyc09T002109.1	CA00g53950, CA00g85800
OG0013018	Solyc04T000701.1	CA05g00580
OG0013019	Solyc09T002243.1	CA03g08470
OG0013020	Solyc09T002188.1	CA06g27580, CA03g09030
OG0013021	Solyc03T000837.1	CA03g33010
OG0013022	Solyc01T001349.1	CA01g19920
OG0013023	Solyc04T002867.1	CA04g21060
OG0013024	Solyc01T003051.1	CA08g09910
OG0013025	Solyc11T002551.1	CA11g13690
OG0013026	Solyc08T001498.1	CA08g17290, CA08g03370, CA08g03390
OG0013027	Solyc01T000012.1	CA08g01220
OG0013028	Solyc02T002873.1	CA02g30290
OG0013031	Solyc01T003240.1	CA08g11860
OG0013032	Solyc10T002402.2	CA10g19650
OG0013033	Solyc02T000317.1	CA02g04750
OG0013034	Solyc01T003198.2	CA08g11510
OG0013035	Solyc10T002532.1	CA10g18310
OG0013036	Solyc10T002190.2, Solyc10T002153.1	CA10g22380
OG0013037	Solyc01T000045.1	CA00g07240, CA00g07250, CA00g07220
OG0013038	Solyc05T001674.1	CA11g09890
OG0013039	Solyc02T002530.1	CA02g26130
OG0013040	Solyc03T001770.1	CA02g18990, CA02g18930, CA03g19460, CA03g19540
OG0013041	Solyc04T002700.1	CA04g19120
OG0013042	Solyc01T003260.1	CA08g12040
OG0013043	Solyc01T002980.1	CA00g64580
OG0013044	Solyc04T002874.5	CA04g23120
OG0013045	Solyc12T002408.1	CA12g16550
OG0013046	Solyc06T000276.1	CA05g15030
OG0013047	Solyc02T002955.1	CA02g31020
OG0013048	Solyc10T002609.1	CA10g17340
OG0013051	Solyc08T001372.1	CA08g05030
OG0013052	Solyc09T000113.1	CA09g03610
OG0013053	Solyc01T003365.1	CA00g80820
OG0013056	Solyc09T001997.1	CA03g10040
OG0013057	Solyc03T003562.1	CA03g36930
OG0013057	Solyc12T002157.1	CA12g14870
OG0013060	Solyc02T002918.1	CA02g30690
OG0013062	Solyc09T000358.1	CA09g00780
OG0013063	Solyc06T001599.1	CA06g14500
OG0013064	Solyc04T002984.1	CA04g22730
OG0013065	Solyc06T002709.1	CA06g27910
OG0013066	Solyc08T000820.1	CA00g16020
OG0013067	Solyc04T002569.1	CA04g17690
OG0013068	Solyc09T002025.3	CA03g09750
OG0013069	Solyc01T002122.1	CA01g24140
OG0013070	Solyc11T000853.1	CA04g11350
OG0013072	Solyc07T000196.1	CA00g69610
OG0013073	Solyc05T000597.1	CA07g08490
OG0013075	Solyc05T002450.1	CA05g16560
OG0013076	Solyc06T002601.1, Solyc06T000148.1	CA06g26040
OG0013077	Solyc09T000445.1	CA09g04640
OG0013079	Solyc02T002594.1	CA02g25580, CA02g05960
OG0013082	Solyc03T002263.1	CA03g23070
OG0013083	Solyc10T002590.1, Solyc02T000953.1, Solyc02T002444.1	CA02g27300
OG0013084	Solyc07T000342.1	CA07g05830
OG0013086	Solyc07T002615.1	CA07g19120
OG0013088	Solyc03T000522.1	CA04g05150
OG0013089	Solyc06T002648.1	CA06g26520
OG0013090	Solyc07T002432.1	CA07g17020
OG0013091	Solyc06T002568.1	CA06g25720
OG0013092	Solyc11T002432.1	CA11g15570
OG0013093	Solyc06T000238.1	CA06g01300
OG0013094	Solyc09T002233.1	CA03g08400
OG0013095	Solyc07T002726.1	CA07g20410
OG0013096	Solyc07T001805.1	CA07g10870
OG0013097	Solyc12T002810.1	CA12g21760
OG0013098	Solyc04T002498.1	CA04g17260
OG0013099	Solyc04T000542.1	CA05g01820
OG0013100	Solyc02T001807.1	CA02g19020
OG0013101	Solyc03T002016.1	CA03g12230
OG0013103	Solyc02T001780.1, Solyc03T000496.1	CA04g04060
OG0013104	Solyc02T002722.1	CA02g24730
OG0013105	Solyc06T000781.1	CA06g06900
OG0013107	Solyc06T000832.1	CA06g21690
OG0013108	Solyc05T002495.1	CA05g17300
OG0013109	Solyc12T000003.1	CA10g02480
OG0013110	Solyc05T002386.2	CA05g15220
OG0013111	Solyc12T000724.1	CA01g21710
OG0013112	Solyc10T000281.1	CA10g02180
OG0013114	Solyc02T002663.1	CA02g24090
OG0013115	Solyc01T003504.1	CA08g14740
OG0013116	Solyc09T001128.1	CA09g09340
OG0013117	Solyc02T002675.1	CA02g24240
OG0013118	Solyc09T000096.1	CA09g03180
OG0013119	Solyc06T000911.1, Solyc05T002365.1	CA05g15500
OG0013120	Solyc06T000200.1	CA06g01790
OG0013121	Solyc06T000090.1	CA06g05470
OG0013122	Solyc06T000788.1	CA06g06130
OG0013123	Solyc06T000532.1	CA06g08280
OG0013124	Solyc04T000547.1	CA05g01800
OG0013125	Solyc01T000945.1	CA01g14600, CA04g08730, CA09g09950, CA07g05600
OG0013126	Solyc01T000076.1	CA01g11950
OG0013127	Solyc04T000533.1	CA05g01890
OG0013128	PRAM_26105.1.p1	CA00g67070
OG0013129	Solyc01T004390.1	CA00g81230
OG0013130	Solyc03T000477.1	CA04g03490
OG0013131	Solyc04T000520.1	CA05g02080
OG0013131	Solyc04T002422.1	CA04g16130
OG0013133	Solyc05T002565.1	CA05g18530
OG0013134	Solyc07T002752.1	CA07g20680
OG0013135	Solyc02T001961.1	CA02g20450
OG0013136	Solyc11T000540.1	CA12g01930
OG0013138	Solyc11T000897.1	CA04g10340
OG0013139	Solyc03T002077.1	CA03g12710
OG0013140	Solyc01T004155.1	CA00g64370
OG0013141	Solyc04T000070.1	CA05g09510
OG0013142	Solyc12T000016.1	CA03g12130
OG0013143	Solyc01T004188.1	CA00g72040
OG0013144	Solyc03T001633.1	CA03g21020
OG0013146	Solyc06T000550.1	CA06g05960
OG0013147	Solyc01T002732.3	CA01g11220
OG0013148	Solyc03T002015.1	CA03g12260
OG0013149	Solyc06T002560.1	CA06g25680
OG0013150	Solyc09T001285.1	CA09g06840
OG0013151	Solyc07T002329.1	CA07g15440
OG0013153	Solyc12T000736.1	CA03g14520
OG0013154	Solyc01T004323.1	CA08g19270
OG0013156	Solyc07T002665.1	CA07g19940
OG0013156	Solyc12T000710.2	CA03g13810
OG0013157	Solyc08T001950.2	CA01g07400
OG0013159	Solyc06T002605.1	CA06g26070
OG0013160	Solyc07T002277.1	CA07g16020
OG0013161	Solyc06T002149.1	CA06g21490
OG0013162	Solyc08T001928.1	CA01g07740
OG0013163	Solyc11T000341.1	CA12g04320
OG0013165	Solyc12T002382.2	CA12g16480
OG0013166	Solyc04T003001.1	CA04g22920
OG0013168	Solyc12T002494.1	CA04g22540
OG0013169	Solyc03T002499.1	CA00g00400
OG0013170	Solyc06T000068.1	CA06g24840, CA06g04720
OG0013172	Solyc09T002176.1, Solyc09T002177.1	CA00g67430, CA00g67420
OG0013173	Solyc10T001699.1	CA10g07900
OG0013173	Solyc01T004146.1	CA00g64270
OG0013174	Solyc05T002483.1, Solyc09T002704.1	CA03g01430
OG0013175	Solyc02T001098.1	CA02g09760
OG0013175	Solyc02T000447.1, Solyc02T001099.1	CA02g09770
OG0013176	Solyc07T001309.1	CA07g05870
OG0013177	Solyc11T000036.1	CA12g08680
OG0013178	Solyc12T000253.1	CA09g16430, CA00g76540
OG0013179	Solyc11T002362.1	CA11g20060
OG0013181	Solyc12T002689.1, Solyc05T002501.1	CA05g17410
OG0013182	Solyc03T003206.2	CA03g33220
OG0013183	Solyc01T003345.1	CA00g77030, CA08g12380
OG0013184	Solyc07T001633.1	CA07g08560
OG0013185	Solyc09T002771.1	CA03g00850
OG0013186	Solyc09T000509.1	CA09g05110
OG0013187	Solyc10T000368.1	CA10g03530
OG0013188	Solyc11T000373.1	CA12g03820
OG0013189	Solyc07T000431.1	CA12g17380
OG0013190	Solyc03T003596.1	CA03g36460
OG0013192	Solyc01T002882.1	CA08g07640
OG0013193	Solyc02T002454.1	CA02g27260
OG0013194	Solyc06T000184.1	CA08g18420
OG0013196	Solyc09T000595.1	CA10g10920, CA00g52220
OG0013197	Solyc01T002890.1	CA08g07760
OG0013199	Solyc04T001036.1	CA12g11000
OG0013200	Solyc09T002779.1	CA03g00650
OG0013201	Solyc02T001192.1	CA02g04790
OG0013202	Solyc03T003032.1	CA03g32680
OG0013203	Solyc05T001042.1	CA11g10610
OG0013204	Solyc04T000595.1	CA05g01780
OG0013205	Solyc01T001824.1, Solyc01T001820.1, Solyc01T001823.1, Solyc01T001825.1	CA01g16920
OG0013206	Solyc07T000360.1	CA07g05720
OG0013208	Solyc10T002247.1	CA10g21590
OG0013208	Solyc10T002457.1	CA10g19060
OG0013210	Solyc02T001090.3	CA02g09690
OG0013211	Solyc07T001730.1	CA07g08110
OG0013212	Solyc09T000013.1	CA09g10060
OG0013216	Solyc09T002869.1	CA03g03120
OG0013217	Solyc02T002650.1	CA04g08230
OG0013218	Solyc09T001089.1	CA09g12450
OG0013219	Solyc01T003472.1	CA08g13530
OG0013220	Solyc05T001671.1	CA11g09030
OG0013221	Solyc01T001877.1, Solyc12T002770.1	CA12g21480
OG0013222	Solyc10T002059.1	CA10g09450
OG0013223	Solyc05T001966.1	CA09g04500
OG0013224	Solyc04T000615.1	CA05g01360
OG0013225	Solyc09T000604.1	CA00g00990
OG0013226	Solyc01T002033.1	CA01g21640
OG0013227	Solyc02T002658.1	CA02g24040
OG0013228	Solyc06T001704.1	CA06g16750
OG0013229	Solyc01T003599.2	CA08g14410
OG0013231	Solyc01T002145.1	CA01g24630
OG0013232	Solyc11T001702.1	CA05g04560
OG0013233	Solyc08T000610.1	CA08g01850
OG0013234	Solyc01T003565.1	CA08g15320
OG0013235	Solyc03T000145.1	CA04g02470
OG0013236	Solyc07T002597.1	CA01g20880
OG0013237	Solyc01T000147.2	CA00g32760
OG0013238	Solyc01T003484.1	CA08g13650
OG0013239	Solyc06T001208.1	CA00g53550
OG0013240	Solyc01T001875.2	CA01g18370
OG0013241	Solyc01T002290.1	CA00g36800
OG0013242	Solyc12T001324.1	CA12g10860
OG0013243	Solyc09T000642.1	CA09g06360
OG0013245	Solyc01T003522.1	CA08g14880
OG0013246	Solyc04T001624.1	CA12g11080
OG0013247	Solyc01T001550.1	CA00g85690
OG0013248	Solyc05T002077.2	CA07g09110
OG0013251	Solyc03T003021.1	CA03g32560, CA03g32550, CA03g32540
OG0013252	Solyc02T001140.1	CA00g50510
OG0013253	Solyc09T002742.1	CA03g00430
OG0013254	Solyc10T001051.1	CA10g07880
OG0013255	Solyc11T000595.1	CA12g01060
OG0013256	Solyc02T001853.1	CA02g19440
OG0013257	Solyc08T000048.1	CA01g29990
OG0013258	Solyc12T000516.1	CA09g08000, CA09g08010
OG0013259	Solyc06T001214.1, Solyc01T002214.1	CA01g23490
OG0013260	Solyc05T002695.1	CA05g20030
OG0013261	Solyc11T000601.2	CA12g01130
OG0013262	Solyc04T002909.3	CA04g21860
OG0013263	Solyc09T002720.1	CA03g01140
OG0013264	Solyc07T001027.1	CA04g10180
OG0013265	Solyc05T002568.1	CA05g18650
OG0013266	Solyc12T002709.1	CA12g20770
OG0013267	Solyc07T001729.4	CA07g08150
OG0013268	Solyc10T002145.2	CA10g11110
OG0013269	Solyc12T002675.1	CA12g20300
OG0013270	Solyc11T001958.1	CA09g07890
OG0013271	Solyc04T000607.1	CA05g01290
