Orthogroup	Solanum_lycopersicum	Prunus_persica
OG0015111	Solyc11T002530.1	Prupe.4G129800.1
OG0015113	Solyc03T003590.1	Prupe.3G023300.1, Prupe.1G079300.1
OG0015116	Solyc10T002052.1	Prupe.6G300300.1
OG0015117	Solyc11T000615.1	Prupe.4G010000.1
OG0015118	Solyc06T001089.1	Prupe.3G044800.1
OG0015119	Solyc05T002091.1	Prupe.2G167900.1, Prupe.2G295600.1
OG0015120	Solyc01T002643.1	Prupe.1G397500.1
OG0015121	Solyc10T000719.1	Prupe.2G127800.1
OG0015122	Solyc03T003585.1	Prupe.3G022100.1
OG0015123	Solyc10T001635.1	Prupe.7G003700.1
OG0015124	Solyc05T002208.1	Prupe.6G322400.1, Prupe.7G048200.1
OG0015125	Solyc04T000290.1	Prupe.4G214000.1
OG0015126	Solyc01T000217.1	Prupe.1G348500.1
OG0015127	Solyc02T001557.1	Prupe.4G047400.1
OG0015128	Solyc04T002626.1	Prupe.1G338000.1
OG0015130	Solyc01T003661.1	Prupe.1G562900.1
OG0015131	Solyc07T000208.1	Prupe.1G454500.1
OG0015132	Solyc04T001989.3	Prupe.1G190200.1, Prupe.2G008800.1
OG0015133	Solyc04T001681.1	Prupe.6G171800.1
OG0015134	Solyc12T002555.1	Prupe.5G021500.1
OG0015136	Solyc06T001048.1, Solyc03T003297.1	Prupe.7G237000.1
OG0015138	Solyc01T002459.1	Prupe.1G408800.1
OG0015139	Solyc05T001277.1	Prupe.7G241200.1
OG0015140	Solyc01T002195.1	Prupe.1G148000.1
OG0015141	Solyc01T002712.1	Prupe.2G143900.1
OG0015143	Solyc04T000295.3	Prupe.1G349400.1
OG0015144	Solyc04T000297.1	Prupe.7G009700.1
OG0015145	Solyc06T002034.1	Prupe.6G077700.1
OG0015146	Solyc01T003917.1	Prupe.8G139200.1
OG0015147	Solyc08T001667.1	Prupe.1G459800.1
OG0015148	Solyc07T000405.1	Prupe.1G333400.1
OG0015149	Solyc10T002621.3	Prupe.7G109600.1
OG0015150	Solyc02T001105.1	Prupe.1G196300.1
OG0015152	Solyc08T001719.1	Prupe.1G463100.1
OG0015153	Solyc02T002855.3	Prupe.3G293000.1
OG0015154	Solyc04T002567.1	Prupe.1G421700.1
OG0015155	Solyc03T001161.1	Prupe.7G064000.1
OG0015156	Solyc12T001138.1, Solyc12T001141.1	Prupe.7G018700.1
OG0015157	Solyc01T003293.1, Solyc09T002036.2	Prupe.6G320500.1
OG0015158	Solyc01T003290.1	Prupe.6G321000.1
OG0015160	Solyc01T003719.1	Prupe.7G084500.1
OG0015161	Solyc04T002314.1	Prupe.1G571500.1
OG0015162	Solyc01T001609.1	Prupe.1G115600.1
OG0015163	Solyc11T000865.1, Solyc11T000870.1	Prupe.3G184500.1
OG0015164	Solyc09T002636.2	Prupe.1G054600.1
OG0015165	Solyc11T002284.1	Prupe.8G020300.1
OG0015166	Solyc06T000204.1	Prupe.1G045300.1
OG0015167	Solyc04T002882.1	Prupe.1G368800.1, Prupe.1G182400.1
OG0015169	Solyc01T002191.1	Prupe.3G113000.1
OG0015170	Solyc05T002196.4	Prupe.2G143300.1
OG0015185	Solyc09T000514.1	Prupe.6G259300.1
OG0015194	Solyc11T000147.1	Prupe.2G072200.1
OG0015203	Solyc09T000064.1	Prupe.6G248900.1
OG0015205	Solyc05T002024.1	Prupe.6G216000.1
OG0015206	Solyc07T002697.1	Prupe.5G138500.1
OG0015225	Solyc08T000160.1	Prupe.1G358600.1
OG0015236	Solyc06T001481.1, Solyc06T001480.1, Solyc06T002658.1	Prupe.8G198600.1
OG0015242	Solyc06T000305.1, Solyc06T000244.1	Prupe.3G004400.1
OG0015249	Solyc01T001891.1	Prupe.1G137900.1
OG0015272	Solyc03T002224.1	Prupe.5G144800.1
OG0015273	Solyc10T000534.1	Prupe.7G178700.1, Prupe.7G178600.1
OG0015321	Solyc05T000172.1	Prupe.1G265300.1
OG0015327	Solyc01T002130.1	Prupe.8G269900.1
OG0015336	Solyc09T002410.1	Prupe.1G022300.1
OG0015345	Solyc12T000007.1	Prupe.4G215200.1
OG0015348	Solyc01T003521.1	Prupe.1G585100.1
OG0015349	Solyc01T003574.1	Prupe.1G577900.1, Prupe.2G002000.1
OG0015367	Solyc07T001765.1	Prupe.3G199000.1
OG0015377	Solyc11T000342.1	Prupe.1G460000.1, Prupe.1G087800.1
OG0015399	Solyc03T000208.1	Prupe.2G283000.1
OG0015407	Solyc02T000432.1	Prupe.4G056300.1
OG0015409	Solyc12T002515.1	Prupe.5G005600.1
OG0015420	Solyc07T000134.1, Solyc12T000460.1	Prupe.1G098900.1, Prupe.1G098800.1
OG0015428	Solyc04T003024.1	Prupe.8G182400.1, Prupe.5G004600.1
OG0015448	Solyc06T000315.1	Prupe.3G007300.1
OG0015470	Solyc08T000150.1, Solyc08T001655.1	Prupe.1G398300.1
OG0015487	Solyc07T002785.1, Solyc01T003495.1	Prupe.6G036400.1
OG0015493	Solyc07T001166.1	Prupe.1G374900.1
OG0015494	Solyc10T000763.1, Solyc10T001464.1	Prupe.6G157700.1
OG0015507	Solyc08T002523.1	Prupe.3G206300.1
OG0015517	Solyc04T001278.1	Prupe.2G245300.1
OG0015522	Solyc01T003028.1	Prupe.2G044600.1
OG0015527	Solyc02T002188.1	Prupe.1G307700.1, Prupe.3G238500.1
OG0015531	Solyc02T002869.1	Prupe.3G295100.1, Prupe.5G162900.1
OG0015535	Solyc10T002608.1	Prupe.7G100900.1
OG0015546	Solyc10T002060.1	Prupe.6G298200.1
OG0015563	Solyc01T001295.1	Prupe.6G000800.1
OG0015571	Solyc08T000170.1, Solyc10T002745.1	Prupe.2G211200.1
OG0015575	Solyc01T000066.1	Prupe.3G214500.1
OG0015580	Solyc02T001622.1	Prupe.4G036700.1
OG0015603	Solyc03T002644.1	Prupe.5G178900.1
OG0015604	Solyc04T001850.1	Prupe.6G182900.1, Prupe.6G183100.1
OG0015609	Solyc11T002403.2	Prupe.7G003200.1, Prupe.6G143700.1
OG0015629	Solyc11T000072.1	Prupe.6G159200.1
OG0015655	Solyc12T000354.1	Prupe.4G289600.1, Prupe.7G242600.1
OG0015661	Solyc04T001728.1, Solyc05T002295.1	Prupe.6G173500.1
OG0015663	Solyc03T000834.1, Solyc01T004335.2	Prupe.8G167000.1
OG0015670	Solyc05T000444.1	Prupe.1G312300.1
OG0015671	Solyc11T000798.1	Prupe.8G051200.1
OG0015673	Solyc08T002543.1	Prupe.5G127100.1
OG0015679	Solyc09T000082.1, Solyc10T002733.1	Prupe.6G246500.1
OG0015687	Solyc08T002187.1	Prupe.5G075200.1
OG0015688	Solyc01T000106.1	Prupe.6G013900.1
OG0015697	Solyc08T000874.1	Prupe.4G085500.1
OG0015700	Solyc05T000442.1	Prupe.1G311900.1
OG0015712	Solyc07T001065.1	Prupe.7G211900.1
OG0015728	Solyc12T002712.1	Prupe.1G181800.1
OG0015736	Solyc11T000649.1	Prupe.4G006400.1
OG0015739	Solyc06T000631.1, Solyc03T001779.1	Prupe.2G280800.1
OG0015743	Solyc08T001342.1, Solyc12T002544.1	Prupe.1G413500.1
OG0015755	Solyc10T002666.1	Prupe.7G123900.1
OG0015757	Solyc01T003126.1	Prupe.7G110800.1, Prupe.3G245900.1
OG0015761	Solyc01T000368.1, Solyc01T000369.1	Prupe.6G132800.1
OG0015776	Solyc11T002059.1	Prupe.6G078900.1
OG0015785	Solyc06T000326.1	Prupe.6G097400.1, Prupe.6G096600.1
OG0015792	Solyc04T002026.1	Prupe.8G017700.1
OG0015801	Solyc05T000599.1	Prupe.1G295900.1
OG0015802	Solyc09T000788.1, Solyc12T002611.1	Prupe.8G181700.1
OG0015803	Solyc05T000615.2	Prupe.7G020300.1, Prupe.2G062100.1
OG0015811	Solyc01T000283.1, Solyc01T000284.1	Prupe.1G298100.1
OG0015815	Solyc05T002747.1	Prupe.1G504600.1, Prupe.1G504700.1
OG0015818	Solyc06T001276.2	Prupe.1G493400.1
OG0015822	Solyc06T000916.1	Prupe.2G257700.1, Prupe.6G284700.1
OG0015825	Solyc07T001157.1	Prupe.1G452700.1, Prupe.7G232600.1
OG0015826	Solyc04T000228.1	Prupe.1G335800.1
OG0015827	Solyc04T000286.1	Prupe.1G350500.1
OG0015834	Solyc01T003091.1	Prupe.6G343800.1
OG0015836	Solyc04T002747.1	Prupe.1G585600.1
OG0015840	Solyc05T000502.1	Prupe.1G304700.1
OG0015841	Solyc08T001436.1	Prupe.1G447700.1
OG0015842	Solyc04T002150.1, Solyc02T002149.1	Prupe.1G380400.1
OG0015855	Solyc02T002941.1, Solyc02T001067.1	Prupe.3G307500.1
OG0015858	Solyc03T002386.1, Solyc06T002037.1	Prupe.5G156000.1
OG0015860	Solyc09T002399.1	Prupe.1G021000.1
OG0015862	Solyc07T000365.3	Prupe.4G076000.1
OG0015863	Solyc01T002509.1	Prupe.3G113600.1, Prupe.3G114000.1
OG0015864	Solyc01T003647.1	Prupe.1G562100.1
OG0015865	Solyc04T002575.1	Prupe.1G423100.1, Prupe.4G268200.1
OG0015868	Solyc01T004187.1	Prupe.5G192400.1
OG0015870	Solyc03T002553.1	Prupe.5G150800.1
OG0015876	Solyc10T000227.1	Prupe.3G104400.1, Prupe.4G218200.1
OG0015877	Solyc06T001131.1, Solyc09T002499.1	Prupe.1G034100.1, Prupe.8G228000.1
OG0015879	Solyc09T000143.1	Prupe.6G240300.1
OG0015883	Solyc05T000144.1	Prupe.1G262000.1
OG0015886	Solyc10T001799.1, Solyc12T001853.1	Prupe.5G140800.1
OG0015888	Solyc04T000174.1	Prupe.1G321500.1
OG0015889	Solyc01T003229.1	Prupe.6G327100.1
OG0015891	Solyc04T002445.1	Prupe.1G533500.1
OG0015892	Solyc02T002431.2	Prupe.8G226200.1
OG0015893	Solyc06T001325.3	Prupe.5G069000.1
OG0015896	Solyc08T000381.2	Prupe.4G087800.1
OG0015897	Solyc09T002562.1	Prupe.1G044300.1
OG0015898	Solyc04T002337.1	Prupe.4G237200.1, Prupe.4G236900.1, Prupe.4G237100.1
OG0015899	Solyc09T001849.1	Prupe.8G211500.1
OG0015900	Solyc03T002483.1	Prupe.8G004000.1
OG0015902	Solyc03T000399.1	Prupe.2G292400.1
OG0015905	Solyc11T001091.2, Solyc11T001100.1	Prupe.1G553800.1
OG0015906	Solyc12T000498.1, Solyc07T002217.1	Prupe.3G117700.1
OG0015916	Solyc01T000101.1, Solyc01T000102.1	Prupe.6G013500.1, Prupe.6G013600.1
OG0015939	Solyc01T000874.1, Solyc10T000026.1, Solyc02T001865.1	Prupe.4G119700.1
OG0015951	Solyc09T002308.1	Prupe.1G155100.1, Prupe.1G155200.1, Prupe.1G154900.1
OG0015968	Solyc09T001480.1, Solyc04T001596.1, Solyc09T001084.1	Prupe.7G022900.1
OG0015970	Solyc02T000604.1, Solyc02T000620.1, Solyc04T002326.1, Solyc04T002324.1	Prupe.1G518500.1
OG0015972	Solyc04T000354.1, Solyc05T002624.1	Prupe.6G347000.1
OG0015974	Solyc05T002031.1, Solyc07T000500.1	Prupe.1G067400.1, Prupe.1G000200.1
OG0015987	Solyc06T002460.1, Solyc06T002458.1, Solyc01T001685.1	Prupe.6G075800.1, Prupe.6G075700.1
OG0015996	Solyc10T002616.1, Solyc09T000404.1	Prupe.7G104000.1
OG0015999	Solyc09T000551.1	Prupe.6G263000.1, Prupe.5G116800.1, Prupe.5G116500.1, Prupe.5G116700.1
OG0016000	Solyc10T000940.1	Prupe.5G099300.1, Prupe.6G004300.1, Prupe.1G578600.1
OG0016006	Solyc07T002061.1	Prupe.3G125000.1
OG0016009	Solyc06T002556.1	Prupe.6G047300.1
OG0016012	Solyc06T001243.2, Solyc10T002560.1	Prupe.7G090700.1
OG0016017	Solyc06T001939.1, Solyc03T002572.1	Prupe.5G187800.1, Prupe.1G269200.1
OG0016019	Solyc05T002482.1	Prupe.3G082800.1
OG0016022	Solyc02T002656.1	Prupe.3G151400.1
OG0016022	Solyc04T000180.1, Solyc05T000338.1	Prupe.1G322400.1
OG0016040	Solyc08T001653.1	Prupe.8G011600.1, Prupe.1G012300.1, Prupe.5G159600.1, Prupe.4G104100.1, Prupe.4G104400.1
OG0016044	Solyc03T002733.1	Prupe.3G028900.1, Prupe.6G011700.1, Prupe.6G011200.1, Prupe.1G109400.1, Prupe.6G011800.1
OG0016055	Solyc03T002874.1, Solyc12T001279.1, Solyc07T000901.1, Solyc12T001282.1, Solyc07T000903.1	Prupe.5G194500.1
OG0016061	Solyc08T001789.1, Solyc07T001738.1	Prupe.1G110500.1, Prupe.1G110400.1, Prupe.1G110600.1, Prupe.1G110300.1
OG0016118	Solyc09T002220.1	Prupe.8G255800.1
OG0016126	Solyc09T002091.1	Prupe.8G223200.1
OG0016127	Solyc09T001928.1	Prupe.8G242700.1
OG0016138	Solyc06T001519.1	Prupe.1G547900.1
OG0016141	Solyc09T000597.1	Prupe.6G268100.1
OG0016142	Solyc09T000438.1	Prupe.6G249500.1
OG0016144	Solyc01T001985.1	Prupe.1G143700.1
OG0016145	Solyc09T000357.1	Prupe.7G113300.1
OG0016148	Solyc09T001991.2	Prupe.8G235900.1
OG0016150	Solyc09T002007.1	Prupe.8G234500.1
OG0016152	Solyc09T002004.1	Prupe.8G234800.1
OG0016155	Solyc09T002673.1	Prupe.1G003200.1
OG0016156	Solyc10T002408.1	Prupe.5G054300.1, Prupe.8G231800.1
OG0016160	Solyc09T000226.1	Prupe.7G128700.1
OG0016167	Solyc09T000494.1	Prupe.6G256600.1
OG0016170	Solyc05T002191.1, Solyc01T002688.1	Prupe.2G138500.1
OG0016174	Solyc07T000077.1	Prupe.8G257000.1
OG0016177	Solyc07T002044.2	Prupe.3G121200.1
OG0016179	Solyc04T002784.1	Prupe.1G381200.1
OG0016182	Solyc09T001867.1	Prupe.8G214700.1
OG0016190	Solyc09T001933.1	Prupe.8G242400.1
OG0016192	Solyc09T002390.1	Prupe.1G019800.1
OG0016193	Solyc04T003031.1	Prupe.5G003000.1
OG0016194	Solyc04T001193.2	Prupe.1G551500.1
OG0016196	Solyc09T002182.1	Prupe.8G251300.1
OG0016213	Solyc11T000286.1	Prupe.2G091700.1
OG0016215	Solyc04T001950.1	Prupe.1G364600.1
OG0016217	Solyc12T000172.1	Prupe.7G240000.1
OG0016218	Solyc09T002607.1	Prupe.1G051400.1
OG0016223	Solyc09T002598.2	Prupe.1G048400.1
OG0016228	Solyc03T001907.1	Prupe.2G133100.1
OG0016230	Solyc01T002075.1	Prupe.3G001600.1
OG0016232	Solyc03T000187.1	Prupe.2G286200.1
OG0016233	Solyc05T002697.1	Prupe.6G359200.1
OG0016235	Solyc02T001849.1	Prupe.3G020200.1
OG0016237	Solyc09T002332.2	Prupe.1G011700.1
OG0016245	Solyc03T002920.1	Prupe.3G081200.1
OG0016246	Solyc01T002574.1	Prupe.2G120100.1
OG0016249	Solyc04T002586.1	Prupe.1G424400.1
OG0016252	Solyc04T001296.1	Prupe.2G215600.1
OG0016254	Solyc11T001528.1	Prupe.8G134200.1
OG0016258	Solyc04T000405.1	Prupe.2G226100.1
OG0016262	Solyc11T001595.1	Prupe.8G000700.1
OG0016265	Solyc02T002292.1	Prupe.1G231900.1
OG0016268	Solyc04T002208.1	Prupe.8G045600.1
OG0016272	Solyc06T001444.1	Prupe.3G037000.1
OG0016273	Solyc01T004348.1	Prupe.8G169200.1
OG0016275	Solyc02T000205.1	Prupe.1G349100.1
OG0016277	Solyc09T002324.1	Prupe.1G011200.1
OG0016285	Solyc01T004231.1	Prupe.8G082300.1
OG0016286	Solyc01T003383.1	Prupe.6G312400.1
OG0016288	Solyc11T000205.1	Prupe.2G079700.1
OG0016289	Solyc01T003447.1	Prupe.6G304600.1
OG0016292	Solyc11T000202.1	Prupe.2G079500.1
OG0016298	Solyc05T000420.1	Prupe.1G313300.1
OG0016299	Solyc04T000147.1	Prupe.4G288800.1
OG0016301	Solyc11T000187.1	Prupe.2G075500.1
OG0016302	Solyc02T000733.1	Prupe.2G215700.1
OG0016303	Solyc11T000844.1	Prupe.8G054000.1
OG0016305	Solyc11T000224.1	Prupe.2G084400.1
OG0016307	Solyc05T000358.1	Prupe.1G319800.1
OG0016308	Solyc04T002080.1	Prupe.8G024200.1
OG0016309	Solyc09T002444.2	Prupe.1G025700.1
OG0016314	Solyc03T001852.2	Prupe.1G501800.1
OG0016315	Solyc12T002082.1	Prupe.3G042200.1
OG0016318	Solyc11T000190.1	Prupe.2G075900.1
OG0016322	Solyc12T000883.1	Prupe.7G270200.1
OG0016323	Solyc01T003073.1	Prupe.6G345500.1
OG0016324	Solyc01T003110.2	Prupe.6G341400.1
OG0016326	Solyc09T002352.1	Prupe.1G014400.1
OG0016327	Solyc05T000327.1	Prupe.1G323300.1
OG0016329	Solyc11T000293.1	Prupe.2G205900.1
OG0016332	Solyc05T000503.1	Prupe.1G304600.1
OG0016333	Solyc04T000341.1	Prupe.2G067300.1
OG0016335	Solyc11T001878.1	Prupe.4G243400.1
OG0016336	Solyc12T002300.1	Prupe.1G511400.1
OG0016337	Solyc01T002126.1	Prupe.8G270400.1
OG0016339	Solyc01T004342.1	Prupe.8G168100.1
OG0016340	Solyc11T000250.1	Prupe.2G089600.1
OG0016351	Solyc03T002981.1	Prupe.3G096700.1
OG0016354	Solyc07T001706.1, Solyc07T001708.1	Prupe.3G216700.1
OG0016355	Solyc03T002189.1	Prupe.5G148400.1
OG0016356	Solyc03T003482.1	Prupe.3G044600.1
OG0016358	Solyc06T000065.1	Prupe.6G071000.1
OG0016361	Solyc02T000746.1	Prupe.3G134700.1
OG0016364	Solyc01T002423.2	Prupe.2G014500.1
OG0016366	Solyc11T002523.1	Prupe.6G090800.1, Prupe.6G090700.1
OG0016371	Solyc01T003048.1	Prupe.2G060300.1
OG0016373	Solyc05T002746.2	Prupe.4G286100.1
OG0016379	Solyc11T002449.1	Prupe.6G146000.1
OG0016380	Solyc10T002513.1	Prupe.4G273600.1
OG0016382	Solyc07T002075.1	Prupe.3G128100.1
OG0016388	Solyc12T000067.1	Prupe.3G221600.1
OG0016392	Solyc08T000095.1	Prupe.1G463300.1
OG0016393	Solyc07T001958.1	Prupe.3G218900.1
OG0016394	Solyc03T003392.1	Prupe.3G058600.1
OG0016400	Solyc01T002318.1	Prupe.2G001000.1
OG0016401	Solyc07T002060.1	Prupe.3G124900.1
OG0016403	Solyc06T000050.1	Prupe.6G075900.1
OG0016404	Solyc12T001976.1	Prupe.3G063900.1
OG0016405	Solyc11T002156.1	Prupe.6G121100.1
OG0016410	Solyc03T003390.1	Prupe.3G058800.1
OG0016411	Solyc09T000556.1	Prupe.3G094500.1
OG0016413	Solyc06T001593.1	Prupe.1G467500.1
OG0016415	Solyc01T002321.1	Prupe.2G001500.1
OG0016416	Solyc08T000411.1	Prupe.1G199300.1
OG0016417	Solyc03T003324.1	Prupe.3G073300.1
OG0016419	Solyc06T002285.1	Prupe.6G135100.1, Prupe.6G135000.1
OG0016420	Solyc02T002886.1	Prupe.3G298000.1
OG0016421	Solyc01T002053.1	Prupe.2G029500.1
OG0016424	Solyc11T002150.1	Prupe.8G091500.1
OG0016425	Solyc01T003022.1	Prupe.2G042700.1
OG0016426	Solyc12T000051.1	Prupe.3G232500.1
OG0016428	Solyc10T000232.1	Prupe.4G166800.1
OG0016431	Solyc10T000200.1	Prupe.4G181600.1
OG0016433	Solyc07T001559.1	Prupe.1G063000.1
OG0016434	Solyc11T001869.1	Prupe.6G023700.1
OG0016435	Solyc11T000367.1	Prupe.6G365700.1
OG0016438	Solyc07T002738.1	Prupe.6G026400.1
OG0016443	Solyc01T002046.3	Prupe.2G028600.1
OG0016445	Solyc07T000247.1	Prupe.7G257400.1
OG0016446	Solyc09T002755.1	Prupe.1G163000.1
OG0016447	Solyc05T001935.1	Prupe.3G214600.1
OG0016448	Solyc09T001109.1	Prupe.6G299000.1
OG0016450	Solyc03T003228.1	Prupe.5G222400.1
OG0016451	Solyc03T003247.1	Prupe.5G220900.1
OG0016453	Solyc03T002443.1	Prupe.5G161000.1
OG0016455	Solyc05T000833.2	Prupe.1G242800.1
OG0016459	Solyc05T000115.1	Prupe.1G260400.1
OG0016462	Solyc05T000807.2	Prupe.1G244100.1
OG0016463	Solyc11T000404.1	Prupe.6G192600.1
OG0016464	Solyc02T001128.3	Prupe.4G110600.1
OG0016467	Solyc02T000028.1	Prupe.4G078100.1
OG0016468	Solyc07T001519.1	Prupe.7G194000.1
OG0016469	Solyc03T002240.2	Prupe.5G237000.1
OG0016470	Solyc01T000024.1	Prupe.1G334000.1
OG0016472	Solyc11T002399.2	Prupe.7G229200.1
OG0016474	Solyc07T001500.1	Prupe.7G195900.1
OG0016475	Solyc03T003499.1	Prupe.3G036400.1
OG0016477	Solyc12T000160.1	Prupe.7G242200.1
OG0016478	Solyc08T000325.1	Prupe.5G110700.1
OG0016479	Solyc02T001494.1	Prupe.4G055300.1
OG0016482	Solyc04T000476.1	Prupe.6G173100.1
OG0016483	Solyc02T001256.1	Prupe.4G078000.1
OG0016484	Solyc01T000132.1	Prupe.6G018300.1
OG0016485	Solyc01T004214.1	Prupe.8G085200.1
OG0016486	Solyc07T000984.1	Prupe.7G231600.1, Prupe.7G231500.1
OG0016487	Solyc01T004144.1	Prupe.8G097400.1
OG0016489	Solyc04T001839.1	Prupe.6G182000.1
OG0016490	Solyc11T002321.1	Prupe.6G104800.1
OG0016493	Solyc11T002563.1	Prupe.6G007500.1
OG0016497	Solyc07T002535.1	Prupe.4G188800.1
OG0016498	Solyc03T002170.1	Prupe.2G328300.1
OG0016499	Solyc12T000198.1	Prupe.7G234900.1
OG0016500	Solyc02T001244.1	Prupe.4G078700.1
OG0016502	Solyc07T002433.1	Prupe.4G164800.1
OG0016504	Solyc06T002192.1	Prupe.1G190300.1
OG0016505	Solyc01T000675.1, Solyc01T000654.1	Prupe.6G018100.1
OG0016506	Solyc01T000040.1	Prupe.1G331200.1
OG0016509	Solyc01T003740.1	Prupe.8G060200.1
OG0016510	Solyc02T001567.1	Prupe.4G046000.1
OG0016512	Solyc04T003017.2	Prupe.5G005800.1
OG0016515	Solyc01T003721.1	Prupe.8G063300.1
OG0016518	Solyc03T002234.1	Prupe.5G236500.1
OG0016523	Solyc01T001041.1	Prupe.8G112700.1, Prupe.6G010900.1
OG0016525	Solyc05T000097.1	Prupe.1G258900.1
OG0016526	Solyc05T001218.1	Prupe.7G222800.1
OG0016529	Solyc11T000199.1	Prupe.2G015000.1
OG0016530	Solyc11T000050.1	Prupe.6G161500.1
OG0016532	Solyc08T002402.1	Prupe.5G105700.1
OG0016536	Solyc11T002054.1	Prupe.6G078700.1
OG0016537	Solyc11T001956.1	Prupe.4G260600.1
OG0016538	Solyc06T002437.1	Prupe.6G080100.1
OG0016539	Solyc06T002483.1	Prupe.6G068100.1
OG0016542	Solyc09T000729.1	Prupe.1G237700.1
OG0016544	Solyc01T004228.1	Prupe.8G082700.1
OG0016546	Solyc04T000266.1	Prupe.1G344000.1
OG0016547	Solyc07T002239.1	Prupe.3G112600.1
OG0016549	Solyc05T002275.1	Prupe.6G187000.1
OG0016551	Solyc01T002505.1	Prupe.2G025000.1
OG0016552	Solyc12T001057.1, Solyc01T001541.1	Prupe.5G163400.1
OG0016554	Solyc08T002461.1	Prupe.5G115900.1
OG0016557	Solyc02T001571.1	Prupe.4G045300.1
OG0016561	Solyc01T003617.1	Prupe.1G569500.1
OG0016562	Solyc04T001684.1	Prupe.6G172300.1
OG0016563	Solyc03T001963.1	Prupe.2G269500.1
OG0016564	Solyc01T003779.1	Prupe.1G118200.1
OG0016565	Solyc06T002146.1	Prupe.2G322600.1
OG0016566	Solyc07T001810.1	Prupe.2G044000.1
OG0016568	Solyc02T002488.1, Solyc02T000936.1	Prupe.3G246300.1
OG0016574	Solyc03T000013.1	Prupe.1G336000.1
OG0016575	Solyc11T000418.1	Prupe.6G194500.1
OG0016577	Solyc02T002315.1	Prupe.3G275700.1
OG0016578	Solyc01T003679.1	Prupe.1G562000.1
OG0016579	Solyc02T001440.1	Prupe.4G061800.1
OG0016583	Solyc05T002307.1	Prupe.6G180400.1, Prupe.1G558200.1
OG0016586	Solyc11T000415.1	Prupe.6G193900.1
OG0016587	Solyc02T002183.1	Prupe.3G239800.1
OG0016588	Solyc03T000894.1	Prupe.3G241500.1
OG0016589	Solyc03T001636.1	Prupe.2G320000.1
OG0016592	Solyc01T004007.1	Prupe.8G123400.1
OG0016593	Solyc08T001463.1	Prupe.1G449400.1
OG0016594	Solyc09T000210.1	Prupe.6G232800.1
OG0016595	Solyc01T003632.1	Prupe.1G566900.1
OG0016596	Solyc01T000235.1	Prupe.1G343400.1
OG0016597	Solyc06T000927.1	Prupe.2G258100.1
OG0016598	Solyc02T001492.1	Prupe.4G055500.1
OG0016600	Solyc01T003629.1	Prupe.1G567500.1
OG0016609	Solyc06T001880.1	Prupe.5G206700.1
OG0016610	Solyc02T000194.1	Prupe.1G341200.1
OG0016611	Solyc02T001519.1	Prupe.4G052300.1
OG0016612	Solyc11T000035.1	Prupe.6G162600.1
OG0016613	Solyc08T001220.1	Prupe.1G406200.1
OG0016619	Solyc02T001550.1	Prupe.4G048500.1
OG0016624	Solyc06T001910.1	Prupe.5G197300.1
OG0016625	Solyc03T001635.1	Prupe.2G320100.1
OG0016627	Solyc02T001313.1	Prupe.4G072500.1
OG0016629	Solyc02T000943.1	Prupe.3G247700.1
OG0016633	Solyc02T001362.1	Prupe.4G068000.1
OG0016634	Solyc02T001696.1	Prupe.4G029000.1
OG0016635	Solyc08T000163.1	Prupe.1G395400.1
OG0016636	Solyc08T002480.1	Prupe.5G118100.1
OG0016637	Solyc02T001937.1	Prupe.7G179600.1
OG0016641	Solyc11T000562.1	Prupe.3G163800.1
OG0016642	Solyc04T001344.1	Prupe.2G214200.1
OG0016643	Solyc03T002244.1	Prupe.5G237500.1
OG0016644	Solyc02T001822.8	Prupe.8G091800.1
OG0016646	Solyc07T001560.1	Prupe.7G043400.1
OG0016647	Solyc03T003137.1	Prupe.5G235800.1
OG0016649	Solyc02T002772.1	Prupe.6G222900.1
OG0016654	Solyc04T002089.2	Prupe.8G024900.1
OG0016657	Solyc03T003176.1	Prupe.5G225200.1
OG0016658	Solyc03T003168.1	Prupe.5G232600.1
OG0016660	Solyc08T001862.1	Prupe.5G020900.1
OG0016662	Solyc11T000474.1	Prupe.6G205200.1
OG0016666	Solyc08T001924.1	Prupe.5G028100.1
OG0016668	Solyc08T001963.1	Prupe.5G033300.1
OG0016669	Solyc03T000632.1	Prupe.7G154400.1
OG0016670	Solyc03T002301.1	Prupe.5G243100.1
OG0016672	Solyc04T002092.1	Prupe.8G026100.1
OG0016675	Solyc01T003105.1	Prupe.5G235100.1
OG0016677	Solyc06T000275.1	Prupe.8G242000.1
OG0016678	Solyc08T002006.1	Prupe.5G046200.1
OG0016681	Solyc03T002627.1	Prupe.5G180600.1
OG0016683	Solyc02T002535.1	Prupe.7G145500.1
OG0016684	Solyc05T002171.1	Prupe.8G169100.1
OG0016685	Solyc08T000087.1	Prupe.5G017700.1
OG0016686	Solyc06T002087.1	Prupe.5G238700.1
OG0016687	Solyc11T001625.1	Prupe.1G128000.1
OG0016689	Solyc12T000213.1	Prupe.7G229500.1
OG0016692	Solyc02T002686.1	Prupe.6G209400.1
OG0016693	Solyc08T002391.1	Prupe.5G104500.1
OG0016694	Solyc05T000510.1	Prupe.1G303900.1
OG0016695	Solyc11T001643.1	Prupe.1G544300.1
OG0016696	Solyc05T000397.1	Prupe.1G315700.1
OG0016697	Solyc06T001836.1	Prupe.5G228000.1
OG0016698	Solyc12T002554.1	Prupe.2G101800.1, Prupe.5G022600.1
OG0016699	Solyc12T001051.1	Prupe.1G305500.1
