Orthogroup	Brassica_napus	Prunus_persica
OG0012003	CDY08047	Prupe.1G105800.1
OG0012004	CDY54712, CDX81290	Prupe.6G203100.1
OG0012005	CDY13013, CDY49314	Prupe.1G095100.1
OG0012006	CDY12400, CDY41762	Prupe.7G254600.1
OG0012008	CDX89229, CDY19027	Prupe.2G171600.1
OG0012010	CDY01518, CDX90422	Prupe.7G252600.1
OG0012011	CDY34126, CDY24540	Prupe.8G064500.1
OG0012012	CDY08902, CDX76534	Prupe.4G076100.1
OG0012013	CDX81211, CDY18725	Prupe.8G059200.1
OG0012014	CDX92177, CDX95803	Prupe.5G234700.1
OG0012015	CDY13250, CDX86797	Prupe.5G106900.1
OG0012017	CDY04716, CDY44145	Prupe.1G250700.1
OG0012018	CDY03517, CDY47620	Prupe.5G117300.1
OG0012019	CDY03134, CDY12025	Prupe.1G519400.1
OG0012020	CDX83064, CDY66118	Prupe.6G004600.1
OG0012023	CDX72661	Prupe.2G084100.1
OG0012025	CDX77138, CDY30527	Prupe.6G119500.1
OG0012027	CDY15629, CDY67670	Prupe.6G066800.1, Prupe.6G086100.1
OG0012028	CDY34540, CDY49592	Prupe.7G001900.1
OG0012029	CDX93903, CDY53712	Prupe.2G022100.1
OG0012030	CDY67390, CDY26666	Prupe.1G379400.1
OG0012031	CDY48039, CDX82104	Prupe.4G170300.1
OG0012032	CDX74694, CDY56471	Prupe.2G239300.1
OG0012033	CDY24973, CDY07661	Prupe.2G220200.1
OG0012036	CDX86171, CDX80666	Prupe.2G325900.1
OG0012037	CDY49890, CDY45370	Prupe.5G095400.1
OG0012038	CDY13257, CDX94190	Prupe.5G103900.1
OG0012039	CDY33428, CDY42216	Prupe.1G344700.1
OG0012040	CDX79571, CDX84636	Prupe.4G089200.1
OG0012042	CDX91926, CDX74319	Prupe.3G302800.1
OG0012043	CDY05676, CDY48757	Prupe.8G189700.1
OG0012044	CDX82954, CDX79166	Prupe.5G075300.1
OG0012045	CDY58452, CDY41765	Prupe.7G253500.1
OG0012046	CDX96081, CDY01821	Prupe.1G232700.1
OG0012048	CDY14845, CDY47980	Prupe.3G123300.1
OG0012049	CDX68980, CDX75356	Prupe.4G272300.1
OG0012050	CDY09186, CDX73865	Prupe.5G110300.1
OG0012051	CDY44724	Prupe.1G065000.1
OG0012052	CDX85214, CDX72189	Prupe.3G272300.1
OG0012053	CDY30539, CDX77128	Prupe.6G127300.1
OG0012054	CDX92527, CDY14003, CDX88889, CDX70878	Prupe.4G264200.1
OG0012055	CDY03242, CDY35146	Prupe.4G084400.1
OG0012057	CDY04470, CDX71482	Prupe.6G093400.1, Prupe.6G093500.1
OG0012058	CDY65665, CDY45430	Prupe.6G070300.1
OG0012059	CDY04564, CDY62457	Prupe.6G101400.1
OG0012060	CDX76527, CDY71404, CDY60878, CDX78850	Prupe.4G083800.1
OG0012061	CDX73010, CDY60139	Prupe.5G225300.1
OG0012062	CDY11913, CDX88578	Prupe.7G217900.1
OG0012063	CDX97480, CDY31149	Prupe.1G535500.1
OG0012065	CDY02298, CDY09571	Prupe.4G090200.1
OG0012066	CDX68592, CDY43531	Prupe.1G069900.1
OG0012067	CDX88993, CDY00573	Prupe.5G034200.1
OG0012068	CDY39584, CDY08071	Prupe.5G159200.1
OG0012070	CDY48611, CDY06822	Prupe.7G217500.1
OG0012071	CDY17218, CDY64768	Prupe.4G056100.1
OG0012072	CDY38571, CDY27003	Prupe.8G045700.1
OG0012073	CDY14523, CDY08837	Prupe.6G175300.1
OG0012074	CDY44156, CDY51639, CDY41442, CDX91719	Prupe.1G252700.1
OG0012076	CDY15288, CDX93752	Prupe.1G546400.1
OG0012077	CDY34369, CDY25517	Prupe.5G101100.1
OG0012078	CDY26072, CDY08274	Prupe.4G140300.1
OG0012079	CDX75107, CDY48053	Prupe.1G551900.1
OG0012080	CDY02256, CDX89727	Prupe.8G088400.1
OG0012081	CDY53045, CDY47214	Prupe.1G251300.1
OG0012083	CDY32510, CDY37413	Prupe.3G139100.1
OG0012084	CDX73598, CDX78129	Prupe.8G140700.1
OG0012085	CDY03220, CDY35162	Prupe.4G074500.1
OG0012087	CDY11651, CDY38763	Prupe.1G268300.1
OG0012088	CDX67847, CDY45674	Prupe.2G023000.1
OG0012089	CDY35127, CDX96801	Prupe.4G166500.1
OG0012090	CDY46238, CDY15862	Prupe.6G168900.1
OG0012091	CDY35758, CDX90161	Prupe.3G183500.1
OG0012092	CDY15188, CDX90022	Prupe.2G189800.1
OG0012093	CDX84521, CDY58267	Prupe.8G070500.1
OG0012094	CDY62066, CDY13042	Prupe.4G119400.1
OG0012095	CDY40865, CDX86831	Prupe.5G122700.1
OG0012096	CDX81929, CDX89699	Prupe.1G378600.1, Prupe.8G096100.1
OG0012097	CDY14020, CDY40768	Prupe.8G087500.1
OG0012098	CDY30820	Prupe.5G153300.1
OG0012099	CDY67697	Prupe.4G064000.1
OG0012100	CDX80156, CDY31534	Prupe.6G100400.1
OG0012101	CDX92488, CDY35838	Prupe.7G235100.1
OG0012102	CDY08434, CDY42147	Prupe.2G237600.1
OG0012103	CDY34042	Prupe.5G157400.1
OG0012104	CDX87757, CDY50484	Prupe.4G060100.1
OG0012105	CDY40995, CDX99090, CDY54020	Prupe.6G067500.1
OG0012106	CDX99047, CDY47412	Prupe.2G276500.1
OG0012107	CDY53784, CDY37694	Prupe.4G047100.1
OG0012108	CDY38203, CDY08346	Prupe.5G107200.1
OG0012109	CDY02574, CDY47205	Prupe.1G153600.1
OG0012111	CDY08377, CDY47847	Prupe.5G121000.1
OG0012112	CDY50376	Prupe.8G258800.1
OG0012113	CDY04517, CDX71410	Prupe.6G115400.1
OG0012114	CDX75449, CDX69074	Prupe.8G088200.1
OG0012115	CDY55177, CDY14047	Prupe.5G138100.1
OG0012116	CDX82445, CDX75812	Prupe.4G206200.1
OG0012117	CDY56239, CDX98265	Prupe.8G044600.1
OG0012119	CDY39721, CDY33716	Prupe.6G197200.1
OG0012120	CDX90329, CDY12140	Prupe.6G165900.1
OG0012121	CDY42625, CDY41979	Prupe.6G168600.1
OG0012122	CDY22413, CDX72740	Prupe.8G161000.1
OG0012123	CDY31941, CDY05788	Prupe.3G155500.1
OG0012124	CDX71607, CDY05797	Prupe.5G166000.1
OG0012125	CDY56754, CDX72706, CDY42617, CDY41970	Prupe.8G097200.1
OG0012126	CDX92756, CDY42750, CDX94357	Prupe.7G215100.1
OG0012127	CDY13631	Prupe.6G329700.1
OG0012128	CDX98531, CDX97636	Prupe.4G175900.1
OG0012129	CDY34039, CDX83163	Prupe.5G157100.1
OG0012130	CDY41192, CDX71854	Prupe.6G126300.1
OG0012131	CDX75016, CDY33188	Prupe.2G323000.1
OG0012132	CDX99556, CDX86856	Prupe.6G012300.1
OG0012134	CDX92223, CDY24452	Prupe.5G224400.1
OG0012135	CDX94430, CDX89405	Prupe.6G005300.1
OG0012137	CDY16539, CDX92459	Prupe.1G068000.1
OG0012138	CDX90882, CDY21322	Prupe.4G045800.1
OG0012139	CDY28804, CDX96265	Prupe.4G174400.1
OG0012140	CDX92176, CDX95804	Prupe.5G234800.1
OG0012141	CDX89427, CDX94461	Prupe.8G036000.1
OG0012142	CDY38262, CDY53977, CDY32906	Prupe.7G204200.1
OG0012143	CDY27575, CDX84966	Prupe.1G332800.1
OG0012144	CDY28845, CDY56526	Prupe.1G246300.1
OG0012145	CDY03425, CDY34304	Prupe.5G165300.1
OG0012146	CDX68142, CDY45416, CDX73149	Prupe.1G379500.1
OG0012147	CDX94828, CDX93007	Prupe.1G050600.1
OG0012149	CDX72509, CDY40653	Prupe.8G164000.1
OG0012150	CDX97194, CDY68538	Prupe.4G255700.1
OG0012151	CDX97302, CDX91233	Prupe.3G224700.1
OG0012152	CDY36144, CDY54826	Prupe.1G228700.1
OG0012153	CDY61991, CDY54403	Prupe.1G571400.1
OG0012154	CDY12094, CDX90287	Prupe.8G163700.1
OG0012155	CDY67379, CDX73278	Prupe.8G002000.1
OG0012156	CDX94416, CDY68099	Prupe.1G091600.1
OG0012157	CDY68832	Prupe.1G067200.1
OG0012158	CDY66305, CDY61218	Prupe.7G244600.1, Prupe.1G244200.1
OG0012159	CDY22939, CDY47797	Prupe.3G186400.1
OG0012161	CDX93589, CDX95093	Prupe.6G109400.1
OG0012162	CDY13385, CDX67511	Prupe.5G117200.1
OG0012163	CDX89624, CDX93134	Prupe.8G066300.1
OG0012164	CDY28538, CDX83626, CDY13642	Prupe.1G243900.1
OG0012165	CDX85475, CDX78723, CDY02734	Prupe.2G324400.1
OG0012166	CDY52241, CDY28776	Prupe.4G189900.1
OG0012167	CDX75690, CDX69350	Prupe.6G204900.1
OG0012168	CDY50234, CDY04625	Prupe.8G021400.1
OG0012169	CDX91525, CDY16386	Prupe.4G045200.1
OG0012170	CDY16500, CDX77245	Prupe.8G112800.1
OG0012171	CDY03504, CDY47609	Prupe.5G122500.1
OG0012172	CDY09212, CDY09215	Prupe.6G094900.1
OG0012173	CDY16494, CDX77252	Prupe.8G105700.1
OG0012174	CDY39583, CDY08070	Prupe.5G159400.1
OG0012175	CDX92265, CDX99323	Prupe.3G147500.1
OG0012176	CDY36124, CDY24411	Prupe.1G337100.1
OG0012177	CDX77660, CDY33475	Prupe.4G073700.1
OG0012178	CDX95857, CDX92126	Prupe.1G109100.1
OG0012179	CDY07702, CDY14434	Prupe.2G029800.1
OG0012180	CDY47136, CDY11589	Prupe.1G251900.1
OG0012181	CDX69531, CDX70607	Prupe.8G082400.1, Prupe.1G368600.1
OG0012182	CDY63237, CDY19971	Prupe.1G556500.1
OG0012183	CDY19325, CDX97916	Prupe.1G343600.1
OG0012184	CDX83004, CDX68407	Prupe.6G070200.1
OG0012185	CDY42000, CDY42648	Prupe.6G179400.1
OG0012186	CDY47735, CDY45868	Prupe.5G217600.1
OG0012187	CDX86787, CDY13258	Prupe.5G103500.1
OG0012188	CDY26160, CDY19212	Prupe.5G218900.1
OG0012190	CDY28284, CDY45030, CDX68953, CDX75336	Prupe.1G402000.1
OG0012191	CDX96949	Prupe.3G239500.1
OG0012193	CDY48830	Prupe.4G033800.1
OG0012194	CDY01854, CDY56213	Prupe.1G241600.1
OG0012195	CDY30256, CDX74444	Prupe.1G368700.1
OG0012197	CDY09176	Prupe.6G114100.1
OG0012198	CDX99910, CDY00482	Prupe.2G279400.1, Prupe.2G278900.1
OG0012199	CDX74072, CDY08025	Prupe.1G135500.1
OG0012200	CDY20801, CDY06628	Prupe.1G391800.1
OG0012201	CDX92002, CDY57540	Prupe.3G144900.1
OG0012202	CDY40383, CDY37376	Prupe.1G323900.1
OG0012203	CDX98847, CDX70146	Prupe.2G254200.1
OG0012204	CDY35319, CDX77025	Prupe.1G326300.1, Prupe.1G414600.1
OG0012205	CDY27262, CDX72198	Prupe.2G247400.1
OG0012206	CDY50786, CDX99799	Prupe.4G062000.1
OG0012207	CDY05985, CDY68202, CDX71882	Prupe.1G207500.1
OG0012209	CDY02207, CDY66470	Prupe.1G347000.1
OG0012211	CDX99466, CDX78859	Prupe.4G056700.1
OG0012212	CDX96311, CDX72790	Prupe.1G566800.1
OG0012214	CDX80466	Prupe.1G567400.1
OG0012215	CDY66855, CDY37233	Prupe.8G123900.1
OG0012216	CDY12617, CDY42342	Prupe.3G236200.1
OG0012217	CDY67184, CDX77039	Prupe.1G401800.1
OG0012218	CDY25678, CDY23659	Prupe.1G388700.1
OG0012219	CDY19830, CDX87120	Prupe.2G318800.1
OG0012220	CDX69844, CDX96993	Prupe.6G191000.1
OG0012221	CDY29749, CDY16267	Prupe.3G302700.1
OG0012222	CDX99856, CDY26313	Prupe.4G068300.1
OG0012223	CDY15954, CDX99667	Prupe.3G254800.1
OG0012224	CDY16673, CDX94548	Prupe.4G016000.1
OG0012225	CDX78424, CDX70395	Prupe.1G453200.1
OG0012226	CDY50487, CDX87749	Prupe.4G055800.1
OG0012227	CDX67414, CDY49076	Prupe.3G239600.1
OG0012229	CDY18864, CDX74798	Prupe.2G256500.1
OG0012230	CDY66765, CDY43679	Prupe.4G068800.1
OG0012231	CDX72137, CDY27214	Prupe.2G266500.1
OG0012232	CDY39449, CDX77614	Prupe.4G064800.1
OG0012233	CDX97911, CDY19318	Prupe.1G567800.1
OG0012234	CDX74867, CDY44628	Prupe.1G140200.1
OG0012235	CDX81262, CDY18691	Prupe.6G173200.1
OG0012236	CDY35295, CDX90203	Prupe.4G070000.1
OG0012237	CDX74527, CDY01672	Prupe.2G152900.1
OG0012238	CDY01848, CDY56219	Prupe.1G240800.1
OG0012239	CDY60998, CDY24942, CDX93224	Prupe.2G245100.1
OG0012240	CDY39452, CDX77617	Prupe.4G063700.1
OG0012241	CDY35333, CDX77015	Prupe.1G448300.1
OG0012242	CDX74518, CDY01654	Prupe.3G243000.1
OG0012243	CDX79054, CDX82821	Prupe.4G029600.1
OG0012245	CDX68240, CDY11124	Prupe.1G207000.1
OG0012246	CDY01305, CDY00409, CDY30637	Prupe.1G501700.1
OG0012247	CDY56774, CDX72118	Prupe.3G062600.1
OG0012249	CDX73034, CDX96503	Prupe.5G211500.1
OG0012250	CDX86414, CDX85220	Prupe.3G270100.1
OG0012251	CDY47995, CDX73383	Prupe.1G503400.1
OG0012252	CDX78426, CDX70397	Prupe.1G452200.1
OG0012255	CDY26176, CDY19200	Prupe.8G073500.1
OG0012256	CDX85572, CDX91010	Prupe.3G276600.1
OG0012257	CDX85524, CDX90964	Prupe.3G243700.1
OG0012259	CDY13910, CDX92592	Prupe.1G141800.1
OG0012260	CDY06607, CDY20786, CDY19913	Prupe.4G220900.1
OG0012261	CDY49784, CDX97963	Prupe.4G030000.1
OG0012262	CDY43249, CDY60469	Prupe.3G250800.1
OG0012263	CDX85231, CDX86402	Prupe.3G267300.1
OG0012264	CDY34110, CDY30801	Prupe.4G050600.1
OG0012265	CDX85226, CDX86407	Prupe.3G268800.1
OG0012266	CDY40612, CDX93700	Prupe.6G159500.1
OG0012267	CDY34851, CDY69685	Prupe.1G568000.1
OG0012268	CDX75390, CDX69015	Prupe.8G116700.1
OG0012270	CDX98830, CDX70163	Prupe.2G263900.1
OG0012271	CDX94630, CDY35756, CDX90159	Prupe.4G055000.1
OG0012272	CDY04161, CDY33111	Prupe.1G288400.1
OG0012273	CDY00445, CDY46641	Prupe.8G062800.1
OG0012274	CDX97275, CDY65567	Prupe.3G281200.1
OG0012275	CDY69985, CDY71261	Prupe.1G448700.1
OG0012276	CDY36117, CDY51992, CDY51995	Prupe.1G567600.1
OG0012277	CDX85254, CDX86383	Prupe.3G262000.1
OG0012278	CDY66127, CDY53218	Prupe.3G095800.1
OG0012279	CDY35940, CDY28041	Prupe.2G031500.1
OG0012280	CDX72372, CDY13502	Prupe.1G450300.1
OG0012281	CDY64937, CDY01233, CDX93798, CDY44969, CDX84051	Prupe.5G135300.1
OG0012282	CDX72178, CDY66808	Prupe.2G253500.1
OG0012283	CDY42950, CDY35609	Prupe.8G156900.1
OG0012285	CDX83588, CDY13611	Prupe.1G240700.1
OG0012286	CDY65412	Prupe.2G266700.1
OG0012287	CDX69481, CDY26485	Prupe.3G241200.1
OG0012288	CDX88156, CDX80486	Prupe.1G393700.1
OG0012289	CDY20052, CDX83678, CDY13702	Prupe.3G299600.1
OG0012290	CDX93683, CDY40596	Prupe.5G231300.1
OG0012291	CDX70350, CDY10430	Prupe.6G245500.1
OG0012293	CDX93172, CDY06982	Prupe.2G263200.1
OG0012294	CDY35960	Prupe.3G198900.1, Prupe.6G340200.1
OG0012295	CDY11454, CDY11487, CDX76711	Prupe.1G404100.1
OG0012296	CDY14368, CDY20245	Prupe.2G316500.1
OG0012297	CDY63725, CDY31332	Prupe.8G059500.1
OG0012298	CDY27224, CDX72146	Prupe.2G262600.1
OG0012299	CDX91930, CDX74316	Prupe.6G125800.1
OG0012300	CDX98826, CDX70167, CDX95798	Prupe.2G264200.1
OG0012301	CDX69984, CDX99037	Prupe.5G203600.1
OG0012303	CDX97130, CDX69743	Prupe.1G446700.1
OG0012304	CDY27016, CDY51065	Prupe.3G146300.1
OG0012305	CDX78910, CDX99405	Prupe.4G071600.1
OG0012306	CDY16420	Prupe.5G245700.1, Prupe.1G565900.1
OG0012307	CDY14997, CDY65424	Prupe.1G500800.1
OG0012308	CDY11519, CDX76750	Prupe.6G277700.1
OG0012309	CDX78320, CDX81081	Prupe.5G206100.1
OG0012310	CDX74314, CDX91932	Prupe.3G298800.1
OG0012311	CDY22359, CDY30798	Prupe.1G226700.1
OG0012313	CDY06989, CDX93179	Prupe.2G260700.1
OG0012314	CDX85554	Prupe.3G259400.1
OG0012315	CDY06981, CDX93171, CDX79980	Prupe.2G263500.1
OG0012317	CDY01810, CDX96092	Prupe.1G228400.1
OG0012318	CDX75163, CDY29141	Prupe.1G500600.1
OG0012320	CDY26893, CDY22252	Prupe.4G136200.1
OG0012322	CDX84899, CDY27637	Prupe.1G226800.1
OG0012323	CDY08803, CDY55165	Prupe.6G192300.1
OG0012324	CDY61407, CDY12193	Prupe.7G125300.1
OG0012326	CDY61688, CDX76002	Prupe.4G213200.1
OG0012327	CDY12663, CDY32554	Prupe.1G239300.1
OG0012328	CDX89193, CDY18994	Prupe.3G231100.1
OG0012330	CDY51296, CDX84533	Prupe.8G157400.1
OG0012331	CDY07411, CDY28870, CDX96071	Prupe.1G237600.1
OG0012332	CDY43859, CDY32989	Prupe.6G043400.1
OG0012333	CDY42425	Prupe.5G191700.1
OG0012333	CDX73071, CDX96527	Prupe.5G204700.1
OG0012334	CDX96753, CDX83892	Prupe.1G353000.1
OG0012335	CDX80534, CDX88194	Prupe.1G451600.1
OG0012336	CDX91430, CDX74907	Prupe.3G313900.1
OG0012337	CDY29359, CDY64305	Prupe.6G164500.1, Prupe.6G165000.1
OG0012338	CDY28824, CDY53478, CDY47085	Prupe.2G317400.1
OG0012339	CDY04588, CDY29491	Prupe.5G002400.1
OG0012341	CDX95111, CDX93605	Prupe.4G265100.1
OG0012342	CDY08561, CDY00981	Prupe.2G261400.1
OG0012343	CDY67446, CDY62910	Prupe.4G031100.1
OG0012344	CDY66793, CDY40050	Prupe.4G138400.1
OG0012345	CDX75288, CDX68893	Prupe.1G448400.1
OG0012346	CDX79030, CDX82796	Prupe.4G087400.1
OG0012347	CDX88195, CDX80535	Prupe.1G451200.1
OG0012348	CDX92299, CDX99277	Prupe.8G115500.1
OG0012349	CDX70140, CDX98853	Prupe.2G250200.1
OG0012350	CDX99882, CDY26295	Prupe.4G081700.1
OG0012351	CDX91012, CDX85574	Prupe.3G276800.1
OG0012352	CDY29060, CDX78054, CDX73667	Prupe.1G206500.1
OG0012354	CDX99256, CDX92310	Prupe.8G124100.1
OG0012355	CDY53559, CDY01148	Prupe.7G002600.1
OG0012356	CDY08969, CDY11063, CDX92684	Prupe.2G277400.1
OG0012357	CDY32634, CDY38858	Prupe.2G273600.1
OG0012359	CDX72148, CDY27226	Prupe.2G262800.1
OG0012360	CDX70185, CDX98801	Prupe.2G061000.1
OG0012361	CDX95783, CDX92201	Prupe.7G067800.1
OG0012362	CDY51953	Prupe.8G126800.1
OG0012363	CDX89893, CDY18170	Prupe.7G234200.1
OG0012364	CDY57038, CDY20997, CDY49782, CDX97961	Prupe.4G030800.1
OG0012366	CDY49888, CDY45372	Prupe.8G115600.1
OG0012367	CDX86180, CDX80675	Prupe.4G268300.1
OG0012368	CDY45401, CDX73121	Prupe.6G157800.1
OG0012369	CDX90125, CDY11749	Prupe.1G215300.1
OG0012371	CDX93572, CDY68994, CDX95069	Prupe.2G038900.1
OG0012372	CDY43698, CDY18729	Prupe.1G061000.1
OG0012373	CDX74814	Prupe.2G247200.1
OG0012374	CDY36656, CDY54024	Prupe.8G116000.1
OG0012375	CDY15533, CDX86582	Prupe.6G097100.1
OG0012376	CDX69498, CDY26463	Prupe.3G249500.1
OG0012378	CDX69176, CDX75534	Prupe.3G295200.1
OG0012379	CDY02182, CDY58694	Prupe.5G207700.1
OG0012380	CDX77804, CDY17699	Prupe.1G562600.1
OG0012381	CDY25058, CDX67858	Prupe.2G187200.1
OG0012382	CDX89621, CDX93132	Prupe.8G065100.1
OG0012383	CDY14298, CDX97367, CDY29252	Prupe.4G222800.1
OG0012384	CDY08845, CDY14516	Prupe.6G171600.1
OG0012385	CDY47402, CDY61271	Prupe.5G194200.1
OG0012386	CDY01648, CDX74514	Prupe.3G240600.1
OG0012387	CDX69479, CDY26488	Prupe.3G239200.1
OG0012388	CDY36637, CDX68513	Prupe.8G126900.1
OG0012389	CDY04674, CDY08175	Prupe.1G494700.1
OG0012390	CDY38547, CDY06454	Prupe.7G010800.1
OG0012391	CDX72289, CDY13409	Prupe.1G001600.1
OG0012392	CDY44871, CDX70210	Prupe.5G016200.1, Prupe.2G274800.1
OG0012393	CDY19393, CDX98007	Prupe.1G240400.1
OG0012394	CDY08585, CDY00962	Prupe.7G156600.1
OG0012395	CDX99097, CDX86098	Prupe.1G064400.1
OG0012396	CDY60654, CDY39397	Prupe.8G136700.1
OG0012397	CDY59871, CDY04174	Prupe.1G304100.1
OG0012400	CDY50924, CDX92894	Prupe.7G227600.1
OG0012401	CDY51678, CDY65121	Prupe.5G067600.1
OG0012402	CDX69263, CDX75613	Prupe.7G142300.1
OG0012404	CDY23541, CDY48385	Prupe.1G265100.1
OG0012405	CDY16173, CDX85036	Prupe.1G280800.1
OG0012406	CDY47852, CDY08370, CDY52392	Prupe.5G116300.1
OG0012407	CDX78717, CDX69412, CDY16971	Prupe.2G326800.1
OG0012408	CDY21386, CDY04789	Prupe.8G044800.1
OG0012409	CDY02898, CDX78275, CDX73437	Prupe.2G208800.1
OG0012410	CDY07435, CDY61646	Prupe.6G221900.1
OG0012411	CDX73650, CDX78073	Prupe.5G030400.1
OG0012412	CDX70570, CDX78582	Prupe.3G292500.1
OG0012413	CDY58571, CDX88662	Prupe.8G056400.1
OG0012414	CDY53288, CDY32303	Prupe.5G031400.1
OG0012415	CDX99138, CDX86053	Prupe.4G147600.1
OG0012416	CDY66335, CDY29506	Prupe.5G007000.1
OG0012417	CDX75522	Prupe.7G056900.1, Prupe.7G176400.1
OG0012418	CDY38961, CDY39437, CDY23966	Prupe.5G025700.1
OG0012419	CDX92179, CDX95801	Prupe.5G234200.1
OG0012420	CDY53528, CDX74606	Prupe.4G000300.1
OG0012421	CDX68088, CDX85968	Prupe.8G036900.1
OG0012422	CDY30226, CDY47776	Prupe.7G216500.1
OG0012423	CDY36920, CDY24148	Prupe.5G183400.1
OG0012424	CDY59696, CDY64923	Prupe.7G162700.1
OG0012425	CDX85304, CDY64952	Prupe.7G220300.1
OG0012426	CDY46934, CDX91600	Prupe.2G282700.1
OG0012428	CDX73734, CDX77992	Prupe.7G171300.1
OG0012429	CDY11083, CDX73024, CDX96494	Prupe.5G220800.1
OG0012430	CDY48547, CDY45957, CDY13568, CDY48546	Prupe.8G028800.1
OG0012431	CDY28548, CDY44065	Prupe.1G281000.1
OG0012433	CDX81537	Prupe.1G301600.1
OG0012434	CDX96469, CDX72982	Prupe.5G245500.1
OG0012436	CDY27915, CDY17534	Prupe.1G262900.1
OG0012437	CDY33063, CDY24049, CDY10585, CDY68774	Prupe.7G233600.1
OG0012438	CDX85571, CDX91009, CDX85570	Prupe.2G214000.1
OG0012439	CDY13720, CDX83705	Prupe.3G293600.1
OG0012441	CDY23531, CDY48382, CDY52459	Prupe.1G262700.1
OG0012442	CDX99258, CDX92308	Prupe.8G123600.1
OG0012443	CDY38424, CDY16930	Prupe.3G150000.1
OG0012444	CDY50183, CDX93765	Prupe.5G206900.1, Prupe.3G000100.1
OG0012445	CDX85363, CDX86280	Prupe.5G022700.1
OG0012446	CDX97026, CDX69822	Prupe.6G210000.1
OG0012448	CDX99380, CDY69061	Prupe.5G014100.1
OG0012450	CDY30231	Prupe.7G215800.1
OG0012451	CDY27129, CDY47692, CDY50955	Prupe.5G019500.1
OG0012452	CDX78914, CDX99401	Prupe.7G085200.1, Prupe.8G160600.1
OG0012453	CDY38086, CDX85487	Prupe.1G025200.1
OG0012454	CDX76498, CDY09271	Prupe.5G021700.1
OG0012456	CDY44037, CDY22425	Prupe.6G224500.1
OG0012457	CDY44583, CDY36825	Prupe.8G172300.1
OG0012458	CDY16118, CDY33792	Prupe.1G283300.1
OG0012459	CDY35836, CDX92486	Prupe.7G235200.1
OG0012460	CDY20551, CDY51121	Prupe.1G300500.1
OG0012461	CDY38868, CDY64025	Prupe.2G280500.1
OG0012462	CDX77773, CDY17730	Prupe.5G071000.1
OG0012463	CDX95966, CDY33560	Prupe.1G293900.1
OG0012464	CDY53333, CDX83098	Prupe.6G218400.1, Prupe.1G420500.1
OG0012465	CDY72671, CDY47326, CDY01120	Prupe.7G232100.1
OG0012466	CDX74309, CDX91936	Prupe.3G293800.1
OG0012467	CDY38190, CDY08362	Prupe.5G110800.1
OG0012468	CDY68472, CDX76588	Prupe.4G179300.1
OG0012470	CDY55953, CDY36093	Prupe.1G304300.1
OG0012471	CDX69221, CDX75571	Prupe.7G162800.1
OG0012472	CDY47617, CDY03514	Prupe.5G120100.1
OG0012473	CDY22341, CDX94715	Prupe.1G030800.1
OG0012474	CDY11624, CDY38782	Prupe.1G262200.1
OG0012475	CDY27146, CDY12414	Prupe.5G014800.1
OG0012476	CDY13054, CDY23123	Prupe.5G019100.1
OG0012477	CDX76878, CDY49447	Prupe.6G224200.1
OG0012478	CDY25463, CDY38482	Prupe.5G046300.1
OG0012479	CDY46100, CDX72419	Prupe.6G209900.1
OG0012480	CDY16137, CDX85001	Prupe.1G305700.1
OG0012481	CDY37756, CDX71590	Prupe.5G178100.1
OG0012482	CDY24488, CDX77934	Prupe.7G153500.1
OG0012484	CDY07475	Prupe.7G226400.1
OG0012485	CDY47355, CDY49202	Prupe.1G212400.1
OG0012486	CDX89574, CDY38945	Prupe.7G144400.1
OG0012487	CDY19208, CDY26167	Prupe.5G224200.1
OG0012488	CDY01435, CDY12810	Prupe.7G131100.1
OG0012489	CDY08350, CDY38196	Prupe.5G110000.1
OG0012490	CDY25852, CDY60208	Prupe.1G066500.1, Prupe.1G066900.1
OG0012491	CDY70760, CDY14955	Prupe.8G028200.1
OG0012492	CDY21551, CDX69938	Prupe.4G287000.1
OG0012493	CDX96314, CDX72794	Prupe.8G003500.1
OG0012494	CDY40793, CDY46959	Prupe.1G584800.1
OG0012496	CDY48950, CDY46395	Prupe.5G054900.1
OG0012497	CDX98061, CDY30082	Prupe.5G083400.1
OG0012498	CDY37388, CDY10620	Prupe.4G128300.1
OG0012499	CDY49923, CDY23465	Prupe.2G325400.1
OG0012500	CDX96343, CDX72825	Prupe.8G043800.1
OG0012502	CDY26899, CDY32277	Prupe.1G552500.1
OG0012503	CDY10808	Prupe.1G065800.1
OG0012504	CDY06670, CDY10243	Prupe.1G268000.1
OG0012505	CDX88622, CDY11869	Prupe.1G061700.1
OG0012506	CDY26208, CDY19182	Prupe.8G150400.1
OG0012507	CDY17641, CDY17640, CDY36258	Prupe.1G334100.1
OG0012508	CDY11613, CDY38796, CDY42990	Prupe.1G261400.1
OG0012509	CDY69112, CDX87798	Prupe.5G013400.1
OG0012510	CDX78581, CDX70569	Prupe.3G292800.1
OG0012513	CDX86460, CDY58511	Prupe.3G285500.1
OG0012514	CDY68466, CDX94361	Prupe.7G212900.1
OG0012515	CDY60801, CDY16250	Prupe.1G258200.1
OG0012516	CDX69275, CDX75625	Prupe.7G133300.1
OG0012518	CDX82075, CDY58311	Prupe.5G245000.1
OG0012521	CDY25338, CDY47171	Prupe.7G228900.1
OG0012522	CDY45566, CDX77441	Prupe.1G053800.1
OG0012523	CDX90380, CDY52511	Prupe.6G196100.1
OG0012524	CDX86464, CDY44442	Prupe.3G285900.1
OG0012526	CDX81420, CDY18583	Prupe.7G175700.1
