Orthogroup	Brassica_napus	Solanum_lycopersicum
OG0013246	CDY27131, CDY12360	Solyc04T001624.1
OG0013247	CDX86229, CDY69277	Solyc01T001550.1
OG0013248	CDY18923, CDY37047	Solyc05T002077.2
OG0013249	CDY06136, CDX72072	PRAM_96926.1.p2
OG0013252	CDX76466, CDY09312	Solyc02T001140.1
OG0013253	CDX89776, CDY18270	Solyc09T002742.1
OG0013254	CDY34665, CDY34863	Solyc10T001051.1
OG0013256	CDX99358, CDX78943	Solyc02T001853.1
OG0013257	CDX77218, CDY47886, CDY39515	Solyc08T000048.1
OG0013258	CDY67811	Solyc12T000516.1
OG0013259	CDY37278	Solyc06T001214.1, Solyc01T002214.1
OG0013260	CDX67925, CDX79413	Solyc05T002695.1
OG0013261	CDY28917, CDY40553	Solyc11T000601.2
OG0013262	CDX71558, CDY22391	Solyc04T002909.3
OG0013263	CDY24646, CDY05319	Solyc09T002720.1
OG0013264	CDX91008, CDX85569	Solyc07T001027.1
OG0013265	CDY60109, CDY53596	Solyc05T002568.1
OG0013266	CDY19323, CDX97914	Solyc12T002709.1
OG0013267	CDY22127	Solyc07T001729.4
OG0013268	CDY64664, CDY16288	Solyc10T002145.2
OG0013269	CDX89778, CDY18268	Solyc12T002675.1
OG0013270	CDX83246, CDY38534	Solyc11T001958.1
OG0013271	CDX77797, CDY17705	Solyc04T000607.1
OG0013272	CDX70698, CDX78696	Solyc04T001637.1
OG0013274	CDY35957, CDY28023	Solyc05T001512.1
OG0013275	CDX76937, CDY13773	Solyc04T000596.1
OG0013277	CDX85280, CDX86357	Solyc02T002462.1
OG0013278	CDY16397, CDX91512	Solyc04T001919.1
OG0013279	CDY11208, CDX80779	Solyc09T000672.1
OG0013280	CDY66847, CDY40000	Solyc07T002398.2
OG0013281	CDX91524, CDY16387	Solyc11T000921.1, Solyc11T000692.1
OG0013282	CDX77800, CDY17702	Solyc04T000616.1
OG0013283	CDY19123, CDY15347	Solyc05T002763.3
OG0013284	CDX92601, CDY58109, CDY02620	Solyc01T001961.1
OG0013285	CDY02697, CDY59312	Solyc01T002298.1
OG0013287	CDY37874, CDX74480	Solyc02T002427.1
OG0013288	CDX73496, CDX78219	Solyc10T002048.1
OG0013289	CDY22725, CDY06492, CDY08286	Solyc07T001684.1
OG0013290	CDY36195, CDX75150	Solyc04T002243.1
OG0013291	CDY16341, CDX91563, CDY16343	Solyc06T001804.3
OG0013292	CDY68474, CDY64913	Solyc01T001284.2
OG0013293	CDX98742, CDX94090	Solyc11T000588.1
OG0013294	CDX73232, CDX87638	Solyc03T002180.1
OG0013295	CDY47250, CDY04027, CDX85215	Solyc10T002541.1
OG0013296	CDX84748	Solyc09T002824.1
OG0013297	CDX98589, CDX92374	Solyc11T002241.1
OG0013298	CDY36795	Solyc01T001282.1
OG0013299	CDY60752, CDX91477	Solyc09T000836.1
OG0013302	CDY45911, CDY64950	Solyc06T000034.2
OG0013303	CDY36009, CDY27972	Solyc01T002613.2
OG0013304	CDX82469	Solyc06T001036.1
OG0013305	CDY22339, CDX94717	Solyc03T000035.1
OG0013306	CDY31689, CDX84206	Solyc01T000425.1
OG0013307	CDX91836, CDX74397	Solyc01T002010.1
OG0013309	CDY67521, CDY67514	Solyc09T000644.1
OG0013310	CDY61912, CDY02212	Solyc01T003587.1
OG0013311	CDY10483, CDY40318	Solyc09T000638.1
OG0013312	CDY02928, CDX76112	Solyc05T002587.1
OG0013313	CDY07722, CDY14453, CDY14449	Solyc09T000854.6
OG0013314	CDX74287, CDX91958	Solyc02T000997.1
OG0013315	CDY20674, CDY31066	Solyc03T003072.1
OG0013316	CDY43484, CDY17557	Solyc01T003222.1
OG0013317	CDX74017, CDY07960	Solyc02T000086.1
OG0013318	CDY31635	Solyc07T000999.1, Solyc02T001184.2
OG0013319	CDX69766, CDX97097	Solyc08T001533.1
OG0013320	CDY66444, CDX86351	Solyc03T000944.1
OG0013321	CDY50876, CDY42898	Solyc06T000786.3
OG0013322	CDY67515, CDY67522	Solyc09T000641.1
OG0013323	CDX76105, CDY65311	Solyc03T002767.2
OG0013324	CDY08060, CDX74112	Solyc01T002203.2
OG0013325	CDY25485, CDY32251	Solyc11T000632.1
OG0013326	CDY02190, CDY51633	Solyc07T001596.1
OG0013328	CDX69446, CDY55583	Solyc04T001625.1
OG0013329	CDY37660, CDX74613	Solyc11T000344.1
OG0013330	CDY00807, CDX77369	Solyc06T002662.1
OG0013331	CDX97812, CDY48195, CDX77066	Solyc03T000126.1
OG0013332	CDX93594, CDX95096	Solyc12T000168.1
OG0013334	CDX86843, CDY71004	Solyc01T000060.1
OG0013336	CDY61824, CDY54677	Solyc08T001932.1
OG0013338	CDY21187	Solyc00T000004.1, Solyc02T000140.1, Solyc10T001056.1
OG0013339	CDX97584, CDX98475	Solyc10T000259.2
OG0013340	CDX92309, CDX99257	Solyc10T001556.1, Solyc01T004013.1
OG0013341	CDY59104, CDY61894	Solyc10T002042.1, Solyc01T001954.1
OG0013342	CDX74437, CDY30263, CDX85237, CDX86395	Solyc06T001560.1
OG0013343	CDY24664, CDY05294	Solyc01T001828.1, Solyc05T002552.1
OG0013344	CDY02347, CDY43178, CDY50060	Solyc02T001856.1
OG0013347	CDY17668, CDY58022, CDY67341, CDY52387	Solyc04T000196.1
OG0013348	CDY52290, CDY15093	Solyc09T001090.1
OG0013349	CDY40506, CDY54746	Solyc12T000383.1
OG0013350	CDY67686, CDX84626, CDX79587	Solyc02T000336.1
OG0013351	CDX86396, CDY44418, CDX85234	Solyc02T002377.1
OG0013352	CDY53745, CDX74237, CDX92011	PRAM_36938.1.p1
OG0013353	CDY50762, CDY41905	Solyc01T003138.1
OG0013354	CDX95329, CDX90607, CDY29076	Solyc11T002501.1
OG0013356	CDY17953, CDX90894, CDY22113	Solyc07T002025.1
OG0013358	CDY24406, CDY36110	Solyc04T003030.1
OG0013361	CDY31956, CDY05770	Solyc03T003036.1
OG0013362	CDY37364, CDX77807, CDY17689	Solyc05T000386.1
OG0013363	CDX95724, CDX83328	Solyc01T003366.1
OG0013364	CDY18269, CDX89777	Solyc05T002492.1
OG0013365	CDX68743, CDY28266	Solyc12T002587.1
OG0013366	CDY07119, CDY22008	Solyc01T002243.2
OG0013367	CDX86878, CDX99522	Solyc12T000361.1
OG0013368	CDX79321, CDX67993	Solyc08T002094.1
OG0013369	CDX77020, CDY35327	Solyc08T001398.1
OG0013370	CDX75299, CDX68920	Solyc08T001438.1
OG0013371	CDX98833, CDX70160	Solyc06T000879.1
OG0013372	CDY19838, CDX87130	Solyc03T001716.1
OG0013373	CDX69800, CDX97065	Solyc11T000053.1
OG0013374	CDY28265, CDX68742	Solyc08T001726.1
OG0013375	CDY08618	Solyc04T000835.1, Solyc10T002339.1
OG0013376	CDX88646, CDY11844	Solyc11T002393.1
OG0013377	CDY36555, CDY39641	Solyc02T002930.1
OG0013378	CDY14124, CDX98827, CDX70166	Solyc06T000855.1
OG0013379	CDX84563, CDX79672	Solyc09T002171.1
OG0013380	CDY13442, CDX72311, CDX68764	Solyc01T002027.1
OG0013381	CDY22805, CDY37126	Solyc07T002682.1
OG0013382	CDY01543, CDY55642, CDX78866, CDX99464	Solyc02T001474.1
OG0013383	CDX76695, CDY11471	Solyc12T002847.1
OG0013384	CDY61899, CDY38149, CDY52798	Solyc06T000142.1
OG0013386	CDX68864, CDX75257	Solyc08T000925.1
OG0013387	CDX85713, CDX91217, CDY54909	Solyc08T001485.1
OG0013389	CDY16038	PRAM_22800.1.p1, Solyc04T000300.1
OG0013390	CDY41398, CDX70257, CDY22512, CDY06941	Solyc03T001327.1
OG0013392	CDY26575, CDY16018	Solyc06T002163.1
OG0013393	CDY30547, CDX77117, CDX79640	Solyc11T002215.1
OG0013395	CDY34273, CDY03464	Solyc01T003507.1
OG0013396	CDX93509, CDY64776, CDX94984	Solyc06T002178.1
OG0013399	CDY13876, CDX81966, CDY39773, CDY03307	Solyc09T001869.1
OG0013401	CDY02944, CDY40234, CDY41217, CDX76089	Solyc05T001414.1
OG0013403	CDX80986, CDY34677, CDY07396, CDX98904	Solyc11T001713.1, Solyc11T001686.1, Solyc11T001741.1
OG0013405	CDY11355, CDX80989, CDY35909	Solyc12T001778.1, Solyc05T000574.1
OG0013410	CDX80852, CDY11240	Solyc10T002706.1, Solyc09T000150.1
OG0013414	CDY33345, CDY35078, CDX80850, CDY19960, CDY00068, CDY68656	Solyc10T002417.1
OG0013420	CDY02430, CDY25227, CDY48796	Solyc07T000704.1
OG0013423	CDY68479, CDY42868, CDY02127, CDY23049	Solyc06T000595.1
OG0013432	CDY16751, CDX87274, CDX88124, CDX84374	Solyc10T001184.1
OG0013434	CDY16865, CDX87159, CDY32590, CDY38909	Solyc11T000018.1
OG0013438	CDY26780, CDY47470, CDY46203, CDX71290	Solyc01T004293.1
OG0013442	CDX74290, CDX91956, CDX90571, CDY72474	Solyc01T001902.2
OG0013443	CDY51712, CDY07145, CDX74380, CDX91852	Solyc10T000006.1
OG0013447	CDY40698, CDX74151, CDY27793, CDY41938	Solyc01T003188.1
OG0013450	CDX73812, CDY00787, CDY50534, CDY52664	Solyc01T002401.1
OG0013463	CDY70695, CDY67121, CDX67647, CDY32015, CDY27215, CDX72138	Solyc03T001993.1
OG0013470	CDY60945, CDY16410, CDY19969, CDY67294	Solyc01T002741.1
OG0013471	CDY16299, CDY33271, CDX78012	Solyc09T000850.1
OG0013472	CDY29020, CDX90647, CDY33274, CDY16302	Solyc02T001082.1
OG0013475	CDY56303, CDX74578	Solyc11T000527.1, Solyc05T002234.1
OG0013478	CDX74481, CDY37876	Solyc02T000969.1, Solyc02T002428.1
OG0013486	CDX89192, CDY18993, CDY29892, CDY14253, CDX97426	Solyc07T002181.1
OG0013497	CDY23952, CDX84795, CDY15424, CDY15425, CDY57089, CDY70982	Solyc05T002619.1
OG0013503	CDY67737, CDY30659, CDX98447, CDX97569	Solyc07T002338.1
OG0013505	CDX98563, CDX97676, CDY26036, CDY53805	Solyc12T000597.1
OG0013509	CDY05613, CDY33892	Solyc12T002740.1, Solyc12T002739.1
OG0013513	CDX83613, CDY13628, CDX99714, CDY48993	Solyc10T001776.1
OG0013518	CDY58943, CDY64528	Solyc03T002786.1
OG0013538	CDX80041, CDY41551, CDY48017, CDY27528	Solyc10T000440.1
OG0013539	CDY38880, CDY00502, CDY32616	Solyc11T002487.1, Solyc03T000183.1
OG0013540	CDY30646, CDY04698, CDY01299, CDY00416	Solyc04T002261.1
OG0013547	CDY23271, CDX68714, CDY02057, CDY28233, CDX68711	Solyc12T000430.3
OG0013561	CDY44058, CDY22460, CDX75608, CDX69256	Solyc02T002537.2
OG0013581	CDX69543, CDX85057, CDX85560, CDX91004, CDX78617	Solyc02T002360.1
OG0013584	CDY10405, CDX70329, CDY55699, CDY04879	Solyc09T000142.1
OG0013585	CDY05011, CDY14060, CDX69999, CDX99018	Solyc07T002706.1
OG0013593	CDX90086, CDY11810, CDY03924, CDY64383	Solyc01T000413.1
OG0013599	CDY06697, CDY10267, CDY09924, CDY06250	Solyc09T002433.1
OG0013612	CDX85666, CDX91142, CDX69661, CDY09773	Solyc01T000406.1
OG0013613	CDY14531, CDX96983, CDX69854	Solyc03T001584.1, Solyc04T001856.1
OG0013615	CDY11719, CDX69533, CDY69260	Solyc02T002395.1
OG0013616	CDY36300, CDY36316, CDY00995, CDX98849, CDX70144	Solyc06T000974.1
OG0013618	CDY41392, CDX70252, CDY35258, CDY61771	Solyc10T002521.1
OG0013622	CDY29941, CDY35550, CDY41742, CDY60254	Solyc01T002262.1
OG0013625	CDY55435, CDY68424, CDY46757, CDX79718	Solyc09T000152.2
OG0013628	CDY45488, CDY36712	Solyc05T001448.1
OG0013637	CDY15018, CDY48556	Solyc03T001420.1
OG0013640	CDY12774, CDY23156	Solyc06T001129.1, Solyc09T002504.1
OG0013653	CDY40033, CDY35118	Solyc12T002769.1
OG0013654	CDY40029, CDY35122, CDX81787, CDY54373	Solyc04T001672.1
OG0013657	CDX91235, CDY65869, CDY00371, CDX72045	Solyc09T000172.1
OG0013658	CDX91291	Solyc06T000191.1, Solyc01T001912.2
OG0013663	CDY52648, CDX76314	Solyc10T001961.1, Solyc01T004334.1
OG0013665	CDX73243, CDX87628, CDX96632, CDY33632	Solyc04T002971.1, Solyc12T002496.1
OG0013671	CDY62367, CDY46412, CDY14685, CDY16229	Solyc05T000150.1
OG0013672	CDY70747, CDX79682, CDY70347, CDX84123	Solyc09T000320.1, Solyc10T002639.1
OG0013679	CDX86435, CDX85194, CDY04019, CDY47243	Solyc02T002316.1
OG0013681	CDX89783	Solyc09T002732.1
OG0013681	CDX86285, CDX85358	Solyc09T001589.1
OG0013687	CDY59400, CDY02516	Solyc07T002047.1, Solyc07T002451.1
OG0013691	CDX82106, CDY48037, CDY59938, CDX96451	Solyc06T001790.1
OG0013694	CDY52880, CDY63886, CDY43397, CDY08397	Solyc07T002816.1
OG0013704	CDY21092, CDY50177, CDY50178, CDY66919, CDY13585	Solyc04T000120.1
OG0013705	CDY49008, CDY68915, CDX94781	Solyc12T002824.1
OG0013718	CDX96018, CDY38581	Solyc02T000153.1
OG0013719	CDY38587, CDX96014, CDX81524, CDY44891	Solyc05T000436.1
OG0013722	CDY27026, CDX96193, CDY56904, CDY49456	Solyc03T001768.1
OG0013730	CDX88280, CDX87597, CDX85951, CDX68096	Solyc04T003015.1
OG0013735	CDY12226, CDY48282, CDX79456, CDX84746	Solyc05T000511.1
OG0013739	CDY07782, CDX79741, CDY18433, CDY69832, CDX93367	Solyc09T000474.1
OG0013742	CDY34468, CDY32242, CDX90525, CDY09695	Solyc06T002721.1
OG0013748	CDY59589, CDY29038	Solyc08T001215.1, Solyc08T000948.1, Solyc03T001237.1
OG0013750	CDY33187, CDX75017	Solyc04T001981.1
OG0013755	CDX88728, CDX71070, CDX80220, CDY31588	Solyc04T000694.3
OG0013761	CDX81884, CDY67160, CDX81883, CDY21700	Solyc03T003280.1
OG0013769	CDY19582, CDY50075, CDY32408, CDX82214	Solyc06T001468.1
OG0013771	CDY03063, CDY09384, CDY15822	Solyc01T000236.1
OG0013775	CDY32937, CDY50803, CDY22340, CDX94716	Solyc09T002474.1
OG0013776	CDY18509, CDX92212, CDY24438, CDX95541	Solyc03T003182.1
OG0013781	CDY38998, CDY54098	Solyc01T001756.1
OG0013784	CDY04631	Solyc03T002517.1
OG0013789	CDX87124, CDY19832, CDX80447, CDX88106	Solyc03T001647.1
OG0013794	CDY03099, CDY17629	Solyc02T001204.1
OG0013797	CDY71868, CDY65722, CDY35003, CDY05418, CDY72139	Solyc05T000900.1
OG0013800	CDY70371, CDY15630	Solyc11T002581.1
OG0013802	CDY68407, CDY59831	Solyc10T000707.1
OG0013803	CDY35361, CDX76976	Solyc12T001667.4, Solyc08T001053.1, Solyc06T000404.1
OG0013807	CDY20274	Solyc06T000171.1
OG0013808	CDY45528, CDY17579, CDY17572	Solyc08T000646.1
OG0013809	CDY12819, CDY01429, CDX81329	Solyc02T000877.1, Solyc02T002829.1
OG0013810	CDX90716, CDY05052, CDY71119, CDY12017	Solyc01T002484.1
OG0013811	CDY33439, CDY42222, CDY25367	Solyc11T000133.1
OG0013813	CDX93857	Solyc02T000084.1, Solyc04T000948.1, Solyc08T000760.1, Solyc02T000009.1, Solyc12T001065.2, Solyc10T001566.1
OG0013814	CDX85630, CDX91100, CDY09865, CDY09826	Solyc01T002462.3
OG0013816	CDX88172, CDX80502, CDY05488, CDY05353	Solyc06T001623.1
OG0013817	CDX89608, CDX93117, CDY37212, CDX81449	Solyc12T001147.1
OG0013823	CDY37539, CDY43273	Solyc02T000984.1, Solyc02T002379.1
OG0013824	CDY45497	Solyc11T001795.1
OG0013825	CDX84218, CDY31681	Solyc06T002753.1, Solyc09T001905.1
OG0013826	CDY22215, CDY41321	Solyc11T000192.1
OG0013827	CDY01772, CDX96116	Solyc03T000661.1
OG0013828	CDY28746, CDY43142	Solyc02T001781.1, Solyc03T000497.1
OG0013829	CDY24315, CDX92947, CDY10652	Solyc06T001168.1
OG0013830	CDX86529, CDY15571, CDY57814, CDY10188	Solyc07T002065.1
OG0013835	CDY65522, CDY12419, CDY27150, CDY12311	Solyc11T000861.1
OG0013836	CDX68265, CDY50639	Solyc06T001441.1, Solyc03T003511.1
OG0013837	CDY50631, CDY69046, CDX68201	Solyc11T001145.1, Solyc10T000804.1, Solyc10T000797.1
OG0013838	CDX95932, CDY40929	Solyc05T000747.1, Solyc01T000517.1
OG0013839	CDY39745, CDY58952	Solyc08T002374.1, Solyc08T000313.1
OG0013977	CDY27200, CDY65075	Solyc12T001016.1
OG0013978	CDY13314	Solyc10T002662.1
OG0013979	CDY43386, CDY24234	Solyc07T002808.1
OG0013980	CDX67685, CDY33830	Solyc04T000705.2
OG0013986	CDY37642, CDX74623	Solyc03T002186.1
OG0013987	CDX97976	Solyc01T000233.2
OG0013988	CDX74718	Solyc01T002700.1
OG0013990	CDX75029, CDY33168	Solyc09T000283.1
OG0013992	CDX72385	Solyc08T001311.1
OG0013993	CDY27962, CDY64939	Solyc10T002158.1
OG0013994	CDY44694, CDY41620	Solyc10T002762.1
OG0013995	CDY51719	Solyc01T002984.1
OG0013996	CDY23752	Solyc09T002592.1
OG0013997	CDY04840	Solyc09T000035.1
OG0014002	CDY38016, CDX90045	Solyc01T002849.1
OG0014005	CDY07755, CDY14495	Solyc09T000635.1
OG0014008	CDY38005	Solyc01T002936.2, Solyc11T001386.1
OG0014010	CDY66620	Solyc03T001187.1
OG0014013	CDX80764, CDY11193	Solyc09T000909.2
OG0014014	CDY07744, CDY14473	Solyc09T000056.1
OG0014018	CDY34392, CDY25553	Solyc08T002410.1
OG0014020	CDY04836	Solyc10T002800.1
OG0014022	CDX84570, CDX79666	Solyc09T000360.2
OG0014023	CDY49742, CDY22286	Solyc04T003041.3
OG0014024	CDX71945, CDY06032	Solyc06T000035.1
OG0014026	CDY27961	Solyc09T000031.1
OG0014029	CDX73617	Solyc09T000399.1
OG0014032	CDX91083, CDY58412	Solyc02T002947.1
OG0014035	CDY43746	Solyc09T000415.1
OG0014036	CDY28642, CDY17355	Solyc08T000391.1
OG0014037	CDX77384, CDY52082	Solyc09T001693.1
OG0014038	CDY56999, CDY58907	Solyc10T000971.1
OG0014039	CDY15411, CDY19069	Solyc09T002066.1
OG0014040	CDX75191	Solyc12T002588.1
OG0014041	CDY09813, CDY67561	Solyc04T001409.1
OG0014043	CDX80863, CDY11250	Solyc09T000217.2
OG0014044	CDY32519	Solyc10T002823.1
OG0014046	CDY33391, CDY30576	Solyc06T001545.1
OG0014047	CDY46833	Solyc04T002865.1
OG0014048	CDX67680	Solyc02T001840.1
OG0014051	CDY04995, CDY14076	Solyc03T001046.1
OG0014052	CDY31660, CDX84266	Solyc02T000444.1
OG0014056	CDX93139	Solyc01T003865.1
OG0014057	CDX80055	Solyc02T000827.1
OG0014061	CDX76687, CDY56458	Solyc09T001955.1
OG0014062	CDX85387, CDX86259	Solyc11T002050.1
OG0014063	CDY12335	Solyc12T002106.1
OG0014064	CDY01118, CDY47328	Solyc09T001723.1
OG0014068	CDX83460, CDY44255	Solyc06T001112.1
OG0014069	CDY65301, CDY52331	Solyc01T002748.1
OG0014071	CDY60440, CDX98906	Solyc09T000416.1
OG0014072	CDY68968	Solyc05T002027.1
OG0014076	CDY45505	Solyc02T002077.1
OG0014092	CDY17545	Solyc09T002531.1
OG0014094	CDX89981	Solyc01T002076.1
OG0014096	CDY37348	Solyc05T000361.1
OG0014097	CDX80700, CDY34535	Solyc08T001441.1
OG0014098	CDX93778, CDX85986	Solyc04T000093.1
OG0014100	CDY39712, CDY60486	Solyc09T001171.1
OG0014102	CDY33772	Solyc05T000266.1
OG0014103	CDY32993	Solyc03T000986.1
OG0014104	CDX74136, CDY67876	Solyc10T001076.1
OG0014108	CDX77972, CDX73753	Solyc04T000279.1
OG0014111	CDY05310	Solyc09T001714.1
OG0014114	CDX74591, CDY65132	Solyc04T001516.3
OG0014115	CDX96903, CDY14889	Solyc09T002463.2
OG0014117	CDY07716	Solyc10T002053.1
OG0014119	CDY37219	Solyc01T003900.1
OG0014120	CDY38451, CDY16899	Solyc01T002296.1
OG0014121	CDY40753, CDY44769	Solyc01T000250.1
OG0014122	CDY26159	Solyc12T001578.1
OG0014123	CDX69873, CDY21618	Solyc12T002290.1
OG0014128	CDY47724	Solyc09T002087.1
OG0014130	CDX71167	Solyc01T003870.1
OG0014133	CDY34253	Solyc09T002346.1
OG0014134	CDY40147, CDY65907	Solyc12T000164.1
OG0014136	CDY27667, CDY64487	Solyc08T002554.1
OG0014137	CDX81697	Solyc05T000359.1
OG0014138	CDY39256, CDY07476	Solyc04T001517.1
OG0014139	CDY66306	Solyc01T004365.1
OG0014140	CDY50837, CDY14959	Solyc01T000474.1
OG0014142	CDY51031, CDY70197	Solyc03T000179.1
OG0014144	CDY66276	Solyc01T003893.1
OG0014145	CDY50969, CDY28117	Solyc05T002634.1
OG0014151	CDY05546	Solyc10T000812.1
OG0014153	CDY28004	Solyc04T000621.1
OG0014156	CDY22485, CDY35434	Solyc01T001358.1
OG0014157	CDX74393, CDX91838	Solyc01T002242.1
OG0014158	CDY29851	Solyc04T000351.1
OG0014159	CDY27863, CDY00871	Solyc07T001887.1
OG0014160	CDX90762, CDY05107	Solyc08T002579.2
OG0014162	CDY64864, CDY64862	Solyc02T001704.1
OG0014163	CDX84982	Solyc05T000419.1
OG0014166	CDY48244	Solyc01T002556.1
OG0014167	CDY52973	Solyc03T003313.1
OG0014169	CDY08003, CDX74051	Solyc09T001446.1
OG0014172	CDY51316, CDX70233	Solyc11T000291.1
OG0014173	CDY62421	Solyc08T001965.1
OG0014175	CDY49891, CDY45369	Solyc12T000429.1
OG0014176	CDY20941	Solyc01T003524.1
OG0014178	CDY07394, CDY04212	Solyc03T001498.1
OG0014179	CDX91620, CDY27088	Solyc03T000431.1
OG0014180	CDX92717	Solyc03T000389.1
OG0014182	CDY39451, CDX77616	Solyc10T002198.1
OG0014187	CDY49306	Solyc06T002647.1
OG0014188	CDY18373	Solyc11T000171.1
OG0014189	CDY51078, CDY50023	Solyc01T003128.2
OG0014190	CDY33087	Solyc03T003527.1
OG0014191	CDX94724, CDY22332	Solyc09T002417.1
OG0014192	CDY40345	Solyc01T003411.1
OG0014195	CDY20176	Solyc03T003305.1
OG0014199	CDX92044, CDX74217	Solyc10T000982.1
OG0014200	CDY09426, CDY48806	Solyc12T002188.1
OG0014201	CDY55236, CDX97522	Solyc04T002013.1
OG0014205	CDX97989	Solyc05T000434.1
OG0014206	CDX67682, CDY33838	Solyc09T002862.1
OG0014210	CDX69013, CDX75388	Solyc11T001548.1
OG0014212	CDX84484, CDY43784	Solyc01T004398.1
OG0014218	CDY05958, CDY08167	Solyc01T000197.1
OG0014220	CDY42100	Solyc05T000481.1
OG0014223	CDY26058, CDY68240	Solyc03T003288.1
OG0014226	CDY22296, CDY49732	Solyc03T003031.1
OG0014228	CDX81027	Solyc07T002010.1
OG0014235	CDY48283	Solyc06T001578.1
OG0014238	CDX87087	Solyc06T001596.1
OG0014240	CDX78664, CDX70664	Solyc01T002465.1
OG0014241	CDY35346, CDX77000	Solyc08T001546.1
OG0014245	CDY56917	Solyc03T003411.2
OG0014250	CDY50287, CDY09170	Solyc06T002326.1
OG0014253	CDY02510	Solyc07T002426.1
OG0014254	CDY72298	Solyc07T002794.1
OG0014256	CDY11994, CDY37258, CDY36748	Solyc10T002387.1
OG0014262	CDX90450, CDY01486	Solyc08T001942.3
OG0014263	CDX84883, CDY45812	Solyc06T002107.1
OG0014264	CDY70728	Solyc12T000809.1
OG0014265	CDX86056	Solyc11T002543.1
OG0014269	CDY68640	Solyc10T002649.1
OG0014271	CDY34646	Solyc02T001695.1
OG0014273	CDX71889	Solyc10T002542.1
OG0014274	CDY47790, CDY14970	Solyc04T001986.1
OG0014281	CDY36927	Solyc03T002565.1
OG0014282	CDY38683, CDY37609	Solyc03T003000.1
OG0014284	CDY61264, CDY61265, CDY67211	Solyc07T001946.1
OG0014285	CDX82513, CDX75734	Solyc01T002400.1
OG0014287	CDY25878, CDY50513	Solyc12T000623.1
OG0014289	CDY02963, CDX76070	Solyc08T000456.1
OG0014290	CDY42164, CDY08415	Solyc12T000810.1
OG0014292	CDY52670, CDY50541	PRAM_283.1.p2
OG0014293	CDX91549, CDY16368	Solyc03T002513.3
OG0014294	CDX98515	Solyc10T000237.1
OG0014295	CDX83141, CDY34006	Solyc11T000690.1
OG0014296	CDX86531, CDY15569	Solyc10T000308.1
OG0014297	CDX98473	Solyc07T002387.1
OG0014300	CDY08085	Solyc03T002360.1
OG0014302	CDY30466, CDY23429	Solyc10T001157.1
OG0014303	CDX97111, CDX69755	Solyc08T001567.1
OG0014307	CDY38647, CDY54190	Solyc07T001973.1
OG0014309	CDY34443, CDY32229	Solyc12T000811.1
OG0014310	CDY53383, CDX77188	Solyc11T002522.1
OG0014312	CDY34855	Solyc03T003069.1
OG0014314	CDX75255, CDX68861	Solyc06T000399.1
OG0014316	CDX94138, CDX98779, CDY41271	Solyc02T001369.1
OG0014318	CDY29361, CDY51331	Solyc04T002943.1
OG0014319	CDX77129, CDY30538	Solyc11T002179.1
OG0014321	CDX86026, CDX99156	Solyc11T002514.1
OG0014322	CDY60036, CDX81189	Solyc12T001179.1
OG0014323	CDY33697	Solyc07T002301.1
OG0014325	CDX82021	Solyc11T001589.1
OG0014326	CDY34388, CDY25549	Solyc08T002405.1
OG0014331	CDX98542	Solyc07T002483.1
OG0014336	CDY66420, CDY01128	Solyc04T001380.1
OG0014337	CDY23706, CDY29738	Solyc04T000161.1
OG0014338	CDY45725	Solyc09T000362.2
OG0014341	CDX90165, CDY43315	Solyc10T000384.1
OG0014342	CDX84457, CDY43767	Solyc02T001349.1
OG0014344	CDX68322, CDY49218	Solyc01T003614.1
OG0014346	CDX70355	Solyc02T002685.2
OG0014348	CDY61915	Solyc04T000319.1
OG0014350	CDY49214, CDX68318	Solyc08T000009.1
OG0014352	CDX84708, CDY32967, CDY39308	Solyc10T001186.1
OG0014355	CDY47414, CDX99049	Solyc03T001849.1
OG0014356	CDX71641	Solyc01T003463.2
OG0014357	CDY40656, CDX75466	Solyc01T004280.1
OG0014359	CDY53738	Solyc02T001798.1
OG0014361	CDX95137	Solyc06T002436.1
OG0014362	CDY33006, CDY54245	Solyc03T001510.1
OG0014364	CDY03736, CDY09457	Solyc04T001007.1
OG0014365	CDY46007	Solyc04T002970.2
OG0014367	CDY12737	Solyc12T002684.1
OG0014368	CDY45781, CDX89035	Solyc12T000938.2
OG0014369	CDX69863, CDY21628	Solyc05T002657.1
OG0014370	CDY24080, CDY45127	Solyc07T002399.1
OG0014371	CDY24521	Solyc05T000055.2
OG0014373	CDX85490	Solyc11T000508.1
OG0014375	CDY36989, CDY13116	Solyc02T002101.1
OG0014377	CDY47840	Solyc08T002520.2
OG0014380	CDY39536, CDX77408	Solyc12T000219.1
OG0014381	CDY38870, CDY70229	Solyc03T001780.1
OG0014383	CDY49097, CDY39326	Solyc05T000242.1
OG0014386	CDX83581	Solyc05T000885.4
OG0014387	CDY36980, CDY13120	Solyc07T002074.1
OG0014389	CDY43509, CDY06803, CDY56417	Solyc07T001099.1
OG0014391	CDY45557, CDY04155	Solyc05T000686.1
OG0014393	CDY54069	Solyc01T004096.1
OG0014395	CDY05766, CDY31960	Solyc07T002035.1
OG0014397	CDY48617, CDY04122	Solyc04T000256.1
OG0014398	CDY56752, CDX72704	Solyc03T001564.1
OG0014399	CDY64519	Solyc10T000312.1
OG0014401	CDY56655, CDX91578	Solyc05T000190.1
OG0014402	CDX90765, CDY05109	Solyc08T002576.1
OG0014403	CDX90756, CDY05099	Solyc06T001484.1
