Orthogroup	Brassica_napus	Capsicum_anuum
OG0012856	CDX96906, CDY14890	CA03g05980
OG0012857	CDY18647, CDX81325	CA02g14810
OG0012858	CDY71551	CA06g25950
OG0012859	CDY57766, CDY55101	CA02g20430
OG0012860	CDX74071, CDY08024	CA05g16740
OG0012861	CDX71416, CDY04513	CA04g16270
OG0012862	CDX75636, CDX69288	CA02g14850
OG0012864	CDY36479	CA01g26860
OG0012865	CDY34795, CDX76833	CA07g01500
OG0012866	CDY35310, CDX77037	CA06g06090
OG0012867	CDY32234, CDY34450	CA10g06000
OG0012868	CDY54795, CDY59098	CA00g81210
OG0012869	CDY27620	CA03g27170
OG0012870	CDY18094, CDY66636	CA07g11650
OG0012872	CDX78220, CDX73495	CA01g06720
OG0012873	CDX83128, CDY54695	CA02g25950
OG0012874	CDX77799, CDY17703	CA05g01330
OG0012876	CDY24643, CDY05322	CA01g06900
OG0012877	CDY22760, CDY49964	CA01g25350
OG0012878	CDY44870, CDX70211	CA12g05830
OG0012880	CDY52730, CDY34989	CA01g15940
OG0012881	CDY51082, CDX82650	CA09g09930
OG0012882	CDY00305, CDY56640	CA03g27150
OG0012883	CDX81328	CA02g14630
OG0012884	CDY57762, CDY55098	CA00g84580
OG0012885	CDY18671, CDX81300	CA02g07350
OG0012886	CDY18367, CDX93303	CA06g04960
OG0012887	CDX85360, CDX86283	CA00g15270
OG0012889	CDX72273, CDY13391	CA07g01300
OG0012890	CDY00325, CDX84353	CA06g19220
OG0012892	CDX69483	CA08g00590
OG0012893	CDY40064, CDX85792	CA08g09630
OG0012894	CDX86107, CDX99082	CA06g05000
OG0012895	CDY32717, CDY02803	CA07g02280
OG0012896	CDY36750, CDY11992	CA07g20070
OG0012897	CDY12397	CA09g17890, CA07g03710
OG0012898	CDX93828, CDY01269	CA06g13120
OG0012899	CDY68528, CDY50854	CA01g33980
OG0012900	CDY19192	CA03g32990, CA06g17790
OG0012902	CDY23347, CDY30391	CA06g22070
OG0012904	CDY32033, CDX94867, CDY08642	CA00g46200
OG0012905	CDY57780, CDX86757	CA01g03470
OG0012907	CDY07168, CDY48497	CA02g16490, CA08g08270
OG0012908	CDY66518, CDY67358	CA10g18550
OG0012909	CDX67810	CA10g21200, CA03g13040
OG0012910	CDX74367, CDX91872	CA05g11510
OG0012911	CDY38176, CDY25131	CA10g22460
OG0012912	CDY25112, CDY01922, CDX97256	CA03g07980
OG0012916	CDY33693	CA10g21600
OG0012919	CDY08511, CDY01038	CA10g17410
OG0012920	CDX87637, CDX73233	CA04g22430
OG0012921	CDY05738, CDY31974	CA06g01830
OG0012922	CDY52396, CDY13682	CA00g82030
OG0012923	CDY23919, CDY70810	CA04g20000
OG0012924	CDY01101, CDY08456	CA03g12160
OG0012925	CDX69597, CDY57892	CA04g00170
OG0012927	CDX70054, CDX98970	CA09g12660
OG0012928	CDY37558, CDY56136	CA12g10210
OG0012929	CDY22662, CDY06332	CA00g68480
OG0012930	CDY58413, CDX69605	CA02g09270
OG0012931	CDX75205, CDX68799	CA01g13410
OG0012932	CDY27774, CDY05161	CA08g12150
OG0012933	CDY42907, CDY49357	CA00g41000
OG0012934	CDY22199, CDY41308	CA09g03010
OG0012935	CDX83664, CDY13686	CA00g82020
OG0012937	CDY50861, CDY64897	CA10g19070
OG0012938	CDX75577	CA08g02150
OG0012940	CDY31086, CDY32183	CA00g53890
OG0012941	CDY64493, CDY65466	CA03g12310
OG0012942	CDY37777, CDX80073	CA01g23170
OG0012943	CDY11254, CDX80869	CA08g10100
OG0012944	CDX95039, CDX93543	CA10g18480
OG0012945	CDY58083, CDY20895	CA04g19490
OG0012948	CDY22320, CDX94742	CA06g28050
OG0012949	CDY39360, CDY29412	CA02g26270
OG0012950	CDY37022, CDY27398	CA00g32540
OG0012952	CDX67745, CDX98299	CA03g14770
OG0012953	CDY01246, CDX93822	CA04g19130
OG0012954	CDX87116, CDY19826	CA08g13460
OG0012955	CDX95040, CDX93544	CA10g22400
OG0012957	CDY32971, CDY71257	CA04g20440
OG0012958	CDX95051, CDX93554	CA12g11380
OG0012959	CDX84718, CDX79478	CA03g01070
OG0012960	CDX96312, CDX72791	CA10g08100
OG0012961	CDY52372, CDX95155	CA02g22270
OG0012962	CDY05564, CDY25025	CA00g66960
OG0012963	CDY22048, CDY50388	CA03g10520
OG0012965	CDX74950, CDY70246	CA06g22080
OG0012966	CDY00184, CDY63199	CA02g31270
OG0012967	CDY40712, CDX74144	CA00g66930
OG0012968	CDX87588, CDY01345, CDY31856	CA04g23490
OG0012969	CDY48978, CDY28533	CA02g31360
OG0012971	CDY20902, CDY06724	CA04g21750
OG0012974	CDX99896, CDY00495	CA00g64160
OG0012975	CDY05748, CDY31968	CA05g03250
OG0012976	CDX89164, CDX93946	CA06g27610
OG0012977	CDY63851, CDX80113	CA03g35130
OG0012978	CDX78931, CDX99379	CA01g29490
OG0012979	CDX91044, CDX85593	CA02g00260
OG0012980	CDY38712, CDY27749, CDY05190	CA08g12740
OG0012981	CDY21170, CDY29952	CA10g20130
OG0012982	CDY11488, CDX76712	CA08g03060
OG0012983	CDX90956, CDX91808	CA01g24110
OG0012985	CDY39000, CDY65545	CA08g12400
OG0012986	CDY06137, CDX72073	CA00g73120
OG0012987	CDY10403, CDX70327	CA09g02890
OG0012988	CDY69563	CA12g07880
OG0012989	CDX80500, CDX88170	CA06g06080
OG0012990	CDX88212, CDX80555	CA06g03540
OG0012992	CDY06733, CDY17072	CA04g19860
OG0012993	CDY40691, CDX74156	CA02g16790
OG0012994	CDX70092, CDX98934	CA10g18100
OG0012995	CDY25455, CDY38490	CA10g21560
OG0012996	CDX78562, CDX70544	CA02g30840
OG0012997	CDY36496, CDY08722	CA03g19570
OG0012998	CDY12577, CDY47956	CA04g17550
OG0012999	CDY61397, CDY13477	CA07g10640
OG0013001	CDX69788, CDX97076	CA06g14620
OG0013002	CDY15443, CDX86696	CA03g08350
OG0013003	CDY39367, CDY29418	CA04g20880
OG0013004	CDY53018, CDX80133	CA03g08370
OG0013005	CDY31093, CDY32178	CA00g62050
OG0013006	CDY43489, CDY17560	CA08g12140
OG0013007	CDX80568, CDY61114, CDY69060, CDY05521	CA08g13370
OG0013008	CDY37153, CDX87673	CA11g16690
OG0013009	CDY22771, CDY42542	CA04g21030
OG0013010	CDX91824, CDX74403	CA01g22460
OG0013011	CDX95236, CDY42348	CA08g11060
OG0013012	CDY08620, CDY00912	CA00g95300
OG0013014	CDX80671, CDX86177	CA08g11140
OG0013016	CDX79892, CDY65803	CA03g35760
OG0013017	CDY35199, CDY38378	CA00g53950, CA00g85800
OG0013018	CDY14780, CDY06914	CA05g00580
OG0013019	CDY55530, CDY27470	CA03g08470
OG0013020	CDY21945, CDY22106	CA06g27580, CA03g09030
OG0013021	CDY06945, CDY57582	CA03g33010
OG0013022	CDY51749, CDY50664	CA01g19920
OG0013023	CDY22390, CDY61131	CA04g21060
OG0013024	CDX98802, CDX70184	CA08g09910
OG0013025	CDY06268, CDY09907	CA11g13690
OG0013027	CDY43303, CDY41856	CA08g01220
OG0013028	CDX77077, CDY37508	CA02g30290
OG0013031	CDY27775, CDY05160	CA08g11860
OG0013032	CDX75605, CDX69253	CA10g19650
OG0013033	CDY09570	CA02g04750
OG0013034	CDY17555, CDY43482	CA08g11510
OG0013035	CDX78759, CDY38457	CA10g18310
OG0013038	CDY70560, CDX80145	CA11g09890
OG0013039	CDY19716, CDX99990	CA02g26130
OG0013041	CDX75422, CDY69870	CA04g19120
OG0013042	CDY07419, CDY28883	CA08g12040
OG0013043	CDY67996, CDY37997	CA00g64580
OG0013044	CDY70566, CDY69457	CA04g23120
OG0013045	CDY34021, CDX83151	CA12g16550
OG0013046	CDX90923, CDY17988	CA05g15030
OG0013047	CDY58421, CDX69608	CA02g31020
OG0013048	CDY04982, CDY14089	CA10g17340
OG0013049	CDY54490, CDX93547, CDX95044	CA00g75100
OG0013051	CDY66496, CDY35322	CA08g05030
OG0013052	CDX70342, CDY10420	CA09g03610
OG0013053	CDY65674, CDY54397	CA00g80820
OG0013056	CDY66290, CDY18003	CA03g10040
OG0013060	CDX77086, CDY37501	CA02g30690
OG0013062	CDX73605, CDX78124	CA09g00780
OG0013063	CDY70511	CA06g14500
OG0013064	CDY29657, CDX97805	CA04g22730
OG0013065	CDY11979, CDY36764	CA06g27910
OG0013066	CDX88169, CDX80499	CA00g16020
OG0013067	CDY34020, CDX83150	CA04g17690
OG0013068	CDY18142, CDX89920	CA03g09750
OG0013069	CDY07095, CDY22028	CA01g24140
OG0013070	CDX85738, CDY40127	CA04g11350
OG0013072	CDY11864, CDY58140, CDY60000	CA00g69610
OG0013073	CDX81576, CDX95972, CDY33567	CA07g08490
OG0013075	CDX92121, CDY20935	CA05g16560
OG0013076	CDY52148	CA06g26040
OG0013077	CDX91367, CDX74956	CA09g04640
OG0013079	CDY54170, CDY68912	CA02g25580, CA02g05960
OG0013080	CDX85644, CDX91115, CDX69636, CDY09804	CA05g04080
OG0013082	CDY08619, CDY00913	CA03g23070
OG0013083	CDX81082	CA02g27300
OG0013084	CDY25906, CDY11866, CDX88625	CA07g05830
OG0013086	CDX74608, CDY66410	CA07g19120
OG0013088	CDY08734, CDY36509	CA04g05150
OG0013089	CDX80693, CDY34538	CA06g26520
OG0013090	CDX97616, CDX98513	CA07g17020
OG0013091	CDY02052, CDY10721	CA06g25720
OG0013092	CDY12315, CDX87946	CA11g15570
OG0013093	CDY07023, CDX93247	CA06g01300
OG0013094	CDY22054, CDY50380	CA03g08400
OG0013095	CDY28637, CDY17359	CA07g20410
OG0013096	CDY50041, CDX93067	CA07g10870
OG0013097	CDX93112, CDY37208, CDX81443	CA12g21760
OG0013098	CDY38686, CDY48840, CDY42050	CA04g17260
OG0013099	CDY65131, CDX74590	CA05g01820
OG0013100	CDY28700, CDY51542	CA02g19020
OG0013103	CDY28747	CA04g04060
OG0013104	CDY08166, CDY05956	CA02g24730
OG0013105	CDX78541, CDX70523	CA06g06900
OG0013107	CDX93175, CDY06985	CA06g21690
OG0013109	CDY54643, CDY29823	CA10g02480
OG0013110	CDX74818, CDY20502	CA05g15220
OG0013111	CDY65054, CDY17339	CA01g21710
OG0013112	CDY06646, CDY10205	CA10g02180
OG0013113	CDY35719, CDX90134	CA00g36760
OG0013114	CDY36206, CDX96142	CA02g24090
OG0013115	CDX79464, CDX84732	CA08g14740
OG0013116	CDX99079, CDX86110	CA09g09340
OG0013117	CDY55675, CDX96146	CA02g24240
OG0013118	CDY18454, CDX93392, CDY69382	CA09g03180
OG0013120	CDX94933, CDX93465	CA06g01790
OG0013121	CDY54177, CDX80331	CA06g05470
OG0013122	CDY40224, CDY41227	CA06g06130
OG0013123	CDX80971, CDY11338	CA06g08280
OG0013124	CDY50688, CDY43136	CA05g01800
OG0013126	CDY10575, CDY02453	CA01g11950
OG0013127	CDY60723, CDY01718	CA05g01890
OG0013128	CDX79327, CDX67988	CA00g67070
OG0013129	CDY54799, CDY59095	CA00g81230
OG0013133	CDY40211, CDX73389	CA05g18530
OG0013134	CDY29715, CDY20350	CA07g20680
OG0013135	CDY00854, CDY27874	CA02g20450
OG0013136	CDY50318, CDY16433	CA12g01930
OG0013137	CDY40237, CDY41213	CA00g63470
OG0013138	CDX68052, CDX79212, CDX73511	CA04g10340
OG0013139	CDY08539, CDY01007	CA03g12710
OG0013140	CDX89338, CDY13801	CA00g64370
OG0013141	CDY21931, CDY22091	CA05g09510
OG0013142	CDY21802, CDX77877	CA03g12130
OG0013143	CDX90311, CDY12119	CA00g72040
OG0013144	CDX89234, CDY19051	CA03g21020
OG0013146	CDY20466, CDX74846	CA06g05960
OG0013147	CDX90067, CDY15139	CA01g11220
OG0013148	CDY14739, CDY06966	CA03g12260
OG0013149	CDY10241, CDY06668	CA06g25680
OG0013150	CDY10713, CDY51010	CA09g06840
OG0013151	CDY06647, CDY10206	CA07g15440
OG0013153	CDY24205, CDY43364	CA03g14520
OG0013154	CDX83190, CDY21463	CA08g19270
OG0013157	CDY46793, CDY31326	CA01g07400
OG0013160	CDX95138, CDX93632	CA07g16020
OG0013161	CDX80465, CDX88128	CA06g21490
OG0013162	CDY35554, CDX70965, CDY64422	CA01g07740
OG0013163	CDX75495, CDY40636, CDX72534	CA12g04320
OG0013164	CDY50221	CA09g10760, CA12g10800
OG0013165	CDX90110, CDY27634, CDX84902	CA12g16480
OG0013166	CDY35794, CDX80732	CA04g22920
OG0013168	CDX68108, CDX85938, CDY29529	CA04g22540
OG0013169	CDY64787, CDY38180	CA00g00400
OG0013170	CDY68059, CDY09918	CA06g24840, CA06g04720
OG0013173	CDY70951	CA10g07900, CA00g64270
OG0013174	CDX79472	CA03g01430
OG0013176	CDY20703, CDY32913, CDY66608	CA07g05870
OG0013177	CDX92275, CDX99313	CA12g08680
OG0013178	CDY06978, CDX93169	CA09g16430, CA00g76540
OG0013179	CDY50904, CDY40885, CDY38351	CA11g20060
OG0013180	CDY39307, CDY09797, CDY65167, CDY45312, CDY39306	CA12g16440
OG0013181	CDY01173, CDY69223	CA05g17410
OG0013182	CDY69455, CDX92218	CA03g33220
OG0013183	CDY66942, CDY69086	CA00g77030, CA08g12380
OG0013184	CDY64484, CDY27670, CDY64483	CA07g08560
OG0013185	CDY50420, CDY01171	CA03g00850
OG0013186	CDY43606, CDY32957	CA09g05110
OG0013187	CDY51391, CDY15464	CA10g03530
OG0013188	CDY39290, CDY07445	CA12g03820
OG0013189	CDX84319, CDY17244	CA12g17380
OG0013190	CDY57945, CDX79275	CA03g36460
OG0013192	CDY15172, CDX90038	CA08g07640
OG0013193	CDX86360, CDY70937	CA02g27260
OG0013194	CDY64817, CDY71052	CA08g18420
OG0013196	CDY13182	CA10g10920, CA00g52220
OG0013197	CDY53914, CDY52013	CA08g07760
OG0013199	CDY68504, CDY06442	CA12g11000
OG0013200	CDY12372, CDY27121	CA03g00650
OG0013201	CDY02301, CDY09566	CA02g04790
OG0013202	CDY22295, CDY49733	CA03g32680
OG0013203	CDY03909, CDY15717	CA11g10610
OG0013204	CDX77791, CDY17711	CA05g01780
OG0013206	CDX89386, CDX94404	CA07g05720
OG0013207	CDY28355, CDY34960	CA04g18020
OG0013210	CDY01635, CDX98655	CA02g09690
OG0013211	CDY00858, CDY27868	CA07g08110
OG0013212	CDY44671, CDY53088	CA09g10060
OG0013214	CDX92627, CDY10997, CDY03468, CDY34270	CA08g13470
OG0013216	CDY44222, CDX83484	CA03g03120
OG0013217	CDY36213, CDX96136	CA04g08230
OG0013218	CDX86307, CDX85335	CA09g12450
OG0013219	CDX71600, CDY65711	CA08g13530
OG0013220	CDY11542, CDX96280	CA11g09030
OG0013221	CDX86255	CA12g21480
OG0013222	CDY01222, CDY70057	CA10g09450
OG0013223	CDX89383, CDX94401	CA09g04500
OG0013225	CDX74919, CDX91423	CA00g00990
OG0013226	CDX87525, CDX88359	CA01g21640
OG0013227	CDY36212, CDX96137	CA02g24040
OG0013228	CDY37596, CDY38668	CA06g16750
OG0013229	CDY21402, CDY04766	CA08g14410
OG0013230	CDX90065, CDY15145	CA01g19450
OG0013231	CDY05226, CDY27714	CA01g24630
OG0013232	CDY12579, CDY47954	CA05g04560
OG0013233	CDY26297, CDX99880	CA08g01850
OG0013234	CDY22620, CDY06373	CA08g15320
OG0013235	CDX93075, CDY50036	CA04g02470
OG0013236	CDX85179, CDX77455	CA01g20880
OG0013237	CDX98403, CDX67821	CA00g32760
OG0013238	CDY09372, CDY15830	CA08g13650
OG0013239	CDY05246, CDY24707	CA00g53550
OG0013240	CDX74073, CDY08026	CA01g18370
OG0013241	CDY16905, CDY38448	CA00g36800
OG0013242	CDY17184, CDY68509	CA12g10860
OG0013243	CDX93332, CDY18408	CA09g06360
OG0013245	CDY65064, CDY30903	CA08g14880
OG0013246	CDY27131, CDY12360	CA12g11080
OG0013247	CDX86229, CDY69277	CA00g85690
OG0013248	CDY18923, CDY37047	CA07g09110
OG0013252	CDX76466, CDY09312	CA00g50510
OG0013253	CDX89776, CDY18270	CA03g00430
OG0013254	CDY34665, CDY34863	CA10g07880
OG0013256	CDX99358, CDX78943	CA02g19440
OG0013257	CDX77218, CDY47886, CDY39515	CA01g29990
OG0013258	CDY67811	CA09g08000, CA09g08010
OG0013259	CDY37278	CA01g23490
OG0013260	CDX67925, CDX79413	CA05g20030
OG0013261	CDY28917, CDY40553	CA12g01130
OG0013262	CDX71558, CDY22391	CA04g21860
OG0013263	CDY24646, CDY05319	CA03g01140
OG0013264	CDX91008, CDX85569	CA04g10180
OG0013265	CDY60109, CDY53596	CA05g18650
OG0013266	CDY19323, CDX97914	CA12g20770
OG0013267	CDY22127	CA07g08150
OG0013268	CDY64664, CDY16288	CA10g11110
OG0013269	CDX89778, CDY18268	CA12g20300
OG0013270	CDX83246, CDY38534	CA09g07890
OG0013271	CDX77797, CDY17705	CA05g01290
OG0013272	CDX70698, CDX78696	CA12g11390
OG0013274	CDY35957, CDY28023	CA04g15440
OG0013275	CDX76937, CDY13773	CA05g01460
OG0013277	CDX85280, CDX86357	CA02g27120
OG0013278	CDY16397, CDX91512	CA12g11680
OG0013279	CDY11208, CDX80779	CA09g12320
OG0013280	CDY66847, CDY40000	CA07g16560
OG0013282	CDX77800, CDY17702	CA05g01370
OG0013283	CDY19123, CDY15347	CA12g00020
OG0013284	CDX92601, CDY58109, CDY02620	CA01g25680
OG0013285	CDY02697, CDY59312	CA00g36890
OG0013287	CDY37874, CDX74480	CA02g27490
OG0013288	CDX73496, CDX78219	CA10g10180
OG0013290	CDY36195, CDX75150	CA00g11010
OG0013291	CDY16341, CDX91563, CDY16343	CA06g17490
OG0013292	CDY68474, CDY64913	CA00g87850
OG0013293	CDX98742, CDX94090	CA12g01000
OG0013294	CDX73232, CDX87638	CA03g22130
OG0013296	CDX84748	CA00g58410
OG0013297	CDX98589, CDX92374	CA11g16370
OG0013298	CDY36795	CA01g16360
OG0013299	CDY60752, CDX91477	CA09g09680
OG0013302	CDY45911, CDY64950	CA01g25190
OG0013303	CDY36009, CDY27972	CA00g67810
OG0013304	CDX82469	CA07g17080, CA06g12900, CA07g15090, CA07g15030
OG0013305	CDY22339, CDX94717	CA04g00360
OG0013307	CDX91836, CDX74397	CA01g22760
OG0013309	CDY67521, CDY67514	CA09g06400, CA09g06410
OG0013310	CDY61912, CDY02212	CA08g14210
OG0013311	CDY10483, CDY40318	CA09g06170
OG0013312	CDY02928, CDX76112	CA05g19060
OG0013314	CDX74287, CDX91958	CA02g08570
OG0013315	CDY20674, CDY31066	CA03g30620
OG0013316	CDY43484, CDY17557	CA00g46140
OG0013317	CDX74017, CDY07960	CA02g06920
OG0013318	CDY31635	CA02g10530
OG0013319	CDX69766, CDX97097	CA00g00100
OG0013320	CDY66444, CDX86351	CA04g10130
OG0013321	CDY50876, CDY42898	CA00g63970
OG0013322	CDY67515, CDY67522	CA09g06350
OG0013323	CDX76105, CDY65311	CA03g28630
OG0013324	CDY08060, CDX74112	CA01g23620
OG0013325	CDY25485, CDY32251	CA12g00720
OG0013326	CDY02190, CDY51633	CA07g08260
OG0013328	CDX69446, CDY55583	CA12g11070
OG0013329	CDY37660, CDX74613	CA12g04290
OG0013330	CDY00807, CDX77369	CA06g26640
OG0013331	CDX97812, CDY48195, CDX77066	CA00g90650
OG0013332	CDX93594, CDX95096	CA09g15180, CA09g15130
OG0013334	CDX86843, CDY71004	CA07g10080, CA08g00320
OG0013335	CDX78836, CDX99492, CDX90413	CA02g03630, CA04g00790
OG0013336	CDY61824, CDY54677, CDY58544	CA01g07700
OG0013338	CDY21187	CA03g12920, CA01g20420
OG0013339	CDX97584, CDX98475	CA10g01860, CA00g96310
OG0013340	CDX92309, CDX99257	CA00g41310
OG0013341	CDY59104, CDY61894	CA10g10190
OG0013343	CDY24664, CDY05294	CA05g18310
OG0013344	CDY02347, CDY43178, CDY50060	CA02g19480
OG0013345	CDX84933, CDY27605, CDY15722, CDY03907	CA00g45490
OG0013346	CDY09741, CDY22756, CDY22901	CA08g11050
OG0013348	CDY52290, CDY15093	CA04g21670, CA04g21660
OG0013349	CDY40506, CDY54746	CA09g17900
OG0013350	CDY67686, CDX84626, CDX79587	CA02g00700
OG0013351	CDX86396, CDY44418, CDX85234	CA02g28190
OG0013352	CDY53745, CDX74237, CDX92011	CA05g06940
OG0013353	CDY50762, CDY41905	CA08g10750
OG0013354	CDX95329, CDX90607, CDY29076	CA11g14480
OG0013358	CDY24406, CDY36110	CA04g23520
OG0013361	CDY31956, CDY05770	CA00g86310, CA03g30250
OG0013362	CDY37364, CDX77807, CDY17689	CA11g00460
OG0013363	CDX95724, CDX83328	CA00g80810
OG0013364	CDY18269, CDX89777	CA05g17250
OG0013365	CDX68743, CDY28266	CA12g19220
OG0013366	CDY07119, CDY22008	CA01g23200
OG0013367	CDX86878, CDX99522	CA09g17730
OG0013368	CDX79321, CDX67993	CA00g85540
OG0013370	CDX75299, CDX68920	CA00g01030
OG0013371	CDX98833, CDX70160	CA06g09380
OG0013372	CDY19838, CDX87130	CA03g20140
OG0013373	CDX69800, CDX97065	CA12g08410
OG0013374	CDY28265, CDX68742	CA01g09440
OG0013375	CDY08618	CA05g00080, CA10g20140
OG0013376	CDX88646, CDY11844	CA11g20350
OG0013377	CDY36555, CDY39641	CA02g30780
OG0013379	CDX84563, CDX79672	CA06g26710, CA03g08850
OG0013381	CDY22805, CDY37126	CA07g20100
OG0013382	CDY01543, CDY55642, CDX78866, CDX99464	CA02g04550
OG0013383	CDX76695, CDY11471	CA12g22790
OG0013386	CDX68864, CDX75257	CA01g31780
OG0013387	CDX85713, CDX91217, CDY54909	CA08g03270
OG0013389	CDY16038	CA02g02740, CA05g05760
OG0013392	CDY26575, CDY16018	CA06g21660
OG0013393	CDY30547, CDX77117, CDX79640	CA11g16860
OG0013395	CDY34273, CDY03464	CA08g14770
OG0013396	CDX93509, CDY64776, CDX94984	CA06g21850
OG0013399	CDY13876, CDX81966, CDY39773, CDY03307	CA09g06870
OG0013401	CDY02944, CDY40234, CDY41217, CDX76089	CA11g10780
OG0013405	CDY11355, CDX80989, CDY35909	CA11g02120
OG0013410	CDX80852, CDY11240	CA10g14930, CA00g44720
OG0013420	CDY02430, CDY25227, CDY48796	CA11g11820, CA00g71330, CA03g05460
OG0013423	CDY68479, CDY42868, CDY02127, CDY23049	CA06g09580
OG0013432	CDY16751, CDX87274, CDX88124, CDX84374	CA03g31120
OG0013434	CDY16865, CDX87159, CDY32590, CDY38909	CA12g09070
OG0013438	CDY26780, CDY47470, CDY46203, CDX71290	CA08g18920
OG0013442	CDX74290, CDX91956, CDX90571, CDY72474	CA00g88640
OG0013443	CDY51712, CDY07145, CDX74380, CDX91852	CA10g05540
OG0013447	CDY40698, CDX74151, CDY27793, CDY41938	CA08g11400
OG0013450	CDX73812, CDY00787, CDY50534, CDY52664	CA01g20020
OG0013451	CDX74203, CDX92055, CDX95279, CDY41700, CDX95278	CA08g01620
OG0013470	CDY60945, CDY16410, CDY19969, CDY67294	CA01g18870
OG0013471	CDY16299, CDY33271, CDX78012	CA09g09100, CA02g03150
OG0013472	CDY29020, CDX90647, CDY33274, CDY16302	CA02g09480
OG0013475	CDY56303, CDX74578	CA12g02160, CA05g12960
OG0013478	CDX74481, CDY37876	CA02g01390, CA02g27480
OG0013503	CDY67737, CDY30659, CDX98447, CDX97569	CA07g16300
OG0013505	CDX98563, CDX97676, CDY26036, CDY53805	CA03g11810
OG0013509	CDY05613, CDY33892	CA09g14070, CA12g21140
OG0013513	CDX83613, CDY13628, CDX99714, CDY48993	CA10g18590
OG0013518	CDY58943, CDY64528	CA03g28820, CA03g28840, CA00g94960
OG0013538	CDX80041, CDY41551, CDY48017, CDY27528	CA10g05470
OG0013539	CDY38880, CDY00502, CDY32616	CA03g16090
OG0013540	CDY30646, CDY04698, CDY01299, CDY00416	CA00g04580
OG0013561	CDY44058, CDY22460, CDX75608, CDX69256	CA02g26100
OG0013584	CDY10405, CDX70329, CDY55699, CDY04879	CA09g02980
OG0013585	CDY05011, CDY14060, CDX69999, CDX99018	CA00g77740
OG0013588	CDY35381, CDY47963, CDY14824, CDX79882	CA02g22870
OG0013593	CDX90086, CDY11810, CDY03924, CDY64383	CA00g54680
OG0013599	CDY06697, CDY10267, CDY09924, CDY06250	CA03g06570
OG0013604	CDY06211, CDY09975, CDY06639, CDY10197, CDY52690, CDY10764	CA12g16040
OG0013612	CDX85666, CDX91142, CDX69661, CDY09773	CA01g18210
OG0013613	CDY14531, CDX96983, CDX69854	CA12g12370
OG0013615	CDY11719, CDX69533, CDY69260	CA02g28090
OG0013618	CDY41392, CDX70252, CDY35258, CDY61771	CA10g18390
OG0013622	CDY29941, CDY35550, CDY41742, CDY60254	CA01g26820
OG0013625	CDY55435, CDY68424, CDY46757, CDX79718	CA00g44700
OG0013627	CDX96812, CDX83946, CDX81776, CDY50992, CDX81775, CDX81774	CA05g06450
OG0013628	CDY45488, CDY36712	CA00g45360, CA10g07590, CA04g09780, CA00g78760
OG0013637	CDX79278	CA07g13390, CA00g80460
OG0013637	CDY15018, CDY48556	CA00g86050
OG0013640	CDY12774, CDY23156	CA03g05350, CA10g12900
OG0013653	CDY40033, CDY35118	CA12g21470, CA01g30400
OG0013654	CDY40029, CDY35122, CDX81787, CDY54373	CA06g15550
OG0013656	CDX74825, CDY20494, CDY41205, CDY27271, CDX72208	CA05g16020
OG0013658	CDX91291	CA10g18020
OG0013663	CDY52648, CDX76314	CA10g07050, CA08g19380
OG0013671	CDY62367, CDY46412, CDY14685, CDY16229	CA11g06480
OG0013679	CDX86435, CDX85194, CDY04019, CDY47243	CA02g28960
OG0013681	CDX86285, CDX85358	CA09g11220
OG0013687	CDY59400, CDY02516	CA07g14850, CA07g17270
OG0013691	CDX82106, CDY48037, CDY59938, CDX96451	CA06g17360
OG0013694	CDY52880, CDY63886, CDY43397, CDY08397	CA07g21260
OG0013699	CDY26760, CDY37243, CDY49695, CDY45723	CA04g23030
OG0013705	CDY49008, CDY68915, CDX94781	CA12g22460
OG0013718	CDX96018, CDY38581	CA02g03620
OG0013719	CDY38587, CDX96014, CDX81524, CDY44891	CA11g01020
OG0013722	CDY27026, CDX96193, CDY56904, CDY49456	CA03g19560
OG0013729	CDX93767, CDX86006, CDX90748, CDY05088	CA05g03530, CA03g18690
OG0013730	CDX88280, CDX87597, CDX85951, CDX68096	CA04g23370
OG0013742	CDY34468, CDY32242, CDX90525, CDY09695	CA06g27810
OG0013748	CDY59589, CDY29038	CA05g04190, CA01g27730
OG0013750	CDY33187, CDX75017	CA04g11970, CA04g11980
OG0013755	CDX88728, CDX71070, CDX80220, CDY31588	CA05g00710
OG0013761	CDX81884, CDY67160, CDX81883, CDY21700	CA03g33960
OG0013769	CDY19582, CDY50075, CDY32408, CDX82214	CA06g15580
OG0013771	CDY03063, CDY09384, CDY15822	CA08g00980
OG0013775	CDY32937, CDY50803, CDY22340, CDX94716	CA03g06220
OG0013776	CDY18509, CDX92212, CDY24438, CDX95541	CA03g32900
OG0013781	CDY38998, CDY54098	CA01g16800
OG0013784	CDY04631	CA00g94450, CA04g23010, CA00g52240, CA04g20550, CA08g19300
OG0013789	CDX87124, CDY19832, CDX80447, CDX88106	CA03g21210
OG0013794	CDY03099, CDY17629	CA02g04900, CA02g04870, CA10g08270
OG0013796	CDX75941, CDY72422	CA01g06510, CA01g33690
OG0013797	CDY71868, CDY65722, CDY35003, CDY05418, CDY72139	CA09g02680
OG0013800	CDY70371, CDY15630	CA11g13220, CA06g17580
OG0013802	CDY68407, CDY59831	CA10g04480, CA11g05880, CA03g09740, CA00g96840
OG0013803	CDY35361, CDX76976	CA06g07040
OG0013807	CDY20274	CA06g00700, CA06g01100, CA06g02130, CA00g93540, CA06g02580
